,Player,Position,Salary,DK_Points,DK_Value
0,Matt Ryan,QB,6400,24.868,257.35885475309635
1,Gardner Minshew,QB,5000,18.368000000000002,272.2125435540069
2,Dak Prescott,QB,6200,22.068,280.94979155338046
3,Lamar Jackson,QB,6900,24.203999999999997,285.0768468021815
4,Patrick Mahomes,QB,7500,26.261999999999997,285.5837331505598
5,Jared Goff,QB,6100,21.274000000000004,286.7349816677634
6,Deshaun Watson,QB,6700,23.182,289.01734104046244
7,Kyler Murray,QB,6500,21.833999999999996,297.700833562334
8,Case Keenum,QB,5000,16.172,309.17635419243135
9,Russell Wilson,QB,6600,21.326,309.48138422582764
10,Andy Dalton,QB,5400,17.25,313.04347826086956
11,Kirk Cousins,QB,5200,16.504,315.0751333010179
12,Marcus Mariota,QB,4900,14.784,331.43939393939394
13,Carson Wentz,QB,6000,18.038,332.6311120966848
14,Baker Mayfield,QB,5500,16.284,337.7548513878654
15,Josh Rosen,QB,4500,12.966,347.0615455807497
16,Jimmy Garoppolo,QB,5700,16.272000000000002,350.2949852507374
17,Sam Darnold,QB,5100,13.696000000000002,372.37149532710276
18,Joe Flacco,QB,4800,12.814,374.5902918682691
19,Teddy Bridgewater,QB,5300,13.128,403.71724558196223
20,Le'Veon Bell,RB,6400,20.05,319.20199501246884
21,Kenyan Drake,RB,4400,13.46,326.8945022288261
22,Leonard Fournette,RB,6700,19.929999999999996,336.1766181635726
23,Chris Carson,RB,6000,16.919999999999998,354.6099290780142
24,Phillip Lindsay,RB,5300,14.910000000000002,355.4661301140174
25,Dalvin Cook,RB,8400,22.970000000000006,365.69438397910307
26,Carlos Hyde,RB,4400,11.780000000000001,373.5144312393888
27,Nick Chubb,RB,7300,19.509999999999998,374.1670937980523
28,Joe Mixon,RB,5500,14.489999999999998,379.57211870255355
29,David Johnson,RB,7600,19.91,381.7177297840281
30,Derrick Henry,RB,6100,15.91,383.4066624764299
31,Chris Thompson,RB,5000,13.04,383.4355828220859
32,Damien Williams,RB,5700,14.76,386.1788617886179
33,Ezekiel Elliott,RB,8500,21.689999999999998,391.8856615952052
34,Matt Breida,RB,5100,12.98,392.91217257318954
35,Devonta Freeman,RB,5800,14.67,395.36468984321743
36,Miles Sanders,RB,4200,10.490000000000002,400.38131553860813
37,Mark Ingram,RB,6600,16.02,411.98501872659176
38,Duke Johnson,RB,4100,9.690000000000001,423.1166150670794
39,Royce Freeman,RB,4500,10.57,425.73320719016084
40,Alvin Kamara,RB,8000,18.7,427.80748663101605
41,Tevin Coleman,RB,4400,10.22,430.52837573385517
42,Jordan Howard,RB,4900,10.72,457.08955223880594
43,Adrian Peterson,RB,4500,9.750000000000002,461.53846153846143
44,Dion Lewis,RB,3700,7.119999999999999,519.6629213483146
45,Giovani Bernard,RB,3500,6.54,535.1681957186545
46,Ito Smith,RB,4300,7.340000000000001,585.8310626702996
47,LeSean McCoy,RB,5600,9.110000000000001,614.7091108671789
48,Latavius Murray,RB,3700,5.91,626.0575296108291
49,Malcolm Brown,RB,4300,6.200000000000001,693.548387096774
50,Chase Edmonds,RB,4600,5.73,802.7923211169284
51,Rashaad Penny,RB,4100,5.0600000000000005,810.2766798418971
52,Robby Anderson,WR,4000,12.51,319.744204636291
53,Amari Cooper,WR,7000,21.87,320.0731595793324
54,DeAndre Hopkins,WR,7400,21.79,339.6053235429096
55,Jamison Crowder,WR,4000,11.590000000000002,345.12510785159617
56,Courtland Sutton,WR,5000,14.290000000000001,349.8950314905528
57,D.J. Chark,WR,5500,15.71,350.0954805856142
58,Larry Fitzgerald,WR,6100,16.89,361.16044997039666
59,Robert Woods,WR,5600,15.33,365.29680365296804
60,Preston Williams,WR,4100,11.19,366.3985701519214
61,Tyler Boyd,WR,6300,17.18,366.7054714784633
62,Demaryius Thomas,WR,3300,8.97,367.89297658862876
63,Cooper Kupp,WR,7100,19.05,372.7034120734908
64,Julio Jones,WR,8000,21.38,374.1814780168382
65,Michael Thomas,WR,7800,20.669999999999998,377.35849056603774
66,Michael Gallup,WR,5600,14.6,383.56164383561645
67,Mohamed Sanu,WR,4500,11.58,388.60103626943004
68,Terry McLaurin,WR,6000,15.33,391.3894324853229
69,Emmanuel Sanders,WR,4800,12.190000000000001,393.76538146021323
70,Will Fuller,WR,6000,15.190000000000001,394.99670836076365
71,Jarvis Landry,WR,5200,13.13,396.039603960396
72,Tyler Lockett,WR,6400,15.949999999999998,401.25391849529785
73,Adam Thielen,WR,6700,16.68,401.67865707434055
74,Alshon Jeffery,WR,5800,14.23,407.58959943780746
75,Auden Tate,WR,4500,10.709999999999999,420.1680672268908
76,Odell Beckham Jr.,WR,6800,16.09,422.6227470478558
77,Trey Quinn,WR,3700,8.64,428.2407407407407
78,Corey Davis,WR,4000,9.34,428.2655246252677
79,Calvin Ridley,WR,5700,13.290000000000001,428.89390519187356
80,Damion Willis,WR,3000,6.870000000000001,436.6812227074235
81,Christian Kirk,WR,5200,11.8,440.6779661016949
82,Dede Westbrook,WR,5100,11.31,450.9283819628647
83,Brandin Cooks,WR,5400,11.900000000000002,453.78151260504194
84,Trent Sherfield,WR,3000,6.43,466.56298600311044
85,Adam Humphries,WR,3800,8.13,467.4046740467404
86,Deebo Samuel,WR,4300,9.16,469.43231441048033
87,D.K. Metcalf,WR,4700,10.010000000000002,469.5304695304695
88,Nelson Agholor,WR,4600,9.709999999999999,473.73841400617926
89,KeeSean Johnson,WR,3900,8.06,483.87096774193543
90,Stefon Diggs,WR,5900,11.870000000000003,497.05139005897206
91,Ted Ginn,WR,3600,7.15,503.49650349650346
92,Chris Conley,WR,4100,8.08,507.4257425742574
93,Marquise Brown,WR,6200,11.879999999999999,521.8855218855219
94,Demarcus Robinson,WR,5900,11.26,523.9786856127887
95,Marquise Goodwin,WR,4500,8.36,538.2775119617226
96,Paul Richardson,WR,4900,9.010000000000002,543.840177580466
97,Keke Coutee,WR,3500,6.35,551.1811023622048
98,Byron Pringle,WR,3500,6.3100000000000005,554.675118858954
99,A.J. Brown,WR,4200,7.4399999999999995,564.516129032258
100,Mecole Hardman,WR,5300,9.129999999999999,580.5038335158818
101,Seth Roberts,WR,3000,5.01,598.8023952095808
102,Tyreek Hill,WR,6900,11.149999999999999,618.8340807174889
103,Randall Cobb,WR,4400,6.99,629.4706723891273
104,Mack Hollins,WR,3600,5.58,645.1612903225806
105,Willie Snead,WR,5500,8.36,657.8947368421053
106,Albert Wilson,WR,4000,5.91,676.818950930626
107,Antonio Callaway,WR,4200,6.199999999999999,677.4193548387098
108,Rashard Higgins,WR,3700,5.3100000000000005,696.7984934086628
109,Dante Pettis,WR,3900,5.529999999999999,705.2441229656421
110,DaeSean Hamilton,WR,3600,5.0,720.0
111,Damiere Byrd,WR,4100,5.109999999999999,802.348336594912
112,Zach Ertz,TE,5400,15.950000000000001,338.5579937304075
113,Austin Hooper,TE,5000,14.620000000000001,341.9972640218878
114,Mark Andrews,TE,4800,13.66,351.3909224011713
115,Travis Kelce,TE,7000,19.909999999999997,351.5821195379207
116,George Kittle,TE,5200,14.71,353.5010197144799
117,Will Dissly,TE,4900,13.0,376.9230769230769
118,Delanie Walker,TE,3700,8.82,419.5011337868481
119,Jeremy Sprinkle,TE,2600,5.74,452.96167247386757
120,Gerald Everett,TE,3600,7.930000000000001,453.97225725094574
121,Noah Fant,TE,2900,6.23,465.4895666131621
122,Jason Witten,TE,3900,8.13,479.70479704797043
123,Jared Cook,TE,3400,7.050000000000001,482.26950354609926
124,Geoff Swaim,TE,2900,5.949999999999999,487.3949579831933
125,Mike Gesicki,TE,2700,5.289999999999999,510.3969754253309
126,Dallas Goedert,TE,2900,5.43,534.0699815837937
127,Tyler Eifert,TE,3500,6.130000000000001,570.9624796084828
128,Jordan Akins,TE,3200,5.49,582.8779599271402
129,Darren Fells,TE,3100,5.08,610.2362204724409
130,Hayden Hurst,TE,3200,5.15,621.3592233009708
131,Ricky Seals-Jones,TE,3300,5.16,639.5348837209302
132,New York Jets,DST,1500,5.5,272.72727272727275
133,Atlanta Falcons,DST,2300,7.6000000000000005,302.6315789473684
134,Arizona Cardinals,DST,1900,6.1,311.4754098360656
135,Kansas City Chiefs,DST,2500,7.5,333.3333333333333
136,Jacksonville Jaguars,DST,2200,6.5,338.46153846153845
137,Washington Redskins,DST,3200,9.399999999999999,340.42553191489367
138,Minnesota Vikings,DST,2600,6.800000000000001,382.35294117647055
139,Houston Texans,DST,2100,5.200000000000001,403.84615384615375
140,Miami Dolphins,DST,2700,6.6000000000000005,409.09090909090907
141,Denver Broncos,DST,3100,7.500000000000001,413.33333333333326
142,Tennessee Titans,DST,2900,7.0,414.2857142857143
143,San Francisco 49ers,DST,2700,6.2,435.48387096774195
144,Cleveland Browns,DST,2800,6.199999999999999,451.6129032258065
145,Los Angeles Rams,DST,3300,7.2,458.3333333333333
146,Dallas Cowboys,DST,4300,9.0,477.77777777777777
147,Baltimore Ravens,DST,4100,8.5,482.3529411764706
148,New Orleans Saints,DST,3200,6.499999999999999,492.3076923076924
149,Philadelphia Eagles,DST,3000,5.8,517.2413793103449
150,Seattle Seahawks,DST,3400,6.4,531.25
