,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Matt Ryan,Le'Veon Bell,Leonard Fournette,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Zach Ertz,George Kittle,New York Jets,156.258,50000
1,Matt Ryan,Le'Veon Bell,Leonard Fournette,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Zach Ertz,Austin Hooper,New York Jets,156.168,49800
2,Matt Ryan,Le'Veon Bell,Leonard Fournette,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Austin Hooper,George Kittle,New York Jets,154.92800000000003,49600
3,Matt Ryan,Le'Veon Bell,Chris Carson,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Austin Hooper,Tyler Boyd,New York Jets,154.38800000000003,50000
4,Matt Ryan,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Tyler Boyd,Zach Ertz,Chris Carson,New York Jets,153.858,49700
5,Matt Ryan,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Tyler Boyd,Zach Ertz,Travis Kelce,New York Jets,153.838,50000
6,Matt Ryan,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Michael Thomas,Austin Hooper,George Kittle,New York Jets,153.80800000000002,50000
7,Dak Prescott,Le'Veon Bell,Leonard Fournette,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Zach Ertz,George Kittle,New York Jets,153.458,49800
8,Dak Prescott,Le'Veon Bell,Leonard Fournette,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Zach Ertz,Austin Hooper,New York Jets,153.368,49600
9,Patrick Mahomes,Le'Veon Bell,Chris Carson,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Austin Hooper,George Kittle,New York Jets,153.312,50000
10,Deshaun Watson,Le'Veon Bell,Leonard Fournette,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Austin Hooper,George Kittle,New York Jets,153.24200000000002,49900
11,Matt Ryan,Leonard Fournette,Chris Carson,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Zach Ertz,George Kittle,New York Jets,153.12800000000001,49600
12,Patrick Mahomes,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Tyler Boyd,Zach Ertz,George Kittle,New York Jets,153.042,50000
13,Patrick Mahomes,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Tyler Boyd,Zach Ertz,Austin Hooper,New York Jets,152.952,49800
14,Matt Ryan,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Julio Jones,Zach Ertz,George Kittle,New York Jets,152.83800000000002,49900
15,Matt Ryan,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Julio Jones,Zach Ertz,Austin Hooper,New York Jets,152.74800000000002,49700
16,Matt Ryan,Leonard Fournette,Chris Carson,Amari Cooper,Jamison Crowder,Julio Jones,Zach Ertz,Austin Hooper,New York Jets,152.62800000000001,50000
17,Matt Ryan,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Tyler Boyd,George Kittle,Chris Carson,New York Jets,152.61800000000002,49500
18,Matt Ryan,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Tyler Boyd,Travis Kelce,George Kittle,New York Jets,152.598,49800
19,Lamar Jackson,Le'Veon Bell,Chris Carson,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Zach Ertz,George Kittle,New York Jets,152.584,49800
20,Matt Ryan,Le'Veon Bell,Leonard Fournette,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,George Kittle,Chris Carson,New York Jets,152.538,49900
21,Matt Ryan,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Tyler Boyd,Austin Hooper,Travis Kelce,New York Jets,152.508,49600
22,Lamar Jackson,Le'Veon Bell,Chris Carson,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Zach Ertz,Austin Hooper,New York Jets,152.494,49600
23,Matt Ryan,Le'Veon Bell,Leonard Fournette,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,Austin Hooper,Chris Carson,New York Jets,152.448,49700
24,Matt Ryan,Le'Veon Bell,Chris Carson,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,Austin Hooper,Travis Kelce,New York Jets,152.42800000000003,50000
25,Matt Ryan,Leonard Fournette,Chris Carson,Amari Cooper,Jamison Crowder,Tyler Boyd,Austin Hooper,Travis Kelce,New York Jets,152.388,49900
26,Lamar Jackson,Leonard Fournette,Chris Carson,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Zach Ertz,Austin Hooper,New York Jets,152.374,49900
27,Dak Prescott,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Michael Thomas,Zach Ertz,Austin Hooper,New York Jets,152.24800000000002,50000
28,Deshaun Watson,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Tyler Boyd,Zach Ertz,Chris Carson,New York Jets,152.17199999999997,50000
29,Matt Ryan,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Michael Thomas,Zach Ertz,George Kittle,New York Jets,152.12800000000001,49700
30,Matt Ryan,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Michael Thomas,Zach Ertz,Austin Hooper,New York Jets,152.038,49500
31,Matt Ryan,Leonard Fournette,Chris Carson,Amari Cooper,Jamison Crowder,Michael Thomas,Zach Ertz,George Kittle,New York Jets,152.008,50000
32,Matt Ryan,Le'Veon Bell,Chris Carson,DeAndre Hopkins,Jamison Crowder,Michael Thomas,Zach Ertz,Austin Hooper,New York Jets,151.95800000000003,49900
33,Lamar Jackson,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Tyler Boyd,George Kittle,Chris Carson,New York Jets,151.954,50000
34,Matt Ryan,Leonard Fournette,Chris Carson,Amari Cooper,Jamison Crowder,Michael Thomas,Zach Ertz,Austin Hooper,New York Jets,151.918,49800
35,Lamar Jackson,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Tyler Boyd,Austin Hooper,Chris Carson,New York Jets,151.864,49800
36,Dak Prescott,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Julio Jones,Austin Hooper,George Kittle,New York Jets,151.71800000000002,50000
37,Patrick Mahomes,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Tyler Boyd,Austin Hooper,George Kittle,New York Jets,151.71200000000002,49600
38,Dak Prescott,Le'Veon Bell,Chris Carson,Amari Cooper,DeAndre Hopkins,Jamison Crowder,George Kittle,Tyler Boyd,New York Jets,151.67800000000003,50000
39,Patrick Mahomes,Le'Veon Bell,Leonard Fournette,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,Austin Hooper,George Kittle,New York Jets,151.632,50000
40,Dak Prescott,Le'Veon Bell,Chris Carson,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Austin Hooper,Tyler Boyd,New York Jets,151.58800000000002,49800
41,Deshaun Watson,Le'Veon Bell,Chris Carson,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Zach Ertz,George Kittle,New York Jets,151.562,49600
42,Matt Ryan,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Julio Jones,Austin Hooper,George Kittle,New York Jets,151.508,49500
43,Deshaun Watson,Leonard Fournette,Chris Carson,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Zach Ertz,George Kittle,New York Jets,151.442,49900
44,Matt Ryan,Le'Veon Bell,Chris Carson,DeAndre Hopkins,Jamison Crowder,Julio Jones,Austin Hooper,George Kittle,New York Jets,151.42800000000003,49900
45,Matt Ryan,Leonard Fournette,Chris Carson,Amari Cooper,Jamison Crowder,Julio Jones,Austin Hooper,George Kittle,New York Jets,151.388,49800
46,Lamar Jackson,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Michael Thomas,Zach Ertz,Austin Hooper,New York Jets,151.37400000000002,50000
47,Deshaun Watson,Leonard Fournette,Chris Carson,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Zach Ertz,Austin Hooper,New York Jets,151.352,49700
48,Matt Ryan,Le'Veon Bell,Leonard Fournette,Jamison Crowder,Tyler Boyd,Julio Jones,Zach Ertz,George Kittle,New York Jets,151.15800000000002,49900
49,Lamar Jackson,Leonard Fournette,Chris Carson,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Austin Hooper,George Kittle,New York Jets,151.13400000000001,49700
50,Matt Ryan,Le'Veon Bell,Leonard Fournette,Jamison Crowder,Tyler Boyd,Julio Jones,Zach Ertz,Austin Hooper,New York Jets,151.068,49700
51,Deshaun Watson,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Julio Jones,Zach Ertz,Austin Hooper,New York Jets,151.062,50000
52,Dak Prescott,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Tyler Boyd,Zach Ertz,Chris Carson,New York Jets,151.058,49500
53,Dak Prescott,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Tyler Boyd,Zach Ertz,Travis Kelce,New York Jets,151.038,49800
54,Dak Prescott,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Michael Thomas,Austin Hooper,George Kittle,New York Jets,151.008,49800
55,Dak Prescott,Le'Veon Bell,Leonard Fournette,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,Zach Ertz,Chris Carson,New York Jets,150.97799999999998,49900
56,Deshaun Watson,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Tyler Boyd,George Kittle,Chris Carson,New York Jets,150.932,49800
57,Lamar Jackson,Le'Veon Bell,Leonard Fournette,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,Zach Ertz,George Kittle,New York Jets,150.904,49800
58,Lamar Jackson,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Julio Jones,Austin Hooper,George Kittle,New York Jets,150.84400000000002,50000
59,Deshaun Watson,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Tyler Boyd,Austin Hooper,Chris Carson,New York Jets,150.84199999999998,49600
60,Deshaun Watson,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Tyler Boyd,Austin Hooper,Travis Kelce,New York Jets,150.822,49900
61,Lamar Jackson,Le'Veon Bell,Leonard Fournette,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,Zach Ertz,Austin Hooper,New York Jets,150.814,49600
62,Deshaun Watson,Le'Veon Bell,Leonard Fournette,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,Austin Hooper,Chris Carson,New York Jets,150.762,50000
63,Matt Ryan,Le'Veon Bell,Chris Carson,DeAndre Hopkins,Jamison Crowder,Michael Thomas,Austin Hooper,George Kittle,New York Jets,150.71800000000002,49700
64,Matt Ryan,Leonard Fournette,Chris Carson,Amari Cooper,Jamison Crowder,Michael Thomas,Austin Hooper,George Kittle,New York Jets,150.67800000000003,49600
65,Matt Ryan,Leonard Fournette,Chris Carson,DeAndre Hopkins,Jamison Crowder,Michael Thomas,Austin Hooper,George Kittle,New York Jets,150.598,50000
66,Matt Ryan,Le'Veon Bell,Leonard Fournette,Jamison Crowder,Tyler Boyd,Michael Thomas,Zach Ertz,George Kittle,New York Jets,150.44800000000004,49700
67,Deshaun Watson,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Michael Thomas,Zach Ertz,George Kittle,New York Jets,150.442,50000
68,Matt Ryan,Le'Veon Bell,Leonard Fournette,Jamison Crowder,Tyler Boyd,Michael Thomas,Zach Ertz,Austin Hooper,New York Jets,150.35800000000003,49500
69,Deshaun Watson,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Michael Thomas,Zach Ertz,Austin Hooper,New York Jets,150.352,49800
70,Lamar Jackson,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Michael Thomas,Austin Hooper,George Kittle,New York Jets,150.13400000000001,49800
71,Deshaun Watson,Leonard Fournette,Chris Carson,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Austin Hooper,George Kittle,New York Jets,150.11200000000002,49500
72,Dak Prescott,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Julio Jones,Zach Ertz,George Kittle,New York Jets,150.038,49700
73,Patrick Mahomes,Le'Veon Bell,Chris Carson,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,Zach Ertz,George Kittle,New York Jets,149.952,49700
74,Dak Prescott,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Julio Jones,Zach Ertz,Austin Hooper,New York Jets,149.948,49500
75,Dak Prescott,Leonard Fournette,Chris Carson,Amari Cooper,Jamison Crowder,Julio Jones,Zach Ertz,George Kittle,New York Jets,149.918,50000
76,Patrick Mahomes,Leonard Fournette,Chris Carson,Amari Cooper,Jamison Crowder,Tyler Boyd,Zach Ertz,George Kittle,New York Jets,149.912,49600
77,Deshaun Watson,Le'Veon Bell,Leonard Fournette,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,Zach Ertz,George Kittle,New York Jets,149.882,49600
78,Dak Prescott,Le'Veon Bell,Chris Carson,DeAndre Hopkins,Jamison Crowder,Julio Jones,Zach Ertz,Austin Hooper,New York Jets,149.868,49900
79,Patrick Mahomes,Le'Veon Bell,Chris Carson,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,Zach Ertz,Austin Hooper,New York Jets,149.862,49500
80,Patrick Mahomes,Leonard Fournette,Chris Carson,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,Zach Ertz,George Kittle,New York Jets,149.832,50000
81,Matt Ryan,Le'Veon Bell,Leonard Fournette,Jamison Crowder,Tyler Boyd,Julio Jones,Austin Hooper,George Kittle,New York Jets,149.82800000000003,49500
82,Dak Prescott,Leonard Fournette,Chris Carson,Amari Cooper,Jamison Crowder,Julio Jones,Zach Ertz,Austin Hooper,New York Jets,149.828,49800
83,Deshaun Watson,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Julio Jones,Austin Hooper,George Kittle,New York Jets,149.822,49800
84,Dak Prescott,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Tyler Boyd,Travis Kelce,George Kittle,New York Jets,149.798,49600
85,Patrick Mahomes,Leonard Fournette,Chris Carson,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,Zach Ertz,Austin Hooper,New York Jets,149.742,49800
86,Dak Prescott,Le'Veon Bell,Leonard Fournette,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,George Kittle,Chris Carson,New York Jets,149.738,49700
87,Dak Prescott,Le'Veon Bell,Chris Carson,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,Travis Kelce,George Kittle,New York Jets,149.71800000000002,50000
88,Lamar Jackson,Le'Veon Bell,Leonard Fournette,Jamison Crowder,Tyler Boyd,Michael Thomas,Zach Ertz,Austin Hooper,New York Jets,149.69400000000002,50000
89,Dak Prescott,Leonard Fournette,Chris Carson,Amari Cooper,Jamison Crowder,Tyler Boyd,Travis Kelce,George Kittle,New York Jets,149.67800000000003,49900
90,Dak Prescott,Le'Veon Bell,Leonard Fournette,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,Austin Hooper,Chris Carson,New York Jets,149.648,49500
91,Dak Prescott,Le'Veon Bell,Chris Carson,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,Austin Hooper,Travis Kelce,New York Jets,149.62800000000001,49800
92,Dak Prescott,Leonard Fournette,Chris Carson,Amari Cooper,Jamison Crowder,Tyler Boyd,Austin Hooper,Travis Kelce,New York Jets,149.58800000000002,49700
93,Deshaun Watson,Le'Veon Bell,Leonard Fournette,Jamison Crowder,Tyler Boyd,Julio Jones,Zach Ertz,Austin Hooper,New York Jets,149.38199999999998,50000
94,Dak Prescott,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Michael Thomas,Zach Ertz,George Kittle,New York Jets,149.328,49500
95,Dak Prescott,Le'Veon Bell,Chris Carson,DeAndre Hopkins,Jamison Crowder,Michael Thomas,Zach Ertz,George Kittle,New York Jets,149.24800000000002,49900
96,Dak Prescott,Leonard Fournette,Chris Carson,Amari Cooper,Jamison Crowder,Michael Thomas,Zach Ertz,George Kittle,New York Jets,149.20800000000003,49800
97,Lamar Jackson,Le'Veon Bell,Leonard Fournette,Jamison Crowder,Tyler Boyd,Julio Jones,Austin Hooper,George Kittle,New York Jets,149.16400000000002,50000
98,Dak Prescott,Le'Veon Bell,Chris Carson,DeAndre Hopkins,Jamison Crowder,Michael Thomas,Zach Ertz,Austin Hooper,New York Jets,149.15800000000002,49700
99,Dak Prescott,Leonard Fournette,Chris Carson,Amari Cooper,Jamison Crowder,Michael Thomas,Zach Ertz,Austin Hooper,New York Jets,149.11800000000002,49600
100,Deshaun Watson,Le'Veon Bell,Chris Carson,Amari Cooper,Jamison Crowder,Michael Thomas,Austin Hooper,George Kittle,New York Jets,149.11200000000002,49600
101,Dak Prescott,Leonard Fournette,Chris Carson,DeAndre Hopkins,Jamison Crowder,Michael Thomas,Zach Ertz,Austin Hooper,New York Jets,149.038,50000
102,Deshaun Watson,Le'Veon Bell,Chris Carson,DeAndre Hopkins,Jamison Crowder,Michael Thomas,Austin Hooper,George Kittle,New York Jets,149.032,50000
103,Deshaun Watson,Leonard Fournette,Chris Carson,Amari Cooper,Jamison Crowder,Michael Thomas,Austin Hooper,George Kittle,New York Jets,148.99200000000002,49900
104,Matt Ryan,Chris Carson,Ezekiel Elliott,Amari Cooper,Jamison Crowder,Tyler Boyd,Austin Hooper,George Kittle,New York Jets,148.948,49900
105,Deshaun Watson,Le'Veon Bell,Leonard Fournette,Jamison Crowder,Tyler Boyd,Michael Thomas,Zach Ertz,George Kittle,New York Jets,148.762,50000
106,Patrick Mahomes,Le'Veon Bell,Chris Carson,Jamison Crowder,Tyler Boyd,Michael Thomas,Zach Ertz,Austin Hooper,New York Jets,148.74200000000002,49900
107,Deshaun Watson,Le'Veon Bell,Leonard Fournette,Jamison Crowder,Tyler Boyd,Michael Thomas,Zach Ertz,Austin Hooper,New York Jets,148.672,49800
108,Dak Prescott,Le'Veon Bell,Chris Carson,DeAndre Hopkins,Jamison Crowder,Julio Jones,Austin Hooper,George Kittle,New York Jets,148.62800000000001,49700
109,Dak Prescott,Leonard Fournette,Chris Carson,Amari Cooper,Jamison Crowder,Julio Jones,Austin Hooper,George Kittle,New York Jets,148.58800000000002,49600
110,Dak Prescott,Le'Veon Bell,Leonard Fournette,Jamison Crowder,Tyler Boyd,Michael Thomas,Austin Hooper,Chris Carson,New York Jets,148.52800000000002,49900
