,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Matt Ryan,Le'Veon Bell,Leonard Fournette,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Zach Ertz,George Kittle,New York Jets,156.258,50000
1,Matt Ryan,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Tyler Boyd,Zach Ertz,Chris Carson,New York Jets,153.858,49700
2,Dak Prescott,Le'Veon Bell,Leonard Fournette,Amari Cooper,DeAndre Hopkins,Jamison Crowder,Zach Ertz,Austin Hooper,New York Jets,153.368,49600
3,Patrick Mahomes,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Tyler Boyd,Zach Ertz,George Kittle,New York Jets,153.042,50000
4,Matt Ryan,Leonard Fournette,Chris Carson,Amari Cooper,Jamison Crowder,Julio Jones,Zach Ertz,Austin Hooper,New York Jets,152.62800000000001,50000
5,Matt Ryan,Le'Veon Bell,Leonard Fournette,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,George Kittle,Chris Carson,New York Jets,152.538,49900
6,Matt Ryan,Le'Veon Bell,Chris Carson,DeAndre Hopkins,Jamison Crowder,Tyler Boyd,Austin Hooper,Travis Kelce,New York Jets,152.42800000000003,50000
7,Deshaun Watson,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Tyler Boyd,Zach Ertz,Chris Carson,New York Jets,152.17199999999997,50000
8,Matt Ryan,Le'Veon Bell,Chris Carson,DeAndre Hopkins,Jamison Crowder,Michael Thomas,Zach Ertz,Austin Hooper,New York Jets,151.95800000000003,49900
9,Dak Prescott,Le'Veon Bell,Leonard Fournette,Amari Cooper,Jamison Crowder,Julio Jones,Austin Hooper,George Kittle,New York Jets,151.71800000000002,50000
