,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Matt Ryan (13525427),Le'Veon Bell (13525485),Leonard Fournette (13525481),Amari Cooper (13525649),DeAndre Hopkins (13525645),Jamison Crowder (13525741),Zach Ertz (13525887),George Kittle (13525889),Jets  (13526046),156.258,156.258
1,Matt Ryan (13525427),Le'Veon Bell (13525485),Leonard Fournette (13525481),Amari Cooper (13525649),Jamison Crowder (13525741),Tyler Boyd (13525661),Zach Ertz (13525887),Chris Carson (13525491),Jets  (13526046),153.858,153.858
2,Dak Prescott (13525428),Le'Veon Bell (13525485),Leonard Fournette (13525481),Amari Cooper (13525649),DeAndre Hopkins (13525645),Jamison Crowder (13525741),Zach Ertz (13525887),Austin Hooper (13525891),Jets  (13526046),153.368,153.368
3,Patrick Mahomes (13525422),Le'Veon Bell (13525485),Leonard Fournette (13525481),Amari Cooper (13525649),Jamison Crowder (13525741),Tyler Boyd (13525661),Zach Ertz (13525887),George Kittle (13525889),Jets  (13526046),153.042,153.042
4,Matt Ryan (13525427),Leonard Fournette (13525481),Chris Carson (13525491),Amari Cooper (13525649),Jamison Crowder (13525741),Julio Jones (13525641),Zach Ertz (13525887),Austin Hooper (13525891),Jets  (13526046),152.62800000000001,152.62800000000001
5,Matt Ryan (13525427),Le'Veon Bell (13525485),Leonard Fournette (13525481),DeAndre Hopkins (13525645),Jamison Crowder (13525741),Tyler Boyd (13525661),George Kittle (13525889),Chris Carson (13525491),Jets  (13526046),152.538,152.538
6,Matt Ryan (13525427),Le'Veon Bell (13525485),Chris Carson (13525491),DeAndre Hopkins (13525645),Jamison Crowder (13525741),Tyler Boyd (13525661),Austin Hooper (13525891),Travis Kelce (13525885),Jets  (13526046),152.42800000000003,152.42800000000003
7,Deshaun Watson (13525424),Le'Veon Bell (13525485),Leonard Fournette (13525481),Amari Cooper (13525649),Jamison Crowder (13525741),Tyler Boyd (13525661),Zach Ertz (13525887),Chris Carson (13525491),Jets  (13526046),152.17199999999997,152.17199999999997
8,Matt Ryan (13525427),Le'Veon Bell (13525485),Chris Carson (13525491),DeAndre Hopkins (13525645),Jamison Crowder (13525741),Michael Thomas (13525643),Zach Ertz (13525887),Austin Hooper (13525891),Jets  (13526046),151.95800000000003,151.95800000000003
9,Dak Prescott (13525428),Le'Veon Bell (13525485),Leonard Fournette (13525481),Amari Cooper (13525649),Jamison Crowder (13525741),Julio Jones (13525641),Austin Hooper (13525891),George Kittle (13525889),Jets  (13526046),151.71800000000002,151.71800000000002
