,Player,Salary,Position
94,DK Metcalf,7800.0,WR
95,Allen Robinson,7700.0,WR
34,David Montgomery,7700.0,RB
0,Justin Herbert,7400.0,QB
35,Jonathan Taylor,7300.0,RB
1,Jalen Hurts,7000.0,QB
36,Miles Sanders,7000.0,RB
37,James Robinson,6800.0,RB
96,Terry McLaurin,6700.0,WR
38,Antonio Gibson,6600.0,RB
39,Tony Pollard,6500.0,RB
40,Cam Akers,6300.0,RB
97,Diontae Johnson,6300.0,WR
41,JK Dobbins,6200.0,RB
42,David Johnson,6100.0,RB
43,Clyde Edwards-Helaire,6000.0,RB
98,Chase Claypool,5900.0,WR
44,Le'Veon Bell,5800.0,RB
45,Wayne Gallman,5700.0,RB
99,Marquise Brown,5700.0,WR
2,Philip Rivers,5600.0,QB
46,Joe Mixon,5500.0,RB
100,TY Hilton,5500.0,WR
3,Andy Dalton,5500.0,QB
101,Keke Coutee,5400.0,WR
4,Carson Wentz,5400.0,QB
102,CeeDee Lamb,5300.0,WR
48,Carlos Hyde,5300.0,RB
47,Benny Snell,5300.0,RB
5,Dwayne Haskins,5200.0,QB
6,Gardner Minshew,5200.0,QB
7,Nick Foles,5100.0,QB
9,Daniel Jones,5000.0,QB
8,Drew Lock,5000.0,QB
10,Colt McCoy,5000.0,QB
49,Nyheim Hines,5000.0,RB
50,Boston Scott,4900.0,RB
103,Tyler Boyd,4900.0,WR
12,Brandon Allen,4800.0,QB
11,Brett Rypien,4800.0,QB
14,Mike Glennon,4800.0,QB
13,Ryan Finley,4800.0,QB
51,Giovani Bernard,4800.0,RB
104,DJ Chark,4800.0,WR
186,Noah Fant,4800.0,TE
15,Ben DiNucci,4800.0,QB
105,Tee Higgins,4700.0,WR
187,Hunter Henry,4700.0,TE
106,Jalen Reagor,4600.0,WR
107,Jamison Crowder,4500.0,WR
108,Sterling Shepard,4500.0,WR
16,PJ Walker,4500.0,QB
52,Ty Johnson,4500.0,RB
53,Devonta Freeman,4500.0,RB
54,Darrell Henderson,4500.0,RB
17,John Wolford,4500.0,QB
18,Jeff Driskel,4400.0,QB
19,Will Grier,4300.0,QB
20,Jake Luton,4300.0,QB
109,Michael Pittman,4200.0,WR
188,Eric Ebron,4200.0,TE
55,Anthony McFarland,4100.0,RB
21,Jacoby Brissett,4100.0,QB
22,Tyler Huntley,4100.0,QB
23,Trace McSorley,4100.0,QB
32,Joe Burrow,4000.0,QB
28,Easton Stick,4000.0,QB
87,Travis Homer,4000.0,RB
86,DeeJay Dallas,4000.0,RB
89,Raymond Calais,4000.0,RB
90,Corey Clement,4000.0,RB
91,Jason Huntley,4000.0,RB
92,Rico Dowdle,4000.0,RB
93,Sewo Olonilua,4000.0,RB
33,Nate Sudfeld,4000.0,QB
27,Jacob Eason,4000.0,QB
26,Josh Dobbs,4000.0,QB
25,Kyle Allen,4000.0,QB
24,Steven Montez,4000.0,QB
84,Ryan Nall,4000.0,RB
110,Tyron Johnson,4000.0,WR
111,Darnell Mooney,4000.0,WR
112,Greg Ward,4000.0,WR
85,Artavis Pierce,4000.0,RB
88,Xavier Jones,4000.0,RB
83,Chris Thompson,4000.0,RB
67,Josh Adams,4000.0,RB
31,Joe Webb,4000.0,QB
30,Clayton Thorson,4000.0,QB
56,Rodney Smith,4000.0,RB
57,Reggie Bonnafon,4000.0,RB
58,Mike Warren,4000.0,RB
59,Bryce Love,4000.0,RB
60,Jordan Wilkins,4000.0,RB
82,Ryquell Armstead,4000.0,RB
62,Darwin Thompson,4000.0,RB
63,Qadree Ollison,4000.0,RB
29,James Morgan,4000.0,QB
65,Gabe Nabers,4000.0,RB
