,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Bears,3.6,1.6,2.7,2.1,1.0,1.4,0.9,0.5,0.7,1.2,0.8,1.0,0.4,0.2,0.3,0.1,0.0,0.0,14.5,11.6,13.5,224.0,295.5,259.8,12.6,9.2,9.6,9,DST
1,Panthers,2.9,2.0,2.6,1.4,1.2,1.3,1.0,0.6,0.8,1.4,0.9,1.2,0.4,0.2,0.3,0.0,0.0,0.0,29.5,23.1,25.7,428.9,438.0,433.5,10.0,6.5,8.2,9,DST
2,Cowboys,3.4,2.0,2.7,0.9,0.6,0.8,0.8,0.4,0.7,1.1,0.7,0.9,0.3,0.1,0.2,0.1,0.0,0.0,19.0,17.8,18.2,290.0,299.9,294.9,9.4,6.3,8.0,9,DST
3,Broncos,3.9,2.5,3.2,1.5,0.8,1.2,0.7,0.5,0.7,1.0,0.8,0.9,0.3,0.0,0.2,0.0,0.0,0.0,24.1,22.8,23.5,357.0,385.3,371.2,9.5,5.6,7.9,9,DST
4,Chiefs,3.5,2.5,2.8,1.1,1.0,1.0,0.9,0.6,0.7,1.2,0.9,1.1,0.4,0.2,0.2,0.0,0.0,0.0,21.8,19.4,20.4,314.3,365.0,339.7,9.4,6.3,7.8,9,DST
5,Raiders,2.9,1.8,2.4,1.3,0.9,1.1,1.1,0.3,0.8,1.5,0.5,1.0,0.3,0.1,0.2,0.0,0.0,0.0,25.2,21.5,23.4,361.4,366.0,363.7,9.3,7.0,7.3,9,DST
6,Dolphins,2.3,1.1,1.9,1.5,1.0,1.2,0.8,0.5,0.7,1.2,0.7,1.0,0.4,0.2,0.2,0.1,0.0,0.0,21.0,19.8,20.2,320.0,337.3,328.7,8.6,6.1,7.2,9,DST
7,Vikings,2.8,2.2,2.5,1.3,0.8,1.0,0.9,0.4,0.7,1.1,0.7,0.9,0.3,0.1,0.2,0.0,0.0,0.0,25.5,21.5,23.1,345.0,389.3,367.1,8.1,5.2,7.0,9,DST
8,Texans,2.6,2.3,2.5,1.1,0.8,0.9,0.8,0.6,0.7,1.2,0.8,1.0,0.3,0.1,0.2,0.0,0.0,0.0,25.9,23.8,25.0,359.0,388.7,373.8,7.4,6.2,7.0,9,DST
9,Team,2.9,2.1,2.5,0.9,0.6,0.7,1.1,0.6,0.8,1.1,0.9,1.0,0.2,0.2,0.2,0.0,0.0,0.0,25.6,21.8,23.3,352.0,406.2,379.1,7.9,5.6,6.9,9,DST
10,Ravens,2.1,1.8,1.9,1.2,1.0,1.1,0.7,0.5,0.6,1.0,0.8,0.9,0.3,0.2,0.2,0.1,0.0,0.1,22.7,20.9,22.0,371.0,383.7,377.3,7.7,5.3,6.9,9,DST
11,Lions,2.8,2.4,2.6,0.9,0.6,0.7,1.1,0.5,0.8,1.5,0.8,1.2,0.3,0.1,0.2,0.0,0.0,0.0,27.5,25.2,26.2,381.0,396.3,388.7,7.7,5.1,6.7,9,DST
12,Patriots,3.0,2.6,2.7,1.1,0.6,0.7,0.9,0.4,0.7,1.2,0.7,1.0,0.3,0.1,0.2,0.0,0.0,0.0,25.5,22.5,24.1,378.7,406.0,392.3,7.4,4.9,6.6,9,DST
13,Rams,2.6,1.8,2.1,1.1,0.6,0.7,1.3,0.6,0.8,1.8,0.9,1.4,0.3,0.1,0.2,0.0,0.0,0.0,32.4,27.8,29.8,393.0,435.7,414.3,7.5,3.7,6.5,9,DST
14,Steelers,2.5,2.2,2.4,1.0,0.7,0.9,0.7,0.5,0.6,0.9,0.8,0.9,0.3,0.1,0.2,0.0,0.0,0.0,23.5,22.2,22.7,311.0,363.4,337.2,7.4,5.2,6.5,9,DST
15,Jets,2.3,1.0,1.8,1.3,0.8,1.1,0.7,0.5,0.6,1.0,0.8,0.9,0.3,0.2,0.2,0.0,0.0,0.0,22.8,20.1,21.0,305.0,335.9,320.5,8.0,5.2,6.5,9,DST
16,Chargers,3.3,2.3,2.8,1.1,0.5,0.8,0.7,0.3,0.5,0.9,0.5,0.7,0.2,0.1,0.1,0.0,0.0,0.0,28.4,22.1,25.0,348.0,366.7,357.3,8.0,5.0,6.4,9,DST
17,Titans,2.9,2.1,2.5,1.0,0.5,0.7,0.8,0.5,0.6,1.0,0.8,0.9,0.2,0.1,0.2,0.0,0.0,0.0,25.0,22.3,23.7,315.0,367.8,341.4,7.5,5.6,6.4,9,DST
18,Saints,3.2,1.7,2.3,1.0,0.6,0.8,1.1,0.5,0.7,1.1,0.8,1.0,0.3,0.1,0.2,0.1,0.0,0.1,34.6,29.3,31.6,411.0,441.9,426.5,6.6,3.1,6.3,9,DST
19,Seahawks,2.8,1.6,2.0,1.2,0.7,0.9,0.9,0.5,0.7,1.2,0.8,1.0,0.3,0.1,0.2,0.0,0.0,0.0,26.8,19.2,23.2,364.0,386.8,375.4,7.1,4.4,6.3,9,DST
20,49ers,2.2,1.4,1.8,1.2,0.7,0.9,0.9,0.4,0.7,1.2,0.7,1.0,0.3,0.1,0.2,0.0,0.0,0.0,25.0,22.5,23.8,361.0,368.8,364.9,7.2,5.5,6.2,9,DST
21,Bills,2.5,1.3,2.1,0.9,0.7,0.8,1.1,0.6,0.8,1.4,0.9,1.2,0.2,0.1,0.2,0.0,0.0,0.0,24.3,23.6,23.8,355.0,388.4,371.7,7.4,4.7,6.1,9,DST
22,Packers,2.5,1.9,2.1,0.7,0.5,0.6,0.9,0.4,0.7,1.2,0.6,0.9,0.2,0.1,0.2,0.1,0.0,0.1,32.5,27.9,30.5,402.0,403.2,402.6,6.7,3.2,5.9,9,DST
