Player,Team,Position,Salary,Name + ID,AvgPointsPerGame,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Dynasty_MIN,Dynasty_MID,Dynasty_MAX,Redraft_MIN,Redraft_MID,Redraft_MAX,Draft Kings Value_MAX,Draft Kings Value_MID,Draft Kings Value_MIN,Draft Kings_MID_Rank,Draft Kings_MID_Tier,Draft Kings Value_MID_Rank,Draft Kings Value_MID_Tier,Min_Tier,Add_Tier
Dak Prescott,DAL,QB,4000.0,Dak Prescott (16006144) (LOCKED),30.33,12.936,17.278,21.92,11.736,16.578000000000003,21.720000000000002,12.636000000000001,17.078,21.720000000000002,309.2145949288807,231.50827642088205,182.4817518248175,12,7,1,1,1,8
Jared Goff,LAR,QB,5900.0,Jared Goff (16006105) (LOCKED),18.33,21.039,24.656000000000002,29.183999999999997,17.484,20.756000000000004,25.484,18.484,21.456000000000003,26.084,280.43157944769234,239.29266709928615,202.1655701754386,2,2,2,1,1,3
Joe Flacco,NYJ,QB,4900.0,Joe Flacco (16006121) (LOCKED),11.55,13.780000000000001,18.330000000000002,23.13,12.48,16.28,20.430000000000003,13.58,17.180000000000003,21.130000000000003,355.58780841799705,267.3213311511184,211.84608733246867,9,6,3,2,2,8
Matt Ryan,ATL,QB,5800.0,Matt Ryan (16006106) (LOCKED),19.18,18.04,21.329000000000004,24.72,14.94,17.774000000000004,20.919999999999998,15.94,18.574000000000005,21.52,321.50776053215077,271.93023582915276,234.62783171521036,3,3,4,3,3,6
Case Keenum,CLE,QB,4800.0,Case Keenum (16006125) (LOCKED),1.84,12.839999999999998,17.546999999999997,21.9,11.09,15.281999999999998,19.25,12.19,16.182,19.95,373.83177570093466,273.55103436484876,219.17808219178085,11,7,5,3,3,10
Alex Smith,WAS,QB,5200.0,Alex Smith (16006114) (LOCKED),10.44,13.46,18.156,23.589999999999996,12.46,17.186000000000003,22.09,13.160000000000002,17.586000000000002,22.09,386.3298662704309,286.4066975104649,220.43238660449347,10,6,6,4,4,10
Mitchell Trubisky,CHI,QB,5700.0,Mitchell Trubisky (16006107) (LOCKED),16.95,14.204,19.503999999999998,24.35,11.904000000000002,18.074,22.700000000000006,13.904000000000002,19.074,23.400000000000006,401.2954097437341,292.24774405250207,234.08624229979463,7,5,7,4,4,9
Baker Mayfield,CLE,QB,6100.0,Baker Mayfield (16006104) (LOCKED),16.69,15.709000000000001,19.686,24.67,13.504000000000003,17.016000000000005,20.970000000000002,14.604000000000003,18.016000000000005,21.870000000000005,388.3124323636132,309.86487859392463,247.26388325901902,6,5,8,5,5,10
Patrick Mahomes,KC,QB,8500.0,Patrick Mahomes (16006097) (LOCKED),27.29,21.994,27.059000000000005,30.77,18.464,23.204000000000004,27.67,19.364,23.904000000000003,27.67,386.46903701009364,314.1283861192209,276.24309392265195,1,1,9,5,1,6
Ben Roethlisberger,PIT,QB,6400.0,Ben Roethlisberger (16006103) (LOCKED),19.54,17.243,20.237000000000002,23.560000000000002,14.108,16.672000000000004,19.51,15.308000000000002,17.772000000000002,20.51,371.16511047961495,316.2524089538963,271.6468590831918,4,4,10,5,4,9
Sam Darnold,NYJ,QB,5000.0,Sam Darnold (16006117) (LOCKED),12.19,10.500000000000002,14.622000000000002,19.1,8.700000000000001,13.222,17.1,10.3,14.422,17.900000000000002,476.1904761904761,341.9504855696895,261.78010471204186,13,8,11,6,6,14
Deshaun Watson,HOU,QB,7600.0,Deshaun Watson (16006099) (LOCKED),25.3,15.168,20.153,25.509999999999998,13.168,18.017999999999997,22.76,14.767999999999999,19.017999999999997,23.46,501.05485232067514,377.1150697166675,297.92238337906707,5,4,12,7,4,11
Russell Wilson,SEA,QB,7300.0,Russell Wilson (16006101) (LOCKED),24.91,15.479999999999999,18.768000000000004,23.759999999999998,14.18,17.868000000000006,21.86,15.18,18.568000000000005,22.36,471.5762273901809,388.9599317988064,307.2390572390573,8,6,13,8,6,14
Todd Gurley,ATL,RB,4700.0,Todd Gurley II (16006214) (LOCKED),11.55,19.640000000000004,26.79,33.0,17.540000000000003,22.669999999999998,26.800000000000004,19.440000000000005,24.970000000000002,29.800000000000004,239.30753564154782,175.43859649122808,142.42424242424244,1,1,1,1,1,2
Tarik Cohen,CHI,RB,4000.0,Tarik Cohen (16006274) (LOCKED),5.83,11.84,15.580000000000002,21.889999999999997,9.139999999999999,12.830000000000002,18.790000000000003,11.540000000000001,15.38,21.79,337.83783783783787,256.73940949935815,182.73184102329833,7,4,2,2,2,6
Phillip Lindsay,DEN,RB,4200.0,Phillip Lindsay (16006228) (LOCKED),6.27,12.020000000000001,15.29,20.19,10.72,13.840000000000002,18.69,11.920000000000002,15.19,20.19,349.41763727121463,274.68933943754087,208.02377414561664,8,4,3,2,2,6
Melvin Gordon,DEN,RB,5600.0,Melvin Gordon III (16006198) (LOCKED),13.39,14.930000000000001,19.919999999999998,24.88,13.030000000000003,17.42,21.78,14.830000000000002,19.82,24.78,375.08372404554586,281.12449799196787,225.08038585209005,4,3,4,2,2,5
Kareem Hunt,CLE,RB,5900.0,Kareem Hunt (16006190) (LOCKED),14.43,16.18,19.7,25.499999999999996,14.58,17.9,22.9,15.979999999999999,19.6,24.9,364.6477132262052,299.49238578680206,231.37254901960787,5,3,5,3,3,6
James Conner,PIT,RB,5800.0,James Conner (16006192) (LOCKED),13.52,13.81,19.22,26.845,12.26,16.970000000000002,23.400000000000002,13.61,19.12,26.200000000000003,419.98551774076753,301.7689906347555,216.05513130936862,6,3,6,3,3,6
Lamar Miller,WAS,RB,4000.0,Lamar Miller (16006348) (LOCKED),2.6,8.770000000000001,12.610000000000001,15.58,7.819999999999999,11.510000000000002,14.28,8.670000000000002,12.510000000000002,15.48,456.1003420752565,317.208564631245,256.73940949935815,12,6,7,4,4,10
Ezekiel Elliott,DAL,RB,6700.0,Ezekiel Elliott (16006170) (LOCKED),15.69,16.060000000000002,20.825000000000003,26.474999999999994,14.360000000000001,17.87,22.11,15.860000000000001,19.570000000000004,24.11,417.1855541718555,321.7286914765906,253.06893295561855,3,2,8,4,2,6
Mark Ingram,BAL,RB,4200.0,Mark Ingram II (16006226) (LOCKED),5.44,8.330000000000002,12.94,17.63,7.23,11.59,15.880000000000003,8.13,12.84,17.53,504.2016806722688,324.57496136012367,238.230289279637,11,6,9,4,4,10
Christian McCaffrey,CAR,RB,9200.0,Christian McCaffrey (16006156) (LOCKED),30.13,14.169999999999998,21.61,27.700000000000003,11.520000000000001,18.66,24.5,13.87,21.51,27.700000000000003,649.2589978828512,425.72882924571957,332.1299638989169,2,2,10,5,2,7
Chris Carson,SEA,RB,6400.0,Chris Carson (16006178) (LOCKED),16.14,9.23,13.750000000000002,19.21,8.38,12.700000000000001,18.060000000000002,8.930000000000001,13.650000000000002,19.21,693.3911159263272,465.4545454545454,333.1598125976054,10,5,11,6,5,11
Peyton Barber,WAS,RB,4400.0,Peyton Barber (16006224) (LOCKED),4.15,4.87,8.970000000000002,13.3,4.37,8.070000000000002,11.700000000000001,4.77,8.870000000000003,13.200000000000001,903.4907597535935,490.52396878483825,330.8270676691729,14,7,12,6,6,13
Ito Smith,ATL,RB,4000.0,Ito Smith (16006322) (LOCKED),4.21,4.66,8.030000000000001,10.55,4.06,7.079999999999999,9.350000000000001,4.56,7.930000000000001,10.450000000000001,858.3690987124463,498.13200498132,379.14691943127957,15,8,13,6,6,14
Duke Johnson,HOU,RB,5000.0,Duke Johnson (16006208) (LOCKED),7.86,6.17,9.63,12.730000000000002,4.57,7.830000000000001,10.630000000000003,5.97,9.530000000000001,12.630000000000003,810.3727714748785,519.2107995846313,392.7729772191673,13,7,14,7,7,14
Frank Gore,NYJ,RB,4200.0,Frank Gore (16006230) (LOCKED),6.75,3.35,7.800000000000001,10.27,2.9,7.2,9.62,3.25,7.7,10.27,1253.731343283582,538.4615384615385,408.95813047711783,16,8,15,8,8,16
Nick Chubb,CLE,RB,7800.0,Nick Chubb (16006158) (LOCKED),18.81,10.9,13.850000000000001,18.785000000000004,10.3,13.100000000000001,17.01,10.8,13.750000000000002,18.110000000000003,715.5963302752293,563.1768953068591,415.2249134948096,9,5,16,8,5,13
Josh Gordon,SEA,WR,3000.0,Josh Gordon (16006502) (LOCKED),0.0,11.4,14.07,19.5,9.700000000000001,11.97,16.5,11.4,14.07,19.5,263.1578947368421,213.21961620469082,153.84615384615384,9,4,1,1,1,5
Courtland Sutton,DEN,WR,3000.0,Courtland Sutton (16006594) (LOCKED),9.6,8.99,11.75,14.5,7.29,9.75,12.0,8.99,11.75,14.5,333.70411568409344,255.31914893617022,206.89655172413794,12,5,2,2,2,7
Randall Cobb,HOU,WR,3000.0,Randall Cobb (16006542) (LOCKED),10.01,7.9,10.920000000000002,13.500000000000002,5.8,8.620000000000001,11.000000000000002,7.8,10.920000000000002,13.500000000000002,379.746835443038,274.7252747252747,222.2222222222222,14,6,3,2,2,8
Julio Jones,ATL,WR,6800.0,Julio Jones (16006366) (LOCKED),17.23,18.1,22.15,27.1,13.4,15.98,20.400000000000002,16.400000000000002,19.380000000000003,24.1,375.6906077348066,306.9977426636569,250.92250922509223,1,1,4,3,1,4
Laquon Treadwell,ATL,WR,3000.0,Laquon Treadwell (16006602) (LOCKED),6.47,7.220000000000001,9.629999999999999,12.9,5.47,7.63,10.4,7.12,9.629999999999999,12.9,415.51246537396116,311.52647975077883,232.5581395348837,16,7,5,3,3,10
Brandin Cooks,HOU,WR,6200.0,Brandin Cooks (16006376) (LOCKED),14.17,13.050000000000002,18.074999999999996,27.5,10.8,14.58,20.5,12.950000000000003,17.330000000000002,24.5,475.09578544061293,343.0152143845091,225.45454545454547,3,2,6,4,2,6
Anthony Miller,CHI,WR,3200.0,Anthony Miller (16006464) (LOCKED),7.09,5.300000000000001,8.77,11.5,4.2,7.220000000000001,9.5,5.300000000000001,8.77,11.5,603.7735849056603,364.88027366020526,278.2608695652174,18,7,7,4,4,11
Sammy Watkins,KC,WR,5000.0,Sammy Watkins (16006398) (LOCKED),8.94,10.330000000000002,12.68,17.0,8.48,10.58,14.5,10.330000000000002,12.68,17.0,484.0271055179089,394.3217665615142,294.11764705882354,10,5,8,5,5,10
JuJu Smith-Schuster,PIT,WR,6000.0,JuJu Smith-Schuster (16006378) (LOCKED),14.44,11.4,15.030000000000001,17.2,8.8,12.129999999999999,14.1,11.3,15.030000000000001,17.2,526.3157894736842,399.2015968063872,348.8372093023256,8,4,9,5,4,9
David Moore,SEA,WR,3200.0,David Moore (16006466) (LOCKED),7.82,4.050000000000001,7.920000000000001,11.13,3.4,6.720000000000001,9.58,4.050000000000001,7.920000000000001,11.13,790.1234567901233,404.040404040404,287.5112309074573,19,8,10,5,5,13
Jarvis Landry,CLE,WR,6900.0,Jarvis Landry (16006364) (LOCKED),12.47,14.420000000000002,16.939999999999998,22.199999999999996,11.319999999999999,13.690000000000001,17.86,14.22,16.84,21.56,478.50208044382794,407.3199527744983,310.8108108108109,6,3,11,5,3,8
Robert Woods,LAR,WR,7000.0,Robert Woods (16006362) (LOCKED),16.3,14.4,16.990000000000002,22.35,11.750000000000002,14.19,17.94,14.3,16.990000000000002,20.94,486.1111111111111,412.00706297822245,313.19910514541385,5,3,12,5,3,8
Cooper Kupp,LAR,WR,6600.0,Cooper Kupp (16006370) (LOCKED),14.58,13.6,15.39,19.2,11.4,12.89,16.2,13.5,15.39,19.2,485.29411764705884,428.849902534113,343.75,7,4,13,6,4,10
Willie Snead,BAL,WR,3900.0,Willie Snead IV (16006434) (LOCKED),7.48,5.0,9.06,10.8,4.0,7.21,8.400000000000002,5.0,9.06,10.8,780.0,430.4635761589404,361.1111111111111,17,7,14,6,6,13
Keenan Allen,LAC,WR,7500.0,Keenan Allen (16006360) (LOCKED),18.51,14.100000000000001,17.119999999999997,21.9,11.1,13.770000000000001,17.900000000000002,13.9,17.02,21.6,531.9148936170212,438.08411214953276,342.4657534246576,4,3,15,6,3,9
