,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Adam Thielen,MIN,10.1,8.4,9.2,132.0,101.7,113.2,1.0,0.7,0.8,0.2,0.0,0.1,1.7,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.1,17.6,14.5,15.8,9,WR
1,Davante Adams,GB,8.4,6.5,7.4,114.0,88.2,100.1,1.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,17.0,10.8,14.0,9,WR
2,Michael Thomas,NO,9.0,6.7,7.6,108.0,81.5,94.1,1.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,16.5,11.2,13.4,9,WR
3,Tyreek Hill,KC,6.0,5.1,5.5,90.0,76.1,83.3,1.0,0.6,0.7,1.5,0.2,1.0,10.0,0.6,6.3,0.1,0.0,0.0,0.0,0.1,0.0,15.0,12.1,13.4,9,WR
4,Julio Jones,ATL,7.4,6.0,6.8,107.0,90.0,97.8,1.0,0.3,0.5,0.2,0.0,0.1,1.2,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.1,15.0,11.3,12.7,9,WR
5,Antonio Brown,TB,8.0,6.0,7.0,95.5,84.0,87.7,1.0,0.5,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,14.5,11.5,12.6,9,WR
6,Mike Evans,TB,7.0,5.5,6.2,104.0,79.5,86.1,1.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,14.0,11.2,12.1,9,WR
7,Emmanuel Sanders,NO,7.1,5.4,6.4,87.1,69.3,79.4,1.0,0.3,0.6,0.4,0.2,0.3,3.5,0.5,2.1,0.1,0.0,0.0,0.0,0.1,0.0,15.5,9.0,11.8,9,WR
8,Brandin Cooks,HOU,8.0,4.3,5.5,105.0,70.5,84.3,1.0,0.3,0.6,0.6,0.1,0.4,3.5,0.0,2.2,0.0,0.0,0.0,0.0,0.1,0.1,17.0,9.6,11.8,9,WR
9,Robert Woods,LAR,6.0,5.1,5.6,89.4,70.0,77.9,1.0,0.4,0.6,1.1,0.2,0.7,6.6,0.9,4.2,0.0,0.0,0.0,0.0,0.1,0.0,13.0,10.8,11.8,9,WR
10,Cooper Kupp,LAR,6.0,4.2,5.0,72.0,65.0,67.9,1.0,0.5,0.6,0.8,0.2,0.5,4.9,1.6,3.0,0.0,0.0,0.0,0.0,0.1,0.0,12.5,10.3,10.9,9,WR
11,Keenan Allen,LAC,7.4,5.6,6.5,82.0,69.0,77.2,1.0,0.3,0.5,0.5,0.0,0.2,4.8,0.0,1.5,0.0,0.0,0.0,0.0,0.2,0.1,14.0,9.2,10.8,9,WR
12,Jarvis Landry,CLE,7.4,5.8,6.3,83.6,70.2,77.4,1.0,0.3,0.5,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.1,14.0,8.8,10.6,9,WR
13,Kenny Golladay,DET,6.0,4.6,5.2,85.0,67.2,74.2,1.0,0.3,0.5,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,14.5,8.6,10.3,9,WR
14,Marvin Jones,DET,5.0,4.1,4.4,75.0,60.8,66.8,1.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,8.5,10.3,9,WR
15,John Brown,BUF,5.0,3.6,4.3,85.0,55.3,66.2,1.0,0.4,0.5,0.3,0.1,0.2,1.5,0.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,14.5,8.0,9.9,9,WR
16,Devin Funchess,GB,4.7,3.0,4.2,66.0,50.0,58.4,1.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,11.0,9.2,9.8,9,WR
17,Josh Gordon,SEA,6.0,3.4,4.2,75.0,56.0,62.7,1.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,8.1,9.6,9,WR
18,Julian Edelman,NE,6.0,4.7,5.5,75.0,51.5,64.4,1.0,0.3,0.5,0.7,0.3,0.4,4.4,1.2,2.3,0.0,0.0,0.0,0.0,0.1,0.1,13.5,7.7,9.5,9,WR
19,JuJu Smith-Schuster,PIT,6.2,5.0,5.8,80.0,65.0,74.3,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,10.2,6.5,9.2,9,WR
