,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Cam Newton,Alvin Kamara,Nick Chubb,Michael Thomas,Courtland Sutton,Adam Thielen,David Njoku,Tre'Quan Smith,Denver Broncos,158.556,49900
1,Patrick Mahomes,Alvin Kamara,Nick Chubb,Michael Thomas,Courtland Sutton,Emmanuel Sanders,Travis Kelce,Tre'Quan Smith,Denver Broncos,157.18600000000004,49900
2,Cam Newton,Alvin Kamara,Adrian Peterson,Courtland Sutton,DeAndre Hopkins,Tre'Quan Smith,David Njoku,Nick Chubb,Chicago Bears,156.48600000000002,49500
3,Jared Goff,Alvin Kamara,Adrian Peterson,Michael Thomas,Tre'Quan Smith,Marvin Jones,David Njoku,Sammy Watkins,Chicago Bears,155.93400000000003,50000
4,Jared Goff,Alvin Kamara,Adrian Peterson,Courtland Sutton,Emmanuel Sanders,DeAndre Hopkins,David Njoku,Sammy Watkins,Denver Broncos,155.63400000000001,49700
5,Cam Newton,Alvin Kamara,Nick Chubb,Courtland Sutton,Adam Thielen,Tre'Quan Smith,David Njoku,Kareem Hunt,Denver Broncos,155.17600000000002,50000
6,Jared Goff,Alvin Kamara,Nick Chubb,Emmanuel Sanders,DeAndre Hopkins,Kenny Golladay,David Njoku,Sammy Watkins,Denver Broncos,154.76400000000004,49800
7,Jared Goff,Alvin Kamara,Adrian Peterson,Adam Thielen,Tre'Quan Smith,Kenny Golladay,David Njoku,Sammy Watkins,Denver Broncos,154.354,49700
8,Jared Goff,Alvin Kamara,Nick Chubb,Courtland Sutton,Adam Thielen,Kenny Golladay,David Njoku,Travis Kelce,Denver Broncos,153.72400000000005,49600
9,Jared Goff,Alvin Kamara,Kareem Hunt,Michael Thomas,Tre'Quan Smith,Marvin Jones,David Njoku,Sammy Watkins,Denver Broncos,152.71400000000003,49900
