,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Cam Newton (11534113),Alvin Kamara (11534171),Nick Chubb (11534205),Michael Thomas (11534363),Courtland Sutton (11534443),Adam Thielen (11534351),David Njoku (11534595),Tre'Quan Smith (11534437),Broncos  (11534755),158.556,158.556
1,Patrick Mahomes (11534112),Alvin Kamara (11534171),Nick Chubb (11534205),Michael Thomas (11534363),Courtland Sutton (11534443),Emmanuel Sanders (11534377),Travis Kelce (11534589),Tre'Quan Smith (11534437),Broncos  (11534755),157.18600000000004,157.18600000000004
2,Cam Newton (11534113),Alvin Kamara (11534171),Adrian Peterson (11534177),Courtland Sutton (11534443),DeAndre Hopkins (11534355),Tre'Quan Smith (11534437),David Njoku (11534595),Nick Chubb (11534205),Bears  (11534741),156.48600000000002,156.48600000000002
3,Jared Goff (11534117),Alvin Kamara (11534171),Adrian Peterson (11534177),Michael Thomas (11534363),Tre'Quan Smith (11534437),Marvin Jones Jr. (11534391),David Njoku (11534595),Sammy Watkins (11534407),Bears  (11534741),155.93400000000003,155.93400000000003
4,Jared Goff (11534117),Alvin Kamara (11534171),Adrian Peterson (11534177),Courtland Sutton (11534443),Emmanuel Sanders (11534377),DeAndre Hopkins (11534355),David Njoku (11534595),Sammy Watkins (11534407),Broncos  (11534755),155.63400000000001,155.63400000000001
5,Cam Newton (11534113),Alvin Kamara (11534171),Nick Chubb (11534205),Courtland Sutton (11534443),Adam Thielen (11534351),Tre'Quan Smith (11534437),David Njoku (11534595),Kareem Hunt (11534169),Broncos  (11534755),155.17600000000002,155.17600000000002
6,Jared Goff (11534117),Alvin Kamara (11534171),Nick Chubb (11534205),Emmanuel Sanders (11534377),DeAndre Hopkins (11534355),Kenny Golladay (11534389),David Njoku (11534595),Sammy Watkins (11534407),Broncos  (11534755),154.76400000000004,154.76400000000004
7,Jared Goff (11534117),Alvin Kamara (11534171),Adrian Peterson (11534177),Adam Thielen (11534351),Tre'Quan Smith (11534437),Kenny Golladay (11534389),David Njoku (11534595),Sammy Watkins (11534407),Broncos  (11534755),154.354,154.354
8,Jared Goff (11534117),Alvin Kamara (11534171),Nick Chubb (11534205),Courtland Sutton (11534443),Adam Thielen (11534351),Kenny Golladay (11534389),David Njoku (11534595),Travis Kelce (11534589),Broncos  (11534755),153.72400000000005,153.72400000000005
9,Jared Goff (11534117),Alvin Kamara (11534171),Kareem Hunt (11534169),Michael Thomas (11534363),Tre'Quan Smith (11534437),Marvin Jones Jr. (11534391),David Njoku (11534595),Sammy Watkins (11534407),Broncos  (11534755),152.71400000000003,152.71400000000003
