,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Todd Gurley,ATL,23.0,17.4,20.4,104.0,73.0,90.8,1.1,0.8,1.0,6.0,3.8,4.6,48.0,39.4,44.9,0.4,0.0,0.2,0.2,0.2,0.2,23.0,18.7,20.7,9,RB
1,Alvin Kamara,NO,14.0,9.4,11.6,66.8,44.0,55.4,1.0,0.4,0.7,7.0,5.3,6.1,58.0,46.1,54.4,1.0,0.3,0.5,0.0,0.1,0.1,24.0,14.9,17.6,9,RB
2,Kareem Hunt,CLE,18.9,14.9,17.1,84.0,71.8,77.9,1.0,0.6,0.7,4.0,2.8,3.4,35.0,28.0,32.1,0.5,0.0,0.2,0.0,0.2,0.1,17.0,15.7,16.4,9,RB
3,Ezekiel Elliott,DAL,23.0,16.9,19.7,95.1,79.9,87.7,1.0,0.5,0.7,4.0,3.0,3.4,36.0,22.7,28.0,0.2,0.0,0.1,0.1,0.2,0.1,17.5,14.1,15.7,9,RB
4,Christian McCaffrey,CAR,15.2,11.0,13.3,61.7,50.0,57.1,0.6,0.0,0.4,6.4,4.7,5.7,55.3,35.7,49.0,1.0,0.2,0.5,0.0,0.3,0.1,16.0,14.5,15.3,9,RB
5,Melvin Gordon,DEN,17.0,13.2,15.1,65.0,57.0,62.7,1.0,0.4,0.6,6.0,3.6,4.8,46.8,33.3,41.5,0.3,0.0,0.2,0.1,0.1,0.1,17.0,13.5,15.0,9,RB
6,James Conner,PIT,19.8,13.0,16.5,84.3,55.0,68.8,1.0,0.5,0.7,5.6,2.7,4.3,43.7,28.1,33.4,0.3,0.0,0.1,0.0,0.2,0.1,15.4,14.0,14.5,9,RB
7,Adrian Peterson,DET,21.7,15.9,19.1,92.5,70.0,83.0,1.0,0.5,0.7,2.4,1.4,1.9,24.4,14.5,18.4,0.1,0.0,0.1,0.1,0.5,0.2,16.1,12.1,14.4,9,RB
8,James White,NE,9.0,4.8,7.3,35.0,20.0,28.0,0.3,0.0,0.2,7.0,5.0,6.4,67.1,42.0,54.2,1.0,0.4,0.7,0.0,0.1,0.1,16.1,9.6,13.1,9,RB
9,Phillip Lindsay,DEN,17.5,12.4,14.8,74.9,54.3,63.8,1.0,0.4,0.6,3.0,2.4,2.7,25.0,18.9,21.1,0.2,0.0,0.1,0.0,0.1,0.1,14.5,11.1,12.6,9,RB
10,Nick Chubb,CLE,17.1,14.6,15.9,84.5,65.0,75.4,1.0,0.5,0.7,2.2,1.0,1.3,14.6,5.0,9.1,0.0,0.0,0.0,0.0,0.1,0.1,13.4,11.3,12.4,9,RB
11,Chris Carson,SEA,19.0,12.2,16.0,80.0,56.4,67.2,1.0,0.3,0.5,2.3,1.1,1.9,23.1,9.9,16.3,0.1,0.0,0.1,0.0,0.3,0.1,15.5,8.4,11.4,9,RB
12,Tarik Cohen,CHI,9.0,4.1,6.7,35.0,21.4,28.8,0.2,0.0,0.1,6.0,4.8,5.1,52.9,40.0,48.0,1.0,0.2,0.4,0.1,0.3,0.2,14.5,8.8,10.7,9,RB
13,Latavius Murray,NO,17.0,9.9,13.7,77.3,45.0,59.6,1.0,0.3,0.5,2.2,1.6,2.0,16.6,12.5,14.7,0.1,0.0,0.0,0.1,0.2,0.1,14.5,8.0,10.6,9,RB
14,Tevin Coleman,SF,13.0,10.6,12.0,55.0,43.0,48.6,1.0,0.3,0.5,3.1,1.9,2.4,30.1,19.7,24.1,0.2,0.0,0.1,0.1,0.1,0.1,13.5,9.6,10.6,9,RB
15,Aaron Jones,GB,14.0,9.3,12.1,68.6,49.2,59.2,1.0,0.3,0.5,2.3,1.6,1.9,20.0,11.0,15.6,0.1,0.0,0.1,0.0,0.1,0.1,14.5,7.8,10.5,9,RB
16,Kerryon Johnson,DET,15.0,10.1,12.9,60.0,43.2,53.0,1.0,0.2,0.4,3.4,2.0,2.8,27.1,20.0,23.9,0.1,0.0,0.1,0.1,0.2,0.1,14.0,9.5,10.5,9,RB
17,Lamar Miller,WAS,18.0,14.4,16.0,77.7,60.0,67.4,0.5,0.0,0.3,2.4,1.7,2.0,19.1,11.7,15.7,0.1,0.0,0.1,0.1,0.1,0.1,12.7,7.5,10.3,9,RB
18,Mark Ingram,BAL,11.5,8.0,10.0,53.3,30.0,44.6,1.0,0.4,0.6,3.3,1.8,2.5,25.0,13.3,18.8,0.1,0.0,0.1,0.1,0.2,0.1,10.5,9.7,10.0,9,RB
