,Player,Position,Salary,DK_Points,DK_Value,Points Rank,Value Rank,FPTS,%Drafted,Real_Value
84,Chase Edmonds,RB,3600,2.8200000000000003,1276.5957446808507,54,53,3.7,0.0,972.9729729729727
85,J.D. McKissic,RB,3000,2.35,1276.5957446808507,55,54,0.0,0.0,9999.0
86,Troymaine Pope,RB,3000,2.1500000000000004,1395.348837209302,56,55,11.4,0.01,263.1578947368421
87,Melvin Gordon,RB,7700,5.380000000000001,1431.2267657992566,39,56,0.0,0.08,9999.0
88,Patrick DiMarco,RB,3000,1.86,1612.9032258064515,59,57,0.0,0.0,9999.0
89,Dontrell Hilliard,RB,3500,2.09,1674.641148325359,57,58,13.4,0.02,261.1940298507463
90,Brandon Bolden,RB,3000,1.78,1685.3932584269662,61,59,0.0,0.0,9999.0
91,Andy Janovich,RB,3000,1.69,1775.1479289940826,63,60,0.0,0.0,9999.0
92,Ryquell Armstead,RB,3300,1.82,1813.1868131868127,60,61,0.0,0.0,9999.0
93,Wendell Smallwood,RB,3100,1.7,1823.5294117647052,62,62,0.0,0.0,9999.0
94,Brian Hill,RB,3000,1.61,1863.3540372670807,64,63,0.0,0.0,9999.0
95,Alex Armah,RB,3000,1.56,1923.0769230769226,66,64,0.0,0.0,9999.0
96,Darwin Thompson,RB,4300,2.06,2087.378640776699,58,65,0.0,0.0,9999.0
97,Mark Walton,RB,3000,1.38,2173.9130434782605,67,66,0.0,0.0,9999.0
98,Qadree Ollison,RB,3500,1.59,2201.2578616352207,65,67,0.0,0.0,9999.0
99,Ameer Abdullah,RB,3000,1.11,2702.7027027027025,69,68,0.0,0.0,9999.0
100,Derek Watt,RB,3000,1.04,2884.6153846153843,70,69,3.1,0.0,967.741935483871
101,Reggie Bonnafon,RB,3000,1.02,2941.1764705882347,71,70,0.0,0.0,9999.0
102,Darrell Henderson,RB,3500,1.18,2966.1016949152545,68,71,0.0,0.0,9999.0
194,Tyler Ervin,RB,3000,1.97,1522.8426395939084,93,92,0.0,0.0,9999.0
34,Leonard Fournette,RB,6400,18.69,342.42910647405034,6,1,26.7,31.55,239.70037453183517
35,Dalvin Cook,RB,8400,24.21,346.9640644361834,2,2,29.8,8.34,281.8791946308725
36,Christian McCaffrey,RB,8700,24.64,353.0844155844156,1,3,50.7,70.58,171.59763313609466
37,Aaron Jones,RB,5900,16.66,354.1416566626651,9,4,52.2,20.15,113.02681992337163
38,David Johnson,RB,7500,20.410000000000004,367.46692797648217,5,5,18.6,38.64,403.22580645161287
39,David Montgomery,RB,5200,14.02,370.8987161198288,13,6,10.6,8.62,490.56603773584914
40,Le'Veon Bell,RB,6800,18.33,370.9765411893071,7,7,15.8,3.51,430.37974683544303
41,Joe Mixon,RB,6100,16.18,377.008652657602,10,8,11.9,10.24,512.6050420168067
42,Devonta Freeman,RB,5300,14.01,378.3012134189864,14,9,18.0,0.83,294.4444444444445
43,Chris Thompson,RB,4600,11.94,385.2596314907872,19,10,8.8,0.4,522.7272727272726
44,Phillip Lindsay,RB,4900,12.68,386.43533123028396,18,11,27.7,0.91,176.89530685920582
45,Austin Ekeler,RB,6700,17.06,392.7315357561548,8,12,23.3,2.69,287.55364806866953
46,Ezekiel Elliott,RB,8300,20.960000000000004,395.9923664122136,4,13,17.1,36.31,485.3801169590643
47,Alvin Kamara,RB,8600,21.13,407.0042593469002,3,14,16.92,1.24,508.27423167848696
48,Wayne Gallman,RB,5400,13.18,409.711684370258,17,15,1.4,2.41,3857.142857142857
49,Derrick Henry,RB,6000,14.579999999999998,411.522633744856,12,16,13.8,1.43,434.7826086956521
50,Josh Jacobs,RB,4500,10.85,414.7465437788019,25,17,32.3,0.21,139.31888544891643
51,Miles Sanders,RB,4500,10.79,417.05282669138086,26,18,10.4,0.85,432.6923076923077
52,James Conner,RB,6200,14.84,417.7897574123989,11,19,11.5,0.99,539.1304347826087
53,Royce Freeman,RB,4600,10.87,423.1830726770929,24,20,8.7,0.15,528.7356321839081
54,Duke Johnson,RB,4200,9.91,423.8143289606458,28,21,7.7,0.14,545.4545454545455
55,James White,RB,5000,11.79,424.0882103477523,20,22,13.2,26.67,378.7878787878788
56,Carlos Hyde,RB,4300,10.13,424.4817374136229,27,23,12.0,0.55,358.33333333333326
57,Tarik Cohen,RB,4800,11.19,428.9544235924933,21,24,10.9,0.32,440.3669724770642
58,Jordan Howard,RB,5100,11.05,461.5384615384616,22,25,12.2,0.95,418.0327868852459
59,Mark Ingram,RB,6300,13.58,463.917525773196,16,26,12.9,1.63,488.37209302325584
60,Frank Gore,RB,4700,9.59,490.09384775808127,29,27,8.9,0.35,528.0898876404493
61,Jaylen Samuels,RB,4100,8.32,492.7884615384616,30,28,3.46,0.74,1184.971098265896
62,Melvin Gordon,RB,7000,13.93,502.5125628140703,15,29,7.8,0.17,897.4358974358976
63,Sony Michel,RB,5500,10.910000000000002,504.1246562786433,23,30,21.3,2.04,258.21596244131456
64,Peyton Barber,RB,4300,8.200000000000001,524.390243902439,31,31,10.1,0.01,425.74257425742576
65,Adrian Peterson,RB,3900,7.280000000000001,535.7142857142857,35,32,1.8,0.01,2166.6666666666665
66,Dion Lewis,RB,3600,6.67,539.7301349325337,36,33,5.0,0.0,720.0
67,Giovani Bernard,RB,4000,7.4,540.5405405405405,34,34,5.6,0.0,714.2857142857142
68,Devin Singletary,RB,4400,7.830000000000001,561.9412515964241,33,35,0.0,0.0,9999.0
69,Ronald Jones II,RB,4600,8.180000000000001,562.3471882640586,32,36,7.6,0.93,605.2631578947369
70,T.J. Yeldon,RB,3800,6.33,600.3159557661928,38,37,6.8,0.0,558.8235294117649
71,Ito Smith,RB,3900,6.450000000000001,604.6511627906975,37,38,12.4,0.02,314.51612903225805
72,Darren Sproles,RB,3500,5.19,674.373795761079,39,39,0.4,0.02,9999.0
73,Dare Ogunbowale,RB,3500,4.880000000000001,717.2131147540982,44,40,0.0,0.0,9999.0
74,Jalen Richard,RB,3700,5.0600000000000005,731.2252964426876,40,41,5.2,0.0,711.5384615384614
75,Latavius Murray,RB,3700,4.98,742.9718875502008,42,42,5.4,0.0,685.1851851851851
76,Gus Edwards,RB,3800,4.8900000000000015,777.0961145194271,43,43,3.3,0.01,1151.5151515151515
77,Alexander Mattison,RB,4000,5.01,798.4031936127742,41,44,5.2,0.01,769.2307692307692
78,Chase Edmonds,RB,3700,4.26,868.5446009389673,46,45,17.6,0.01,210.22727272727272
79,DeAndre Washington,RB,3000,3.2300000000000004,928.7925696594426,51,46,0.0,0.0,9999.0
80,Tony Pollard,RB,4400,4.6400000000000015,948.2758620689654,45,47,1.9,0.01,2315.7894736842113
81,Ryquell Armstead,RB,3400,3.44,988.3720930232556,50,48,0.0,0.0,9999.0
82,Dexter Williams,RB,4200,4.170000000000001,1007.1942446043164,47,49,0.0,0.0,9999.0
83,Justice Hill,RB,3700,3.49,1060.1719197707737,49,50,0.0,0.0,9999.0
84,Brandon Bolden,RB,3000,2.61,1149.425287356322,52,51,11.2,0.0,267.8571428571429
85,Ty Montgomery,RB,4500,3.89,1156.8123393316196,48,52,0.1,0.03,9999.0
86,Mike Davis,RB,3400,2.28,1491.2280701754385,53,53,0.0,0.0,9999.0
87,Corey Clement,RB,3000,1.7900000000000005,1675.9776536312847,54,54,0.0,0.0,9999.0
88,Wendell Smallwood,RB,3100,1.73,1791.907514450867,55,55,2.7,0.01,1148.148148148148
89,Alex Armah,RB,3000,1.63,1840.4907975460128,56,56,1.4,0.0,2142.857142857143
90,Patrick DiMarco,RB,3000,1.59,1886.7924528301885,57,57,0.0,0.0,9999.0
91,Ameer Abdullah,RB,3000,1.5,2000.0,58,58,0.0,0.0,9999.0
92,Trayveon Williams,RB,3000,1.4400000000000002,2083.333333333333,59,59,0.0,0.0,9999.0
93,Derek Watt,RB,3000,1.33,2255.639097744361,61,60,0.0,0.0,9999.0
94,Troymaine Pope,RB,3300,1.32,2500.0,62,61,0.0,0.01,9999.0
95,Reggie Bonnafon,RB,3000,1.11,2702.7027027027025,65,62,14.0,0.01,214.28571428571428
96,Benny Snell Jr.,RB,3300,1.21,2727.2727272727275,63,63,0.0,0.0,9999.0
97,Justin Jackson,RB,3800,1.34,2835.8208955223877,60,64,0.0,0.0,9999.0
98,Andy Janovich,RB,3000,1.01,2970.29702970297,66,65,0.0,0.0,9999.0
99,Elijhaa Penny,RB,4000,1.1800000000000002,3389.8305084745757,64,71,0.0,0.0,9999.0
29,Le'Veon Bell,RB,6400,20.05,319.2019950124688,3,1,12.3,83.42,520.3252032520325
30,Kenyan Drake,RB,4400,13.46,326.8945022288261,15,2,13.0,3.84,338.46153846153845
31,Leonard Fournette,RB,6700,19.93,336.17661816357264,4,3,17.8,65.59,376.40449438202245
32,Chris Carson,RB,6000,16.919999999999998,354.6099290780142,8,4,28.9,25.44,207.61245674740485
33,Phillip Lindsay,RB,5300,14.910000000000002,355.4661301140174,11,5,15.5,2.99,341.93548387096774
34,Dalvin Cook,RB,8400,22.97000000000001,365.69438397910307,1,6,13.4,1.7,626.865671641791
35,Carlos Hyde,RB,4400,11.78,373.5144312393888,18,7,22.0,1.92,200.0
36,Nick Chubb,RB,7300,19.51,374.1670937980523,6,8,32.9,4.07,221.8844984802432
37,Joe Mixon,RB,5500,14.489999999999998,379.5721187025536,14,9,5.9,0.37,932.2033898305084
38,David Johnson,RB,7600,19.91,381.7177297840281,5,10,28.2,0.87,269.5035460992908
39,Derrick Henry,RB,6100,15.91,383.4066624764299,10,11,4.3,2.21,1418.6046511627908
40,Chris Thompson,RB,5000,13.04,383.4355828220858,16,12,4.0,0.91,1250.0
41,Damien Williams,RB,5700,14.76,386.1788617886178,12,13,9.0,0.8,633.3333333333334
42,Ezekiel Elliott,RB,8500,21.69,391.88566159520514,2,14,29.2,3.55,291.09589041095893
43,Matt Breida,RB,5100,12.98,392.9121725731896,17,15,10.3,0.9,495.1456310679611
44,Devonta Freeman,RB,5800,14.67,395.3646898432175,13,16,26.8,0.42,216.4179104477612
45,Miles Sanders,RB,4200,10.490000000000002,400.3813155386081,21,17,18.2,0.03,230.7692307692308
46,Mark Ingram,RB,6600,16.02,411.9850187265917,9,18,15.4,8.82,428.57142857142856
47,Duke Johnson,RB,4100,9.69,423.1166150670794,24,19,13.4,0.09,305.97014925373134
48,Royce Freeman,RB,4500,10.57,425.73320719016084,20,20,12.6,0.01,357.1428571428572
49,Alvin Kamara,RB,8000,18.7,427.80748663101616,7,21,13.6,2.77,588.2352941176471
50,Tevin Coleman,RB,4400,10.22,430.5283757338552,22,22,14.1,0.81,312.0567375886525
51,Jordan Howard,RB,4900,10.72,457.08955223880594,19,23,4.9,0.28,1000.0
52,Adrian Peterson,RB,4500,9.750000000000002,461.53846153846143,23,24,18.6,3.1,241.9354838709677
53,Dion Lewis,RB,3700,7.119999999999999,519.6629213483146,27,25,4.9,0.0,755.1020408163264
54,Giovani Bernard,RB,3500,6.54,535.1681957186545,28,26,4.4,0.01,795.4545454545455
55,Ito Smith,RB,4300,7.3400000000000025,585.8310626702996,26,27,0.6,0.03,9999.0
56,LeSean McCoy,RB,5600,9.11,614.7091108671789,25,28,6.4,0.08,875.0
57,Latavius Murray,RB,3700,5.91,626.0575296108292,30,29,10.9,0.06,339.44954128440367
58,Mark Walton,RB,3000,4.75,631.578947368421,35,30,12.5,0.02,240.0
59,Malcolm Brown,RB,4300,6.200000000000001,693.548387096774,29,31,4.0,68.17,1075.0
60,Gus Edwards,RB,3900,4.920000000000001,792.6829268292682,33,32,3.4,0.02,1147.0588235294115
61,Tony Pollard,RB,3600,4.5200000000000005,796.4601769911502,36,33,1.3,0.03,2769.230769230769
62,Chase Edmonds,RB,4600,5.73,802.7923211169284,31,34,14.7,0.31,312.92517006802717
63,Rashaad Penny,RB,4100,5.0600000000000005,810.2766798418971,32,35,0.0,0.0,9999.0
64,Darrell Henderson,RB,3200,3.78,846.5608465608466,39,36,5.8,0.04,551.7241379310344
65,Kalen Ballage,RB,3300,3.79,870.7124010554089,38,37,0.0,0.0,9999.0
66,Alexander Mattison,RB,3800,4.300000000000002,883.7209302325579,37,38,0.0,0.0,9999.0
67,Justice Hill,RB,3200,3.41,938.41642228739,42,39,0.0,0.0,9999.0
68,Raheem Mostert,RB,4700,4.8500000000000005,969.0721649484536,34,40,1.3,0.01,3615.384615384615
69,Ryquell Armstead,RB,3400,3.42,994.1520467836258,41,41,0.1,0.0,9999.0
70,Ty Montgomery,RB,3700,3.5500000000000003,1042.2535211267605,40,42,4.7,0.0,787.2340425531913
71,Dontrell Hilliard,RB,4100,3.390000000000001,1209.4395280235985,43,43,0.0,0.0,9999.0
72,Wendell Smallwood,RB,3400,2.68,1268.6567164179105,45,44,0.0,0.0,9999.0
73,Darrel Williams,RB,4800,3.1500000000000004,1523.8095238095236,44,45,6.2,0.03,774.1935483870967
74,C.J. Prosise,RB,3900,2.49,1566.2650602409635,46,46,0.0,0.0,9999.0
75,Ameer Abdullah,RB,3000,1.75,1714.2857142857142,48,47,0.0,0.0,9999.0
76,D'Ernest Johnson,RB,3000,1.61,1863.354037267081,49,48,0.0,0.0,9999.0
77,Jeff Wilson,RB,4200,1.82,2307.692307692308,47,49,0.0,0.01,9999.0
78,Qadree Ollison,RB,3600,1.5300000000000002,2352.9411764705883,50,50,0.0,0.0,9999.0
79,Trayveon Williams,RB,3000,1.2500000000000002,2399.9999999999995,51,51,0.0,0.0,9999.0
80,Dwayne Washington,RB,3000,1.16,2586.2068965517237,52,52,0.0,0.0,9999.0
81,Kenjon Barner,RB,3000,1.0699999999999998,2803.738317757009,54,53,0.0,0.0,9999.0
82,Andy Janovich,RB,3100,1.08,2870.37037037037,53,54,0.0,0.0,9999.0
34,Leonard Fournette,RB,7000,23.59,296.7359050445104,1,1,19.5,89.47,358.9743589743589
35,Kerryon Johnson,RB,5100,14.99,340.22681787858573,8,2,2.3,7.25,2217.3913043478265
36,Dalvin Cook,RB,8000,23.410000000000004,341.7343015805211,2,3,30.9,31.3,258.89967637540457
37,Josh Jacobs,RB,5000,14.179999999999998,352.6093088857546,13,4,19.4,34.48,257.73195876288656
38,Kenyan Drake,RB,4100,11.59,353.7532355478861,22,5,8.8,0.3,465.9090909090909
