,Player,Position,Salary,DK_Points,DK_Value,Points Rank,Value Rank,FPTS,%Drafted,Real_Value
33,Chris Carson,RB,5700,18.88,301.90677966101686,5,1,25.1,52.84,227.09163346613545
34,Dalvin Cook,RB,6000,18.750000000000004,319.99999999999994,6,2,29.0,83.88,206.89655172413796
35,Nick Chubb,RB,6400,19.77,323.72281234193224,3,3,11.5,25.27,556.5217391304348
36,Kerryon Johnson,RB,5800,17.880000000000006,324.38478747203567,8,4,8.2,6.62,707.3170731707318
37,Matt Breida,RB,4000,12.2,327.86885245901635,18,5,3.7,1.76,1081.081081081081
38,Austin Ekeler,RB,5500,16.54,332.5272067714631,11,6,39.4,13.11,139.59390862944164
39,Leonard Fournette,RB,6100,17.380000000000006,350.9781357882623,9,7,12.4,48.61,491.9354838709677
40,Devonta Freeman,RB,5300,14.74,359.5658073270013,14,8,5.1,1.21,1039.2156862745098
41,Miles Sanders,RB,3900,10.590000000000002,368.27195467422086,21,9,3.7,0.17,1054.054054054054
42,Mark Ingram,RB,5100,13.81,369.29761042722663,16,10,25.7,4.54,198.44357976653697
43,Christian McCaffrey,RB,8800,23.090000000000003,381.11736682546547,1,11,45.9,30.75,191.7211328976035
44,Saquon Barkley,RB,9000,22.97,391.815411406182,2,12,20.9,8.82,430.62200956937795
45,Devin Singletary,RB,3600,9.02,399.11308203991126,27,13,14.8,0.16,243.24324324324326
46,Chris Thompson,RB,3500,8.530000000000001,410.31652989449,28,14,14.8,0.1,236.48648648648648
47,Joe Mixon,RB,6700,16.21,413.3251079580505,12,15,3.7,0.46,1810.8108108108108
48,Jordan Howard,RB,4200,10.11,415.43026706231456,22,16,7.5,0.41,560.0
49,David Johnson,RB,7700,18.38,418.9336235038085,7,17,25.7,1.39,299.61089494163417
50,Le'Veon Bell,RB,7100,16.860000000000007,421.1150652431791,10,18,23.2,3.45,306.0344827586207
51,Tevin Coleman,RB,5000,11.8,423.72881355932196,20,19,7.6,0.57,657.8947368421052
52,Justin Jackson,RB,4000,9.250000000000002,432.43243243243234,25,20,7.1,0.16,563.3802816901408
53,Derrick Henry,RB,5900,13.29,443.9428141459745,17,21,28.9,0.38,204.15224913494808
54,Damien Williams,RB,6300,14.06,448.0796586059744,15,22,18.5,0.36,340.5405405405405
55,Marlon Mack,RB,5600,12.01,466.278101582015,19,23,28.4,0.68,197.1830985915493
56,Ezekiel Elliott,RB,9200,19.56,470.34764826175865,4,24,13.3,1.13,691.7293233082705
57,Derrius Guice,RB,4400,9.21,477.74158523344187,26,25,6.8,0.87,647.0588235294118
58,Kenyan Drake,RB,4700,9.46,496.8287526427062,23,26,4.7,0.25,1000.0
59,Peyton Barber,RB,4000,8.05,496.89440993788816,30,27,6.5,0.07,615.3846153846154
60,Todd Gurley,RB,7900,15.869999999999996,497.7945809703845,13,28,11.1,1.67,711.7117117117117
61,Dion Lewis,RB,4700,9.43,498.4093319194062,24,29,4.3,0.1,1093.0232558139535
62,Nyheim Hines,RB,3900,7.65,509.8039215686274,31,30,5.7,0.02,684.2105263157895
63,Ryquell Armstead,RB,3000,5.82,515.4639175257731,41,31,0.0,0.0,9999.0
64,Frank Gore,RB,3800,7.030000000000001,540.5405405405404,33,32,2.0,0.06,1900.0
65,C.J. Anderson,RB,3900,7.1800000000000015,543.1754874651809,32,33,3.5,0.03,1114.2857142857142
66,Ty Montgomery,RB,3200,5.65,566.3716814159293,42,34,0.4,0.01,9999.0
67,Justice Hill,RB,3600,6.24,576.9230769230769,38,35,2.7,0.02,1333.3333333333333
68,Rashaad Penny,RB,4900,8.180000000000001,599.0220048899754,29,36,1.8,0.09,2722.222222222222
69,Dontrell Hilliard,RB,3000,4.9,612.2448979591836,45,37,0.0,0.0,9999.0
70,T.J. Yeldon,RB,3300,5.3900000000000015,612.2448979591836,43,38,0.0,0.03,9999.0
71,Giovani Bernard,RB,4100,6.51,629.800307219662,37,39,8.3,0.05,493.97590361445776
72,Darren Sproles,RB,3100,4.859999999999999,637.8600823045267,46,40,11.3,0.04,274.33628318584067
73,Tony Pollard,RB,4500,6.9499999999999975,647.4820143884892,34,41,2.4,0.13,1875.0
74,Kalen Ballage,RB,4500,6.9,652.1739130434783,36,42,2.2,0.01,2045.4545454545453
75,Ronald Jones II,RB,3900,5.87,664.3952299829642,40,43,10.3,0.01,378.6407766990292
76,Ito Smith,RB,4000,5.9700000000000015,670.0167504187604,39,44,5.0,0.01,800.0
77,Darrell Henderson,RB,4800,6.910000000000001,694.6454413892908,35,45,0.0,0.01,9999.0
78,Alexander Mattison,RB,3800,5.1000000000000005,745.0980392156862,44,46,0.0,0.0,9999.0
79,Darwin Thompson,RB,3000,3.9299999999999993,763.3587786259543,49,47,1.3,0.0,2307.692307692308
80,Adrian Peterson,RB,3700,4.8100000000000005,769.2307692307692,47,48,0.0,0.04,9999.0
81,Gus Edwards,RB,3100,3.93,788.8040712468193,48,49,5.6,0.01,553.5714285714286
82,Corey Clement,RB,3200,3.69,867.2086720867209,50,50,0.0,0.0,9999.0
83,Chase Edmonds,RB,3100,3.52,880.6818181818181,52,51,0.0,0.0,9999.0
84,Wayne Gallman,RB,3000,3.4000000000000004,882.3529411764705,53,52,0.0,0.0,9999.0
85,Kyle Juszczyk,RB,3000,2.94,1020.4081632653059,54,53,0.0,0.0,9999.0
86,Malcolm Brown,RB,3800,3.54,1073.4463276836161,51,54,17.3,0.0,219.65317919075142
87,Reggie Bonnafon,RB,3000,2.6100000000000003,1149.4252873563216,55,55,0.0,0.0,9999.0
88,Ty Johnson,RB,3000,2.59,1158.3011583011585,56,56,0.6,0.0,9999.0
89,Jordan Wilkins,RB,3000,2.3600000000000003,1271.186440677966,58,57,0.0,0.0,9999.0
90,Bilal Powell,RB,3300,2.51,1314.7410358565735,57,58,0.0,0.01,9999.0
91,Dare Ogunbowale,RB,3000,2.15,1395.3488372093025,59,59,7.3,0.01,410.95890410958907
92,Travis Homer,RB,3000,2.01,1492.5373134328354,60,60,0.0,0.0,9999.0
93,Brian Hill,RB,3000,1.7800000000000002,1685.393258426966,62,61,0.0,0.0,9999.0
94,Wendell Smallwood,RB,3200,1.85,1729.7297297297296,61,62,0.0,0.0,9999.0
95,Paul Perkins,RB,3300,1.78,1853.9325842696628,63,63,0.0,0.0,9999.0
96,Troymaine Pope,RB,3000,1.5799999999999998,1898.7341772151901,64,64,0.0,0.0,9999.0
97,Myles Gaskin,RB,3000,1.5499999999999998,1935.4838709677426,66,65,0.0,0.0,9999.0
98,J.D. McKissic,RB,3100,1.57,1974.5222929936303,65,66,4.4,0.0,704.5454545454545
99,C.J. Prosise,RB,3000,1.5,2000.0,67,67,0.0,0.0,9999.0
100,Mark Walton,RB,3000,1.4600000000000002,2054.794520547945,68,68,0.0,0.0,9999.0
101,Tyler Ervin,RB,3000,1.26,2380.952380952381,73,69,0.0,0.0,9999.0
102,Mike Boone,RB,3000,1.25,2400.0,74,70,0.0,0.0,9999.0
103,D'Ernest Johnson,RB,3000,1.25,2400.0,75,71,0.0,0.0,9999.0
104,Mike Weber,RB,3100,1.29,2403.1007751937977,71,72,0.0,0.0,9999.0
105,Jeff Wilson,RB,3000,1.21,2479.3388429752067,77,73,0.0,0.0,9999.0
106,John Kelly,RB,3000,1.21,2479.3388429752067,76,74,0.0,0.0,9999.0
107,Jordan Scarlett,RB,3400,1.37,2481.751824817518,69,75,0.0,0.0,9999.0
108,Trenton Cannon,RB,3000,1.16,2586.2068965517237,78,76,0.0,0.0,9999.0
109,Trayveon Williams,RB,3000,1.15,2608.6956521739125,79,77,0.0,0.0,9999.0
110,Ameer Abdullah,RB,3000,1.14,2631.578947368421,80,78,0.0,0.0,9999.0
111,Qadree Ollison,RB,3000,1.05,2857.142857142857,81,79,0.0,0.0,9999.0
112,Raheem Mostert,RB,3700,1.27,2913.385826771653,72,80,5.0,0.0,740.0
113,Chandler Cox,RB,3000,1.0,3000.0,83,81,0.0,0.0,9999.0
114,Alfred Blue,RB,3300,1.02,3235.2941176470586,82,84,0.0,0.0,9999.0
115,Melvin Gordon,RB,7500,1.36,5514.7058823529405,70,95,0.0,0.01,9999.0
38,Adrian Peterson,RB,3400,12.02,282.8618968386023,25,1,11.2,5.04,303.57142857142867
39,Josh Jacobs,RB,4700,16.450000000000006,285.7142857142857,12,2,9.9,65.36,474.74747474747466
40,Austin Ekeler,RB,6100,20.03,304.5431852221668,4,3,24.3,75.96,251.02880658436212
41,Chris Thompson,RB,3900,12.75,305.88235294117646,22,4,10.1,3.46,386.1386138613862
42,Duke Johnson,RB,5000,15.07,331.78500331785006,15,5,3.1,0.2,1612.9032258064515
43,Phillip Lindsay,RB,4600,13.84,332.36994219653184,20,6,10.6,0.09,433.9622641509434
44,Leonard Fournette,RB,6300,18.120000000000005,347.6821192052978,6,7,12.7,1.87,496.06299212598435
45,Derrick Henry,RB,6000,17.14,350.0583430571762,9,8,17.3,3.18,346.82080924855484
46,Damien Williams,RB,5800,16.529999999999998,350.8771929824562,11,9,8.6,1.46,674.4186046511627
47,James White,RB,5100,14.51,351.4817367332873,18,10,11.9,0.84,428.57142857142856
48,Tarik Cohen,RB,4500,12.69,354.60992907801415,23,11,4.5,0.59,1000.0
49,Chris Carson,RB,6400,18.030000000000005,354.96394897393225,8,12,10.7,4.63,598.1308411214953
50,Alvin Kamara,RB,8200,22.49,364.6064917741219,2,13,7.0,72.82,1171.4285714285713
51,Rex Burkhead,RB,3800,10.4,365.3846153846154,28,14,8.8,0.29,431.81818181818176
52,Matt Breida,RB,5200,14.110000000000005,368.532955350815,19,15,17.2,3.2,302.3255813953489
53,Jalen Richard,RB,3300,8.89,371.20359955005614,33,16,2.5,0.01,1320.0
54,James Conner,RB,6800,18.090000000000003,375.89828634604754,7,17,13.5,6.97,503.7037037037037
55,Devin Singletary,RB,4200,10.99,382.16560509554137,26,18,11.7,1.06,358.974358974359
56,Dalvin Cook,RB,7200,18.74,384.204909284952,5,19,31.1,2.85,231.5112540192926
57,Marlon Mack,RB,5900,15.33,384.8662752772342,13,20,8.3,1.88,710.8433734939757
58,Saquon Barkley,RB,9200,23.86,385.58256496227995,1,21,25.5,12.21,360.78431372549016
59,Mark Ingram,RB,6000,14.96,401.0695187165776,16,22,9.7,2.42,618.5567010309279
60,Ezekiel Elliott,RB,8700,21.32,408.06754221388366,3,23,23.0,1.93,378.2608695652174
61,Kenyan Drake,RB,4300,10.3,417.47572815533965,29,24,9.8,0.11,438.7755102040816
62,David Johnson,RB,7100,16.87,420.8654416123296,10,25,8.4,0.59,845.2380952380953
63,Kerryon Johnson,RB,5700,13.540000000000004,420.9748892171343,21,26,16.8,0.5,339.2857142857143
64,Sony Michel,RB,6200,14.590000000000002,424.94859492803283,17,27,13.5,1.62,459.2592592592592
65,Carlos Hyde,RB,3600,8.27,435.3083434099154,36,28,9.0,0.1,400.0
66,Mike Davis,RB,3300,7.520000000000001,438.8297872340425,39,29,0.0,0.0,9999.0
67,Aaron Jones,RB,5400,12.11,445.91246903385627,24,30,28.0,0.18,192.85714285714286
68,Todd Gurley,RB,7000,15.250000000000002,459.0163934426229,14,31,15.7,0.81,445.859872611465
69,LeSean McCoy,RB,4700,10.14,463.5108481262327,30,32,5.3,0.53,886.7924528301887
70,Justin Jackson,RB,4400,9.34,471.0920770877945,32,33,7.4,0.02,594.5945945945947
71,Dion Lewis,RB,4000,8.450000000000001,473.3727810650887,34,34,2.4,0.0,1666.666666666667
72,Frank Gore,RB,3500,7.370000000000001,474.8982360922658,40,35,16.3,0.01,214.72392638036808
73,Nyheim Hines,RB,3700,7.68,481.77083333333337,37,36,0.0,0.0,9999.0
74,Latavius Murray,RB,3700,7.65,483.66013071895424,38,37,3.3,0.09,1121.2121212121212
75,Jamaal Williams,RB,3200,6.57,487.06240487062416,42,38,0.0,0.0,9999.0
76,Giovani Bernard,RB,5300,10.66,497.1857410881802,27,39,2.3,0.39,2304.3478260869565
77,Royce Freeman,RB,3700,7.1400000000000015,518.2072829131653,41,40,15.2,0.0,243.421052631579
78,Gus Edwards,RB,3200,5.8900000000000015,543.2937181663837,47,41,1.1,0.04,2909.090909090909
79,Jaylen Samuels,RB,3600,6.42,560.7476635514018,45,42,0.0,0.0,9999.0
80,C.J. Anderson,RB,3500,6.040000000000001,579.4701986754966,46,43,0.8,0.01,9999.0
81,David Montgomery,RB,4900,8.420000000000002,581.9477434679334,35,44,13.8,0.1,355.07246376811594
82,Raheem Mostert,RB,3800,6.500000000000001,584.6153846153845,44,45,24.1,0.02,157.67634854771782
83,Wayne Gallman,RB,3300,5.61,588.2352941176471,49,46,0.0,0.0,9999.0
84,Justice Hill,RB,3300,5.150000000000001,640.776699029126,51,47,0.0,0.0,9999.0
85,Joe Mixon,RB,6500,9.54,681.3417190775683,31,48,5.7,0.02,1140.3508771929826
86,Kalen Ballage,RB,4500,6.51,691.2442396313362,43,49,0.0,0.0,9999.0
87,Rashaad Penny,RB,4000,5.6400000000000015,709.2198581560283,48,50,0.0,0.0,9999.0
88,Alexander Mattison,RB,3700,4.9300000000000015,750.5070993914807,52,51,2.5,0.0,1480.0
89,Malcolm Brown,RB,4100,5.360000000000001,764.9253731343283,50,52,5.7,0.11,719.2982456140352
90,Tony Pollard,RB,3700,4.3900000000000015,842.8246013667425,53,53,3.5,0.0,1057.142857142857
91,Kyle Juszczyk,RB,3000,2.95,1016.9491525423728,55,54,0.0,0.0,9999.0
92,J.D. McKissic,RB,3000,2.95,1016.9491525423728,56,55,0.0,0.0,9999.0
93,Devontae Booker,RB,3000,2.68,1119.4029850746267,58,56,0.0,0.0,9999.0
94,Patrick DiMarco,RB,3000,2.6500000000000004,1132.075471698113,59,57,0.0,0.0,9999.0
95,Ryquell Armstead,RB,3200,2.81,1138.7900355871886,57,58,0.0,0.0,9999.0
96,Darrell Henderson,RB,3900,3.2500000000000004,1199.9999999999998,54,59,0.0,0.0,9999.0
97,Darwin Thompson,RB,3200,2.49,1285.1405622489958,60,60,0.0,0.0,9999.0
98,DeAndre Washington,RB,3000,2.17,1382.4884792626724,61,61,0.0,0.0,9999.0
99,Alec Ingold,RB,3000,1.95,1538.4615384615383,63,62,0.0,0.0,9999.0
100,Wendell Smallwood,RB,3200,1.92,1666.666666666667,64,63,0.0,0.0,9999.0
101,Kerrith Whyte,RB,3000,1.77,1694.9152542372879,65,64,0.0,0.0,9999.0
102,Samaje Perine,RB,3500,1.98,1767.6767676767677,62,65,0.0,0.0,9999.0
103,Travis Homer,RB,3000,1.5600000000000005,1923.0769230769226,67,66,0.0,0.0,9999.0
104,Ty Johnson,RB,3000,1.5499999999999998,1935.4838709677426,68,67,0.0,0.0,9999.0
105,Chase Edmonds,RB,3200,1.64,1951.219512195122,66,68,0.0,0.0,9999.0
106,James Develin,RB,3000,1.52,1973.6842105263158,69,69,0.0,0.0,9999.0
107,Anthony Sherman,RB,3000,1.49,2013.4228187919464,70,70,0.0,0.0,9999.0
108,Trayveon Williams,RB,3000,1.3600000000000003,2205.882352941176,71,71,0.0,0.0,9999.0
109,Dexter Williams,RB,3000,1.23,2439.0243902439024,72,72,0.0,0.0,9999.0
110,Ameer Abdullah,RB,3000,1.13,2654.867256637169,73,73,0.0,0.0,9999.0
111,Damien Harris,RB,3500,1.06,3301.8867924528304,74,75,0.0,0.0,9999.0
29,Christian McCaffrey,RB,8700,26.64,326.5765765765765,1,1,30.8,44.96,282.4675324675325
30,Phillip Lindsay,RB,4300,12.75,337.2549019607843,15,2,29.0,1.9,148.27586206896552
31,Miles Sanders,RB,3900,11.46,340.3141361256545,22,3,13.6,0.44,286.76470588235287
32,Ezekiel Elliott,RB,8900,25.94,343.0994602929838,2,4,18.9,46.66,470.8994708994709
33,Chris Carson,RB,5900,17.110000000000007,344.8275862068965,9,5,5.1,56.09,1156.8627450980393
34,Frank Gore,RB,4400,12.3,357.7235772357723,17,6,16.9,10.11,260.35502958579883
35,Dalvin Cook,RB,7800,21.72,359.1160220994475,4,7,27.3,21.1,285.7142857142857
36,Austin Ekeler,RB,7200,19.880000000000006,362.17303822937623,5,8,15.1,45.61,476.82119205298017
37,David Johnson,RB,6800,18.47,368.16459122902,6,9,18.5,2.95,367.5675675675676
38,Le'Veon Bell,RB,7000,18.4,380.4347826086956,7,10,10.3,1.21,679.6116504854368
39,Peyton Barber,RB,4600,12.070000000000002,381.1101905550952,18,11,7.5,0.43,613.3333333333334
40,Kerryon Johnson,RB,5600,14.44,387.8116343490304,12,12,11.3,0.29,495.575221238938
41,Aaron Jones,RB,6100,15.45,394.8220064724919,10,13,15.3,2.53,398.6928104575163
42,Saquon Barkley,RB,9100,22.66,401.58870255957635,3,14,7.7,2.51,1181.8181818181818
43,Devonta Freeman,RB,4900,11.95,410.04184100418405,20,15,12.5,2.14,392.0
44,Rex Burkhead,RB,3900,9.42,414.0127388535032,28,16,18.9,27.99,206.34920634920638
45,Marlon Mack,RB,5800,13.87,418.168709444845,14,17,16.8,0.79,345.23809523809524
46,Sony Michel,RB,6000,14.280000000000005,420.16806722689074,13,18,7.1,1.97,845.0704225352112
47,Royce Freeman,RB,4400,10.38,423.89210019267824,26,19,11.3,0.17,389.3805309734513
48,James Conner,RB,6400,14.92,428.9544235924933,11,20,8.7,0.21,735.6321839080459
49,James White,RB,5100,11.840000000000002,430.74324324324317,21,21,0.0,0.16,9999.0
50,Duke Johnson,RB,4300,9.74,441.47843942505136,27,22,4.4,0.06,977.2727272727273
51,Alvin Kamara,RB,8000,18.12,441.5011037527594,8,23,37.1,0.35,215.63342318059296
52,LeSean McCoy,RB,5000,11.25,444.4444444444445,23,24,23.0,0.3,217.3913043478261
53,Darwin Thompson,RB,3000,6.7200000000000015,446.4285714285714,36,25,0.8,0.51,9999.0
54,Matt Breida,RB,5400,11.96,451.505016722408,19,26,10.8,1.08,500.0
55,Mark Ingram,RB,5700,12.6,452.38095238095235,16,27,38.5,1.31,148.05194805194805
56,Kenyan Drake,RB,4500,9.23,487.54062838569877,30,28,9.8,0.02,459.18367346938766
57,Josh Jacobs,RB,5300,10.760000000000002,492.56505576208167,25,29,4.4,0.35,1204.5454545454545
58,Joe Mixon,RB,5500,10.93,503.2021957913997,24,30,17.5,0.16,314.2857142857143
59,Raheem Mostert,RB,4700,9.29,505.92034445640473,29,31,6.9,0.69,681.159420289855
60,Jamaal Williams,RB,4000,7.770000000000001,514.8005148005146,31,32,10.6,0.03,377.35849056603774
61,Nyheim Hines,RB,3400,6.460000000000001,526.3157894736842,39,33,0.0,0.0,9999.0
62,Darren Sproles,RB,3600,6.700000000000001,537.3134328358209,37,34,0.4,0.07,9999.0
63,Ty Johnson,RB,3000,5.5100000000000025,544.4646098003627,42,35,1.5,0.0,2000.0
64,T.J. Yeldon,RB,3800,6.8100000000000005,558.0029368575624,35,36,5.9,0.03,644.0677966101696
65,Ito Smith,RB,3700,6.61,559.7579425113464,38,37,0.0,0.03,9999.0
66,Giovani Bernard,RB,4200,7.24,580.110497237569,33,38,3.2,0.02,1312.5
67,Jalen Richard,RB,3000,5.09,589.3909626719058,47,39,5.9,0.01,508.4745762711864
68,Carlos Hyde,RB,4500,7.4700000000000015,602.4096385542167,32,40,7.9,0.4,569.6202531645571
69,Justin Jackson,RB,4200,6.960000000000001,603.4482758620688,34,41,7.0,0.02,600.0
70,Tony Pollard,RB,3800,6.0500000000000025,628.099173553719,40,42,24.8,0.09,153.22580645161293
71,Jeff Wilson,RB,3000,4.77,628.9308176100631,50,43,13.8,0.06,217.3913043478261
72,Latavius Murray,RB,4100,5.850000000000001,700.8547008547008,41,44,0.2,0.0,9999.0
73,Jordan Wilkins,RB,3500,4.8900000000000015,715.7464212678935,48,45,-0.2,0.02,9999.0
74,Ronald Jones II,RB,3900,5.340000000000002,730.3370786516851,44,46,13.1,0.0,297.70992366412213
75,Jordan Howard,RB,4100,5.440000000000001,753.6764705882351,43,47,9.7,0.03,422.680412371134
76,Gus Edwards,RB,3000,3.88,773.1958762886599,52,48,0.0,0.0,9999.0
77,Rashaad Penny,RB,4100,5.210000000000001,786.9481765834933,45,49,0.0,0.02,9999.0
78,Justice Hill,RB,3300,4.1400000000000015,797.1014492753623,51,50,0.0,0.0,9999.0
79,Kalen Ballage,RB,4100,5.130000000000001,799.2202729044832,46,51,3.1,0.0,1322.5806451612902
80,Kyle Juszczyk,RB,3000,3.49,859.5988538681947,56,52,0.0,0.0,9999.0
81,DeAndre Washington,RB,3000,3.4,882.3529411764706,57,53,0.0,0.0,9999.0
82,Dare Ogunbowale,RB,3300,3.56,926.9662921348314,54,54,5.3,0.0,622.6415094339623
83,Alexander Mattison,RB,3700,3.75,986.6666666666667,53,55,0.0,0.0,9999.0
84,Jaylen Samuels,RB,5300,4.880000000000001,1086.0655737704917,49,56,0.0,0.02,9999.0
85,Wayne Gallman,RB,3500,3.21,1090.342679127726,58,57,1.3,0.0,2692.3076923076924
86,C.J. Prosise,RB,3000,2.56,1171.875,60,58,9.3,0.65,322.5806451612903
87,Brandon Bolden,RB,3000,2.53,1185.7707509881425,61,59,0.0,0.0,9999.0
88,Ty Montgomery,RB,4400,3.53,1246.4589235127478,55,60,0.1,0.0,9999.0
89,Chase Edmonds,RB,3800,2.89,1314.878892733564,59,61,0.0,0.0,9999.0
90,Darrel Williams,RB,3000,1.89,1587.3015873015872,62,62,15.9,0.1,188.67924528301887
91,Qadree Ollison,RB,3000,1.8800000000000003,1595.7446808510635,63,63,0.0,0.0,9999.0
92,Reggie Bonnafon,RB,3000,1.8,1666.6666666666665,64,64,0.5,0.0,9999.0
93,T.J. Logan,RB,3000,1.7500000000000002,1714.2857142857142,65,65,0.0,0.0,9999.0
94,Ameer Abdullah,RB,3000,1.7300000000000002,1734.1040462427743,66,66,0.0,0.0,9999.0
95,Patrick DiMarco,RB,3000,1.66,1807.2289156626505,67,67,0.0,0.0,9999.0
96,Travis Homer,RB,3000,1.5300000000000002,1960.7843137254895,68,68,0.0,0.0,9999.0
97,J.D. McKissic,RB,3000,1.4700000000000002,2040.8163265306118,69,69,0.0,0.0,9999.0
98,Mark Walton,RB,3000,1.41,2127.6595744680853,70,70,0.0,0.0,9999.0
99,Jamize Olawale,RB,3000,1.29,2325.581395348837,71,71,0.0,0.0,9999.0
100,Dexter Williams,RB,3000,1.29,2325.581395348837,72,72,0.0,0.0,9999.0
101,Bilal Powell,RB,3000,1.11,2702.7027027027025,75,73,0.0,0.0,9999.0
102,Devontae Booker,RB,3200,1.1700000000000002,2735.042735042735,73,74,0.0,0.0,9999.0
103,Alex Armah,RB,3000,1.0600000000000005,2830.1886792452824,76,75,0.0,0.0,9999.0
104,Damien Harris,RB,3400,1.1200000000000003,3035.7142857142853,74,77,0.0,0.0,9999.0
32,Phillip Lindsay,RB,5200,15.67,331.8442884492661,10,1,7.0,4.15,742.8571428571429
33,Chris Thompson,RB,4500,13.16,341.9452887537994,13,2,10.0,6.81,450.0
34,Marlon Mack,RB,6100,17.8,342.6966292134831,4,3,3.9,17.24,1564.1025641025644
35,Kerryon Johnson,RB,5400,15.7,343.94904458598734,9,4,19.7,26.39,274.11167512690355
36,Leonard Fournette,RB,6000,17.35,345.821325648415,5,5,29.5,15.0,203.38983050847457
37,Wayne Gallman,RB,4600,12.59,365.3693407466243,17,6,28.8,54.11,159.72222222222226
38,Christian McCaffrey,RB,8800,24.03,366.20890553474817,1,7,33.9,39.09,259.58702064896755
39,Austin Ekeler,RB,8000,21.71,368.4937816674344,2,8,29.2,77.29,273.97260273972597
40,Kenyan Drake,RB,4200,10.91,384.967919340055,21,9,10.3,0.08,407.7669902912621
41,Devonta Freeman,RB,5000,12.92,386.99690402476784,15,10,18.0,0.93,277.77777777777777
42,James White,RB,4900,12.44,393.8906752411575,18,11,13.8,1.57,355.07246376811594
43,Nick Chubb,RB,6400,16.209999999999994,394.8180135718693,7,12,42.3,0.47,151.3002364066194
44,David Johnson,RB,6800,16.7,407.185628742515,6,13,21.9,2.71,310.5022831050228
45,Carlos Hyde,RB,4300,10.41,413.06436119116233,23,14,10.4,0.33,413.46153846153845
46,David Montgomery,RB,5300,12.74,416.0125588697017,16,15,9.7,0.1,546.3917525773196
47,Tarik Cohen,RB,4600,10.95,420.09132420091316,20,16,9.8,0.07,469.3877551020408
48,Derrick Henry,RB,6300,14.52,433.8842975206611,11,17,14.8,1.48,425.6756756756757
49,Rex Burkhead,RB,4400,10.14,433.9250493096646,25,18,1.7,0.21,2588.2352941176473
50,Dalvin Cook,RB,8300,19.050000000000004,435.6955380577427,3,19,19.0,1.93,436.84210526315786
51,Chris Carson,RB,5700,12.95,440.1544401544402,14,20,21.5,2.09,265.1162790697674
52,Todd Gurley,RB,7000,15.88,440.8060453400503,8,21,26.0,0.44,269.23076923076917
53,Josh Jacobs,RB,5100,11.25,453.33333333333326,19,22,12.8,2.12,398.4375
54,Frank Gore,RB,4400,9.7,453.6082474226803,26,23,13.9,0.07,316.54676258992805
55,Royce Freeman,RB,4800,10.39,461.9826756496632,24,24,9.0,0.03,533.3333333333334
56,Mark Ingram,RB,6600,14.199999999999998,464.7887323943663,12,25,9.1,5.94,725.2747252747251
57,Duke Johnson,RB,4200,8.940000000000003,469.7986577181208,29,26,9.8,0.0,428.57142857142856
58,Adrian Peterson,RB,4300,8.980000000000002,478.84187082405333,28,27,2.8,0.45,1535.7142857142858
59,Peyton Barber,RB,4300,8.230000000000002,522.478736330498,30,28,7.9,0.02,544.3037974683543
60,LeSean McCoy,RB,5600,10.650000000000002,525.8215962441313,22,29,16.9,1.95,331.36094674556216
61,Devin Singletary,RB,4200,7.4700000000000015,562.2489959839357,32,30,0.0,0.0,9999.0
62,Darrel Williams,RB,4700,7.939999999999999,591.9395465994962,31,31,19.6,0.76,239.79591836734693
63,Sony Michel,RB,5500,9.02,609.7560975609756,27,32,6.3,0.33,873.0158730158729
64,Nyheim Hines,RB,4000,6.4499999999999975,620.15503875969,33,33,10.5,0.03,380.9523809523809
65,Dion Lewis,RB,3700,5.8500000000000005,632.4786324786323,36,34,6.0,0.01,616.6666666666666
66,Ty Johnson,RB,3000,4.630000000000001,647.9481641468683,43,35,2.4,0.01,1250.0
67,Ito Smith,RB,3700,5.3100000000000005,696.7984934086627,41,36,11.1,0.0,333.33333333333337
68,Ronald Jones II,RB,4400,6.31,697.3058637083992,34,37,15.2,0.04,289.4736842105264
69,Kalen Ballage,RB,3800,5.400000000000001,703.7037037037036,38,38,0.0,0.0,9999.0
70,Rashaad Penny,RB,4200,5.780000000000001,726.6435986159169,37,39,0.0,0.01,9999.0
71,Malcolm Brown,RB,4400,5.87,749.5741056218058,35,40,0.8,0.02,9999.0
72,Jalen Richard,RB,4000,5.33,750.46904315197,40,41,2.8,0.02,1428.571428571429
73,Gus Edwards,RB,3600,4.780000000000001,753.1380753138072,42,42,4.6,0.03,782.6086956521741
74,Dare Ogunbowale,RB,3400,4.2,809.5238095238095,45,43,0.0,0.0,9999.0
75,T.J. Yeldon,RB,3700,4.48,825.8928571428571,44,44,0.0,0.0,9999.0
76,Justice Hill,RB,3500,3.7900000000000014,923.4828496042217,49,45,0.0,0.0,9999.0
77,Jordan Wilkins,RB,3200,3.4000000000000004,941.1764705882354,50,46,3.8,0.0,842.1052631578948
78,C.J. Prosise,RB,4000,4.19,954.653937947494,46,47,6.4,0.02,625.0
79,D'Ernest Johnson,RB,3000,3.02,993.3774834437088,52,48,0.0,0.01,9999.0
80,DeAndre Washington,RB,3000,2.99,1003.3444816053512,53,49,0.0,0.0,9999.0
81,Alexander Mattison,RB,3900,3.85,1012.9870129870128,48,50,2.3,0.01,1695.6521739130435
82,Mike Davis,RB,3300,3.11,1061.0932475884244,51,51,0.0,0.0,9999.0
83,Elijhaa Penny,RB,4300,3.99,1077.6942355889723,47,52,0.0,0.0,9999.0
