,Player,Position,Salary,DK_Points,DK_Value,Points Rank,Value Rank,FPTS,%Drafted,Real_Value
193,Damion Willis,WR,3100,1.93,1606.2176165803107,85,86,0.0,0.01,9999.0
194,Cordarrelle Patterson,WR,3000,1.8,1666.6666666666665,87,87,0.0,0.01,9999.0
195,Malik Turner,WR,3000,1.7800000000000002,1685.393258426966,88,88,10.3,0.0,291.26213592233006
196,Diontae Spencer,WR,3000,1.6900000000000002,1775.1479289940826,89,89,0.0,0.0,9999.0
197,Mack Hollins,WR,3200,1.69,1893.4911242603546,90,90,0.0,0.07,9999.0
198,Andre Roberts,WR,3000,1.31,2290.0763358778627,92,91,0.0,0.0,9999.0
199,Fred Brown,WR,3100,1.34,2313.4328358208954,91,92,0.0,0.0,9999.0
200,Javon Wims,WR,3000,1.2400000000000002,2419.354838709677,93,93,0.0,0.0,9999.0
201,Jaron Brown,WR,3000,1.09,2752.293577981651,94,94,0.0,0.0,9999.0
202,DeAndrew White,WR,3000,1.06,2830.1886792452833,95,95,0.0,0.0,9999.0
203,Damion Ratley,WR,3000,1.04,2884.6153846153843,96,96,0.0,0.0,9999.0
204,Marcell Ateman,WR,3000,1.02,2941.1764705882347,97,97,0.0,0.0,9999.0
106,Davante Adams,WR,7000,19.53,358.42293906810033,2,1,24.4,60.34,286.88524590163934
107,Christian Kirk,WR,5700,15.83,360.0758054327227,9,2,5.3,10.63,1075.4716981132076
108,Mike Evans,WR,6900,18.94,364.30834213305184,3,3,9.3,8.89,741.9354838709677
109,Jamison Crowder,WR,5600,14.52,385.6749311294765,12,4,2.8,1.02,2000.0
110,Alshon Jeffery,WR,5100,13.21,386.07115821347463,17,5,31.7,18.28,160.88328075709782
111,Devante Parker,WR,5700,14.52,392.56198347107437,11,6,37.9,12.16,150.3957783641161
112,Tyler Boyd,WR,5500,14.010000000000002,392.5767309064953,13,7,16.9,33.82,325.4437869822485
113,D.J. Chark,WR,6600,16.7,395.20958083832335,6,8,6.7,11.87,985.0746268656717
114,Dede Westbrook,WR,5000,12.53,399.04229848363923,20,9,19.0,6.88,263.1578947368421
115,Jarvis Landry,WR,6400,15.87,403.27662255828596,7,10,13.6,2.4,470.5882352941177
116,Corey Davis,WR,4000,9.89,404.4489383215368,31,11,3.3,0.18,1212.1212121212122
117,Tyreek Hill,WR,8900,21.64,411.275415896488,1,12,10.1,2.49,881.1881188118813
118,Tyrell Williams,WR,5400,13.11,411.8993135011442,18,13,1.9,0.7,2842.105263157895
119,Cooper Kupp,WR,7100,17.15,413.99416909620993,5,14,18.5,5.24,383.7837837837838
120,Chris Godwin,WR,7700,18.54,415.3182308522115,4,15,9.0,1.37,855.5555555555555
121,Robert Woods,WR,5500,13.23,415.72184429327285,16,16,33.2,9.27,165.66265060240963
122,Courtland Sutton,WR,5800,13.840000000000002,419.0751445086705,14,17,23.4,0.89,247.86324786324792
123,Demaryius Thomas,WR,3600,8.58,419.58041958041963,36,18,5.3,1.62,679.2452830188679
124,Sterling Shepard,WR,4900,11.55,424.24242424242414,25,19,13.0,52.18,376.92307692307685
125,Odell Beckham Jr.,WR,6700,15.79,424.3191893603545,10,20,5.9,0.2,1135.593220338983
126,D.J. Moore,WR,6800,15.830000000000002,429.56411876184455,8,21,19.2,4.99,354.16666666666674
127,Chris Conley,WR,4500,10.43,431.4477468839885,28,22,9.7,5.82,463.9175257731959
128,Marquise Brown,WR,5300,12.27,431.94784026079867,21,23,1.1,0.86,4818.181818181818
129,Deebo Samuel,WR,5200,12.03,432.25270157938485,23,24,14.1,0.34,368.79432624113474
130,Terry McLaurin,WR,5600,12.93,433.10131477184837,19,25,2.8,0.65,2000.0
131,A.J. Brown,WR,5300,12.19,434.7826086956522,22,26,7.5,1.26,706.6666666666665
132,Auden Tate,WR,3800,8.660000000000002,438.79907621247116,35,27,10.6,41.79,358.49056603773585
133,Larry Fitzgerald,WR,5100,11.47,444.63818657367034,26,28,11.6,0.32,439.6551724137931
134,Sammy Watkins,WR,5400,11.760000000000002,459.18367346938766,24,29,0.0,1.27,9999.0
135,Mike Williams,WR,4600,9.9,464.6464646464646,30,30,19.7,0.86,233.50253807106603
136,Curtis Samuel,WR,4800,10.29,466.47230320699714,29,31,16.5,0.57,290.90909090909093
137,Keenan Allen,WR,6500,13.840000000000002,469.65317919075136,15,32,18.8,0.34,345.74468085106383
138,Brandin Cooks,WR,5200,10.85,479.2626728110599,27,33,4.4,0.9,1181.8181818181818
139,Allen Hurns,WR,4000,8.020000000000001,498.7531172069823,39,34,6.3,0.57,634.9206349206348
140,Alex Erickson,WR,4000,7.75,516.1290322580645,41,35,4.1,0.21,975.6097560975612
141,Robby Anderson,WR,4800,9.21,521.1726384364822,34,36,20.1,0.97,238.80597014925368
142,Tim Patrick,WR,3000,5.700000000000001,526.3157894736842,49,37,0.0,1.15,9999.0
143,Darius Slayton,WR,5300,9.82,539.714867617108,33,38,10.4,0.52,509.6153846153846
144,Adam Humphries,WR,3800,7.029999999999999,540.5405405405406,43,39,8.3,0.18,457.83132530120486
145,Zay Jones,WR,3600,6.52,552.1472392638037,45,40,3.4,0.78,1058.8235294117646
146,Zach Pascal,WR,4700,8.440000000000001,556.8720379146919,37,41,20.9,0.52,224.88038277511964
147,Nelson Agholor,WR,4400,7.88,558.3756345177665,40,42,9.1,0.64,483.5164835164836
148,Diontae Johnson,WR,4500,7.73,582.1474773609314,42,43,4.1,0.09,1097.5609756097563
149,Demarcus Robinson,WR,3700,6.19,597.7382875605815,46,44,0.0,0.67,9999.0
150,James Washington,WR,5000,8.22,608.272506082725,38,45,24.1,0.27,207.46887966804982
151,Mecole Hardman,WR,4200,6.820000000000001,615.8357771260996,44,46,0.9,0.63,9999.0
152,Allen Lazard,WR,3700,6.0,616.6666666666666,47,47,22.3,0.36,165.91928251121075
153,Emmanuel Sanders,WR,6300,9.82,641.5478615071282,32,48,8.1,0.04,777.7777777777777
154,Kelvin Harmon,WR,3600,5.51,653.3575317604357,50,49,8.1,1.44,444.4444444444445
155,Marcus Johnson,WR,3100,4.69,660.9808102345418,56,50,9.5,0.08,326.3157894736842
156,Albert Wilson,WR,3900,5.77,675.9098786828423,48,51,11.3,0.03,345.1327433628318
157,Chester Rogers,WR,3400,4.949999999999998,686.868686868687,54,52,0.0,0.03,9999.0
158,Geronimo Allison,WR,3800,5.380000000000001,706.3197026022302,51,53,4.0,0.1,950.0
159,Trey Quinn,WR,3500,4.8900000000000015,715.7464212678935,55,54,0.0,0.02,9999.0
160,Breshad Perriman,WR,3300,4.57,722.100656455142,58,55,13.7,0.02,240.87591240875915
161,Jarius Wright,WR,3000,4.1400000000000015,724.6376811594201,61,56,0.0,0.0,9999.0
162,Kendrick Bourne,WR,3600,4.960000000000001,725.8064516129033,53,57,7.2,0.03,500.0
163,Willie Snead,WR,3600,4.66,772.5321888412018,57,58,2.2,0.52,1636.3636363636365
164,KeeSean Johnson,WR,3300,4.24,778.3018867924527,60,59,0.0,0.01,9999.0
165,Andy Isabella,WR,3200,4.04,792.0792079207921,62,60,0.0,0.12,9999.0
166,Marquez Valdes-Scantling,WR,4100,5.16,794.5736434108528,52,61,0.0,0.12,9999.0
167,Keelan Cole,WR,3600,4.43,812.6410835214447,59,62,2.1,0.05,1714.2857142857142
168,Jake Kumerow,WR,3300,3.67,899.1825613079018,63,63,0.0,0.01,9999.0
169,Parris Campbell,WR,3200,3.48,919.5402298850572,64,64,0.0,0.01,9999.0
170,DaeSean Hamilton,WR,3100,3.35,925.3731343283583,66,65,0.0,0.0,9999.0
171,Seth Roberts,WR,3100,3.2500000000000004,953.8461538461536,67,66,1.5,0.01,2066.6666666666665
172,Rashard Higgins,WR,3000,3.12,961.5384615384617,68,67,0.0,0.0,9999.0
173,Tajae Sharpe,WR,3000,3.0500000000000003,983.6065573770493,69,68,0.0,0.01,9999.0
174,Pharoh Cooper,WR,3400,3.3800000000000003,1005.9171597633136,65,69,6.6,0.03,515.1515151515151
175,Miles Boykin,WR,3100,2.97,1043.771043771044,70,70,0.0,0.01,9999.0
176,Vyncint Smith,WR,3000,2.5500000000000003,1176.4705882352941,73,71,0.0,0.0,9999.0
177,Tevin Jones,WR,3000,2.4800000000000004,1209.6774193548385,74,72,3.8,0.01,789.4736842105265
178,Josh Reynolds,WR,3800,2.9200000000000004,1301.3698630136985,71,73,7.9,0.01,481.01265822784814
179,Trevor Davis,WR,3000,2.3000000000000003,1304.3478260869565,75,74,0.0,0.0,9999.0
180,Andre Patton,WR,3000,2.27,1321.5859030837005,76,75,0.0,0.0,9999.0
181,Jakeem Grant,WR,3800,2.8,1357.142857142857,72,76,0.0,0.0,9999.0
182,Johnny Holton,WR,3000,1.94,1546.3917525773197,79,77,0.0,0.0,9999.0
183,Deon Cain,WR,3000,1.79,1675.9776536312854,81,78,0.0,0.0,9999.0
184,Steven Sims,WR,3300,1.95,1692.3076923076922,78,79,5.9,0.01,559.3220338983051
185,Mack Hollins,WR,3100,1.81,1712.707182320442,80,80,0.0,0.0,9999.0
186,Greg Ward,WR,4100,2.26,1814.1592920353985,77,81,1.5,0.05,2733.333333333333
187,Cody Latimer,WR,3000,1.63,1840.490797546012,82,82,5.3,0.02,566.0377358490566
188,Diontae Spencer,WR,3000,1.61,1863.354037267081,83,83,0.0,0.0,9999.0
189,Kalif Raymond,WR,3000,1.59,1886.7924528301885,84,84,11.0,0.01,272.72727272727275
190,Marcell Ateman,WR,3000,1.58,1898.7341772151892,85,85,0.0,0.0,9999.0
191,Braxton Berrios,WR,3200,1.53,2091.503267973856,86,86,0.0,0.0,9999.0
192,Keelan Doss,WR,3000,1.31,2290.0763358778627,87,87,2.1,0.01,1428.5714285714284
193,Richie James,WR,3000,1.26,2380.952380952381,88,88,0.0,0.0,9999.0
116,Michael Thomas,WR,8300,23.44,354.0955631399317,1,1,33.4,51.41,248.50299401197609
117,D.J. Moore,WR,7000,18.53,377.7657852131679,5,2,12.1,11.16,578.5123966942149
118,Mike Evans,WR,7200,18.53,388.5590933621156,4,3,13.1,2.35,549.6183206106871
119,Chris Godwin,WR,7300,18.66,391.21114683815654,3,4,16.1,3.28,453.4161490683229
120,Christian Kirk,WR,5200,13.150000000000002,395.4372623574144,21,5,16.9,3.18,307.69230769230774
121,Jarvis Landry,WR,6500,16.189999999999998,401.4823965410748,12,6,11.6,2.2,560.3448275862069
122,Mike Williams,WR,4500,11.14,403.94973070017954,32,7,14.3,4.4,314.68531468531467
123,Keenan Allen,WR,6600,16.29,405.1565377532229,11,8,13.3,1.14,496.24060150375936
124,Davante Adams,WR,8000,19.7,406.09137055837573,2,9,8.1,9.61,987.6543209876544
125,Terry McLaurin,WR,5100,12.47,408.981555733761,25,10,15.7,0.09,324.84076433121015
126,A.J. Brown,WR,5300,12.95,409.2664092664092,22,11,36.6,0.86,144.8087431693989
127,Tyler Boyd,WR,5900,14.3,412.58741258741264,16,12,13.2,2.45,446.96969696969705
128,Robby Anderson,WR,5100,12.28,415.30944625407164,26,13,28.0,6.25,182.14285714285717
129,Corey Davis,WR,3900,9.36,416.66666666666674,39,14,5.4,1.87,722.2222222222223
130,Julio Jones,WR,7500,17.949999999999996,417.8272980501394,6,15,11.6,1.2,646.5517241379309
131,DeAndre Hopkins,WR,7400,17.589999999999996,420.6935758953952,8,16,29.2,43.67,253.4246575342466
132,Courtland Sutton,WR,6400,15.02,426.09853528628486,14,17,8.4,1.08,761.9047619047618
133,Julian Edelman,WR,7100,16.619999999999994,427.19614921780993,10,18,24.3,11.9,292.18106995884773
134,Will Fuller,WR,5500,12.85,428.0155642023346,23,19,0.0,0.05,9999.0
135,Larry Fitzgerald,WR,4700,10.920000000000002,430.4029304029304,35,20,5.0,0.26,940.0
136,Curtis Samuel,WR,4900,11.370000000000005,430.9586631486368,29,21,6.2,2.38,790.3225806451613
137,Devante Parker,WR,6900,16.009999999999998,430.9806371018114,13,22,4.8,5.92,1437.5
138,D.J. Chark,WR,6200,14.15,438.1625441696113,18,23,16.5,0.23,375.75757575757575
139,Jamison Crowder,WR,5300,12.06,439.469320066335,28,24,6.0,37.74,883.3333333333335
140,Demaryius Thomas,WR,3700,8.38,441.527446300716,43,25,10.8,0.95,342.5925925925925
141,Tyrell Williams,WR,5000,11.310000000000002,442.08664898320063,30,26,6.5,0.6,769.2307692307692
142,Odell Beckham Jr.,WR,6300,14.18,444.2877291960508,17,27,5.9,2.38,1067.7966101694915
143,Calvin Ridley,WR,6700,14.97,447.56179024716096,15,28,18.6,0.66,360.2150537634408
144,Zach Pascal,WR,5500,12.27,448.2477587612062,27,29,20.4,6.55,269.6078431372549
145,John Brown,WR,6100,13.57,449.52100221075904,20,30,5.6,0.2,1089.2857142857144
146,Stefon Diggs,WR,7600,16.75,453.7313432835821,9,31,15.2,1.03,500.0
147,Chris Conley,WR,4000,8.75,457.1428571428572,42,32,1.7,0.03,2352.9411764705883
148,Tyreek Hill,WR,8100,17.619999999999994,459.7048808172532,7,33,13.0,0.36,623.0769230769231
149,Sammy Watkins,WR,4600,9.95,462.31155778894475,38,34,9.0,0.17,511.11111111111114
150,Kenny Stills,WR,3700,7.9700000000000015,464.2409033877038,48,35,2.8,62.16,1321.4285714285716
151,Dede Westbrook,WR,5200,11.18,465.11627906976736,31,36,8.5,0.17,611.7647058823529
152,Parris Campbell,WR,3200,6.83,468.5212298682284,53,37,4.2,13.28,761.9047619047618
153,James Washington,WR,6000,12.64,474.68354430379736,24,38,7.3,1.61,821.9178082191781
154,Diontae Johnson,WR,4300,9.03,476.19047619047615,40,39,25.6,3.29,167.96875
155,Danny Amendola,WR,4000,8.379999999999999,477.3269689737471,44,40,8.4,0.76,476.19047619047615
156,Zay Jones,WR,3400,7.07,480.90523338048087,51,41,1.5,0.01,2266.6666666666665
157,Marvin Jones,WR,5400,11.03,489.57388939256566,33,42,6.8,1.28,794.1176470588235
158,Auden Tate,WR,4000,8.14,491.40049140049143,45,43,2.6,1.33,1538.4615384615383
159,Kenny Golladay,WR,6700,13.58,493.3726067746687,19,44,17.8,0.6,376.40449438202245
160,Cole Beasley,WR,5400,10.72,503.73134328358213,36,45,14.9,0.2,362.41610738255025
161,Allen Hurns,WR,4100,8.06,508.68486352357314,46,46,11.8,0.08,347.45762711864404
162,Deebo Samuel,WR,5600,11.000000000000002,509.09090909090895,34,47,15.9,0.27,352.2012578616352
163,Marquise Brown,WR,4700,9.010000000000002,521.6426193118756,41,48,2.8,0.05,1678.571428571429
164,Albert Wilson,WR,4000,7.63,524.2463958060289,49,49,1.5,0.04,2666.6666666666665
165,Olabisi Johnson,WR,3700,6.87,538.5735080058224,52,50,7.9,0.09,468.35443037974676
166,John Ross,WR,4400,7.99,550.6883604505632,47,51,4.8,0.43,916.6666666666667
167,Emmanuel Sanders,WR,5800,10.13,572.5567620927937,37,52,37.1,0.2,156.3342318059299
168,Kelvin Harmon,WR,3700,6.4499999999999975,573.6434108527133,56,53,4.0,0.09,925.0
169,Marcus Johnson,WR,3600,6.17,583.4683954619126,57,54,22.5,0.15,160.0
170,Tim Patrick,WR,3300,5.65,584.070796460177,61,55,0.0,0.0,9999.0
171,Jakobi Meyers,WR,3500,5.960000000000001,587.2483221476509,59,56,4.5,0.1,777.7777777777777
172,Phillip Dorsett,WR,4400,7.170000000000001,613.6680613668061,50,57,0.0,0.05,9999.0
173,Breshad Perriman,WR,3700,6.01,615.6405990016639,58,58,0.0,0.0,9999.0
174,Allen Lazard,WR,4200,6.69,627.8026905829597,55,59,3.9,0.38,1076.923076923077
175,Demarcus Robinson,WR,3300,5.23,630.9751434034416,65,60,2.2,0.03,1499.9999999999998
176,Alex Erickson,WR,3500,5.3900000000000015,649.3506493506493,64,61,10.54,0.01,332.06831119544603
177,Geronimo Allison,WR,3400,5.2200000000000015,651.3409961685823,66,62,2.1,0.04,1619.047619047619
178,Ted Ginn,WR,3600,5.4,666.6666666666666,63,63,9.0,0.01,400.0
179,Keelan Cole,WR,3000,4.5,666.6666666666666,70,64,0.0,0.0,9999.0
180,Tevin Jones,WR,3000,4.5,666.6666666666666,71,65,0.0,0.0,9999.0
181,Jarius Wright,WR,3000,4.44,675.6756756756757,72,66,7.0,0.01,428.57142857142856
182,Steven Sims,WR,3400,4.8900000000000015,695.2965235173822,67,67,8.0,0.01,425.0
183,Mecole Hardman,WR,3800,5.44,698.529411764706,62,68,11.8,0.08,322.0338983050848
184,Laquon Treadwell,WR,3000,4.25,705.8823529411765,77,69,6.2,0.01,483.8709677419355
185,Mohamed Sanu,WR,5000,6.779999999999999,737.4631268436577,54,70,2.3,0.03,2173.913043478261
186,Willie Snead,WR,3400,4.58,742.3580786026201,68,71,10.3,0.05,330.0970873786408
187,Christian Blake,WR,3300,4.43,744.9209932279912,73,72,0.0,0.01,9999.0
188,Pharoh Cooper,WR,3300,4.35,758.6206896551724,74,73,1.5,0.01,2200.0
189,Tre'Quan Smith,WR,3200,4.2,761.9047619047618,78,74,0.0,0.0,9999.0
190,Isaiah McKenzie,WR,3300,4.26,774.6478873239438,76,75,5.5,0.02,600.0
191,Keelan Doss,WR,3000,3.82,785.3403141361258,82,76,0.0,0.0,9999.0
192,Kendrick Bourne,WR,3700,4.550000000000002,813.1868131868131,69,77,16.8,0.06,220.23809523809524
193,Seth Roberts,WR,3200,3.89,822.6221079691518,80,78,0.0,0.0,9999.0
194,Russell Gage,WR,4800,5.789999999999999,829.0155440414508,60,79,3.7,0.16,1297.2972972972973
195,Deon Cain,WR,3000,3.53,849.8583569405099,83,80,0.0,0.0,9999.0
196,Rashard Higgins,WR,3000,3.43,874.6355685131192,84,81,0.0,0.01,9999.0
197,Kalif Raymond,WR,3400,3.82,890.0523560209424,81,82,2.1,0.01,1619.047619047619
198,Marquez Valdes-Scantling,WR,3900,4.34,898.6175115207373,75,83,0.0,0.02,9999.0
199,Robert Foster,WR,3000,3.19,940.4388714733542,86,84,0.0,0.0,9999.0
200,Tajae Sharpe,WR,3000,3.1500000000000004,952.3809523809523,87,85,0.0,0.0,9999.0
201,N'Keal Harry,WR,4000,4.15,963.8554216867468,79,86,2.2,0.04,1818.181818181818
202,DaeSean Hamilton,WR,3200,3.27,978.5932721712538,85,87,0.0,0.0,9999.0
203,Andre Patton,WR,3000,2.91,1030.9278350515463,88,88,0.0,0.01,9999.0
204,Miles Boykin,WR,3000,2.88,1041.6666666666667,89,89,0.0,0.01,9999.0
205,Jake Kumerow,WR,3000,2.8000000000000003,1071.4285714285713,91,90,0.0,0.0,9999.0
206,Andy Isabella,WR,3100,2.8100000000000005,1103.2028469750887,90,91,1.5,0.01,2066.6666666666665
207,Johnny Holton,WR,3000,2.7,1111.111111111111,93,92,0.0,0.0,9999.0
208,KeeSean Johnson,WR,3200,2.66,1203.0075187969926,94,93,0.0,0.02,9999.0
209,Justin Hardy,WR,3500,2.78,1258.9928057553955,92,94,2.9,0.01,1206.8965517241381
210,Isaiah Ford,WR,3000,2.2300000000000004,1345.2914798206275,95,95,0.0,0.0,9999.0
211,Damiere Byrd,WR,3000,2.18,1376.1467889908256,96,96,0.0,0.0,9999.0
212,Vyncint Smith,WR,3000,1.69,1775.1479289940826,97,97,0.0,0.0,9999.0
213,Braxton Berrios,WR,3000,1.58,1898.7341772151892,98,98,0.0,0.0,9999.0
214,Ashton Dulin,WR,3000,1.56,1923.0769230769226,99,99,0.0,0.01,9999.0
215,Justin Watson,WR,3000,1.12,2678.5714285714284,100,100,0.0,0.0,9999.0
216,Marquise Goodwin,WR,3000,1.09,2752.293577981651,101,101,0.0,0.0,9999.0
217,Michael Walker,WR,3000,1.05,2857.142857142857,102,102,0.0,0.0,9999.0
218,Marcell Ateman,WR,3000,1.05,2857.142857142857,103,103,0.0,0.0,9999.0
113,Chris Conley,WR,3600,10.510000000000002,342.5309229305423,37,1,20.9,51.07,172.2488038277512
114,Dede Westbrook,WR,4600,13.21,348.221044663134,25,2,4.1,38.69,1121.9512195121954
115,Darius Slayton,WR,4700,13.03,360.70606293169607,28,3,11.1,10.2,423.42342342342346
116,Chris Godwin,WR,7700,21.29,361.672146547675,1,4,20.1,34.01,383.0845771144278
117,Danny Amendola,WR,4100,11.15,367.713004484305,34,5,21.2,24.77,193.3962264150944
118,Tyrell Williams,WR,4800,12.73,377.0620581304006,30,6,12.5,0.08,384.0
119,Christian Kirk,WR,5500,14.52,378.7878787878788,14,7,10.1,20.29,544.5544554455447
120,Keelan Cole,WR,3000,7.86,381.6793893129772,47,8,10.6,5.71,283.0188679245283
121,Julio Jones,WR,7000,17.779999999999994,393.70078740157487,4,9,41.4,0.64,169.08212560386474
122,Terry McLaurin,WR,5300,13.38,396.1136023916292,24,10,27.0,1.24,196.2962962962963
123,DeAndre Hopkins,WR,8000,19.98,400.4004004004005,2,11,20.9,14.97,382.7751196172249
124,Julian Edelman,WR,7100,17.659999999999997,402.0385050962629,5,12,2.9,3.39,2448.2758620689656
125,Sterling Shepard,WR,5400,13.43,402.08488458674606,23,13,23.1,0.56,233.7662337662337
126,Courtland Sutton,WR,5900,14.5,406.8965517241378,15,14,11.9,0.62,495.7983193277311
127,Michael Gallup,WR,5700,13.96,408.30945558739256,21,15,1.6,2.76,3562.5
128,Jarvis Landry,WR,6700,16.14,415.11771995043364,7,16,7.3,25.03,917.8082191780825
129,Amari Cooper,WR,6500,15.62,416.1331626120359,10,17,2.9,0.41,2241.3793103448274
130,Tyreek Hill,WR,7500,17.899999999999995,418.99441340782136,3,18,23.8,0.44,315.1260504201681
131,Larry Fitzgerald,WR,4300,10.23,420.3323558162268,39,19,7.2,1.03,597.2222222222222
132,D.J. Moore,WR,6600,15.66,421.45593869731795,9,20,23.3,5.25,283.2618025751073
133,Robert Woods,WR,6200,14.670000000000002,422.63122017723236,13,21,5.7,30.17,1087.719298245614
134,A.J. Brown,WR,6000,14.15,424.0282685512368,17,22,28.4,1.16,211.2676056338028
135,Tyler Boyd,WR,5500,12.96,424.3827160493827,29,23,5.6,0.03,982.1428571428572
136,Breshad Perriman,WR,4500,10.58,425.33081285444234,35,24,37.6,1.84,119.68085106382978
137,Corey Davis,WR,3800,8.760000000000002,433.7899543378995,44,25,8.7,1.11,436.7816091954023
138,Keenan Allen,WR,6300,14.250000000000002,442.1052631578947,16,26,18.9,3.73,333.33333333333337
139,Allen Robinson,WR,6800,15.3,444.4444444444443,11,27,22.5,0.82,302.22222222222223
140,Curtis Samuel,WR,4400,9.88,445.3441295546559,40,28,16.4,0.45,268.2926829268293
141,Greg Ward,WR,3000,6.73,445.7652303120356,54,29,19.1,12.26,157.0680628272251
142,Mike Williams,WR,4600,10.27,447.90652385589095,38,30,17.1,0.79,269.00584795321635
143,Kenny Golladay,WR,7200,15.94,451.6938519447929,8,31,7.4,2.88,972.9729729729727
144,Davante Adams,WR,7600,16.82,451.84304399524376,6,32,26.3,0.32,288.97338403041823
145,John Ross,WR,3900,8.590000000000002,454.0162980209546,45,33,4.4,0.13,886.3636363636364
146,Devante Parker,WR,6400,13.990000000000002,457.4696211579698,19,34,23.2,3.21,275.86206896551727
147,Alex Erickson,WR,3500,7.59,461.133069828722,51,35,0.6,0.02,9999.0
148,Cooper Kupp,WR,6500,14.03,463.29294369208833,18,36,16.1,0.33,403.7267080745341
149,D.K. Metcalf,WR,6100,13.160000000000002,463.5258358662612,26,37,11.6,0.22,525.8620689655172
150,Odell Beckham Jr.,WR,6400,13.8,463.76811594202894,22,38,14.6,0.68,438.35616438356163
151,Randall Cobb,WR,4400,9.44,466.1016949152542,42,39,0.7,0.31,9999.0
152,Emmanuel Sanders,WR,6600,13.96,472.77936962750715,20,40,2.9,0.71,2275.8620689655168
153,Deebo Samuel,WR,5800,12.22,474.6317512274959,31,41,4.7,0.79,1234.0425531914893
154,Anthony Miller,WR,5100,10.56,482.9545454545455,36,42,29.8,0.28,171.1409395973154
155,Justin Watson,WR,3700,7.63,484.9279161205767,50,43,3.7,2.42,1000.0
156,Stefon Diggs,WR,7300,14.820000000000002,492.5775978407557,12,44,12.0,0.06,608.3333333333334
157,Kenny Stills,WR,4100,8.190000000000001,500.6105006105005,46,45,18.5,0.03,221.62162162162159
158,Sammy Watkins,WR,4900,9.720000000000002,504.1152263374485,41,46,9.9,0.06,494.94949494949486
159,Allen Hurns,WR,4700,9.079999999999998,517.6211453744494,43,47,1.9,0.08,2473.684210526316
160,Albert Wilson,WR,3500,6.7200000000000015,520.8333333333333,55,48,10.9,0.01,321.1009174311927
161,Golden Tate,WR,5900,11.29,522.5863596102745,33,49,12.1,0.06,487.60330578512395
162,Tyler Lockett,WR,6900,13.06,528.3307810107199,27,50,29.0,0.2,237.93103448275863
163,Christian Blake,WR,3100,5.85,529.9145299145299,64,51,0.0,0.02,9999.0
164,Kelvin Harmon,WR,3500,6.539999999999999,535.1681957186545,56,52,4.2,0.03,833.3333333333333
165,Adam Thielen,WR,6300,11.510000000000002,547.3501303214597,32,53,6.0,0.18,1050.0
166,Pharoh Cooper,WR,3000,5.4700000000000015,548.4460694698354,68,54,0.0,0.0,9999.0
167,Tajae Sharpe,WR,3200,5.79,552.6770293609671,65,55,0.0,0.0,9999.0
168,Jakobi Meyers,WR,3300,5.9,559.3220338983051,63,56,0.0,0.01,9999.0
169,Zay Jones,WR,3500,6.18,566.3430420711975,57,57,1.5,0.01,2333.333333333333
170,Demarcus Robinson,WR,3200,5.5600000000000005,575.5395683453237,67,58,4.1,0.02,780.4878048780487
171,Brandin Cooks,WR,4500,7.790000000000001,577.6636713735558,49,59,8.6,0.02,523.2558139534884
172,Chris Lacy,WR,3000,5.16,581.3953488372092,72,60,0.0,0.0,9999.0
173,Phillip Dorsett,WR,3700,6.15,601.6260162601627,58,61,0.0,0.13,9999.0
174,Steven Sims,WR,3600,5.960000000000001,604.0268456375837,61,62,15.5,0.01,232.25806451612902
175,Isaiah Ford,WR,3700,6.039999999999999,612.5827814569537,60,63,5.1,0.09,725.4901960784314
176,Mohamed Sanu,WR,4300,6.960000000000001,617.8160919540229,53,64,3.3,0.02,1303.030303030303
177,Keelan Doss,WR,3000,4.710000000000001,636.9426751592356,77,65,0.0,0.0,9999.0
178,Allen Lazard,WR,3800,5.93,640.8094435075885,62,66,3.4,0.06,1117.6470588235297
179,Josh Gordon,WR,3700,5.69,650.2636203866432,66,67,5.8,0.04,637.9310344827586
180,Kendrick Bourne,WR,4000,6.13,652.5285481239804,59,68,2.1,0.03,1904.7619047619046
181,Keke Coutee,WR,3400,5.109999999999999,665.362035225049,74,69,0.0,0.01,9999.0
182,Tim Patrick,WR,3500,5.25,666.6666666666666,69,70,5.6,0.01,625.0
183,David Moore,WR,3500,5.22,670.4980842911878,71,71,0.0,0.02,9999.0
184,Russell Gage,WR,5000,7.370000000000001,678.4260515603797,52,72,8.3,0.05,602.4096385542167
185,DaeSean Hamilton,WR,3300,4.82,684.6473029045643,76,73,0.0,0.0,9999.0
186,Javon Wims,WR,3000,4.34,691.2442396313362,79,74,0.0,0.0,9999.0
187,Geronimo Allison,WR,3400,4.84,702.4793388429753,75,75,3.9,0.01,871.7948717948718
188,Will Fuller,WR,5600,7.85,713.375796178344,48,76,11.1,1.26,504.5045045045045
189,Olabisi Johnson,WR,3800,5.23,726.5774378585086,70,77,0.0,0.0,9999.0
190,Josh Reynolds,WR,3000,4.02,746.268656716418,81,78,0.0,0.0,9999.0
191,Jarius Wright,WR,3500,4.530000000000001,772.6269315673288,78,79,1.9,0.01,1842.1052631578948
192,Mecole Hardman,WR,4000,5.110000000000001,782.7788649706456,73,80,2.0,0.03,2000.0
193,Damiere Byrd,WR,3000,3.6,833.3333333333333,84,81,0.0,0.0,9999.0
194,Andy Isabella,WR,3200,3.81,839.8950131233597,82,82,0.0,0.0,9999.0
195,Olamide Zaccheaus,WR,3500,4.12,849.5145631067961,80,83,0.0,0.0,9999.0
