,Player,Salary,Position
14,Josh Jacobs,7400.0,RB
39,Will Fuller,7100.0,WR
15,Alexander Mattison,6900.0,RB
0,Drew Brees,6100.0,QB
40,Kenny Golladay,6000.0,WR
16,Joe Mixon,6000.0,RB
1,Tyler Bray,5000.0,QB
2,Chris Streveler,4800.0,QB
17,Devonta Freeman,4600.0,RB
41,Julian Edelman,4500.0,WR
18,Matt Breida,4400.0,RB
3,Kyle Allen,4200.0,QB
4,Nathan Peterman,4100.0,QB
75,Jonnu Smith,4100.0,TE
42,Preston Williams,4100.0,WR
34,Saquon Barkley,4000.0,RB
29,Trey Edmunds,4000.0,RB
31,Chris Thompson,4000.0,RB
32,Travis Homer,4000.0,RB
33,Rashaad Penny,4000.0,RB
36,Raymond Calais,4000.0,RB
35,Jonathan Ward,4000.0,RB
27,Tarik Cohen,4000.0,RB
37,Justin Jackson,4000.0,RB
38,Rex Burkhead,4000.0,RB
28,Bryce Love,4000.0,RB
30,Ryquell Armstead,4000.0,RB
26,Ty Montgomery,4000.0,RB
6,Josh McCown,4000.0,QB
7,James Morgan,4000.0,QB
8,Trevor Siemian,4000.0,QB
9,Josh Dobbs,4000.0,QB
10,Joe Burrow,4000.0,QB
11,Reid Sinnett,4000.0,QB
12,Easton Stick,4000.0,QB
13,Brian Hoyer,4000.0,QB
19,Darrynton Evans,4000.0,RB
20,Jason Huntley,4000.0,RB
21,Patrick Taylor,4000.0,RB
22,Marlon Mack,4000.0,RB
23,CJ Prosise,4000.0,RB
5,Jordan Love,4000.0,QB
24,Cullen Gillaspia,4000.0,RB
25,La'Mical Perine,4000.0,RB
43,Larry Fitzgerald,3600.0,WR
44,Olamide Zaccheaus,3400.0,WR
45,KhaDarel Hodge,3300.0,WR
76,Irv Smith,3200.0,TE
74,Quincy Adeboyejo,3000.0,WR
73,Trishton Jackson,3000.0,WR
72,Cody Core,3000.0,WR
62,Robert Foster,3000.0,WR
71,David Sills,3000.0,WR
70,Josh Gordon,3000.0,WR
69,Phillip Dorsett,3000.0,WR
68,John Ross,3000.0,WR
67,Dede Westbrook,3000.0,WR
66,Emanuel Hall,3000.0,WR
65,Kelvin Harmon,3000.0,WR
64,Antonio Gandy-Golden,3000.0,WR
63,Jeff Badet,3000.0,WR
51,DeSean Jackson,3000.0,WR
61,Dwayne Harris,3000.0,WR
53,Parris Campbell,3000.0,WR
60,Javon Wims,3000.0,WR
46,Cameron Batson,3000.0,WR
48,Odell Beckham,3000.0,WR
49,JoJo Natson,3000.0,WR
50,Quez Watkins,3000.0,WR
52,Darrius Shepherd,3000.0,WR
47,Taywan Taylor,3000.0,WR
54,Randall Cobb,3000.0,WR
59,Bennie Fowler,3000.0,WR
56,Chris Hogan,3000.0,WR
57,Tyrell Williams,3000.0,WR
58,Marquez Callaway,3000.0,WR
55,Dezmon Patmon,3000.0,WR
91,Tyler Davis,2500.0,TE
92,Josh Oliver,2500.0,TE
93,Andrew DePaola,2500.0,TE
94,CJ Uzomah,2500.0,TE
95,Clark Harris,2500.0,TE
97,Tyler Ott,2500.0,TE
96,Greg Olsen,2500.0,TE
98,Darrell Daniels,2500.0,TE
99,Virgil Green,2500.0,TE
100,Devin Asiasi,2500.0,TE
89,Zach Gentry,2500.0,TE
90,Ben Ellefson,2500.0,TE
82,Trevon Wesco,2500.0,TE
88,Thaddeus Moss,2500.0,TE
87,Patrick Scales,2500.0,TE
86,Darion Clark,2500.0,TE
85,Zach Wood,2500.0,TE
84,Garrett Griffin,2500.0,TE
83,Nick O'Leary,2500.0,TE
81,Ross Travis,2500.0,TE
80,Noah Togiai,2500.0,TE
79,John Lovett,2500.0,TE
78,Josiah Deguara,2500.0,TE
77,Joshua Perkins,2500.0,TE
101,Dalton Keene,2500.0,TE
