,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Dalvin Cook,MIN,24.8,19.4,21.8,115.7,99.9,107.3,1.3,0.9,1.1,4.0,2.8,3.3,37.4,21.0,29.9,0.2,0.0,0.1,0.2,0.2,0.2,22.3,19.3,20.3,13,RB
1,Derrick Henry,TEN,24.0,19.0,21.8,112.7,92.4,104.6,1.2,0.5,0.9,1.8,1.0,1.4,15.0,9.0,12.0,0.1,0.0,0.1,0.1,0.2,0.1,20.7,14.8,17.4,13,RB
2,James Robinson,JAC,22.0,17.2,19.0,88.0,75.3,82.2,1.0,0.4,0.6,4.1,2.8,3.4,29.3,21.8,25.2,0.2,0.0,0.1,0.0,0.2,0.1,16.9,13.5,14.6,13,RB
3,Austin Ekeler,LAC,15.6,7.6,11.8,70.9,37.0,54.1,1.0,0.2,0.4,6.0,4.4,5.3,52.4,44.0,49.1,0.5,0.0,0.3,0.1,0.2,0.1,15.9,12.1,14.1,13,RB
4,Aaron Jones,GB,15.8,12.6,13.9,66.7,57.9,63.9,1.0,0.5,0.7,4.0,2.6,3.3,29.0,21.0,25.5,0.3,0.0,0.2,0.0,0.2,0.1,15.4,12.0,13.9,13,RB
5,Alvin Kamara,NO,13.9,9.6,11.8,63.0,43.0,53.0,1.0,0.3,0.6,5.2,3.0,4.3,59.0,25.0,38.8,0.2,0.0,0.1,0.0,0.2,0.1,14.8,11.9,13.2,13,RB
6,Nick Chubb,CLE,21.0,13.9,16.4,103.0,68.0,83.4,1.0,0.3,0.6,2.4,1.0,1.3,14.2,6.0,9.8,0.1,0.0,0.0,0.1,0.2,0.1,16.9,9.8,12.9,13,RB
7,Myles Gaskin,MIA,16.8,12.8,15.2,74.3,56.2,64.7,1.0,0.3,0.5,4.3,2.9,3.6,33.0,21.0,26.9,0.2,0.0,0.1,0.1,0.2,0.1,15.1,10.8,12.4,13,RB
8,Raheem Mostert,SF,16.0,10.0,12.9,81.4,51.7,65.0,1.0,0.4,0.6,2.5,1.3,1.9,20.0,11.6,16.0,0.3,0.0,0.1,0.1,0.2,0.1,14.4,9.7,12.0,13,RB
9,Chris Carson,SEA,17.0,10.8,13.7,79.8,47.0,59.9,1.0,0.3,0.5,3.3,2.0,2.8,24.4,16.0,20.4,0.3,0.0,0.2,0.1,0.2,0.1,14.1,10.4,12.0,13,RB
