,Position,Name + ID,Player,ID,Roster Position,Salary,Game Info,Team,AvgPointsPerGame
70,QB,Daniel Jones (15862507),Daniel Jones,15862507.0,QB,5500.0,NYG@SEA 12/06/2020 04:05PM ET,NYG,14.61
71,WR,Jakobi Meyers (15862853),Jakobi Meyers,15862853.0,WR/FLEX,5500.0,NE@LAC 12/06/2020 04:25PM ET,NE,12.92
72,RB,Kareem Hunt (15862603),Kareem Hunt,15862603.0,RB/FLEX,5400.0,CLE@TEN 12/06/2020 01:00PM ET,CLE,14.43
73,QB,Carson Wentz (15862510),Carson Wentz,15862510.0,QB,5400.0,PHI@GB 12/06/2020 04:25PM ET,PHI,19.58
74,RB,David Johnson (15862605),David Johnson,15862605.0,RB/FLEX,5400.0,IND@HOU 12/06/2020 01:00PM ET,HOU,11.99
75,QB,Nick Foles (15862508),Nick Foles,15862508.0,QB,5400.0,DET@CHI 12/06/2020 01:00PM ET,CHI,14.42
76,QB,Mitchell Trubisky (15862509),Mitchell Trubisky,15862509.0,QB,5400.0,DET@CHI 12/06/2020 01:00PM ET,CHI,14.84
77,RB,Benny Snell Jr. (15862607),Benny Snell,15862607.0,RB/FLEX,5400.0,Postponed,PIT,5.38
78,WR,DJ Chark Jr. (15862855),DJ Chark,15862855.0,WR/FLEX,5400.0,JAX@MIN 12/06/2020 01:00PM ET,JAC,13.49
79,QB,Baker Mayfield (15862511),Baker Mayfield,15862511.0,QB,5300.0,CLE@TEN 12/06/2020 01:00PM ET,CLE,13.81
80,QB,Jalen Hurts (15862512),Jalen Hurts,15862512.0,QB,5300.0,PHI@GB 12/06/2020 04:25PM ET,PHI,0.91
81,RB,Nyheim Hines (15862609),Nyheim Hines,15862609.0,RB/FLEX,5300.0,IND@HOU 12/06/2020 01:00PM ET,IND,12.64
82,RB,Todd Gurley II (15862613),Todd Gurley,15862613.0,RB/FLEX,5300.0,NO@ATL 12/06/2020 01:00PM ET,ATL,14.22
83,RB,Carlos Hyde (15862611),Carlos Hyde,15862611.0,RB/FLEX,5300.0,NYG@SEA 12/06/2020 04:05PM ET,SEA,9.38
84,WR,Sterling Shepard (15862857),Sterling Shepard,15862857.0,WR/FLEX,5300.0,NYG@SEA 12/06/2020 04:05PM ET,NYG,12.24
85,WR,Travis Fulgham (15862861),Travis Fulgham,15862861.0,WR/FLEX,5200.0,PHI@GB 12/06/2020 04:25PM ET,PHI,13.34
86,WR,Nelson Agholor (15862863),Nelson Agholor,15862863.0,WR/FLEX,5200.0,LV@NYJ 12/06/2020 01:00PM ET,LV,10.7
87,RB,Giovani Bernard (15862617),Giovani Bernard,15862617.0,RB/FLEX,5200.0,CIN@MIA 12/06/2020 01:00PM ET,CIN,9.67
88,WR,Christian Kirk (15862859),Christian Kirk,15862859.0,WR/FLEX,5200.0,LAR@ARI 12/06/2020 04:05PM ET,ARI,12.29
89,RB,Damien Harris (15862615),Damien Harris,15862615.0,RB/FLEX,5200.0,NE@LAC 12/06/2020 04:25PM ET,NE,10.48
90,WR,Corey Davis (15862867),Corey Davis,15862867.0,WR/FLEX,5100.0,CLE@TEN 12/06/2020 01:00PM ET,TEN,14.54
91,WR,Jamison Crowder (15862865),Jamison Crowder,15862865.0,WR/FLEX,5100.0,LV@NYJ 12/06/2020 01:00PM ET,NYJ,15.37
92,QB,Alex Smith (15862513),Alex Smith,15862513.0,QB,5100.0,Postponed,WAS,11.2
93,WR,Allen Lazard (15862869),Allen Lazard,15862869.0,WR/FLEX,5000.0,PHI@GB 12/06/2020 04:25PM ET,GB,14.24
94,QB,Sam Darnold (15862515),Sam Darnold,15862515.0,QB,5000.0,LV@NYJ 12/06/2020 01:00PM ET,NYJ,10.63
95,QB,Tyler Bray (15862514),Tyler Bray,15862514.0,QB,5000.0,DET@CHI 12/06/2020 01:00PM ET,CHI,0.72
96,TE,T.J. Hockenson (15863137),TJ Hockenson,15863137.0,TE/FLEX,5000.0,DET@CHI 12/06/2020 01:00PM ET,DET,11.82
97,RB,Salvon Ahmed (15862619),Salvon Ahmed,15862619.0,RB/FLEX,5000.0,CIN@MIA 12/06/2020 01:00PM ET,MIA,10.73
98,RB,James White (15862621),James White,15862621.0,RB/FLEX,5000.0,NE@LAC 12/06/2020 04:25PM ET,NE,9.04
99,WR,Michael Pittman Jr. (15862871),Michael Pittman,15862871.0,WR/FLEX,4900.0,IND@HOU 12/06/2020 01:00PM ET,IND,8.76
100,QB,Joe Flacco (15862516),Joe Flacco,15862516.0,QB,4900.0,LV@NYJ 12/06/2020 01:00PM ET,NYJ,11.55
101,RB,Adrian Peterson (15862625),Adrian Peterson,15862625.0,RB/FLEX,4900.0,DET@CHI 12/06/2020 01:00PM ET,DET,7.93
102,TE,Evan Engram (15863139),Evan Engram,15863139.0,TE/FLEX,4900.0,NYG@SEA 12/06/2020 04:05PM ET,NYG,9.79
103,RB,Chase Edmonds (15862623),Chase Edmonds,15862623.0,RB/FLEX,4900.0,LAR@ARI 12/06/2020 04:05PM ET,ARI,11.77
104,RB,Brian Hill (15862627),Brian Hill,15862627.0,RB/FLEX,4800.0,NO@ATL 12/06/2020 01:00PM ET,ATL,5.79
105,QB,Mike Glennon (15862517),Mike Glennon,15862517.0,QB,4800.0,JAX@MIN 12/06/2020 01:00PM ET,JAC,18.0
106,QB,Ryan Finley (15862518),Ryan Finley,15862518.0,QB,4800.0,CIN@MIA 12/06/2020 01:00PM ET,CIN,1.05
107,QB,Brandon Allen (15862521),Brandon Allen,15862521.0,QB,4800.0,CIN@MIA 12/06/2020 01:00PM ET,CIN,8.14
108,QB,Colt McCoy (15862522),Colt McCoy,15862522.0,QB,4800.0,NYG@SEA 12/06/2020 04:05PM ET,NYG,1.94
109,QB,Chris Streveler (15862520),Chris Streveler,15862520.0,QB,4800.0,LAR@ARI 12/06/2020 04:05PM ET,ARI,0.3
110,QB,Tyrod Taylor (15862519),Tyrod Taylor,15862519.0,QB,4800.0,NE@LAC 12/06/2020 04:25PM ET,LAC,4.51
111,WR,Mike Williams (15862877),Mike Williams,15862877.0,WR/FLEX,4800.0,NE@LAC 12/06/2020 04:25PM ET,LAC,11.2
112,TE,Hunter Henry (15863141),Hunter Henry,15863141.0,TE/FLEX,4800.0,NE@LAC 12/06/2020 04:25PM ET,LAC,10.56
113,QB,Case Keenum (15862524),Case Keenum,15862524.0,QB,4700.0,CLE@TEN 12/06/2020 01:00PM ET,CLE,1.84
114,RB,Ito Smith (15862629),Ito Smith,15862629.0,RB/FLEX,4700.0,NO@ATL 12/06/2020 01:00PM ET,ATL,3.71
115,WR,Emmanuel Sanders (15862873),Emmanuel Sanders,15862873.0,WR/FLEX,4700.0,NO@ATL 12/06/2020 01:00PM ET,NO,10.97
116,WR,Tyler Boyd (15862875),Tyler Boyd,15862875.0,WR/FLEX,4700.0,CIN@MIA 12/06/2020 01:00PM ET,CIN,15.72
117,QB,Jarrett Stidham (15862523),Jarrett Stidham,15862523.0,QB,4700.0,NE@LAC 12/06/2020 04:25PM ET,NE,3.28
118,QB,Chase Daniel (15862526),Chase Daniel,15862526.0,QB,4600.0,DET@CHI 12/06/2020 01:00PM ET,DET,7.26
119,QB,Jake Luton (15862525),Jake Luton,15862525.0,QB,4600.0,JAX@MIN 12/06/2020 01:00PM ET,JAC,12.42
120,WR,Tee Higgins (15862879),Tee Higgins,15862879.0,WR/FLEX,4600.0,CIN@MIA 12/06/2020 01:00PM ET,CIN,15.31
121,RB,Devonta Freeman (15862631),Devonta Freeman,15862631.0,RB/FLEX,4600.0,NYG@SEA 12/06/2020 04:05PM ET,NYG,7.2
122,WR,Darius Slayton (15862881),Darius Slayton,15862881.0,WR/FLEX,4600.0,NYG@SEA 12/06/2020 04:05PM ET,NYG,10.84
123,WR,Jalen Reagor (15862889),Jalen Reagor,15862889.0,WR/FLEX,4500.0,PHI@GB 12/06/2020 04:25PM ET,PHI,8.3
124,WR,Henry Ruggs III (15862891),Henry Ruggs,15862891.0,WR/FLEX,4500.0,LV@NYJ 12/06/2020 01:00PM ET,LV,6.82
125,WR,Russell Gage (15862885),Russell Gage,15862885.0,WR/FLEX,4500.0,NO@ATL 12/06/2020 01:00PM ET,ATL,9.17
126,QB,Sean Mannion (15862527),Sean Mannion,15862527.0,QB,4500.0,JAX@MIN 12/06/2020 01:00PM ET,MIN,0.0
127,RB,Cam Akers (15862633),Cam Akers,15862633.0,RB/FLEX,4500.0,LAR@ARI 12/06/2020 04:05PM ET,LAR,5.78
128,WR,Julian Edelman (15862887),Julian Edelman,15862887.0,WR/FLEX,4500.0,NE@LAC 12/06/2020 04:25PM ET,NE,9.87
129,WR,Marquez Valdes-Scantling (15862883),Marquez Valdes-Scantling,15862883.0,WR/FLEX,4400.0,PHI@GB 12/06/2020 04:25PM ET,GB,10.41
130,QB,Jacoby Brissett (15862529),Jacoby Brissett,15862529.0,QB,4400.0,IND@HOU 12/06/2020 01:00PM ET,IND,3.35
131,QB,AJ McCarron (15862530),AJ McCarron,15862530.0,QB,4400.0,IND@HOU 12/06/2020 01:00PM ET,HOU,0.0
132,RB,Frank Gore (15862637),Frank Gore,15862637.0,RB/FLEX,4400.0,LV@NYJ 12/06/2020 01:00PM ET,NYJ,7.1
133,RB,Kerryon Johnson (15862639),Kerryon Johnson,15862639.0,RB/FLEX,4400.0,DET@CHI 12/06/2020 01:00PM ET,DET,5.77
134,QB,Dwayne Haskins Jr. (15862528),Dwayne Haskins,15862528.0,QB,4400.0,Postponed,WAS,15.14
135,RB,J.D. McKissic (15862635),JD McKissic,15862635.0,RB/FLEX,4400.0,Postponed,WAS,9.74
136,TE,Eric Ebron (15863143),Eric Ebron,15863143.0,TE/FLEX,4400.0,Postponed,PIT,9.66
137,RB,Matt Breida (15862641),Matt Breida,15862641.0,RB/FLEX,4400.0,CIN@MIA 12/06/2020 01:00PM ET,MIA,3.82
138,DST,Dolphins  (15863343),Dolphins,15863343.0,DST,4400.0,CIN@MIA 12/06/2020 01:00PM ET,MIA,9.27
139,TE,Dallas Goedert (15863145),Dallas Goedert,15863145.0,TE/FLEX,4300.0,PHI@GB 12/06/2020 04:25PM ET,PHI,12.11
140,WR,T.Y. Hilton (15862893),TY Hilton,15862893.0,WR/FLEX,4300.0,IND@HOU 12/06/2020 01:00PM ET,IND,7.98
141,QB,Marcus Mariota (15862531),Marcus Mariota,15862531.0,QB,4300.0,LV@NYJ 12/06/2020 01:00PM ET,LV,0.0
142,WR,Hunter Renfrow (15862895),Hunter Renfrow,15862895.0,WR/FLEX,4300.0,LV@NYJ 12/06/2020 01:00PM ET,LV,9.17
143,DST,Steelers  (15863344),Steelers,15863344.0,DST,4300.0,Postponed,PIT,11.27
144,RB,Darrell Henderson Jr. (15862643),Darrell Henderson,15862643.0,RB/FLEX,4300.0,LAR@ARI 12/06/2020 04:05PM ET,LAR,9.99
145,QB,Tim Boyle (15862535),Tim Boyle,15862535.0,QB,4200.0,PHI@GB 12/06/2020 04:25PM ET,GB,-0.09
146,RB,Jordan Wilkins (15862647),Jordan Wilkins,15862647.0,RB/FLEX,4200.0,IND@HOU 12/06/2020 01:00PM ET,IND,5.58
147,QB,Kyle Allen (15862534),Kyle Allen,15862534.0,QB,4200.0,Postponed,WAS,11.75
148,RB,Anthony McFarland Jr. (15862645),Anthony McFarland,15862645.0,RB/FLEX,4200.0,Postponed,PIT,2.14
149,TE,Mike Gesicki (15863147),Mike Gesicki,15863147.0,TE/FLEX,4200.0,CIN@MIA 12/06/2020 01:00PM ET,MIA,8.72
150,QB,Geno Smith (15862533),Geno Smith,15862533.0,QB,4200.0,NYG@SEA 12/06/2020 04:05PM ET,SEA,0.0
151,QB,John Wolford (15862532),John Wolford,15862532.0,QB,4200.0,LAR@ARI 12/06/2020 04:05PM ET,LAR,0.0
152,WR,Josh Reynolds (15862897),Josh Reynolds,15862897.0,WR/FLEX,4200.0,LAR@ARI 12/06/2020 04:05PM ET,LAR,8.89
153,QB,Logan Woodside (15862539),Logan Woodside,15862539.0,QB,4100.0,CLE@TEN 12/06/2020 01:00PM ET,TEN,-0.11
154,TE,Jonnu Smith (15863149),Jonnu Smith,15863149.0,TE/FLEX,4100.0,CLE@TEN 12/06/2020 01:00PM ET,TEN,11.19
155,QB,Nathan Peterman (15862538),Nathan Peterman,15862538.0,QB,4100.0,LV@NYJ 12/06/2020 01:00PM ET,LV,1.9
156,WR,Denzel Mims (15862903),Denzel Mims,15862903.0,WR/FLEX,4100.0,LV@NYJ 12/06/2020 01:00PM ET,NYJ,9.08
157,QB,Matt Schaub (15862537),Matt Schaub,15862537.0,QB,4100.0,NO@ATL 12/06/2020 01:00PM ET,ATL,-0.4
158,QB,Mason Rudolph (15862536),Mason Rudolph,15862536.0,QB,4100.0,Postponed,PIT,-0.11
159,WR,Preston Williams (15862901),Preston Williams,15862901.0,WR/FLEX,4100.0,CIN@MIA 12/06/2020 01:00PM ET,MIA,9.72
160,RB,Jeremy McNichols (15862791),Jeremy McNichols,15862791.0,RB/FLEX,4000.0,CLE@TEN 12/06/2020 01:00PM ET,TEN,2.56
161,RB,D'Onta Foreman (15862793),D'Onta Foreman,15862793.0,RB/FLEX,4000.0,CLE@TEN 12/06/2020 01:00PM ET,TEN,3.4
162,RB,Senorise Perry (15862795),Senorise Perry,15862795.0,RB/FLEX,4000.0,CLE@TEN 12/06/2020 01:00PM ET,TEN,0.3
163,RB,Darrynton Evans (15862797),Darrynton Evans,15862797.0,RB/FLEX,4000.0,CLE@TEN 12/06/2020 01:00PM ET,TEN,1.05
164,RB,Khari Blasingame (15862799),Khari Blasingame,15862799.0,RB/FLEX,4000.0,CLE@TEN 12/06/2020 01:00PM ET,TEN,1.58
165,RB,D'Ernest Johnson (15862801),D'Ernest Johnson,15862801.0,RB/FLEX,4000.0,CLE@TEN 12/06/2020 01:00PM ET,CLE,1.9
166,RB,Dontrell Hilliard (15862803),Dontrell Hilliard,15862803.0,RB/FLEX,4000.0,CLE@TEN 12/06/2020 01:00PM ET,CLE,2.0
167,WR,Rashard Higgins (15862899),Rashard Higgins,15862899.0,WR/FLEX,4000.0,CLE@TEN 12/06/2020 01:00PM ET,CLE,8.06
168,QB,Nate Sudfeld (15862551),Nate Sudfeld,15862551.0,QB,4000.0,PHI@GB 12/06/2020 04:25PM ET,PHI,0.0
169,QB,Jordan Love (15862552),Jordan Love,15862552.0,QB,4000.0,PHI@GB 12/06/2020 04:25PM ET,GB,0.0
170,RB,Corey Clement (15862779),Corey Clement,15862779.0,RB/FLEX,4000.0,PHI@GB 12/06/2020 04:25PM ET,PHI,2.4
171,RB,Jason Huntley (15862781),Jason Huntley,15862781.0,RB/FLEX,4000.0,PHI@GB 12/06/2020 04:25PM ET,PHI,0.47
172,RB,Tyler Ervin (15862783),Tyler Ervin,15862783.0,RB/FLEX,4000.0,PHI@GB 12/06/2020 04:25PM ET,GB,3.73
173,RB,Mike Weber (15862785),Mike Weber,15862785.0,RB/FLEX,4000.0,PHI@GB 12/06/2020 04:25PM ET,GB,0.0
174,RB,AJ Dillon (15862787),AJ Dillon,15862787.0,RB/FLEX,4000.0,PHI@GB 12/06/2020 04:25PM ET,GB,2.05
175,RB,Patrick Taylor (15862789),Patrick Taylor,15862789.0,RB/FLEX,4000.0,PHI@GB 12/06/2020 04:25PM ET,GB,0.0
176,QB,Jacob Eason (15862549),Jacob Eason,15862549.0,QB,4000.0,IND@HOU 12/06/2020 01:00PM ET,IND,0.0
177,QB,Josh McCown (15862550),Josh McCown,15862550.0,QB,4000.0,IND@HOU 12/06/2020 01:00PM ET,HOU,0.0
178,RB,Marlon Mack (15862769),Marlon Mack,15862769.0,RB/FLEX,4000.0,IND@HOU 12/06/2020 01:00PM ET,IND,8.6
179,RB,C.J. Prosise (15862771),CJ Prosise,15862771.0,RB/FLEX,4000.0,IND@HOU 12/06/2020 01:00PM ET,HOU,2.88
180,RB,Buddy Howell (15862773),Buddy Howell,15862773.0,RB/FLEX,4000.0,IND@HOU 12/06/2020 01:00PM ET,HOU,0.0
181,RB,Scottie Phillips (15862775),Scottie Phillips,15862775.0,RB/FLEX,4000.0,IND@HOU 12/06/2020 01:00PM ET,HOU,0.0
182,RB,Cullen Gillaspia (15862777),Cullen Gillaspia,15862777.0,RB/FLEX,4000.0,IND@HOU 12/06/2020 01:00PM ET,HOU,0.4
183,QB,James Morgan (15862548),James Morgan,15862548.0,QB,4000.0,LV@NYJ 12/06/2020 01:00PM ET,NYJ,0.0
184,RB,La'Mical Perine (15862653),La'Mical Perine,15862653.0,RB/FLEX,4000.0,LV@NYJ 12/06/2020 01:00PM ET,NYJ,5.23
185,RB,Ty Johnson (15862759),Ty Johnson,15862759.0,RB/FLEX,4000.0,LV@NYJ 12/06/2020 01:00PM ET,NYJ,2.06
186,RB,Josh Adams (15862761),Josh Adams,15862761.0,RB/FLEX,4000.0,LV@NYJ 12/06/2020 01:00PM ET,NYJ,3.43
187,RB,Jalen Richard (15862763),Jalen Richard,15862763.0,RB/FLEX,4000.0,LV@NYJ 12/06/2020 01:00PM ET,LV,3.92
188,RB,Theo Riddick (15862765),Theo Riddick,15862765.0,RB/FLEX,4000.0,LV@NYJ 12/06/2020 01:00PM ET,LV,1.3
189,RB,Alec Ingold (15862767),Alec Ingold,15862767.0,RB/FLEX,4000.0,LV@NYJ 12/06/2020 01:00PM ET,LV,3.0
190,QB,Trevor Siemian (15862547),Trevor Siemian,15862547.0,QB,4000.0,NO@ATL 12/06/2020 01:00PM ET,NO,0.0
191,RB,Dwayne Washington (15862747),Dwayne Washington,15862747.0,RB/FLEX,4000.0,NO@ATL 12/06/2020 01:00PM ET,NO,0.38
