Player,Team,Position,Salary,Name + ID,AvgPointsPerGame,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Dynasty_MIN,Dynasty_MID,Dynasty_MAX,Redraft_MIN,Redraft_MID,Redraft_MAX,Draft Kings Value_MAX,Draft Kings Value_MID,Draft Kings Value_MIN,Draft Kings_MID_Rank,Draft Kings_MID_Tier,Draft Kings Value_MID_Rank,Draft Kings Value_MID_Tier,Min_Tier,Add_Tier
Derek Carr,LV,QB,5800.0,Derek Carr (15862501),17.11,15.917000000000002,20.490000000000002,24.14,14.202,18.290000000000003,21.44,15.202000000000002,18.89,21.840000000000003,364.39027454922405,283.06490971205466,240.26512013256007,6,3,1,1,1,4
Jared Goff,LAR,QB,5800.0,Jared Goff (15862502),18.67,15.870999999999995,20.155,24.188999999999997,13.475999999999999,17.080000000000002,20.433999999999997,14.475999999999999,17.980000000000004,21.233999999999998,365.4464116942853,287.76978417266184,239.7784116747282,7,3,2,1,1,4
Matt Ryan,ATL,QB,5600.0,Matt Ryan (15862506),19.08,15.499999999999998,19.153000000000002,24.4,12.75,16.068,20.700000000000003,14.25,16.968000000000004,21.3,361.2903225806452,292.38239440296553,229.5081967213115,13,4,3,1,1,5
Philip Rivers,IND,QB,5900.0,Philip Rivers (15862499),16.62,16.79,19.837000000000003,23.92,14.039999999999997,17.022000000000006,20.92,15.039999999999997,17.722000000000005,20.92,351.39964264443125,297.42400564601496,246.65551839464882,9,3,4,2,2,5
Justin Herbert,LAC,QB,6900.0,Justin Herbert (15862490),26.11,18.439999999999998,22.993,26.32,16.089999999999996,19.808,22.620000000000005,17.189999999999998,20.608,23.220000000000002,374.18655097613885,300.09133214456574,262.1580547112462,2,2,5,2,2,4
Mitchell Trubisky,CHI,QB,5400.0,Mitchell Trubisky (15862509),14.84,12.76,17.887,22.39,11.360000000000001,16.422000000000004,20.14,12.46,17.322000000000003,20.84,423.19749216300943,301.89523117347795,241.179097811523,15,4,6,2,2,6
Aaron Rodgers,GB,QB,6800.0,Aaron Rodgers (15862491),25.49,17.726999999999997,22.497000000000007,27.02,16.612000000000002,20.282000000000004,24.520000000000003,17.212,20.682000000000006,24.520000000000003,383.59564506120614,302.2625238920744,251.66543301258326,3,2,7,2,2,4
Russell Wilson,SEA,QB,7700.0,Russell Wilson (15862487),27.32,21.269999999999996,25.009,30.099999999999998,18.919999999999998,22.254000000000005,27.0,19.72,22.854000000000003,27.0,362.0122237893748,307.8891599024351,255.8139534883721,1,1,8,2,1,3
Cam Newton,NE,QB,5800.0,Cam Newton (15862500),18.87,13.456,18.753999999999998,26.139999999999997,12.156,17.754,25.040000000000003,13.255999999999998,18.654,25.64,431.0344827586207,309.26735629732326,221.88217291507272,14,4,9,2,2,6
Baker Mayfield,CLE,QB,5300.0,Baker Mayfield (15862511),13.81,13.3,17.032,23.03,12.0,15.842000000000002,19.979999999999997,13.1,16.842000000000002,20.78,398.49624060150376,311.17895725692813,230.13460703430306,16,5,10,2,2,7
Ryan Tannehill,TEN,QB,6200.0,Ryan Tannehill (15862495),20.86,15.335999999999999,19.785000000000004,26.05,14.335999999999999,18.610000000000003,23.8,15.135999999999997,19.110000000000003,23.8,404.27751695357335,313.36871367197364,238.00383877159308,10,3,11,2,2,5
Taysom Hill,NO,QB,6300.0,Taysom Hill (15862494),8.11,7.34,19.75,35.089999999999996,5.84,18.749999999999996,32.839999999999996,6.84,19.45,33.13999999999999,858.3106267029973,318.9873417721519,179.53833000854945,11,3,12,2,2,5
Ben Roethlisberger,PIT,QB,6500.0,Ben Roethlisberger (15862492),19.84,15.709999999999999,20.122,23.29,14.159999999999998,17.982000000000003,21.240000000000002,15.059999999999999,18.582,21.240000000000002,413.74920432845323,323.0295199284365,279.08973808501503,8,3,13,3,3,6
Carson Wentz,PHI,QB,5400.0,Carson Wentz (15862510),19.58,12.07,16.664,21.18,9.67,15.034,19.280000000000005,11.67,16.134,19.980000000000004,447.39022369511184,324.05184829572727,254.95750708215297,18,5,14,3,3,8
Mike Glennon,JAC,QB,4800.0,Mike Glennon (15862517),18.0,10.920000000000002,14.781999999999998,19.550000000000004,9.120000000000001,13.392000000000001,18.300000000000004,10.22,14.192,18.300000000000004,439.5604395604395,324.7192531457178,245.52429667519175,20,6,15,3,3,9
Kirk Cousins,MIN,QB,6400.0,Kirk Cousins (15862493),19.4,16.37,19.679000000000002,22.394999999999996,15.070000000000002,17.824000000000005,19.92,16.07,18.524000000000004,20.52,390.9590714722052,325.2197774277148,285.7780754632731,12,3,16,3,3,6
Deshaun Watson,HOU,QB,7500.0,Deshaun Watson (15862489),25.48,18.767000000000003,22.307999999999996,26.319999999999997,16.652,20.048,23.570000000000004,17.652,20.848,24.169999999999998,399.637661853253,336.2022592791824,284.9544072948329,4,2,17,4,2,6
Sam Darnold,NYJ,QB,5000.0,Sam Darnold (15862515),10.63,11.540000000000001,14.844000000000001,17.33,9.94,13.744000000000002,16.28,11.34,14.744000000000002,17.18,433.2755632582322,336.8364322285098,288.51702250432777,19,6,18,4,4,10
Matthew Stafford,DET,QB,5700.0,Matthew Stafford (15862504),17.87,13.459999999999999,16.840999999999994,21.759999999999998,12.16,14.996,19.360000000000003,13.16,15.795999999999998,19.96,423.4769687964339,338.45971141856194,261.94852941176475,17,5,19,4,4,9
Colt McCoy,NYG,QB,4800.0,Colt McCoy (15862522),1.94,9.992,14.1,19.442999999999998,7.992000000000002,12.899999999999999,16.808000000000003,9.592,13.899999999999999,17.708000000000002,480.3843074459567,340.4255319148936,246.87548217867615,21,7,20,4,4,11
Brandon Allen,CIN,QB,4800.0,Brandon Allen (15862521),8.14,9.964,13.732,19.465999999999998,7.964,12.331999999999999,16.596,9.464,13.432,17.496000000000002,481.73424327579283,349.5484998543548,246.58378711599715,22,7,21,5,5,12
