,Unnamed: 0,Unnamed: 0.1,Position,Name + ID,Player,ID,Roster Position,Salary,Game Info,Team,AvgPointsPerGame
208,208,208,WR,Zach Pascal (16006440) (LOCKED),Zach Pascal,16006440.0,WR/FLEX,3800.0,Final,IND,8.72
209,209,209,WR,Breshad Perriman (16006438) (LOCKED),Breshad Perriman,16006438.0,WR/FLEX,3800.0,Final,NYJ,8.24
210,210,210,WR,Darius Slayton (16006436) (LOCKED),Darius Slayton,16006436.0,WR/FLEX,3800.0,Final,NYG,9.59
211,211,211,WR,Jerry Jeudy (16006446) (LOCKED),Jerry Jeudy,16006446.0,WR/FLEX,3700.0,Final,DEN,8.91
212,212,212,WR,Donovan Peoples-Jones (16006444) (LOCKED),Donovan Peoples-Jones,16006444.0,WR/FLEX,3700.0,Final,CLE,5.12
213,213,213,DST,Browns  (16006813) (LOCKED),Browns,16006813.0,DST,3700.0,Final,CLE,6.13
214,214,214,WR,Laviska Shenault Jr. (16006442) (LOCKED),Laviska Shenault,16006442.0,WR/FLEX,3700.0,Final,JAC,10.19
215,215,215,WR,James Washington (16006448) (LOCKED),James Washington,16006448.0,WR/FLEX,3600.0,Final,PIT,6.61
216,216,216,WR,Denzel Mims (16006450) (LOCKED),Denzel Mims,16006450.0,WR/FLEX,3600.0,Final,NYJ,7.28
217,217,217,DST,Bears  (16006814) (LOCKED),Bears,16006814.0,DST,3600.0,Final,CHI,6.2
218,218,218,TE,Dallas Goedert (16006652) (LOCKED),Dallas Goedert,16006652.0,TE/FLEX,3600.0,Final,PHI,10.86
219,219,219,DST,Steelers  (16006815) (LOCKED),Steelers,16006815.0,DST,3500.0,Final,PIT,9.6
220,220,220,TE,Austin Hooper (16006654) (LOCKED),Austin Hooper,16006654.0,TE/FLEX,3500.0,Final,CLE,8.32
221,221,221,WR,Keelan Cole Sr. (16006454) (LOCKED),Keelan Cole,16006454.0,WR/FLEX,3500.0,Final,JAC,10.21
222,222,222,WR,Travis Fulgham (16006452) (LOCKED),Travis Fulgham,16006452.0,WR/FLEX,3500.0,Final,PHI,10.58
223,223,223,TE,Hayden Hurst (16006656) (LOCKED),Hayden Hurst,16006656.0,TE/FLEX,3400.0,Final,ATL,9.09
224,224,224,DST,Chiefs  (16006816) (LOCKED),Chiefs,16006816.0,DST,3400.0,Final,KC,7.27
225,225,225,WR,Golden Tate (16006458) (LOCKED),Golden Tate,16006458.0,WR/FLEX,3400.0,Final,NYG,7.21
226,226,226,WR,A.J. Green (16006456) (LOCKED),AJ Green,16006456.0,WR/FLEX,3400.0,Final,CIN,7.42
227,227,227,WR,Cam Sims (16006460) (LOCKED),Cam Sims,16006460.0,WR/FLEX,3300.0,Final,WAS,6.15
228,228,228,DST,Chargers  (16006817) (LOCKED),Chargers,16006817.0,DST,3300.0,Final,LAC,4.67
229,229,229,TE,Jordan Akins (16006658) (LOCKED),Jordan Akins,16006658.0,TE/FLEX,3300.0,Final,HOU,6.82
230,230,230,TE,Vance McDonald (16006666) (LOCKED),Vance McDonald,16006666.0,TE/FLEX,3200.0,Final,PIT,1.84
231,231,231,DST,Colts  (16006818) (LOCKED),Colts,16006818.0,DST,3200.0,Final,IND,9.07
232,232,232,WR,KJ Hamler (16006470) (LOCKED),KJ Hamler,16006470.0,WR/FLEX,3200.0,Final,DEN,6.93
233,233,233,WR,Jalen Guyton (16006472) (LOCKED),Jalen Guyton,16006472.0,WR/FLEX,3200.0,Final,LAC,6.47
234,234,234,WR,Anthony Miller (16006464) (LOCKED),Anthony Miller,16006464.0,WR/FLEX,3200.0,Final,CHI,7.09
235,235,235,WR,David Moore (16006466) (LOCKED),David Moore,16006466.0,WR/FLEX,3200.0,Final,SEA,7.82
236,236,236,WR,Josh Reynolds (16006468) (LOCKED),Josh Reynolds,16006468.0,WR/FLEX,3200.0,Final,LAR,7.89
237,237,237,WR,Alshon Jeffery (16006462) (LOCKED),Alshon Jeffery,16006462.0,WR/FLEX,3200.0,Final,PHI,3.36
238,238,238,TE,Dalton Schultz (16006660) (LOCKED),Dalton Schultz,16006660.0,TE/FLEX,3200.0,Final,DAL,8.9
239,239,239,WR,Mecole Hardman (16006476) (LOCKED),Mecole Hardman,16006476.0,WR/FLEX,3100.0,Final,KC,8.44
240,240,240,WR,Miles Boykin (16006474) (LOCKED),Miles Boykin,16006474.0,WR/FLEX,3100.0,Final,BAL,4.48
241,241,241,TE,Jimmy Graham (16006664) (LOCKED),Jimmy Graham,16006664.0,TE/FLEX,3100.0,Final,CHI,9.41
242,242,242,DST,Rams  (16006819) (LOCKED),Rams,16006819.0,DST,3100.0,Final,LAR,8.73
243,243,243,TE,Zach Ertz (16006662) (LOCKED),Zach Ertz,16006662.0,TE/FLEX,3100.0,Final,PHI,7.29
244,244,244,WR,Steven Sims Jr. (16006478) (LOCKED),Steven Sims,16006478.0,WR/FLEX,3000.0,Final,WAS,5.08
245,245,245,WR,Dontrelle Inman (16006482) (LOCKED),Dontrelle Inman,16006482.0,WR/FLEX,3000.0,Final,WAS,6.61
246,246,246,WR,Pharoh Cooper (16006618) (LOCKED),Pharoh Cooper,16006618.0,WR/FLEX,3000.0,Final,CAR,0.74
247,247,247,WR,Brandon Zylstra (16006620) (LOCKED),Brandon Zylstra,16006620.0,WR/FLEX,3000.0,Final,CAR,1.32
248,248,248,WR,Keith Kirkwood (16006622) (LOCKED),Keith Kirkwood,16006622.0,WR/FLEX,3000.0,Final,CAR,2.3
249,249,249,WR,Omar Bayless (16006624) (LOCKED),Omar Bayless,16006624.0,WR/FLEX,3000.0,Final,CAR,0.0
250,250,250,WR,Isaiah Wright (16006626) (LOCKED),Isaiah Wright,16006626.0,WR/FLEX,3000.0,Final,WAS,4.3
251,251,251,WR,Robert Foster (16006628) (LOCKED),Robert Foster,16006628.0,WR/FLEX,3000.0,Final,WAS,1.9
252,252,252,WR,Antonio Gandy-Golden (16006630) (LOCKED),Antonio Gandy-Golden,16006630.0,WR/FLEX,3000.0,Final,WAS,0.7
253,253,253,WR,Kelvin Harmon (16006632) (LOCKED),Kelvin Harmon,16006632.0,WR/FLEX,3000.0,Final,WAS,0.0
254,254,254,WR,Emanuel Hall (16006634) (LOCKED),Emanuel Hall,16006634.0,WR/FLEX,3000.0,Final,WAS,0.0
255,255,255,DST,WAS Football Team  (16006820) (LOCKED),Team,16006820.0,DST,3000.0,Final,WAS,7.8
256,256,256,WR,Ray-Ray McCloud III (16006606) (LOCKED),Ray-Ray McCloud,16006606.0,WR/FLEX,3000.0,Final,PIT,2.1
257,257,257,WR,Ashton Dulin (16006608) (LOCKED),Ashton Dulin,16006608.0,WR/FLEX,3000.0,Final,IND,1.04
258,258,258,WR,Marcus Johnson (16006610) (LOCKED),Marcus Johnson,16006610.0,WR/FLEX,3000.0,Final,IND,4.72
259,259,259,WR,DeMichael Harris (16006612) (LOCKED),DeMichael Harris,16006612.0,WR/FLEX,3000.0,Final,IND,3.75
260,260,260,WR,Dezmon Patmon (16006614) (LOCKED),Dezmon Patmon,16006614.0,WR/FLEX,3000.0,Final,IND,0.0
261,261,261,WR,Parris Campbell (16006616) (LOCKED),Parris Campbell,16006616.0,WR/FLEX,3000.0,Final,IND,7.35
262,262,262,WR,Byron Pringle (16006596) (LOCKED),Byron Pringle,16006596.0,WR/FLEX,3000.0,Final,KC,3.22
263,263,263,WR,Brandon Powell (16006598) (LOCKED),Brandon Powell,16006598.0,WR/FLEX,3000.0,Final,ATL,2.04
264,264,264,WR,Christian Blake (16006600) (LOCKED),Christian Blake,16006600.0,WR/FLEX,3000.0,Final,ATL,3.01
265,265,265,WR,Laquon Treadwell (16006602) (LOCKED),Laquon Treadwell,16006602.0,WR/FLEX,3000.0,Final,ATL,6.47
266,266,266,WR,Olamide Zaccheaus (16006604) (LOCKED),Olamide Zaccheaus,16006604.0,WR/FLEX,3000.0,Final,ATL,5.64
267,267,267,WR,K.J. Hill (16006584) (LOCKED),KJ Hill,16006584.0,WR/FLEX,3000.0,Final,LAC,1.11
268,268,268,WR,Joe Reed (16006586) (LOCKED),Joe Reed,16006586.0,WR/FLEX,3000.0,Final,LAC,0.99
269,269,269,WR,DaeSean Hamilton (16006588) (LOCKED),DaeSean Hamilton,16006588.0,WR/FLEX,3000.0,Final,DEN,5.41
270,270,270,WR,Diontae Spencer (16006590) (LOCKED),Diontae Spencer,16006590.0,WR/FLEX,3000.0,Final,DEN,1.15
271,271,271,WR,Tyrie Cleveland (16006592) (LOCKED),Tyrie Cleveland,16006592.0,WR/FLEX,3000.0,Final,DEN,0.63
272,272,272,WR,Courtland Sutton (16006594) (LOCKED),Courtland Sutton,16006594.0,WR/FLEX,3000.0,Final,DEN,9.6
273,273,273,WR,Braxton Berrios (16006566) (LOCKED),Braxton Berrios,16006566.0,WR/FLEX,3000.0,Final,NYJ,6.05
274,274,274,WR,Jeff Smith (16006568) (LOCKED),Jeff Smith,16006568.0,WR/FLEX,3000.0,Final,NYJ,4.21
275,275,275,WR,Vyncint Smith (16006570) (LOCKED),Vyncint Smith,16006570.0,WR/FLEX,3000.0,Final,NYJ,0.77
276,276,276,WR,Lawrence Cager (16006572) (LOCKED),Lawrence Cager,16006572.0,WR/FLEX,3000.0,Final,NYJ,2.75
277,277,277,WR,KhaDarel Hodge (16006574) (LOCKED),KhaDarel Hodge,16006574.0,WR/FLEX,3000.0,Final,CLE,4.08
278,278,278,WR,Marvin Hall (16006576) (LOCKED),Marvin Hall,16006576.0,WR/FLEX,3000.0,Final,CLE,5.28
279,279,279,WR,Taywan Taylor (16006578) (LOCKED),Taywan Taylor,16006578.0,WR/FLEX,3000.0,Final,CLE,0.0
280,280,280,WR,Odell Beckham Jr. (16006580) (LOCKED),Odell Beckham,16006580.0,WR/FLEX,3000.0,Final,CLE,12.4
281,281,281,WR,JoJo Natson (16006582) (LOCKED),JoJo Natson,16006582.0,WR/FLEX,3000.0,Final,CLE,0.1
282,282,282,WR,Dez Bryant (16006544) (LOCKED),Dez Bryant,16006544.0,WR/FLEX,3000.0,Final,BAL,5.68
283,283,283,WR,Devin Duvernay (16006546) (LOCKED),Devin Duvernay,16006546.0,WR/FLEX,3000.0,Final,BAL,3.64
284,284,284,WR,James Proche (16006548) (LOCKED),James Proche,16006548.0,WR/FLEX,3000.0,Final,BAL,0.18
285,285,285,WR,Chris Moore (16006550) (LOCKED),Chris Moore,16006550.0,WR/FLEX,3000.0,Final,BAL,0.0
286,286,286,WR,Antoine Wesley (16006552) (LOCKED),Antoine Wesley,16006552.0,WR/FLEX,3000.0,Final,BAL,0.0
287,287,287,WR,DeAndrew White (16006554) (LOCKED),DeAndrew White,16006554.0,WR/FLEX,3000.0,Final,BAL,0.0
288,288,288,WR,Austin Mack (16006556) (LOCKED),Austin Mack,16006556.0,WR/FLEX,3000.0,Final,NYG,3.55
289,289,289,WR,C.J. Board (16006558) (LOCKED),CJ Board,16006558.0,WR/FLEX,3000.0,Final,NYG,1.94
290,290,290,WR,Dante Pettis (16006560) (LOCKED),Dante Pettis,16006560.0,WR/FLEX,3000.0,Final,NYG,0.86
291,291,291,WR,David Sills (16006562) (LOCKED),David Sills,16006562.0,WR/FLEX,3000.0,Final,NYG,0.0
292,292,292,WR,Cody Core (16006564) (LOCKED),Cody Core,16006564.0,WR/FLEX,3000.0,Final,NYG,0.0
293,293,293,WR,Alex Erickson (16006526) (LOCKED),Alex Erickson,16006526.0,WR/FLEX,3000.0,Final,CIN,1.51
294,294,294,WR,Mike Thomas (16006528) (LOCKED),Mike Thomas,16006528.0,WR/FLEX,3000.0,Final,CIN,2.84
295,295,295,WR,Stanley Morgan (16006530) (LOCKED),Stanley Morgan,16006530.0,WR/FLEX,3000.0,Final,CIN,0.0
296,296,296,WR,Auden Tate (16006532) (LOCKED),Auden Tate,16006532.0,WR/FLEX,3000.0,Final,CIN,3.62
297,297,297,WR,John Ross III (16006534) (LOCKED),John Ross,16006534.0,WR/FLEX,3000.0,Final,CIN,1.85
298,298,298,WR,Steven Mitchell Jr. (16006536) (LOCKED),Steven Mitchell,16006536.0,WR/FLEX,3000.0,Final,HOU,2.67
299,299,299,WR,Isaiah Coulter (16006538) (LOCKED),Isaiah Coulter,16006538.0,WR/FLEX,3000.0,Final,HOU,0.0
300,300,300,WR,Will Fuller V (16006540) (LOCKED),Will Fuller,16006540.0,WR/FLEX,3000.0,Final,HOU,18.54
301,301,301,WR,Randall Cobb (16006542) (LOCKED),Randall Cobb,16006542.0,WR/FLEX,3000.0,Final,HOU,10.01
302,302,302,WR,Collin Johnson (16006480) (LOCKED),Collin Johnson,16006480.0,WR/FLEX,3000.0,Final,JAC,5.38
303,303,303,WR,Chris Conley (16006512) (LOCKED),Chris Conley,16006512.0,WR/FLEX,3000.0,Final,JAC,6.34
304,304,304,WR,Dede Westbrook (16006514) (LOCKED),Dede Westbrook,16006514.0,WR/FLEX,3000.0,Final,JAC,0.2
305,305,305,WR,Cordarrelle Patterson (16006516) (LOCKED),Cordarrelle Patterson,16006516.0,WR/FLEX,3000.0,Final,CHI,4.51
306,306,306,WR,Javon Wims (16006518) (LOCKED),Javon Wims,16006518.0,WR/FLEX,3000.0,Final,CHI,1.7
307,307,307,WR,Riley Ridley (16006520) (LOCKED),Riley Ridley,16006520.0,WR/FLEX,3000.0,Final,CHI,3.95
308,308,308,WR,DeAndre Carter (16006522) (LOCKED),DeAndre Carter,16006522.0,WR/FLEX,3000.0,Final,CHI,0.07
309,309,309,WR,Dwayne Harris (16006524) (LOCKED),Dwayne Harris,16006524.0,WR/FLEX,3000.0,Final,CHI,-0.33
310,310,310,TE,Cole Kmet (16006668) (LOCKED),Cole Kmet,16006668.0,TE/FLEX,3000.0,Final,CHI,3.78
311,311,311,TE,Tyler Eifert (16006670) (LOCKED),Tyler Eifert,16006670.0,TE/FLEX,3000.0,Final,JAC,5.78
312,312,312,WR,Freddie Swain (16006498) (LOCKED),Freddie Swain,16006498.0,WR/FLEX,3000.0,Final,SEA,3.41
313,313,313,WR,Penny Hart (16006500) (LOCKED),Penny Hart,16006500.0,WR/FLEX,3000.0,Final,SEA,0.53
314,314,314,WR,Josh Gordon (16006502) (LOCKED),Josh Gordon,16006502.0,WR/FLEX,3000.0,Final,SEA,0.0
315,315,315,WR,Phillip Dorsett II (16006504) (LOCKED),Phillip Dorsett,16006504.0,WR/FLEX,3000.0,Final,SEA,0.0
316,316,316,WR,Van Jefferson Jr. (16006506) (LOCKED),Van Jefferson,16006506.0,WR/FLEX,3000.0,Final,LAR,2.92
317,317,317,WR,Nsimba Webster (16006508) (LOCKED),Nsimba Webster,16006508.0,WR/FLEX,3000.0,Final,LAR,-0.07
318,318,318,WR,Trishton Jackson (16006510) (LOCKED),Trishton Jackson,16006510.0,WR/FLEX,3000.0,Final,LAR,0.0
319,319,319,WR,Quez Watkins (16006484) (LOCKED),Quez Watkins,16006484.0,WR/FLEX,3000.0,Final,PHI,5.5
320,320,320,WR,John Hightower (16006486) (LOCKED),John Hightower,16006486.0,WR/FLEX,3000.0,Final,PHI,3.19
321,321,321,WR,JJ Arcega-Whiteside (16006488) (LOCKED),JJ Arcega-Whiteside,16006488.0,WR/FLEX,3000.0,Final,PHI,2.9
322,322,322,WR,DeSean Jackson (16006490) (LOCKED),DeSean Jackson,16006490.0,WR/FLEX,3000.0,Final,PHI,8.96
323,323,323,WR,Noah Brown (16006492) (LOCKED),Noah Brown,16006492.0,WR/FLEX,3000.0,Final,DAL,2.98
324,324,324,WR,Cedrick Wilson (16006494) (LOCKED),Cedrick Wilson,16006494.0,WR/FLEX,3000.0,Final,DAL,4.1
325,325,325,WR,Malik Turner (16006496) (LOCKED),Malik Turner,16006496.0,WR/FLEX,3000.0,Final,DAL,0.0
326,326,326,TE,Drew Sample (16006674) (LOCKED),Drew Sample,16006674.0,TE/FLEX,2900.0,Final,CIN,5.09
327,327,327,TE,Jacob Hollister (16006672) (LOCKED),Jacob Hollister,16006672.0,TE/FLEX,2900.0,Final,SEA,4.95
328,328,328,DST,Eagles  (16006821) (LOCKED),Eagles,16006821.0,DST,2900.0,Final,PHI,6.33
329,329,329,TE,Jack Doyle (16006676) (LOCKED),Jack Doyle,16006676.0,TE/FLEX,2800.0,Final,IND,5.03
330,330,330,DST,Texans  (16006822) (LOCKED),Texans,16006822.0,DST,2800.0,Final,HOU,3.2
331,331,331,TE,Gerald Everett (16006678) (LOCKED),Gerald Everett,16006678.0,TE/FLEX,2800.0,Final,LAR,6.39
332,332,332,DST,Panthers  (16006823) (LOCKED),Panthers,16006823.0,DST,2700.0,Final,CAR,6.53
333,333,333,TE,Trey Burton (16006680) (LOCKED),Trey Burton,16006680.0,TE/FLEX,2700.0,Final,IND,6.94
334,334,334,DST,Seahawks  (16006824) (LOCKED),Seahawks,16006824.0,DST,2600.0,Final,SEA,6.67
335,335,335,TE,Ian Thomas (16006798) (LOCKED),Ian Thomas,16006798.0,TE/FLEX,2500.0,Final,CAR,3.3
336,336,336,TE,Chris Manhertz (16006800) (LOCKED),Chris Manhertz,16006800.0,TE/FLEX,2500.0,Final,CAR,1.6
337,337,337,TE,Colin Thompson (16006802) (LOCKED),Colin Thompson,16006802.0,TE/FLEX,2500.0,Final,CAR,3.85
338,338,338,TE,Jeremy Sprinkle (16006804) (LOCKED),Jeremy Sprinkle,16006804.0,TE/FLEX,2500.0,Final,WAS,0.27
339,339,339,TE,Marcus Baugh (16006806) (LOCKED),Marcus Baugh,16006806.0,TE/FLEX,2500.0,Final,WAS,1.2
340,340,340,TE,Temarrick Hemingway (16006808) (LOCKED),Temarrick Hemingway,16006808.0,TE/FLEX,2500.0,Final,WAS,0.67
341,341,341,TE,Thaddeus Moss (16006810) (LOCKED),Thaddeus Moss,16006810.0,TE/FLEX,2500.0,Final,WAS,0.0
342,342,342,TE,Kevin Rader (16006790) (LOCKED),Kevin Rader,16006790.0,TE/FLEX,2500.0,Final,PIT,0.0
343,343,343,TE,Zach Gentry (16006792) (LOCKED),Zach Gentry,16006792.0,TE/FLEX,2500.0,Final,PIT,0.0
344,344,344,TE,Mo Alie-Cox (16006794) (LOCKED),Mo Alie-Cox,16006794.0,TE/FLEX,2500.0,Final,IND,6.03
345,345,345,TE,Noah Togiai (16006796) (LOCKED),Noah Togiai,16006796.0,TE/FLEX,2500.0,Final,IND,0.0
346,346,346,TE,Nick Keizer (16006778) (LOCKED),Nick Keizer,16006778.0,TE/FLEX,2500.0,Final,KC,1.03
347,347,347,TE,Deon Yelder (16006780) (LOCKED),Deon Yelder,16006780.0,TE/FLEX,2500.0,Final,KC,1.6
348,348,348,TE,Ricky Seals-Jones (16006782) (LOCKED),Ricky Seals-Jones,16006782.0,TE/FLEX,2500.0,Final,KC,0.0
349,349,349,TE,James Winchester (16006784) (LOCKED),James Winchester,16006784.0,TE/FLEX,2500.0,Final,KC,0.0
350,350,350,TE,Jaeden Graham (16006786) (LOCKED),Jaeden Graham,16006786.0,TE/FLEX,2500.0,Final,ATL,0.69
351,351,351,TE,Luke Stocker (16006788) (LOCKED),Luke Stocker,16006788.0,TE/FLEX,2500.0,Final,ATL,1.0
352,352,352,TE,Donald Parham Jr. (16006760) (LOCKED),Donald Parham,16006760.0,TE/FLEX,2500.0,Final,LAC,3.12
353,353,353,TE,Stephen Anderson (16006762) (LOCKED),Stephen Anderson,16006762.0,TE/FLEX,2500.0,Final,LAC,1.73
354,354,354,TE,Virgil Green (16006764) (LOCKED),Virgil Green,16006764.0,TE/FLEX,2500.0,Final,LAC,2.33
355,355,355,TE,Nick Vannett (16006766) (LOCKED),Nick Vannett,16006766.0,TE/FLEX,2500.0,Final,DEN,2.68
356,356,356,TE,Troy Fumagalli (16006768) (LOCKED),Troy Fumagalli,16006768.0,TE/FLEX,2500.0,Final,DEN,2.08
357,357,357,TE,Albert Okwuegbunam (16006770) (LOCKED),Albert Okwuegbunam,16006770.0,TE/FLEX,2500.0,Final,DEN,7.28
358,358,358,TE,Jake Butt (16006772) (LOCKED),Jake Butt,16006772.0,TE/FLEX,2500.0,Final,DEN,0.62
359,359,359,TE,Austin Fort (16006774) (LOCKED),Austin Fort,16006774.0,TE/FLEX,2500.0,Final,DEN,0.0
360,360,360,TE,Andrew Beck (16006776) (LOCKED),Andrew Beck,16006776.0,TE/FLEX,2500.0,Final,DEN,0.0
361,361,361,TE,Chris Herndon (16006744) (LOCKED),Chris Herndon,16006744.0,TE/FLEX,2500.0,Final,NYJ,4.7
362,362,362,TE,Ryan Griffin (16006746) (LOCKED),Ryan Griffin,16006746.0,TE/FLEX,2500.0,Final,NYJ,1.96
363,363,363,TE,Trevon Wesco (16006748) (LOCKED),Trevon Wesco,16006748.0,TE/FLEX,2500.0,Final,NYJ,0.5
364,364,364,TE,Daniel Brown (16006750) (LOCKED),Daniel Brown,16006750.0,TE/FLEX,2500.0,Final,NYJ,0.33
365,365,365,TE,Ross Travis (16006752) (LOCKED),Ross Travis,16006752.0,TE/FLEX,2500.0,Final,NYJ,0.0
366,366,366,TE,Harrison Bryant (16006754) (LOCKED),Harrison Bryant,16006754.0,TE/FLEX,2500.0,Final,CLE,4.91
367,367,367,TE,David Njoku (16006756) (LOCKED),David Njoku,16006756.0,TE/FLEX,2500.0,Final,CLE,4.9
368,368,368,TE,Stephen Carlson (16006758) (LOCKED),Stephen Carlson,16006758.0,TE/FLEX,2500.0,Final,CLE,0.68
369,369,369,TE,Eric Tomlinson (16006736) (LOCKED),Eric Tomlinson,16006736.0,TE/FLEX,2500.0,Final,BAL,0.0
370,370,370,TE,Nick Boyle (16006738) (LOCKED),Nick Boyle,16006738.0,TE/FLEX,2500.0,Final,BAL,4.14
371,371,371,TE,Kaden Smith (16006740) (LOCKED),Kaden Smith,16006740.0,TE/FLEX,2500.0,Final,NYG,1.9
372,372,372,TE,Levine Toilolo (16006742) (LOCKED),Levine Toilolo,16006742.0,TE/FLEX,2500.0,Final,NYG,1.09
373,373,373,DST,Giants  (16006825) (LOCKED),Giants,16006825.0,DST,2500.0,Final,NYG,6.27
374,374,374,TE,Cethan Carter (16006722) (LOCKED),Cethan Carter,16006722.0,TE/FLEX,2500.0,Final,CIN,0.6
375,375,375,TE,Mason Schreck (16006724) (LOCKED),Mason Schreck,16006724.0,TE/FLEX,2500.0,Final,CIN,0.0
376,376,376,TE,C.J. Uzomah (16006726) (LOCKED),CJ Uzomah,16006726.0,TE/FLEX,2500.0,Final,CIN,11.35
377,377,377,TE,Clark Harris (16006728) (LOCKED),Clark Harris,16006728.0,TE/FLEX,2500.0,Final,CIN,0.0
378,378,378,TE,Pharaoh Brown (16006730) (LOCKED),Pharaoh Brown,16006730.0,TE/FLEX,2500.0,Final,HOU,2.94
379,379,379,TE,Darren Fells (16006732) (LOCKED),Darren Fells,16006732.0,TE/FLEX,2500.0,Final,HOU,6.35
380,380,380,TE,Kahale Warring (16006734) (LOCKED),Kahale Warring,16006734.0,TE/FLEX,2500.0,Final,HOU,1.62
381,381,381,TE,James O'Shaughnessy (16006704) (LOCKED),James O'Shaughnessy,16006704.0,TE/FLEX,2500.0,Final,JAC,3.73
382,382,382,TE,Eric Saubert (16006706) (LOCKED),Eric Saubert,16006706.0,TE/FLEX,2500.0,Final,JAC,0.54
383,383,383,TE,Tyler Davis (16006708) (LOCKED),Tyler Davis,16006708.0,TE/FLEX,2500.0,Final,JAC,0.0
384,384,384,TE,Ben Ellefson (16006710) (LOCKED),Ben Ellefson,16006710.0,TE/FLEX,2500.0,Final,JAC,1.33
385,385,385,TE,Josh Oliver (16006712) (LOCKED),Josh Oliver,16006712.0,TE/FLEX,2500.0,Final,JAC,0.0
386,386,386,TE,Demetrius Harris (16006714) (LOCKED),Demetrius Harris,16006714.0,TE/FLEX,2500.0,Final,CHI,1.15
387,387,387,TE,J.P. Holtz (16006716) (LOCKED),JP Holtz,16006716.0,TE/FLEX,2500.0,Final,CHI,0.0
388,388,388,TE,Darion Clark (16006718) (LOCKED),Darion Clark,16006718.0,TE/FLEX,2500.0,Final,CHI,0.0
389,389,389,TE,Patrick Scales (16006720) (LOCKED),Patrick Scales,16006720.0,TE/FLEX,2500.0,Final,CHI,0.0
390,390,390,TE,Will Dissly (16006692) (LOCKED),Will Dissly,16006692.0,TE/FLEX,2500.0,Final,SEA,4.15
391,391,391,TE,Colby Parkinson (16006694) (LOCKED),Colby Parkinson,16006694.0,TE/FLEX,2500.0,Final,SEA,3.6
392,392,392,TE,Greg Olsen (16006696) (LOCKED),Greg Olsen,16006696.0,TE/FLEX,2500.0,Final,SEA,4.9
393,393,393,TE,Tyler Ott (16006698) (LOCKED),Tyler Ott,16006698.0,TE/FLEX,2500.0,Final,SEA,0.0
394,394,394,TE,Johnny Mundt (16006700) (LOCKED),Johnny Mundt,16006700.0,TE/FLEX,2500.0,Final,LAR,2.32
395,395,395,TE,Brycen Hopkins (16006702) (LOCKED),Brycen Hopkins,16006702.0,TE/FLEX,2500.0,Final,LAR,0.0
396,396,396,TE,Richard Rodgers (16006682) (LOCKED),Richard Rodgers,16006682.0,TE/FLEX,2500.0,Final,PHI,8.81
397,397,397,TE,Joshua Perkins (16006684) (LOCKED),Joshua Perkins,16006684.0,TE/FLEX,2500.0,Final,PHI,0.0
398,398,398,TE,Blake Bell (16006686) (LOCKED),Blake Bell,16006686.0,TE/FLEX,2500.0,Final,DAL,2.02
399,399,399,TE,Sean McKeon (16006688) (LOCKED),Sean McKeon,16006688.0,TE/FLEX,2500.0,Final,DAL,0.0
400,400,400,TE,Blake Jarwin (16006690) (LOCKED),Blake Jarwin,16006690.0,TE/FLEX,2500.0,Final,DAL,2.2
401,401,401,DST,Cowboys  (16006826) (LOCKED),Cowboys,16006826.0,DST,2400.0,Final,DAL,4.8
402,402,402,DST,Broncos  (16006827) (LOCKED),Broncos,16006827.0,DST,2300.0,Final,DEN,4.53
403,403,403,DST,Bengals  (16006828) (LOCKED),Bengals,16006828.0,DST,2300.0,Final,CIN,3.13
404,404,404,DST,Jaguars  (16006829) (LOCKED),Jaguars,16006829.0,DST,2200.0,Final,JAC,3.53
405,405,405,DST,Jets  (16006830) (LOCKED),Jets,16006830.0,DST,2000.0,Final,NYJ,4.33
406,406,406,DST,Falcons  (16006831) (LOCKED),Falcons,16006831.0,DST,1900.0,Final,ATL,4.87
