,Player,Salary,Position
68,DK Metcalf,7800.0,WR
24,David Montgomery,7700.0,RB
0,Justin Herbert,7400.0,QB
25,Jonathan Taylor,7300.0,RB
26,Miles Sanders,7000.0,RB
1,Jalen Hurts,7000.0,QB
27,James Robinson,6800.0,RB
69,Terry McLaurin,6700.0,WR
28,Antonio Gibson,6600.0,RB
29,Tony Pollard,6500.0,RB
70,Diontae Johnson,6300.0,WR
30,Cam Akers,6300.0,RB
31,JK Dobbins,6200.0,RB
32,Clyde Edwards-Helaire,6000.0,RB
71,Chase Claypool,5900.0,WR
33,Le'Veon Bell,5800.0,RB
72,Marquise Brown,5700.0,WR
73,Keke Coutee,5400.0,WR
2,Carson Wentz,5400.0,QB
74,CeeDee Lamb,5300.0,WR
34,Benny Snell,5300.0,RB
4,Gardner Minshew,5200.0,QB
3,Dwayne Haskins,5200.0,QB
6,Daniel Jones,5000.0,QB
5,Drew Lock,5000.0,QB
75,Curtis Samuel,4900.0,WR
135,Noah Fant,4800.0,TE
8,Ryan Finley,4800.0,QB
9,Ben DiNucci,4800.0,QB
7,Brett Rypien,4800.0,QB
76,Tee Higgins,4700.0,WR
136,Hunter Henry,4700.0,TE
77,Jalen Reagor,4600.0,WR
10,PJ Walker,4500.0,QB
35,Ty Johnson,4500.0,RB
36,Darrell Henderson,4500.0,RB
11,John Wolford,4500.0,QB
13,Jake Luton,4300.0,QB
12,Will Grier,4300.0,QB
78,Michael Pittman,4200.0,WR
37,Mark Ingram,4200.0,RB
38,Anthony McFarland,4100.0,RB
14,Tyler Huntley,4100.0,QB
15,Robert Griffin,4100.0,QB
16,Trace McSorley,4100.0,QB
63,Xavier Jones,4000.0,RB
64,Raymond Calais,4000.0,RB
19,Jacob Eason,4000.0,QB
62,Travis Homer,4000.0,RB
65,Jason Huntley,4000.0,RB
66,Rico Dowdle,4000.0,RB
67,Sewo Olonilua,4000.0,RB
23,Joe Burrow,4000.0,QB
18,Josh Dobbs,4000.0,QB
17,Steven Montez,4000.0,QB
60,Artavis Pierce,4000.0,RB
79,Tyron Johnson,4000.0,WR
80,Darnell Mooney,4000.0,WR
81,Greg Ward,4000.0,WR
22,Clayton Thorson,4000.0,QB
61,DeeJay Dallas,4000.0,RB
59,Ryan Nall,4000.0,RB
47,Joshua Kelley,4000.0,RB
21,James Morgan,4000.0,QB
39,Rodney Smith,4000.0,RB
40,Reggie Bonnafon,4000.0,RB
41,Mike Warren,4000.0,RB
42,Bryce Love,4000.0,RB
43,Marlon Mack,4000.0,RB
58,Ryquell Armstead,4000.0,RB
20,Easton Stick,4000.0,QB
46,Kalen Ballage,4000.0,RB
44,Darwin Thompson,4000.0,RB
48,Gabe Nabers,4000.0,RB
54,CJ Prosise,4000.0,RB
57,Nathan Cottrell,4000.0,RB
49,La'Mical Perine,4000.0,RB
56,Devine Ozigbo,4000.0,RB
55,Scottie Phillips,4000.0,RB
45,Qadree Ollison,4000.0,RB
53,Trayveon Williams,4000.0,RB
52,Eli Penny,4000.0,RB
51,Justice Hill,4000.0,RB
50,D'Ernest Johnson,4000.0,RB
82,Darius Slayton,3800.0,WR
83,Jerry Jeudy,3700.0,WR
84,Donovan Peoples-Jones,3700.0,WR
85,Laviska Shenault,3700.0,WR
86,Denzel Mims,3600.0,WR
87,Travis Fulgham,3500.0,WR
137,Hayden Hurst,3400.0,TE
88,Cam Sims,3300.0,WR
138,Vance McDonald,3200.0,TE
89,KJ Hamler,3200.0,WR
90,Jalen Guyton,3200.0,WR
91,Alshon Jeffery,3200.0,WR
92,Mecole Hardman,3100.0,WR
93,Miles Boykin,3100.0,WR
126,Freddie Swain,3000.0,WR
119,David Sills,3000.0,WR
120,Stanley Morgan,3000.0,WR
121,Steven Mitchell,3000.0,WR
122,Isaiah Coulter,3000.0,WR
123,Will Fuller,3000.0,WR
124,Collin Johnson,3000.0,WR
125,Riley Ridley,3000.0,WR
129,Nsimba Webster,3000.0,WR
127,Penny Hart,3000.0,WR
128,Van Jefferson,3000.0,WR
117,Austin Mack,3000.0,WR
130,Trishton Jackson,3000.0,WR
131,Quez Watkins,3000.0,WR
132,John Hightower,3000.0,WR
133,JJ Arcega-Whiteside,3000.0,WR
139,Cole Kmet,3000.0,TE
118,CJ Board,3000.0,WR
134,Cedrick Wilson,3000.0,WR
116,Antoine Wesley,3000.0,WR
104,Parris Campbell,3000.0,WR
115,James Proche,3000.0,WR
94,Steven Sims,3000.0,WR
95,Omar Bayless,3000.0,WR
97,Antonio Gandy-Golden,3000.0,WR
98,Kelvin Harmon,3000.0,WR
99,Emanuel Hall,3000.0,WR
100,Ray-Ray McCloud,3000.0,WR
101,Ashton Dulin,3000.0,WR
102,DeMichael Harris,3000.0,WR
103,Dezmon Patmon,3000.0,WR
96,Isaiah Wright,3000.0,WR
105,Byron Pringle,3000.0,WR
111,Tyrie Cleveland,3000.0,WR
114,Devin Duvernay,3000.0,WR
106,Christian Blake,3000.0,WR
112,Jeff Smith,3000.0,WR
113,Lawrence Cager,3000.0,WR
110,Diontae Spencer,3000.0,WR
109,Joe Reed,3000.0,WR
108,KJ Hill,3000.0,WR
107,Olamide Zaccheaus,3000.0,WR
140,Drew Sample,2900.0,TE
160,Cethan Carter,2500.0,TE
167,JP Holtz,2500.0,TE
161,Clark Harris,2500.0,TE
162,Pharaoh Brown,2500.0,TE
163,Kahale Warring,2500.0,TE
164,Tyler Davis,2500.0,TE
165,Ben Ellefson,2500.0,TE
166,Josh Oliver,2500.0,TE
171,Tyler Ott,2500.0,TE
168,Darion Clark,2500.0,TE
169,Patrick Scales,2500.0,TE
170,Colby Parkinson,2500.0,TE
172,Brycen Hopkins,2500.0,TE
173,Richard Rodgers,2500.0,TE
174,Joshua Perkins,2500.0,TE
158,Stephen Carlson,2500.0,TE
159,Kaden Smith,2500.0,TE
146,Nick Keizer,2500.0,TE
157,Harrison Bryant,2500.0,TE
148,James Winchester,2500.0,TE
141,Colin Thompson,2500.0,TE
142,Thaddeus Moss,2500.0,TE
143,Kevin Rader,2500.0,TE
144,Zach Gentry,2500.0,TE
145,Noah Togiai,2500.0,TE
147,Deon Yelder,2500.0,TE
149,Jaeden Graham,2500.0,TE
156,Ross Travis,2500.0,TE
150,Donald Parham,2500.0,TE
151,Troy Fumagalli,2500.0,TE
152,Albert Okwuegbunam,2500.0,TE
153,Austin Fort,2500.0,TE
154,Andrew Beck,2500.0,TE
155,Trevon Wesco,2500.0,TE
175,Sean McKeon,2500.0,TE
