,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Saints,3.6,1.8,2.8,2.1,0.9,1.4,0.9,0.5,0.7,1.3,0.7,1.0,0.3,0.2,0.3,0.1,0.0,0.0,23.1,18.0,19.8,328.0,366.2,347.1,12.8,7.1,9.7,1,DST
1,Patriots,3.2,2.7,3.0,2.4,1.1,1.5,0.7,0.4,0.6,1.0,0.6,0.8,0.3,0.2,0.3,0.1,0.0,0.0,19.7,15.5,17.7,314.4,403.0,358.7,13.4,7.7,9.7,1,DST
2,Steelers,5.0,2.3,3.5,1.9,0.3,1.0,1.3,0.4,0.8,1.8,0.6,1.2,0.3,0.1,0.2,0.1,0.0,0.0,22.0,15.5,18.0,333.0,351.7,342.3,13.2,5.8,9.5,1,DST
3,Seahawks,3.9,2.2,2.8,1.9,0.7,1.1,1.2,0.5,0.8,1.6,0.7,1.2,0.3,0.2,0.3,0.1,0.0,0.0,19.2,12.8,16.2,292.6,320.0,306.3,14.4,5.0,9.2,1,DST
4,Packers,3.4,2.8,3.1,1.3,0.8,1.0,0.9,0.4,0.6,1.3,0.6,1.0,0.3,0.2,0.2,0.1,0.1,0.1,24.6,16.8,19.9,313.0,360.2,336.6,9.6,6.5,8.9,1,DST
5,Ravens,3.1,1.9,2.4,1.4,0.8,1.1,0.7,0.5,0.6,1.0,0.8,0.9,0.3,0.2,0.3,0.1,0.0,0.0,17.8,13.5,15.2,255.0,275.6,265.3,9.5,8.7,8.6,1,DST
6,Vikings,2.8,2.3,2.6,1.4,0.8,1.1,0.7,0.5,0.6,0.9,0.7,0.8,0.3,0.2,0.2,0.1,0.0,0.0,19.7,18.0,19.0,330.7,336.0,333.4,10.1,7.0,8.3,1,DST
7,Jaguars,3.6,2.0,2.8,1.2,0.8,1.1,1.2,0.6,0.8,1.6,0.9,1.3,0.3,0.2,0.2,0.0,0.0,0.0,23.3,17.6,21.0,298.0,357.8,327.9,10.3,6.8,7.9,1,DST
8,Rams,2.7,1.7,2.3,1.1,0.7,0.9,1.0,0.6,0.7,1.4,0.9,1.2,0.3,0.1,0.2,0.1,0.0,0.0,19.5,18.0,18.9,310.0,338.0,324.0,9.0,5.9,7.8,1,DST
9,Eagles,3.1,1.6,2.4,1.1,0.7,0.9,0.8,0.5,0.7,1.1,0.8,1.0,0.2,0.1,0.2,0.1,0.0,0.0,21.5,17.8,19.4,345.0,366.0,355.5,9.2,5.2,7.6,1,DST
