,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Todd Gurley,ATL,23.0,8.4,16.4,105.0,44.9,76.4,1.0,0.5,0.7,5.8,2.2,4.1,46.6,24.1,36.9,0.4,0.0,0.2,0.1,0.2,0.2,21.2,10.2,16.5,1,RB
1,Kareem Hunt,CLE,16.0,14.0,15.0,81.8,70.0,75.9,1.0,0.5,0.8,3.4,3.0,3.2,26.4,25.0,25.7,0.2,0.0,0.1,0.2,0.2,0.2,15.5,15.0,14.9,1,RB
2,Melvin Gordon,DEN,21.0,14.9,16.9,80.0,68.6,73.2,1.0,0.4,0.6,4.2,2.9,3.7,32.7,27.5,30.1,0.2,0.0,0.1,0.1,0.1,0.1,17.0,13.1,14.8,1,RB
3,David Johnson,HOU,26.0,13.5,18.1,110.0,57.0,72.6,1.0,0.2,0.5,6.0,3.5,4.6,57.5,26.8,39.7,0.2,0.0,0.1,0.1,0.3,0.2,21.0,10.4,14.7,1,RB
4,Ezekiel Elliott,DAL,21.1,10.2,18.0,88.5,48.7,76.3,1.0,0.4,0.6,3.0,2.3,2.6,25.3,17.2,23.1,0.1,0.0,0.1,0.1,0.1,0.1,17.0,9.2,14.0,1,RB
5,Saquon Barkley,NYG,20.0,15.6,17.6,80.0,64.2,73.5,0.6,0.0,0.4,6.5,3.0,4.5,51.1,23.6,33.6,0.3,0.0,0.2,0.1,0.2,0.1,16.6,10.5,13.9,1,RB
6,Leonard Fournette,TB,25.0,11.8,17.9,100.0,39.0,68.2,1.0,0.2,0.6,4.6,2.2,3.0,28.0,19.9,23.4,0.1,0.0,0.1,0.0,0.1,0.1,18.5,8.5,13.0,1,RB
7,Alex Collins,SEA,21.0,15.0,17.5,90.0,65.1,76.0,1.0,0.4,0.6,2.0,1.7,1.8,20.0,11.7,15.2,0.1,0.0,0.0,0.0,0.2,0.1,17.0,10.7,12.7,1,RB
8,Alvin Kamara,NO,16.2,3.3,10.8,73.9,18.0,52.4,0.7,0.0,0.4,6.0,0.6,3.7,49.1,4.0,33.0,1.0,0.0,0.3,0.0,0.1,0.1,17.5,3.6,12.7,1,RB
9,James Conner,PIT,19.1,12.5,16.0,67.5,58.6,62.5,1.0,0.5,0.7,3.4,1.4,2.4,25.9,9.7,17.4,0.2,0.0,0.1,0.0,0.3,0.1,14.5,11.1,12.4,1,RB
10,Christian McCaffrey,CAR,14.0,8.1,11.3,60.0,37.8,47.8,1.0,0.2,0.4,6.7,3.0,4.8,50.0,24.2,38.2,0.4,0.0,0.2,0.0,0.2,0.1,16.0,8.4,12.1,1,RB
11,Devonta Freeman,NYG,15.0,12.7,13.9,60.0,51.4,56.1,1.0,0.4,0.6,4.0,2.7,3.2,35.0,22.2,27.3,0.1,0.0,0.1,0.1,0.2,0.1,15.5,10.4,12.1,1,RB
