,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Matt Ryan (13484179),Leonard Fournette (13484250),Christian McCaffrey (13484232),Auden Tate (13484586),Keenan Allen (13484442),Michael Thomas (13484452),Greg Olsen (13484734),Emmanuel Sanders (13484490),Bengals  (13484912),151.61400000000003,151.61400000000003
1,Matt Ryan (13484179),Christian McCaffrey (13484232),Aaron Jones (13484260),Auden Tate (13484586),Keenan Allen (13484442),Michael Thomas (13484452),Austin Hooper (13484730),Emmanuel Sanders (13484490),Bengals  (13484912),151.13400000000001,151.13400000000001
2,Matt Ryan (13484179),Dalvin Cook (13484236),Aaron Jones (13484260),Auden Tate (13484586),Keenan Allen (13484442),Michael Thomas (13484452),Austin Hooper (13484730),Emmanuel Sanders (13484490),Bengals  (13484912),150.704,150.704
3,Deshaun Watson (13484172),Dalvin Cook (13484236),Aaron Jones (13484260),Auden Tate (13484586),Keenan Allen (13484442),Michael Thomas (13484452),Greg Olsen (13484734),Emmanuel Sanders (13484490),Bengals  (13484912),150.4,150.4
4,Matt Ryan (13484179),Leonard Fournette (13484250),Christian McCaffrey (13484232),Auden Tate (13484586),Keenan Allen (13484442),Emmanuel Sanders (13484490),Austin Hooper (13484730),Aaron Jones (13484260),Bengals  (13484912),150.19400000000002,150.19400000000002
5,Jameis Winston (13484175),Leonard Fournette (13484250),Christian McCaffrey (13484232),Auden Tate (13484586),Keenan Allen (13484442),Michael Thomas (13484452),Austin Hooper (13484730),Greg Olsen (13484734),Bengals  (13484912),150.126,150.126
6,Jameis Winston (13484175),Leonard Fournette (13484250),Dalvin Cook (13484236),Auden Tate (13484586),Keenan Allen (13484442),Michael Thomas (13484452),Austin Hooper (13484730),Greg Olsen (13484734),Panthers  (13484909),149.996,149.996
7,Jameis Winston (13484175),Leonard Fournette (13484250),Dalvin Cook (13484236),Auden Tate (13484586),Keenan Allen (13484442),Emmanuel Sanders (13484490),Austin Hooper (13484730),Aaron Jones (13484260),Bengals  (13484912),149.88600000000002,149.88600000000002
8,Jameis Winston (13484175),Leonard Fournette (13484250),Dalvin Cook (13484236),Auden Tate (13484586),Keenan Allen (13484442),Mike Evans (13484444),Austin Hooper (13484730),Greg Olsen (13484734),Panthers  (13484909),149.816,149.816
9,Jameis Winston (13484175),Christian McCaffrey (13484232),Aaron Jones (13484260),Auden Tate (13484586),Keenan Allen (13484442),Michael Thomas (13484452),Greg Olsen (13484734),Emmanuel Sanders (13484490),Bengals  (13484912),149.70600000000002,149.70600000000002
