,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Matt Ryan,Leonard Fournette,Christian McCaffrey,Auden Tate,Keenan Allen,Michael Thomas,Greg Olsen,Emmanuel Sanders,Cincinnati Bengals,151.61400000000003,50000
1,Matt Ryan,Leonard Fournette,Dalvin Cook,Auden Tate,Keenan Allen,Michael Thomas,Greg Olsen,Emmanuel Sanders,Carolina Panthers,151.484,49800
2,Matt Ryan,Leonard Fournette,Dalvin Cook,Auden Tate,Keenan Allen,Michael Thomas,Austin Hooper,Emmanuel Sanders,Pittsburgh Steelers,151.434,49800
3,Jameis Winston,Leonard Fournette,Dalvin Cook,Auden Tate,Keenan Allen,Michael Thomas,Greg Olsen,Emmanuel Sanders,Cincinnati Bengals,151.306,50000
4,Matt Ryan,Leonard Fournette,Dalvin Cook,Auden Tate,Keenan Allen,Michael Thomas,Greg Olsen,Emmanuel Sanders,Cincinnati Bengals,151.18400000000003,49700
5,Matt Ryan,Christian McCaffrey,Aaron Jones,Auden Tate,Keenan Allen,Michael Thomas,Austin Hooper,Emmanuel Sanders,Cincinnati Bengals,151.13400000000001,50000
6,Deshaun Watson,Leonard Fournette,Dalvin Cook,Auden Tate,Keenan Allen,Michael Thomas,Austin Hooper,Greg Olsen,Carolina Panthers,151.12,50000
7,Matt Ryan,Dalvin Cook,Aaron Jones,Auden Tate,Keenan Allen,Michael Thomas,Austin Hooper,Emmanuel Sanders,Carolina Panthers,151.004,49800
8,Jameis Winston,Dalvin Cook,Aaron Jones,Auden Tate,Keenan Allen,Michael Thomas,Austin Hooper,Emmanuel Sanders,Cincinnati Bengals,150.826,50000
9,Deshaun Watson,Leonard Fournette,Dalvin Cook,Auden Tate,Keenan Allen,Michael Thomas,Austin Hooper,Greg Olsen,Cincinnati Bengals,150.82000000000002,49900
10,Matt Ryan,Dalvin Cook,Aaron Jones,Auden Tate,Keenan Allen,Michael Thomas,Austin Hooper,Emmanuel Sanders,Cincinnati Bengals,150.704,49700
11,Matt Ryan,Leonard Fournette,Dalvin Cook,Auden Tate,Keenan Allen,DeAndre Hopkins,Austin Hooper,Greg Olsen,Pittsburgh Steelers,150.56400000000002,49900
