,Player,Position,Salary,DK_Points,DK_Value
0,Matt Ryan,QB,5900,21.604000000000003,273.0975745232364
1,Jameis Winston,QB,6200,21.726,285.3723649084047
2,Philip Rivers,QB,5800,20.215999999999994,286.90146418678285
3,Deshaun Watson,QB,6700,22.849999999999998,293.2166301969366
4,Carson Wentz,QB,6100,20.338,299.9311633395614
5,Andy Dalton,QB,5700,18.498,308.14142069412907
6,Aaron Rodgers,QB,6000,19.286,311.1065021258944
7,Kyler Murray,QB,6300,19.827999999999996,317.73249949566275
8,Dak Prescott,QB,6000,18.574,323.03219554215565
9,Tom Brady,QB,6500,19.573999999999998,332.07315827117606
10,Mason Rudolph,QB,5100,15.330000000000002,332.68101761252444
11,Chase Daniel,QB,4800,14.368,334.07572383073494
12,Lamar Jackson,QB,7100,21.166,335.4436360200321
13,Kirk Cousins,QB,5300,15.692000000000002,337.75172062197294
14,Gardner Minshew,QB,5300,14.994,353.4747232226224
15,Joe Flacco,QB,4700,13.266,354.28916025930954
16,Marcus Mariota,QB,4900,13.672,358.39672322995904
17,Teddy Bridgewater,QB,5200,14.458,359.6624706045096
18,Daniel Jones,QB,5600,15.340000000000002,365.0586701434159
19,Kyle Allen,QB,5100,13.602000000000002,374.94486104984554
20,Colt McCoy,QB,4100,10.216000000000001,401.3312451057165
21,Derek Carr,QB,5000,11.922,419.3927193423922
22,Josh Allen,QB,5700,12.354,461.3890237979602
23,Luke Falk,QB,4900,9.914000000000001,494.2505547710308
24,Matt Barkley,QB,4600,5.07,907.2978303747534
25,Leonard Fournette,RB,6400,18.689999999999998,342.42910647405034
26,Dalvin Cook,RB,8400,24.21,346.9640644361834
27,Christian McCaffrey,RB,8700,24.64,353.0844155844156
28,Aaron Jones,RB,5900,16.66,354.14165666266507
29,David Johnson,RB,7500,20.410000000000004,367.46692797648205
30,David Montgomery,RB,5200,14.020000000000001,370.8987161198288
31,Le'Veon Bell,RB,6800,18.330000000000002,370.9765411893071
32,Joe Mixon,RB,6100,16.18,377.008652657602
33,Devonta Freeman,RB,5300,14.01,378.30121341898644
34,Chris Thompson,RB,4600,11.940000000000001,385.2596314907872
35,Phillip Lindsay,RB,4900,12.680000000000001,386.43533123028385
36,Austin Ekeler,RB,6700,17.06,392.73153575615476
37,Ezekiel Elliott,RB,8300,20.960000000000004,395.99236641221364
38,Alvin Kamara,RB,8600,21.13,407.00425934690014
39,Wayne Gallman,RB,5400,13.18,409.71168437025796
40,Derrick Henry,RB,6000,14.579999999999998,411.522633744856
41,Josh Jacobs,RB,4500,10.85,414.7465437788019
42,Miles Sanders,RB,4500,10.790000000000001,417.05282669138086
43,James Conner,RB,6200,14.84,417.7897574123989
44,Royce Freeman,RB,4600,10.870000000000001,423.18307267709287
45,Duke Johnson,RB,4200,9.91,423.8143289606458
46,James White,RB,5000,11.790000000000001,424.0882103477523
47,Carlos Hyde,RB,4300,10.13,424.48173741362285
48,Tarik Cohen,RB,4800,11.19,428.9544235924933
49,Jordan Howard,RB,5100,11.05,461.5384615384615
50,Mark Ingram,RB,6300,13.58,463.91752577319585
51,Frank Gore,RB,4700,9.59,490.0938477580813
52,Jaylen Samuels,RB,4100,8.32,492.78846153846155
53,Melvin Gordon,RB,7000,13.930000000000001,502.5125628140703
54,Sony Michel,RB,5500,10.910000000000002,504.1246562786434
55,Peyton Barber,RB,4300,8.200000000000001,524.390243902439
56,Adrian Peterson,RB,3900,7.280000000000001,535.7142857142857
57,Dion Lewis,RB,3600,6.67,539.7301349325337
58,Giovani Bernard,RB,4000,7.4,540.5405405405405
59,Devin Singletary,RB,4400,7.830000000000001,561.941251596424
60,T.J. Yeldon,RB,3800,6.33,600.3159557661927
61,Ito Smith,RB,3900,6.450000000000001,604.6511627906975
62,Darren Sproles,RB,3500,5.1899999999999995,674.373795761079
63,Jalen Richard,RB,3700,5.0600000000000005,731.2252964426876
64,Alexander Mattison,RB,4000,5.01,798.4031936127744
65,Auden Tate,WR,3500,11.480000000000002,304.87804878048775
66,Keenan Allen,WR,7300,22.87,319.19545255793616
67,Michael Thomas,WR,6600,19.63,336.2200713194091
68,DeAndre Hopkins,WR,7800,21.919999999999998,355.8394160583942
69,Emmanuel Sanders,WR,5100,14.03,363.5067712045617
70,Mike Evans,WR,7100,19.450000000000003,365.038560411311
71,KeeSean Johnson,WR,3500,9.54,366.8763102725367
72,Julio Jones,WR,7700,20.849999999999998,369.3045563549161
73,Mohamed Sanu,WR,4200,11.239999999999998,373.6654804270463
74,Larry Fitzgerald,WR,6000,15.909999999999998,377.1213073538655
75,Jamison Crowder,WR,4300,11.340000000000002,379.1887125220458
76,Will Fuller,WR,4500,11.77,382.3279524214104
77,Chris Godwin,WR,6900,17.919999999999998,385.0446428571429
78,Courtland Sutton,WR,4900,12.719999999999999,385.2201257861636
79,Calvin Ridley,WR,4900,12.320000000000002,397.72727272727263
80,Tyler Boyd,WR,6500,16.33,398.0404164115126
81,Allen Robinson,WR,5600,13.890000000000002,403.1677465802735
82,Golden Tate,WR,4600,11.360000000000001,404.9295774647887
83,Cole Beasley,WR,4600,11.29,407.4402125775022
84,Julian Edelman,WR,6300,15.43,408.2955281918341
85,Curtis Samuel,WR,4500,10.95,410.95890410958907
86,Adam Thielen,WR,6700,15.78,424.5880861850444
87,Marquez Valdes-Scantling,WR,5600,13.18,424.88619119878604
88,Mike Williams,WR,4500,10.489999999999998,428.97998093422314
89,Marquise Brown,WR,5700,13.16,433.1306990881459
90,JuJu Smith-Schuster,WR,6400,14.72,434.78260869565213
91,Alshon Jeffery,WR,5900,13.55,435.42435424354244
92,Chris Conley,WR,4100,9.4,436.17021276595744
93,Robby Anderson,WR,4500,10.3,436.8932038834951
94,Diontae Johnson,WR,4400,10.06,437.37574552683895
95,John Brown,WR,5100,11.280000000000001,452.12765957446805
96,Amari Cooper,WR,6800,14.920000000000002,455.76407506702407
97,Stefon Diggs,WR,6200,13.530000000000001,458.24094604582405
98,Nelson Agholor,WR,4700,10.22,459.88258317025435
99,Tyrell Williams,WR,5200,11.3,460.17699115044246
100,Sterling Shepard,WR,5800,12.480000000000002,464.74358974358967
101,Trent Sherfield,WR,3000,6.3100000000000005,475.4358161648177
102,Trey Quinn,WR,3500,7.3100000000000005,478.7961696306429
103,Corey Davis,WR,4400,9.170000000000002,479.82551799345686
104,Ted Ginn,WR,3700,7.640000000000001,484.29319371727746
105,Josh Gordon,WR,6100,12.56,485.66878980891715
106,Phillip Dorsett,WR,4900,10.0,490.0
107,Paul Richardson,WR,4500,9.02,498.8913525498892
108,Dede Westbrook,WR,5300,10.500000000000002,504.7619047619047
109,Geronimo Allison,WR,5000,9.59,521.376433785193
110,A.J. Brown,WR,4200,7.94,528.9672544080604
111,Randall Cobb,WR,4200,7.69,546.1638491547463
112,Adam Humphries,WR,3800,6.860000000000001,553.9358600583089
113,Michael Gallup,WR,5000,8.86,564.3340857787811
114,Terry McLaurin,WR,5100,8.91,572.3905723905724
115,Jarius Wright,WR,3200,5.529999999999999,578.6618444846293
116,Zay Jones,WR,3200,5.369999999999999,595.9031657355681
117,Hunter Renfrow,WR,4000,6.710000000000001,596.1251862891206
118,DaeSean Hamilton,WR,3700,6.140000000000001,602.6058631921824
119,Javon Wims,WR,3500,5.789999999999999,604.4905008635579
120,Keke Coutee,WR,3400,5.3100000000000005,640.3013182674199
121,Willie Snead,WR,4500,6.9399999999999995,648.4149855907782
122,Jake Kumerow,WR,3800,5.859999999999999,648.4641638225256
123,James Washington,WR,4400,6.76,650.887573964497
124,Tre'Quan Smith,WR,3700,5.57,664.2728904847396
125,Anthony Miller,WR,3900,5.86,665.5290102389079
126,Mack Hollins,WR,3700,5.52,670.2898550724639
127,Kenny Stills,WR,4300,6.23,690.2086677367575
128,Austin Hooper,TE,4500,12.42,362.3188405797101
129,Greg Olsen,TE,4000,10.870000000000001,367.9852805887764
130,Darren Waller,TE,5000,12.56,398.0891719745223
131,Tyler Eifert,TE,3300,8.260000000000002,399.5157384987893
132,Delanie Walker,TE,3900,9.690000000000001,402.47678018575846
133,Zach Ertz,TE,6000,14.63,410.11619958988376
134,Mark Andrews,TE,4800,11.320000000000002,424.0282685512367
135,Evan Engram,TE,5800,13.28,436.7469879518072
136,Noah Fant,TE,2800,6.380000000000001,438.8714733542319
137,Jared Cook,TE,3400,7.43,457.6043068640646
138,Jason Witten,TE,3800,8.090000000000002,469.7156983930778
139,Jimmy Graham,TE,4300,9.100000000000001,472.52747252747247
140,Dawson Knox,TE,3100,6.460000000000001,479.87616099071204
141,Jordan Akins,TE,3200,6.4,500.0
142,Cameron Brate,TE,3000,5.96,503.3557046979866
143,Trey Burton,TE,3300,6.470000000000001,510.04636785162285
144,O.J. Howard,TE,3900,7.49,520.694259012016
