,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Jameis Winston (13784987),Le'Veon Bell (13785060),Alvin Kamara (13785040),Julio Jones (13785230),Mike Evans (13785234),Demaryius Thomas (13785334),Jason Witten (13785522),Mike Gesicki (13785526),Lions  (13785661),147.17600000000002,147.17600000000002
1,Jameis Winston (13784987),Le'Veon Bell (13785060),Nick Chubb (13785042),Julio Jones (13785230),Mike Evans (13785234),Demaryius Thomas (13785334),Jason Witten (13785522),Mike Gesicki (13785526),Lions  (13785661),147.07600000000002,147.07600000000002
2,Matt Ryan (13784983),Derrick Henry (13785056),Alvin Kamara (13785040),Julio Jones (13785230),Mike Evans (13785234),Demaryius Thomas (13785334),Jason Witten (13785522),Mike Gesicki (13785526),Dolphins  (13785673),146.484,146.484
3,Jameis Winston (13784987),Le'Veon Bell (13785060),Nick Chubb (13785042),Michael Thomas (13785228),Mike Evans (13785234),Demaryius Thomas (13785334),Jason Witten (13785522),Mike Gesicki (13785526),Dolphins  (13785673),146.466,146.466
4,Matt Ryan (13784983),Derrick Henry (13785056),Nick Chubb (13785042),Julio Jones (13785230),Mike Evans (13785234),Demaryius Thomas (13785334),Jason Witten (13785522),Mike Gesicki (13785526),Dolphins  (13785673),146.38400000000001,146.38400000000001
5,Jameis Winston (13784987),Derrick Henry (13785056),Nick Chubb (13785042),Julio Jones (13785230),Demaryius Thomas (13785334),Odell Beckham Jr. (13785238),Jason Witten (13785522),Mike Gesicki (13785526),Lions  (13785661),146.026,146.026
6,Jameis Winston (13784987),Leonard Fournette (13785052),Alvin Kamara (13785040),Julio Jones (13785230),Mike Evans (13785234),Demaryius Thomas (13785334),Jason Witten (13785522),Mike Gesicki (13785526),Dolphins  (13785673),146.01600000000002,146.01600000000002
7,Jameis Winston (13784987),Nick Chubb (13785042),Leonard Fournette (13785052),Julio Jones (13785230),Mike Evans (13785234),Demaryius Thomas (13785334),Jason Witten (13785522),Mike Gesicki (13785526),Dolphins  (13785673),145.916,145.916
8,Matt Ryan (13784983),Le'Veon Bell (13785060),Nick Chubb (13785042),Julio Jones (13785230),Demaryius Thomas (13785334),Odell Beckham Jr. (13785238),Jason Witten (13785522),Mike Gesicki (13785526),Lions  (13785661),145.714,145.714
9,Matt Ryan (13784983),Derrick Henry (13785056),Alvin Kamara (13785040),Julio Jones (13785230),Demaryius Thomas (13785334),DJ Chark Jr. (13785252),Jason Witten (13785522),Mike Gesicki (13785526),Lions  (13785661),144.93400000000003,144.93400000000003
