,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Jameis Winston,Le'Veon Bell,Alvin Kamara,Julio Jones,Mike Evans,Demaryius Thomas,Jason Witten,Mike Gesicki,Detroit Lions,147.17600000000002,49900
1,Jameis Winston,Le'Veon Bell,Nick Chubb,Julio Jones,Mike Evans,Demaryius Thomas,Jason Witten,Mike Gesicki,Detroit Lions,147.07600000000002,49800
2,Matt Ryan,Derrick Henry,Alvin Kamara,Julio Jones,Mike Evans,Demaryius Thomas,Jason Witten,Mike Gesicki,Miami Dolphins,146.484,49800
3,Jameis Winston,Le'Veon Bell,Nick Chubb,Michael Thomas,Mike Evans,Demaryius Thomas,Jason Witten,Mike Gesicki,Miami Dolphins,146.466,50000
4,Matt Ryan,Derrick Henry,Nick Chubb,Julio Jones,Mike Evans,Demaryius Thomas,Jason Witten,Mike Gesicki,Miami Dolphins,146.38400000000001,49700
5,Jameis Winston,Derrick Henry,Nick Chubb,Julio Jones,Demaryius Thomas,Odell Beckham Jr.,Jason Witten,Mike Gesicki,Detroit Lions,146.026,50000
6,Jameis Winston,Leonard Fournette,Alvin Kamara,Julio Jones,Mike Evans,Demaryius Thomas,Jason Witten,Mike Gesicki,Miami Dolphins,146.01600000000002,49700
7,Jameis Winston,Nick Chubb,Leonard Fournette,Julio Jones,Mike Evans,Demaryius Thomas,Jason Witten,Mike Gesicki,Miami Dolphins,145.916,49600
8,Matt Ryan,Le'Veon Bell,Nick Chubb,Julio Jones,Demaryius Thomas,Odell Beckham Jr.,Jason Witten,Mike Gesicki,Detroit Lions,145.714,50000
9,Matt Ryan,Derrick Henry,Alvin Kamara,Julio Jones,Demaryius Thomas,D.J. Chark,Jason Witten,Mike Gesicki,Detroit Lions,144.93400000000003,50000
10,Matt Ryan,Derrick Henry,Nick Chubb,Julio Jones,Demaryius Thomas,D.J. Chark,Jason Witten,Mike Gesicki,Detroit Lions,144.83400000000003,49900
11,Jameis Winston,Le'Veon Bell,Alvin Kamara,Julio Jones,Demaryius Thomas,Odell Beckham Jr.,Jason Witten,Mike Gesicki,Detroit Lions,144.666,49600
12,Jameis Winston,Le'Veon Bell,Alvin Kamara,Julio Jones,Demaryius Thomas,Chris Godwin,Jason Witten,Mike Gesicki,Detroit Lions,144.656,49800
13,Matt Ryan,Leonard Fournette,Alvin Kamara,Julio Jones,Demaryius Thomas,Odell Beckham Jr.,Jason Witten,Mike Gesicki,Miami Dolphins,144.654,49900
14,Jameis Winston,Le'Veon Bell,Nick Chubb,Julio Jones,Demaryius Thomas,Odell Beckham Jr.,Jason Witten,Mike Gesicki,Detroit Lions,144.566,49500
15,Jameis Winston,Le'Veon Bell,Nick Chubb,Julio Jones,Demaryius Thomas,Chris Godwin,Jason Witten,Mike Gesicki,Detroit Lions,144.556,49700
16,Matt Ryan,Nick Chubb,Leonard Fournette,Julio Jones,Demaryius Thomas,Odell Beckham Jr.,Jason Witten,Mike Gesicki,Miami Dolphins,144.55399999999997,49800
17,Matt Ryan,Nick Chubb,Leonard Fournette,Julio Jones,Demaryius Thomas,Chris Godwin,Jason Witten,Mike Gesicki,Miami Dolphins,144.54399999999998,50000
18,Jameis Winston,Leonard Fournette,Alvin Kamara,Julio Jones,Demaryius Thomas,D.J. Chark,Jason Witten,Mike Gesicki,Detroit Lions,144.46600000000004,49900
19,Jameis Winston,Nick Chubb,Leonard Fournette,Julio Jones,Demaryius Thomas,D.J. Chark,Jason Witten,Mike Gesicki,Detroit Lions,144.366,49800
20,Jameis Winston,Le'Veon Bell,Alvin Kamara,Michael Thomas,Demaryius Thomas,Odell Beckham Jr.,Jason Witten,Mike Gesicki,Miami Dolphins,144.05599999999998,49800
21,Jameis Winston,Le'Veon Bell,Alvin Kamara,Michael Thomas,Demaryius Thomas,Chris Godwin,Jason Witten,Mike Gesicki,Miami Dolphins,144.046,50000
22,Matt Ryan,Derrick Henry,Alvin Kamara,Julio Jones,Demaryius Thomas,Odell Beckham Jr.,Jason Witten,Mike Gesicki,Miami Dolphins,143.974,49500
23,Matt Ryan,Derrick Henry,Alvin Kamara,Julio Jones,Demaryius Thomas,Chris Godwin,Jason Witten,Mike Gesicki,Miami Dolphins,143.964,49700
24,Jameis Winston,Le'Veon Bell,Nick Chubb,Michael Thomas,Demaryius Thomas,Odell Beckham Jr.,Jason Witten,Mike Gesicki,Miami Dolphins,143.956,49700
25,Jameis Winston,Le'Veon Bell,Nick Chubb,Michael Thomas,Demaryius Thomas,Chris Godwin,Jason Witten,Mike Gesicki,Miami Dolphins,143.946,49900
26,Matt Ryan,Derrick Henry,Nick Chubb,Julio Jones,Demaryius Thomas,Chris Godwin,Jason Witten,Mike Gesicki,Miami Dolphins,143.864,49600
27,Jameis Winston,Derrick Henry,Alvin Kamara,Julio Jones,Demaryius Thomas,D.J. Chark,Jason Witten,Mike Gesicki,Detroit Lions,143.78600000000003,49500
28,Jameis Winston,Nick Chubb,Leonard Fournette,Michael Thomas,Demaryius Thomas,D.J. Chark,Jason Witten,Mike Gesicki,Miami Dolphins,143.756,50000
29,Jameis Winston,Leonard Fournette,Alvin Kamara,Julio Jones,Demaryius Thomas,Chris Godwin,Jason Witten,Mike Gesicki,Miami Dolphins,143.496,49600
30,Matt Ryan,Le'Veon Bell,Alvin Kamara,Julio Jones,Demaryius Thomas,D.J. Chark,Jason Witten,Mike Gesicki,Detroit Lions,143.47400000000002,49500
31,Jameis Winston,Nick Chubb,Alvin Kamara,Julio Jones,Demaryius Thomas,D.J. Chark,Jason Witten,Mike Gesicki,Miami Dolphins,143.45600000000002,49600
32,Jameis Winston,Nick Chubb,Leonard Fournette,Julio Jones,Demaryius Thomas,Chris Godwin,Jason Witten,Mike Gesicki,Miami Dolphins,143.396,49500
33,Jameis Winston,Derrick Henry,Alvin Kamara,Michael Thomas,Demaryius Thomas,D.J. Chark,Jason Witten,Mike Gesicki,Miami Dolphins,143.17600000000002,49700
34,Jameis Winston,Derrick Henry,Nick Chubb,Michael Thomas,Demaryius Thomas,D.J. Chark,Jason Witten,Mike Gesicki,Miami Dolphins,143.07600000000002,49600
35,Matt Ryan,Le'Veon Bell,Alvin Kamara,Michael Thomas,Demaryius Thomas,D.J. Chark,Jason Witten,Mike Gesicki,Miami Dolphins,142.864,49700
36,Matt Ryan,Le'Veon Bell,Nick Chubb,Michael Thomas,Demaryius Thomas,D.J. Chark,Jason Witten,Mike Gesicki,Miami Dolphins,142.764,49600
