,Player,POS,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
326,Travis Homer,RB104,SEA,30.6,4.6,17.8,129.5,20.0,75.2,1.0,0.0,0.4,6.4,5.5,6.0,47.6,39.8,43.8,0.4,0.0,0.2,0.2,0.2,0.2,25.2,8.8,15.2,draft,2021,FLEX
327,Jordan Thomas,TE79,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.6,8.3,104.0,47.1,75.5,2.0,0.5,1.3,0.0,0.0,0.0,22.4,7.7,15.1,draft,2021,FLEX
328,Royce Freeman,RB105,DEN,33.0,9.2,20.5,143.0,38.1,87.6,1.0,0.2,0.6,5.0,2.2,3.8,33.0,14.7,24.3,0.2,0.0,0.1,0.0,0.0,0.0,23.6,6.8,15.1,draft,2021,FLEX
329,Josh Adams,RB106,NYJ,28.0,5.1,16.6,135.0,22.1,78.5,2.0,0.2,1.1,1.0,0.9,0.9,6.1,5.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.9,14.9,draft,2021,FLEX
330,Brevin Jordan,TE80,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.8,10.4,185.0,37.3,111.2,1.0,0.2,0.6,0.0,0.0,0.0,24.5,5.0,14.8,draft,2021,FLEX
331,Jamal Agnew,WR146,JAC,8.3,4.0,6.2,42.8,24.8,33.8,0.3,0.1,0.2,8.0,5.7,6.8,85.4,67.0,76.2,0.5,0.3,0.4,0.1,0.1,0.1,16.7,11.7,14.7,draft,2021,FLEX
332,Tyler Johnson,WR147,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.1,8.1,136.0,76.9,102.7,1.0,0.6,0.8,0.0,0.0,0.0,19.6,11.1,14.7,draft,2021,FLEX
333,Jeff Smith,WR148,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,9.6,9.6,107.2,107.2,107.2,0.6,0.6,0.6,0.0,0.0,0.0,14.2,14.2,14.4,draft,2021,FLEX
334,Dexter Williams,RB107,GB,16.1,9.3,12.7,68.9,39.6,54.2,0.5,0.2,0.4,8.7,4.4,6.5,67.0,31.4,49.2,0.4,0.3,0.3,0.1,0.1,0.1,18.7,10.0,14.3,draft,2021,FLEX
335,Cedrick Wilson,WR149,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.9,8.4,215.0,10.1,110.0,1.0,0.0,0.6,0.1,0.1,0.1,27.5,1.3,14.3,draft,2021,FLEX
336,Marquise Goodwin,WR150,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.7,10.8,215.0,9.6,112.3,1.0,0.0,0.5,0.0,0.0,0.0,27.5,1.3,14.2,draft,2021,FLEX
337,Dontrell Hilliard,RB108,HOU,23.0,1.9,12.4,82.0,8.0,45.0,2.0,0.0,1.0,9.0,0.9,4.9,66.0,6.2,36.1,0.0,0.0,0.0,0.0,0.0,0.0,26.8,2.0,14.1,draft,2021,FLEX
338,Josiah Deguara,TE81,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.8,9.3,194.0,8.6,96.1,2.0,0.1,0.9,0.1,1.0,0.5,31.4,1.4,14.0,draft,2021,FLEX
339,Lamar Miller,RB109,WAS,27.0,0.9,14.9,112.0,3.7,62.1,2.0,0.0,0.8,4.5,0.9,3.1,37.1,7.2,25.4,0.2,0.0,0.1,0.0,0.1,0.0,26.4,1.5,13.9,draft,2021,FLEX
340,Tony Brooks-James,RB110,ATL,33.0,15.0,24.0,139.4,65.0,102.2,0.8,0.0,0.4,2.0,0.9,1.4,16.0,6.3,11.1,0.0,0.0,0.0,0.0,0.0,0.0,19.5,8.1,13.8,draft,2021,FLEX
341,Blake Bell,TE82,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.9,10.0,143.0,8.9,94.8,1.1,0.1,0.7,0.0,0.1,0.0,20.3,1.4,13.8,draft,2021,FLEX
342,Alex Erickson,WR151,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,7.6,9.4,126.5,88.2,107.3,0.5,0.5,0.5,0.1,0.1,0.1,15.7,11.0,13.6,draft,2021,FLEX
343,Cameron Batson,WR152,TEN,5.0,0.0,2.5,29.8,0.0,14.9,0.2,0.0,0.1,7.6,6.9,7.2,81.6,78.7,80.1,0.6,0.6,0.6,0.1,0.1,0.1,15.8,11.1,13.5,draft,2021,FLEX
344,Luke Farrell,TE83,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.9,12.0,202.0,19.5,110.7,1.0,0.1,0.6,0.0,1.0,0.5,26.2,2.6,13.4,draft,2021,FLEX
345,D'Ernest Johnson,RB111,CLE,32.6,2.0,18.5,144.6,8.8,79.5,1.1,0.0,0.4,5.9,0.9,3.6,47.3,6.0,27.4,0.3,0.0,0.1,0.2,0.2,0.2,27.0,2.1,13.1,draft,2021,FLEX
346,Jordan Howard,RB112,PHI,29.0,0.9,14.9,125.0,3.8,64.4,2.0,0.0,1.0,0.9,0.0,0.4,6.2,3.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,24.8,1.4,12.9,draft,2021,FLEX
347,Mike Thomas,WR153,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.9,7.5,165.0,22.7,94.0,1.0,0.2,0.6,0.1,0.1,0.1,22.5,3.0,12.7,draft,2021,FLEX
348,Chris Moore,WR154,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,8.3,8.3,92.6,92.6,92.6,0.6,0.6,0.6,0.0,0.0,0.0,12.5,12.5,12.6,draft,2021,FLEX
349,Noah Brown,WR155,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.9,7.5,174.8,10.1,92.5,1.1,0.0,0.6,0.1,0.1,0.1,24.1,1.3,12.4,draft,2021,FLEX
350,JaMycal Hasty,RB113,SF,35.0,6.1,15.9,189.0,26.3,81.2,1.0,0.1,0.4,2.1,2.0,2.0,14.8,12.0,13.8,0.1,0.0,0.0,0.0,0.0,0.0,26.1,5.7,12.4,draft,2021,FLEX
351,Rico Dowdle,RB114,DAL,33.0,0.9,15.6,137.0,3.8,65.2,1.0,0.0,0.5,4.9,0.9,2.9,38.4,7.0,26.4,0.2,0.0,0.1,0.0,0.1,0.0,23.1,1.4,12.4,draft,2021,FLEX
352,Colby Parkinson,TE84,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.2,7.6,113.0,43.4,78.6,1.0,0.5,0.8,0.0,0.1,0.0,17.3,7.0,12.3,draft,2021,FLEX
353,Ty Montgomery,RB115,NO,28.0,2.3,14.3,98.0,9.9,53.9,0.3,0.0,0.1,10.3,2.4,6.2,85.7,19.9,48.9,0.5,0.0,0.2,0.1,0.1,0.1,18.7,4.2,12.1,draft,2021,FLEX
354,Equanimeous St,WR156,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,3.5,6.5,125.0,50.1,87.5,0.8,0.3,0.6,0.0,0.0,0.0,17.2,7.0,12.1,draft,2021,FLEX
355,Frank Darby,WR157,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,7.3,7.3,92.3,92.3,92.3,0.5,0.5,0.5,0.0,0.0,0.0,11.9,11.9,11.9,draft,2021,FLEX
356,Andy Isabella,WR158,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,3.7,7.2,133.7,46.7,90.2,0.7,0.3,0.5,0.0,0.0,0.0,17.2,6.3,11.9,draft,2021,FLEX
357,Devin Funchess,WR159,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,1.9,6.1,132.0,24.6,78.3,1.2,0.2,0.7,0.0,0.0,0.0,20.1,3.7,11.8,draft,2021,FLEX
358,Jordan Wilkins,RB116,IND,34.0,4.6,14.7,174.0,19.9,72.9,1.0,0.1,0.4,2.0,1.0,1.7,15.1,8.0,12.3,0.2,0.0,0.1,0.0,0.0,0.0,24.2,4.8,11.6,draft,2021,FLEX
359,Penny Hart,WR160,SEA,1.3,0.0,0.7,6.6,0.0,3.3,0.0,0.0,0.0,9.8,3.5,6.7,113.0,43.7,78.3,0.8,0.3,0.6,0.0,0.0,0.0,16.8,6.2,11.5,draft,2021,FLEX
360,Ke'Shawn Vaughn,RB117,TB,21.4,8.2,14.8,91.2,34.5,62.9,0.7,0.2,0.5,2.5,2.4,2.4,18.0,16.2,17.1,0.2,0.1,0.1,0.0,0.0,0.0,15.3,7.2,11.5,draft,2021,FLEX
361,Trey Edmunds,RB118,PIT,12.7,12.7,12.7,55.1,55.1,55.1,0.3,0.3,0.3,3.9,3.9,3.9,25.8,25.8,25.8,0.2,0.2,0.2,0.0,0.0,0.0,11.1,11.1,11.2,draft,2021,FLEX
362,John Bates,TE85,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.9,9.5,156.0,20.5,88.2,1.0,0.1,0.6,0.0,1.0,0.5,21.6,2.8,11.2,draft,2021,FLEX
363,Kene Nwangwu,RB119,MIN,23.0,23.0,23.0,91.0,91.0,91.0,0.0,0.0,0.0,3.0,3.0,3.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,11.2,11.2,draft,2021,FLEX
364,Juwan Johnson,WR161,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.1,7.3,186.0,13.8,97.3,0.6,0.0,0.2,0.0,0.0,0.0,18.6,1.9,11.0,draft,2021,FLEX
365,Tommy Sweeney,TE86,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.9,6.0,171.0,9.6,75.6,1.0,0.2,0.5,0.0,0.0,0.0,23.1,1.6,10.7,draft,2021,FLEX
366,Nick Westbrook-Ikhine,WR162,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.1,5.8,179.0,11.9,77.2,1.0,0.1,0.5,0.0,0.0,0.0,23.9,1.7,10.6,draft,2021,FLEX
367,Gary Brightwell,RB120,NYG,20.0,12.3,16.2,88.0,50.9,69.4,0.5,0.0,0.3,3.0,2.1,2.6,22.0,15.8,18.9,0.1,0.0,0.0,0.1,0.1,0.1,11.0,10.0,10.5,draft,2021,FLEX
368,DaeSean Hamilton,WR163,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,7.3,7.3,75.0,75.0,75.0,0.5,0.5,0.5,0.0,0.0,0.0,10.4,10.4,10.4,draft,2021,FLEX
369,JP Holtz,TE87,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.8,5.9,138.0,8.5,73.3,1.0,0.0,0.5,0.0,0.0,0.0,19.8,1.3,10.3,draft,2021,FLEX
370,Stephen Anderson,TE88,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.8,5.9,165.0,9.0,73.2,1.0,0.1,0.4,0.0,0.0,0.0,22.5,1.4,10.0,draft,2021,FLEX
371,Tommy Tremble,TE89,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,8.6,187.0,33.0,85.3,1.0,0.0,0.4,0.0,1.0,0.5,24.7,3.3,9.9,draft,2021,FLEX
372,Alec Ingold,RB121,LV,4.6,4.4,4.5,19.3,18.3,18.8,0.2,0.1,0.2,8.4,4.8,6.6,74.3,35.1,54.7,0.4,0.2,0.3,0.1,0.1,0.1,12.1,7.5,9.8,draft,2021,FLEX
373,Tre' McKitty,TE90,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,7.0,141.0,19.8,75.3,1.0,0.0,0.4,0.0,0.0,0.0,20.1,2.8,9.8,draft,2021,FLEX
374,Patrick Ricard,RB122,BAL,2.0,0.0,1.0,8.5,-3.0,1.8,0.0,0.0,0.0,17.0,2.5,8.8,102.0,16.1,58.1,2.0,0.2,0.8,0.1,1.0,0.5,21.9,3.7,9.8,draft,2021,FLEX
375,Evan Baylis,TE91,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,6.5,135.0,0.0,67.5,1.0,0.0,0.5,0.0,0.0,0.0,19.5,0.0,9.8,draft,2021,FLEX
376,Kylin Hill,RB123,GB,34.0,6.1,20.0,136.0,25.2,80.6,0.2,0.0,0.1,3.0,0.0,1.5,22.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,3.7,9.7,draft,2021,FLEX
377,CJ Ham,RB124,MIN,4.8,4.7,4.7,20.0,19.9,20.0,0.2,0.2,0.2,7.8,4.0,5.9,67.4,32.5,50.0,0.4,0.2,0.3,0.1,0.1,0.1,11.7,7.4,9.6,draft,2021,FLEX
378,Richard Rodgers,TE92,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.2,4.9,141.0,13.0,64.6,1.0,0.2,0.5,0.0,0.0,0.0,20.1,2.0,9.4,draft,2021,FLEX
379,John Ross,WR164,NYG,2.1,0.0,0.7,11.8,0.0,3.9,0.1,0.0,0.0,6.2,0.7,4.3,83.0,8.6,56.4,1.0,0.0,0.5,0.1,0.1,0.1,14.3,1.2,9.2,draft,2021,FLEX
380,Jeremy Sprinkle,TE93,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.9,6.1,134.0,9.0,62.5,1.0,0.0,0.5,0.0,0.0,0.0,19.4,1.3,9.0,draft,2021,FLEX
381,Charlie Woerner,TE94,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.8,5.7,146.0,8.1,63.9,1.0,0.0,0.4,0.0,0.0,0.0,20.6,1.3,9.0,draft,2021,FLEX
382,Antonio Gandy-Golden,WR165,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.2,4.8,72.5,57.2,64.8,0.4,0.3,0.4,0.0,0.0,0.0,9.7,7.5,8.7,draft,2021,FLEX
383,Matt LaCosse,TE95,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.7,5.8,105.0,6.9,55.9,1.0,0.0,0.5,0.0,0.0,0.0,16.5,1.1,8.6,draft,2021,FLEX
384,Chris Evans,RB125,CIN,22.0,7.8,14.9,82.0,32.6,57.3,0.3,0.0,0.1,4.5,0.0,2.3,34.0,0.0,17.0,0.2,0.0,0.1,0.1,0.1,0.1,9.0,8.2,8.6,draft,2021,FLEX
385,Jaeden Graham,TE96,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.9,5.3,183.0,8.9,65.8,1.0,0.0,0.3,0.0,0.0,0.0,24.3,1.4,8.5,draft,2021,FLEX
386,Troy Fumagalli,TE97,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.4,6.2,87.0,12.7,49.8,1.0,0.2,0.6,0.0,0.0,0.0,14.7,1.9,8.5,draft,2021,FLEX
387,Johnny Mundt,TE98,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,4.3,5.3,67.2,45.8,56.5,0.7,0.3,0.5,0.0,0.0,0.0,10.7,6.2,8.4,draft,2021,FLEX
388,Theo Riddick,RB126,LV,13.1,0.9,7.3,54.1,3.6,30.9,0.4,0.0,0.1,11.0,0.9,5.4,88.0,6.1,42.3,0.2,0.0,0.1,0.1,0.1,0.1,12.3,1.4,8.2,draft,2021,FLEX
389,Demetric Felton,WR166,CLE,9.3,9.3,9.3,39.5,39.5,39.5,0.4,0.4,0.4,1.9,1.9,1.9,15.2,15.2,15.2,0.1,0.1,0.1,0.0,0.0,0.0,8.1,8.1,8.2,draft,2021,FLEX
390,Reggie Bonnafon,RB127,CAR,24.0,4.5,12.0,85.0,19.6,45.5,0.2,0.0,0.1,5.0,0.8,3.4,38.0,5.1,25.2,0.1,0.0,0.0,0.1,0.1,0.1,12.3,3.4,8.1,draft,2021,FLEX
391,Javon Wims,WR167,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.1,5.2,116.0,12.5,70.8,0.5,0.0,0.2,0.0,0.0,0.0,11.6,1.7,8.0,draft,2021,FLEX
392,Tajae Sharpe,WR168,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,3.6,4.6,69.5,47.7,58.6,0.4,0.3,0.4,0.0,0.0,0.0,9.4,6.6,8.0,draft,2021,FLEX
393,Jason Croom,TE99,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.8,5.4,89.0,8.5,48.7,1.0,0.0,0.5,0.0,0.0,0.0,14.9,1.3,7.9,draft,2021,FLEX
394,Alex Armah,RB128,NO,4.6,4.3,4.4,19.5,17.6,18.5,0.2,0.1,0.2,4.9,4.0,4.5,37.0,35.6,36.3,0.3,0.2,0.2,0.1,0.1,0.1,8.2,6.9,7.7,draft,2021,FLEX
395,Levine Toilolo,TE100,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.8,5.4,85.0,7.4,46.2,1.0,0.0,0.5,0.0,0.0,0.0,14.5,1.1,7.6,draft,2021,FLEX
396,Victor Bolden,WR169,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2,5.2,56.2,56.2,56.2,0.3,0.3,0.3,0.0,0.0,0.0,7.3,7.3,7.5,draft,2021,FLEX
397,Steven Sims,WR170,WAS,2.1,0.0,1.1,14.0,0.0,7.0,0.1,0.0,0.0,5.9,1.8,3.9,75.2,23.4,49.3,0.4,0.1,0.3,0.0,0.0,0.0,9.9,4.9,7.5,draft,2021,FLEX
398,Ben Ellefson,TE101,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,4.1,5.0,65.1,42.0,53.6,0.4,0.3,0.4,0.0,0.0,0.0,8.7,6.2,7.4,draft,2021,FLEX
399,Albert Wilson,WR171,MIA,2.0,1.2,1.6,11.6,6.1,8.8,0.1,0.0,0.0,6.8,2.4,4.6,65.3,26.8,46.0,0.5,0.1,0.3,0.0,0.0,0.0,10.3,4.9,7.4,draft,2021,FLEX
400,Kalif Raymond,WR172,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.8,4.9,89.0,50.7,64.9,0.2,0.0,0.1,0.0,0.0,0.0,8.9,6.4,7.3,draft,2021,FLEX
401,Eric Saubert,TE102,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.8,4.9,95.0,7.3,46.7,1.0,0.0,0.4,0.0,0.0,0.0,15.5,1.1,7.2,draft,2021,FLEX
402,Diontae Spencer,WR173,DEN,2.6,2.3,2.4,13.8,13.5,13.7,0.2,0.1,0.1,3.7,3.6,3.6,41.3,38.7,40.0,0.2,0.2,0.2,0.0,0.0,0.0,7.2,6.9,7.1,draft,2021,FLEX
403,Andrew Beck,TE103,DEN,4.9,4.9,4.9,21.2,21.2,21.2,0.2,0.2,0.2,4.1,4.1,4.1,28.0,28.0,28.0,0.2,0.2,0.2,0.0,0.0,0.0,6.8,6.8,7.0,draft,2021,FLEX
404,Khalil Herbert,RB129,CHI,8.3,8.3,8.3,34.5,34.5,34.5,0.2,0.2,0.2,2.0,2.0,2.0,16.3,16.3,16.3,0.1,0.1,0.1,0.0,0.0,0.0,6.8,6.8,6.9,draft,2021,FLEX
405,Ihmir Smith-Marsette,WR174,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.2,4.6,81.0,40.7,60.8,0.3,0.0,0.1,0.0,0.0,0.0,8.1,5.6,6.8,draft,2021,FLEX
406,Cornell Powell,WR175,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.8,3.8,48.7,48.7,48.7,0.3,0.3,0.3,0.0,0.0,0.0,6.8,6.8,6.8,draft,2021,FLEX
407,Malik Taylor,WR176,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,46.6,46.6,46.6,0.3,0.3,0.3,0.0,0.0,0.0,6.5,6.5,6.7,draft,2021,FLEX
408,Gerrid Doaks,RB130,MIA,8.1,8.1,8.1,33.3,33.3,33.3,0.2,0.2,0.2,2.2,2.2,2.2,15.9,15.9,15.9,0.1,0.1,0.1,0.0,0.0,0.0,6.7,6.7,6.6,draft,2021,FLEX
409,Josh Oliver,TE104,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,3.3,4.0,50.9,32.6,41.8,0.5,0.3,0.4,0.0,0.0,0.0,7.9,5.3,6.6,draft,2021,FLEX
410,Isaiah Hodgins,WR177,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.7,3.7,46.9,46.9,46.9,0.3,0.3,0.3,0.0,0.0,0.0,6.6,6.6,6.6,draft,2021,FLEX
411,JJ Nelson,WR178,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,46.3,46.3,46.3,0.3,0.3,0.3,0.0,0.0,0.0,6.4,6.4,6.6,draft,2021,FLEX
412,Jaelon Darden,WR179,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,4.2,4.2,48.0,48.0,48.0,0.3,0.3,0.3,0.0,0.0,0.0,6.5,6.5,6.5,draft,2021,FLEX
413,Justin Watson,WR180,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,4.1,4.1,44.4,44.4,44.4,0.3,0.3,0.3,0.0,0.0,0.0,6.3,6.3,6.5,draft,2021,FLEX
414,Lil'Jordan Humphrey,WR181,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.5,3.6,47.3,47.1,47.2,0.3,0.3,0.3,0.0,0.0,0.0,6.5,6.3,6.5,draft,2021,FLEX
415,Buddy Howell,RB131,HOU,4.0,4.0,4.0,17.1,17.1,17.1,0.2,0.2,0.2,4.1,4.1,4.1,28.2,28.2,28.2,0.2,0.2,0.2,0.0,0.0,0.0,6.3,6.3,6.5,draft,2021,FLEX
416,Kylen Granson,TE105,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.4,5.2,77.0,35.2,56.1,0.3,0.0,0.1,0.0,0.0,0.0,7.7,5.0,6.3,draft,2021,FLEX
417,Ross Travis,TE106,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.9,3.9,42.6,42.6,42.6,0.4,0.4,0.4,0.0,0.0,0.0,6.3,6.3,6.3,draft,2021,FLEX
418,Marcus Johnson,WR182,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,3.6,43.7,43.7,43.7,0.3,0.3,0.3,0.0,0.0,0.0,6.0,6.0,6.3,draft,2021,FLEX
419,Michael Warren,RB132,DET,7.7,7.7,7.7,31.4,31.4,31.4,0.2,0.2,0.2,2.3,2.3,2.3,16.7,16.7,16.7,0.1,0.1,0.1,0.0,0.0,0.0,6.2,6.2,6.2,draft,2021,FLEX
420,Noah Togiai,TE107,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.7,3.9,78.1,7.6,42.9,0.6,0.1,0.3,0.1,0.1,0.1,11.3,1.2,6.1,draft,2021,FLEX
421,Jakeem Grant,WR183,MIA,2.0,0.9,1.5,11.9,4.8,8.4,0.1,0.0,0.0,4.5,2.0,3.2,47.8,22.3,35.1,0.3,0.1,0.2,0.0,0.0,0.0,7.0,4.5,5.9,draft,2021,FLEX
422,Nick Bellore,LB1,SEA,1.6,1.6,1.6,6.6,6.6,6.6,0.0,0.0,0.0,4.4,4.4,4.4,32.0,32.0,32.0,0.3,0.3,0.3,0.0,0.0,0.0,5.8,5.8,5.8,draft,2021,FLEX
423,Nick Keizer,TE108,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,4.0,4.2,45.0,44.0,44.5,0.5,0.0,0.2,0.0,0.0,0.0,7.1,4.4,5.8,draft,2021,FLEX
424,Gabe Nabers,RB133,LAC,4.6,2.1,3.3,20.0,8.9,14.4,0.2,0.1,0.1,4.5,1.8,3.2,37.6,12.7,25.1,0.2,0.2,0.2,0.1,0.1,0.1,6.3,4.7,5.8,draft,2021,FLEX
425,Chester Rogers,WR184,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.9,3.9,38.2,38.2,38.2,0.3,0.3,0.3,0.0,0.0,0.0,5.4,5.4,5.7,draft,2021,FLEX
426,Gunner Olszewski,WR185,NE,2.3,1.3,1.8,12.4,6.9,9.6,0.1,0.0,0.1,3.9,1.7,2.8,46.1,21.7,33.9,0.3,0.1,0.2,0.0,0.0,0.0,7.1,4.5,5.7,draft,2021,FLEX
427,Zay Jones,WR186,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3.3,3.3,39.6,35.1,37.3,0.4,0.3,0.3,0.0,0.0,0.0,6.1,5.1,5.6,draft,2021,FLEX
428,Tylan Wallace,WR187,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,38.7,38.7,38.7,0.3,0.3,0.3,0.0,0.0,0.0,5.5,5.5,5.5,draft,2021,FLEX
429,Dazz Newsome,WR188,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3.3,3.3,42.6,42.6,42.6,0.2,0.2,0.2,0.0,0.0,0.0,5.5,5.5,5.5,draft,2021,FLEX
430,Keith Smith,RB134,ATL,4.4,2.1,3.2,18.6,8.8,13.7,0.2,0.1,0.1,4.5,2.3,3.4,37.1,15.0,26.1,0.2,0.1,0.2,0.1,0.1,0.1,5.7,4.6,5.5,draft,2021,FLEX
431,Trent Taylor,WR189,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.9,4.0,40.5,39.7,40.1,0.3,0.2,0.2,0.0,0.0,0.0,5.5,5.4,5.4,draft,2021,FLEX
432,Temarrick Hemingway,TE109,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.9,3.4,68.2,9.5,38.9,0.5,0.0,0.2,0.0,0.0,0.0,9.5,1.4,5.2,draft,2021,FLEX
433,Antonio Williams,RB135,BUF,8.7,7.2,8.0,37.1,31.1,34.1,0.3,0.2,0.3,0.9,0.0,0.4,6.3,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,6.2,4.5,5.2,draft,2021,FLEX
434,Mason Schreck,TE110,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2.9,3.5,43.0,30.0,36.5,0.3,0.2,0.3,0.0,0.0,0.0,6.2,4.4,5.2,draft,2021,FLEX
