,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
147,Corey Clement,NYG,4.3,4.1,4.2,18.3,16.7,17.5,0.2,0.1,0.2,1.0,0.0,0.5,7.1,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.5,3.0,draft,2021,RB
148,Devine Ozigbo,JAC,4.0,1.7,2.8,17.4,7.1,12.2,0.1,0.0,0.1,2.1,0.9,1.5,16.7,6.1,11.4,0.1,0.0,0.0,0.0,0.0,0.0,4.5,1.9,2.9,draft,2021,RB
149,Elijhaa Penny,NYG,4.1,0.9,2.5,16.9,3.7,10.3,0.2,0.0,0.1,2.1,0.9,1.5,16.6,5.2,10.9,0.1,0.0,0.0,0.0,0.0,0.0,4.7,1.2,2.8,draft,2021,RB
150,Khari Blasingame,TEN,1.0,0.0,0.5,4.1,0.0,2.1,0.0,0.0,0.0,3.7,0.9,2.3,33.2,5.8,19.5,0.2,0.0,0.1,0.0,0.0,0.0,4.4,1.4,2.7,draft,2021,RB
151,Jakob Johnson,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.7,2.3,33.0,5.0,19.0,0.1,0.0,0.1,0.0,0.0,0.0,4.0,0.7,2.2,draft,2021,RB
152,Dare Ogunbowale,JAC,2.1,2.1,2.1,8.8,8.8,8.8,0.0,0.0,0.0,1.4,1.4,1.4,9.4,9.4,9.4,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,1.8,draft,2021,RB
153,Jonathan Williams,WAS,2.3,2.3,2.3,9.8,9.8,9.8,0.0,0.0,0.0,0.9,0.9,0.9,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,1.7,draft,2021,RB
154,Kalen Ballage,PIT,2.1,2.1,2.1,8.5,8.5,8.5,0.0,0.0,0.0,1.0,1.0,1.0,5.7,5.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,1.4,draft,2021,RB
155,Taiwan Jones,BUF,1.1,1.1,1.1,4.7,4.7,4.7,0.0,0.0,0.0,0.9,0.9,0.9,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.2,draft,2021,RB
156,Elijah McGuire,KC,0.9,0.9,0.9,3.5,3.5,3.5,0.0,0.0,0.0,0.9,0.9,0.9,7.2,7.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.1,draft,2021,RB
157,CJ Prosise,TB,0.9,0.9,0.9,3.6,3.6,3.6,0.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.1,draft,2021,RB
158,Ryan Nall,CHI,0.9,0.9,0.9,3.7,3.7,3.7,0.0,0.0,0.0,0.9,0.9,0.9,6.3,6.3,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,draft,2021,RB
159,Artavis Pierce,CHI,0.9,0.9,0.9,3.8,3.8,3.8,0.0,0.0,0.0,0.9,0.9,0.9,6.2,6.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,RB
160,Jason Huntley,PHI,0.9,0.9,0.9,3.9,3.9,3.9,0.0,0.0,0.0,0.9,0.9,0.9,6.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,RB
161,Adrian Killins,PHI,0.9,0.9,0.9,3.9,3.9,3.9,0.0,0.0,0.0,0.9,0.9,0.9,6.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,RB
162,Austin Walter,NYJ,0.9,0.9,0.9,3.6,3.6,3.6,0.0,0.0,0.0,0.9,0.9,0.9,6.3,6.3,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,RB
163,LeVante Bellamy,DEN,1.0,1.0,1.0,4.4,4.4,4.4,0.0,0.0,0.0,0.9,0.9,0.9,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,RB
164,Nathan Cottrell,JAC,0.9,0.9,0.9,3.6,3.6,3.6,0.0,0.0,0.0,0.9,0.9,0.9,6.2,6.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,RB
165,Damarea Crockett,DEN,1.0,1.0,1.0,4.2,4.2,4.2,0.0,0.0,0.0,0.9,0.9,0.9,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,RB
166,Jason Cabinda,DET,0.8,0.8,0.8,3.5,3.5,3.5,0.0,0.0,0.0,0.9,0.9,0.9,6.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,draft,2021,RB
167,Scottie Phillips,HOU,0.8,0.8,0.8,3.5,3.5,3.5,0.0,0.0,0.0,0.9,0.9,0.9,5.9,5.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,draft,2021,RB
168,Jordan Scarlett,MIA,0.9,0.9,0.9,3.9,3.9,3.9,0.0,0.0,0.0,0.9,0.9,0.9,5.3,5.3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.9,draft,2021,RB
169,Trenton Cannon,CAR,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.8,0.8,0.8,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,draft,2021,RB
170,Taquan Mizzell,NYG,0.9,0.9,0.9,3.7,3.7,3.7,0.0,0.0,0.0,0.9,0.9,0.9,5.3,5.3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,RB
171,Cullen Gillaspia,NYG,0.9,0.9,0.9,3.7,3.7,3.7,0.0,0.0,0.0,0.9,0.9,0.9,5.2,5.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,draft,2021,RB
172,Tony Jones,NO,0.9,0.9,0.9,0.7,0.7,0.7,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,draft,2021,RB
