Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
55,1769225510,darcmaniluk (5/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225511,darcmaniluk (6/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225512,darcmaniluk (7/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225513,darcmaniluk (8/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225514,darcmaniluk (9/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225515,darcmaniluk (10/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225516,darcmaniluk (11/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225517,darcmaniluk (12/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225518,darcmaniluk (13/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225519,darcmaniluk (14/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225520,darcmaniluk (15/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225521,darcmaniluk (16/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225522,darcmaniluk (17/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225523,darcmaniluk (18/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225524,darcmaniluk (19/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225525,darcmaniluk (20/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225526,darcmaniluk (21/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225527,darcmaniluk (22/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225528,darcmaniluk (23/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225529,darcmaniluk (24/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225530,darcmaniluk (25/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225531,darcmaniluk (26/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225532,darcmaniluk (27/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225533,darcmaniluk (28/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225534,darcmaniluk (29/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225535,darcmaniluk (30/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225536,darcmaniluk (31/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225537,darcmaniluk (32/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225538,darcmaniluk (33/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225539,darcmaniluk (34/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225540,darcmaniluk (35/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225541,darcmaniluk (36/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225542,darcmaniluk (37/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225543,darcmaniluk (38/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225544,darcmaniluk (39/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225545,darcmaniluk (40/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225546,darcmaniluk (41/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225547,darcmaniluk (42/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225548,darcmaniluk (43/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225549,darcmaniluk (44/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225550,darcmaniluk (45/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225551,darcmaniluk (46/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225552,darcmaniluk (47/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225553,darcmaniluk (48/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225554,darcmaniluk (49/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225555,darcmaniluk (50/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225556,darcmaniluk (51/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225557,darcmaniluk (52/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225558,darcmaniluk (53/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225559,darcmaniluk (54/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225560,darcmaniluk (55/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225561,darcmaniluk (56/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225562,darcmaniluk (57/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225563,darcmaniluk (58/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225564,darcmaniluk (59/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225565,darcmaniluk (60/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225566,darcmaniluk (61/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225567,darcmaniluk (62/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225568,darcmaniluk (63/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225569,darcmaniluk (64/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225570,darcmaniluk (65/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225571,darcmaniluk (66/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225572,darcmaniluk (67/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225573,darcmaniluk (68/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225574,darcmaniluk (69/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225575,darcmaniluk (70/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225576,darcmaniluk (71/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225577,darcmaniluk (72/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225578,darcmaniluk (73/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225579,darcmaniluk (74/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225580,darcmaniluk (75/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225581,darcmaniluk (76/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225582,darcmaniluk (77/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225583,darcmaniluk (78/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225584,darcmaniluk (79/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225585,darcmaniluk (80/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225586,darcmaniluk (81/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225587,darcmaniluk (82/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225588,darcmaniluk (83/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225589,darcmaniluk (84/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225590,darcmaniluk (85/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225591,darcmaniluk (86/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225592,darcmaniluk (87/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225593,darcmaniluk (88/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225594,darcmaniluk (89/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225595,darcmaniluk (90/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225596,darcmaniluk (91/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225597,darcmaniluk (92/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225598,darcmaniluk (93/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225599,darcmaniluk (94/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225600,darcmaniluk (95/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225601,darcmaniluk (96/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225602,darcmaniluk (97/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225603,darcmaniluk (98/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225604,darcmaniluk (99/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225605,darcmaniluk (100/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225606,darcmaniluk (101/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225607,darcmaniluk (102/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225608,darcmaniluk (103/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225609,darcmaniluk (104/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225610,darcmaniluk (105/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225611,darcmaniluk (106/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225612,darcmaniluk (107/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225613,darcmaniluk (108/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225614,darcmaniluk (109/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225615,darcmaniluk (110/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225616,darcmaniluk (111/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225617,darcmaniluk (112/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225618,darcmaniluk (113/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225619,darcmaniluk (114/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225620,darcmaniluk (115/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225621,darcmaniluk (116/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225622,darcmaniluk (117/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225623,darcmaniluk (118/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225624,darcmaniluk (119/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225625,darcmaniluk (120/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225626,darcmaniluk (121/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225627,darcmaniluk (122/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225628,darcmaniluk (123/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
55,1769225629,darcmaniluk (124/150),0,177.88,QB Deshaun Watson FLEX Christian McCaffrey RB Devonta Freeman RB Bilal Powell WR Michael Thomas WR DeAndre Hopkins WR Kenny Stills TE Ian Thomas DST Colts ,,,
