,Player,Position,Salary,DK_Points,DK_Value
0,Jameis Winston,QB,6400,23.422000000000004,273.2473742635129
1,Deshaun Watson,QB,6500,22.028,295.07899037588527
2,Matt Ryan,QB,6600,21.962000000000003,300.5190784081595
3,Tom Brady,QB,6100,20.282000000000004,300.7592939552312
4,Gardner Minshew,QB,5400,17.857999999999997,302.3854854966962
5,Derek Carr,QB,5000,16.483999999999998,303.3244358165494
6,Kyle Allen,QB,5700,18.340000000000003,310.7960741548527
7,Andy Dalton,QB,5200,16.624,312.8007699711261
8,Patrick Mahomes,QB,7000,22.226000000000003,314.94645910195266
9,Sam Darnold,QB,6000,18.945999999999998,316.6895386889053
10,Philip Rivers,QB,5600,17.663999999999998,317.02898550724643
11,Lamar Jackson,QB,7400,23.302000000000003,317.5693073555918
12,Ryan Tannehill,QB,5800,18.11,320.2650469353948
13,Aaron Rodgers,QB,6800,21.186,320.966676106863
14,Ryan Fitzpatrick,QB,6000,18.38,326.4417845484222
15,Kirk Cousins,QB,6700,20.476000000000003,327.2123461613596
16,Kyler Murray,QB,5800,17.46,332.1878579610538
17,Drew Brees,QB,5900,17.665999999999997,333.97486697611237
18,Baker Mayfield,QB,6300,17.83,353.337072349972
19,Jimmy Garoppolo,QB,5600,15.697999999999999,356.7333418269844
20,Josh Allen,QB,6200,17.338,357.5960318375822
21,Jacoby Brissett,QB,6100,16.400000000000002,371.95121951219505
22,Drew Lock,QB,5100,13.662,373.2981993851559
23,Dwayne Haskins,QB,4600,11.588000000000001,396.9623748705557
24,Devlin Hodges,QB,5900,14.540000000000001,405.777166437414
25,David Blough,QB,5200,12.746000000000002,407.9711281970814
26,Tyrod Taylor,QB,4300,5.13,838.206627680312
27,Alvin Kamara,RB,7000,20.93,334.44816053511704
28,Devonta Freeman,RB,5400,15.170000000000002,355.9657218193803
29,Derrick Henry,RB,8200,22.360000000000003,366.7262969588551
30,James White,RB,5500,14.97,367.4014696058784
31,Kenyan Drake,RB,5200,14.110000000000001,368.532955350815
32,Christian McCaffrey,RB,10300,27.68,372.1098265895954
33,Patrick Laird,RB,4100,10.950000000000001,374.4292237442922
34,Duke Johnson,RB,3900,10.290000000000001,379.0087463556851
35,Leonard Fournette,RB,7800,20.450000000000003,381.4180929095354
36,LeSean McCoy,RB,4400,11.420000000000002,385.28896672504374
37,Melvin Gordon,RB,6400,16.5,387.8787878787879
38,Jamaal Williams,RB,4800,12.270000000000001,391.1980440097799
39,Phillip Lindsay,RB,5300,13.23,400.604686318972
40,Aaron Jones,RB,6700,16.66,402.1608643457383
41,Mark Ingram,RB,5900,14.559999999999999,405.21978021978026
42,Josh Jacobs,RB,6500,15.77,412.1750158528852
43,Devin Singletary,RB,5700,13.810000000000002,412.74438812454736
44,Derrius Guice,RB,4900,11.82,414.5516074450085
45,Nick Chubb,RB,8000,19.200000000000003,416.66666666666663
46,Carlos Hyde,RB,4500,10.210000000000003,440.7443682664054
47,Alexander Mattison,RB,4500,9.89,455.005055611729
48,Austin Ekeler,RB,6300,13.69,460.18991964937914
49,Joe Mixon,RB,5800,12.54,462.51993620414675
50,Jaylen Samuels,RB,5000,10.780000000000001,463.8218923933209
51,Bo Scarbrough,RB,4500,9.700000000000001,463.91752577319585
52,Royce Freeman,RB,4000,8.410000000000002,475.6242568370986
53,Sony Michel,RB,5600,11.69,479.0419161676647
54,Tevin Coleman,RB,5100,10.48,486.64122137404576
55,Dalvin Cook,RB,9500,19.140000000000004,496.34273772204796
56,Chris Thompson,RB,3300,6.450000000000001,511.6279069767441
57,Ronald Jones II,RB,4400,8.59,512.2235157159488
58,Nyheim Hines,RB,4300,8.260000000000002,520.5811138014527
59,Benny Snell Jr.,RB,6100,11.55,528.1385281385282
60,Darwin Thompson,RB,4000,7.3100000000000005,547.1956224350205
61,Marlon Mack,RB,6000,10.959999999999999,547.4452554744526
62,Kareem Hunt,RB,6600,11.89,555.0883095037847
