,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Davante Adams,GB,9.0,7.3,8.0,108.0,92.7,98.2,1.1,0.7,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,16.8,13.3,15.3,15,WR
1,Tyreek Hill,KC,6.3,5.3,5.9,107.0,79.9,88.7,1.0,0.6,0.7,1.3,0.6,0.9,10.5,4.0,6.6,0.1,0.0,0.1,0.0,0.1,0.1,17.3,13.4,14.2,15,WR
2,Calvin Ridley,ATL,7.5,5.6,6.4,114.0,78.4,91.9,1.0,0.4,0.7,0.3,0.0,0.2,2.1,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,16.5,11.4,13.2,15,WR
3,AJ Brown,TEN,6.0,4.2,4.9,93.0,71.6,82.8,1.0,0.5,0.7,0.2,0.0,0.1,2.8,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,15.3,11.0,12.7,15,WR
4,Stefon Diggs,BUF,8.0,6.5,7.4,96.0,81.0,87.7,1.0,0.5,0.6,0.5,0.1,0.3,2.9,0.0,1.5,0.0,0.0,0.0,0.0,0.1,0.1,15.6,11.2,12.4,15,WR
5,DeAndre Hopkins,ARI,8.0,5.4,6.9,95.0,77.9,87.6,1.0,0.4,0.6,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,15.5,10.4,12.2,15,WR
6,DK Metcalf,SEA,5.4,4.7,5.1,95.0,72.0,82.9,1.0,0.4,0.6,0.1,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,15.5,9.9,12.0,15,WR
7,Justin Jefferson,MIN,5.4,4.9,5.1,86.1,73.6,80.0,1.0,0.4,0.5,0.3,0.1,0.2,1.4,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,14.1,9.8,11.2,15,WR
8,Robert Woods,LAR,7.0,5.5,6.2,85.9,66.6,72.5,1.0,0.2,0.5,1.7,0.9,1.3,10.0,3.8,6.8,0.2,0.0,0.1,0.0,0.1,0.1,14.3,9.5,11.2,15,WR
9,Allen Robinson,CHI,7.0,6.0,6.4,88.0,72.9,79.3,1.0,0.4,0.5,0.1,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,14.8,9.7,11.0,15,WR
10,Brandon Aiyuk,SF,6.0,5.0,5.4,80.2,67.9,73.9,1.0,0.2,0.5,1.3,0.2,0.6,8.0,0.9,3.9,0.2,0.0,0.1,0.0,0.1,0.0,13.5,8.0,10.9,15,WR
11,Adam Thielen,MIN,6.0,4.6,5.4,78.7,64.4,71.3,1.0,0.4,0.6,0.3,0.0,0.2,1.2,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.1,13.7,9.5,10.8,15,WR
12,Cooper Kupp,LAR,6.1,5.6,5.9,81.0,65.7,70.6,1.0,0.3,0.6,0.3,0.0,0.2,1.7,0.1,0.9,0.0,0.0,0.0,0.0,0.1,0.1,13.0,8.6,10.4,15,WR
13,Terry McLaurin,WAS,6.0,4.8,5.6,87.2,67.6,78.0,1.0,0.3,0.4,0.2,0.0,0.1,1.7,0.2,1.0,0.0,0.0,0.0,0.0,0.1,0.1,14.3,8.7,10.3,15,WR
14,Robby Anderson,CAR,6.0,5.2,5.7,81.0,64.5,73.7,1.0,0.3,0.5,0.4,0.1,0.2,2.3,0.6,1.2,0.0,0.0,0.0,0.0,0.1,0.1,14.1,8.7,10.1,15,WR
15,Mike Evans,TB,5.0,3.9,4.5,75.5,56.3,65.6,1.0,0.4,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,8.2,10.0,15,WR
16,Brandin Cooks,HOU,6.0,4.5,5.3,80.1,67.9,74.6,1.0,0.1,0.4,0.4,0.0,0.1,2.1,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,13.1,9.6,10.0,15,WR
