,Player,Team,Position,Salary,Name + ID,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX
0,Tom Brady,TB,QB,6600.0,Tom Brady (15958105),19.337,23.232999999999997,29.76
1,Jared Goff,LAR,QB,6300.0,Jared Goff (15958106),16.333,22.039,26.318
2,Matt Ryan,ATL,QB,5400.0,Matt Ryan (15958116),13.659999999999998,18.878999999999998,24.34
0,Leonard Fournette,TB,RB,4500.0,Leonard Fournette (15958229),8.63,13.9,20.680000000000003
1,Alvin Kamara,NO,RB,7400.0,Alvin Kamara (15958163),15.629999999999999,22.439999999999998,31.6
2,David Johnson,HOU,RB,5100.0,David Johnson (15958205),9.46,13.620000000000001,21.900000000000002
3,Kenyan Drake,ARI,RB,5500.0,Kenyan Drake (15958197),9.91,14.229999999999999,19.5
4,Dalvin Cook,MIN,RB,9000.0,Dalvin Cook (15958161),16.675,22.770000000000003,28.099999999999998
5,D'Andre Swift,DET,RB,6400.0,D'Andre Swift (15958179),9.73,16.159999999999997,22.560000000000002
6,Derrick Henry,TEN,RB,9500.0,Derrick Henry (15958159),17.630000000000003,23.250000000000004,27.18
7,Jonathan Taylor,IND,RB,7200.0,Jonathan Taylor (15958165),12.3,17.18,23.729999999999997
8,James Robinson,JAC,RB,7100.0,James Robinson (15958167),13.8,16.650000000000002,21.47
0,Emmanuel Sanders,NO,WR,4200.0,Emmanuel Sanders (15958465),9.270000000000001,13.430000000000001,19.4
1,Tre'Quan Smith,NO,WR,3200.0,Tre'Quan Smith (15958517),6.18,10.129999999999999,14.4
2,Michael Gallup,DAL,WR,3500.0,Michael Gallup (15958491),7.1000000000000005,9.7,11.990000000000002
3,Calvin Ridley,ATL,WR,8200.0,Calvin Ridley (15958387),15.740000000000002,21.474999999999998,27.9
4,TY Hilton,IND,WR,5500.0,T.Y. Hilton (15958431),12.010000000000002,14.35,19.525
5,DeAndre Hopkins,ARI,WR,7900.0,DeAndre Hopkins (15958389),15.490000000000002,20.299999999999994,25.75
6,Brandin Cooks,HOU,WR,6000.0,Brandin Cooks (15958421),11.790000000000001,15.16,20.024999999999995
7,Breshad Perriman,NYJ,WR,3700.0,Breshad Perriman (15958483),7.2700000000000005,9.280000000000001,12.200000000000001
8,Brandon Aiyuk,SF,WR,6300.0,Brandon Aiyuk (15958415),12.890000000000002,15.790000000000001,20.050000000000004
9,Corey Davis,TEN,WR,5800.0,Corey Davis (15958425),11.990000000000002,14.46,20.225
0,Jared Cook,NO,TE,3400.0,Jared Cook (15958727),5.670000000000001,10.22,16.9
1,Dallas Goedert,PHI,TE,3900.0,Dallas Goedert (15958715),8.790000000000001,10.89,15.89
2,Jordan Reed,SF,TE,3200.0,Jordan Reed (15958733),5.32,8.690000000000001,13.42
3,Dalton Schultz,DAL,TE,3200.0,Dalton Schultz (15958735),5.8500000000000005,8.620000000000001,11.0
0,Seahawks,SEA,DST,3100.0,Seahawks  (15958901),5.742857142857144,7.885714285714287,8.557142857142857
1,Team,WAS,DST,2600.0,WAS Football Team  (15958908),4.385714285714286,6.171428571428572,8.542857142857143
2,Eagles,PHI,DST,2500.0,Eagles  (15958909),4.971428571428571,5.742857142857144,6.271428571428571
