QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Salary,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Draft Kings_MIN_Rank,Draft Kings_MID_Rank,Draft Kings_MAX_Rank,Raw Rank,Final Rank
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Corey Davis (15958425),CeeDee Lamb (15958449),Dallas Goedert (15958715),Ronald Jones II (15958185),Cardinals  (15958905),49800.0,105.81457142857144,132.22957142857143,156.88014285714286,741,385,1626,2752,634
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Anthony Miller (15958497),Damiere Byrd (15958475),Corey Davis (15958425),Jordan Akins (15958755),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,107.23257142857145,132.22457142857144,157.15414285714286,154,386,1519,2059,363
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Damiere Byrd (15958475),Chad Hansen (15958463),CeeDee Lamb (15958449),Jordan Reed (15958733),Dalvin Cook (15958161),Cardinals  (15958905),49900.0,105.15257142857143,132.22457142857144,160.59914285714285,1106,387,293,1786,269
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Anthony Miller (15958497),Breshad Perriman (15958483),Chad Hansen (15958463),Hayden Hurst (15958729),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,107.24657142857143,132.22457142857144,156.88714285714286,150,388,1623,2161,393
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Damiere Byrd (15958475),T.Y. Hilton (15958431),Dalton Schultz (15958735),Corey Davis (15958425),Cardinals  (15958905),49800.0,107.52657142857143,132.22457142857144,154.82214285714286,101,389,2242,2732,627
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Breshad Perriman (15958483),T.Y. Hilton (15958431),CeeDee Lamb (15958449),Dallas Goedert (15958715),Ronald Jones II (15958185),Cardinals  (15958905),50000.0,107.10157142857145,132.22457142857144,154.74714285714288,184,390,2254,2828,674
Matt Ryan (15958116),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Damiere Byrd (15958475),Corey Davis (15958425),Dallas Goedert (15958715),Ronald Jones II (15958185),WAS Football Team  (15958908),49500.0,106.02114285714288,132.2217142857143,157.02985714285714,604,391,1566,2561,553
Matt Ryan (15958116),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),Corey Davis (15958425),Keke Coutee (15958435),Dalton Schultz (15958735),Dalvin Cook (15958161),WAS Football Team  (15958908),49800.0,104.67114285714285,132.22171428571428,162.44985714285713,1429,392,54,1875,292
Tom Brady (15958105),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),Breshad Perriman (15958483),Keke Coutee (15958435),Dallas Goedert (15958715),Dalvin Cook (15958161),WAS Football Team  (15958908),49600.0,104.40514285714286,132.22171428571428,160.99285714285713,1597,393,218,2208,413
Jared Goff (15958106),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Damiere Byrd (15958475),Keke Coutee (15958435),Dallas Goedert (15958715),Ronald Jones II (15958185),WAS Football Team  (15958908),49900.0,104.48814285714286,132.2167142857143,158.50085714285714,1541,394,970,2905,722
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Breshad Perriman (15958483),T.Y. Hilton (15958431),Jordan Reed (15958733),Corey Davis (15958425),Cardinals  (15958905),49700.0,107.11657142857143,132.21457142857145,157.70214285714286,179,395,1301,1875,291
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Chad Hansen (15958463),Corey Davis (15958425),Jordan Reed (15958733),Keke Coutee (15958435),Cardinals  (15958905),50000.0,105.12657142857142,132.21457142857145,159.99214285714285,1125,396,449,1970,327
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Anthony Miller (15958497),Denzel Mims (15958493),CeeDee Lamb (15958449),Dalton Schultz (15958735),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,105.84657142857142,132.21457142857145,157.86714285714285,720,397,1246,2363,468
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Anthony Miller (15958497),Breshad Perriman (15958483),CeeDee Lamb (15958449),Dallas Goedert (15958715),Dalvin Cook (15958161),Cardinals  (15958905),49700.0,105.97257142857144,132.21457142857145,159.73914285714287,640,398,536,1574,206
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Denzel Mims (15958493),Corey Davis (15958425),Jordan Reed (15958733),Ronald Jones II (15958185),WAS Football Team  (15958908),49700.0,105.48514285714285,132.2117142857143,158.03785714285712,906,399,1162,2467,509
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Damiere Byrd (15958475),T.Y. Hilton (15958431),Hayden Hurst (15958729),Corey Davis (15958425),Cardinals  (15958905),49900.0,108.03657142857143,132.20457142857146,154.49214285714285,47,400,2320,2767,644
Matt Ryan (15958116),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),Corey Davis (15958425),Keke Coutee (15958435),Hayden Hurst (15958729),Dalvin Cook (15958161),WAS Football Team  (15958908),49900.0,105.18114285714287,132.2017142857143,162.11985714285714,1086,401,84,1571,204
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Damiere Byrd (15958475),Denzel Mims (15958493),Chad Hansen (15958463),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),49800.0,104.22514285714286,132.20171428571427,158.80285714285714,1725,402,847,2974,755
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Breshad Perriman (15958483),T.Y. Hilton (15958431),Corey Davis (15958425),Dallas Goedert (15958715),Ronald Jones II (15958185),WAS Football Team  (15958908),49800.0,106.56614285714286,132.20171428571427,156.27985714285714,360,403,1840,2603,569
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Anthony Miller (15958497),Denzel Mims (15958493),Corey Davis (15958425),Dalton Schultz (15958735),Dalvin Cook (15958161),WAS Football Team  (15958908),49800.0,105.31114285714287,132.19171428571428,159.39985714285714,1005,404,627,2036,352
Tom Brady (15958105),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),T.Y. Hilton (15958431),Chad Hansen (15958463),Dalton Schultz (15958735),Dalvin Cook (15958161),WAS Football Team  (15958908),49600.0,105.92514285714284,132.19171428571428,159.56285714285713,681,405,579,1665,229
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Anthony Miller (15958497),Breshad Perriman (15958483),Denzel Mims (15958493),Dallas Goedert (15958715),Dalvin Cook (15958161),WAS Football Team  (15958908),49600.0,105.04514285714285,132.19171428571428,157.94285714285715,1177,406,1216,2799,661
Jared Goff (15958106),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),Corey Davis (15958425),CeeDee Lamb (15958449),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),49900.0,104.35814285714287,132.1867142857143,164.61585714285715,1634,407,1,2042,355
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),T.Y. Hilton (15958431),Corey Davis (15958425),Jordan Reed (15958733),Keke Coutee (15958435),Cardinals  (15958905),49700.0,105.40157142857143,132.18457142857145,157.63214285714287,956,408,1336,2700,614
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Anthony Miller (15958497),Corey Davis (15958425),Jordan Reed (15958733),Ronald Jones II (15958185),WAS Football Team  (15958908),49600.0,106.17514285714284,132.1817142857143,158.69785714285715,530,409,888,1827,284
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Chad Hansen (15958463),Corey Davis (15958425),CeeDee Lamb (15958449),Dallas Goedert (15958715),Kenyan Drake (15958197),WAS Football Team  (15958908),50000.0,104.59014285714284,132.1817142857143,160.34785714285715,1487,410,361,2258,431
Jared Goff (15958106),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),T.Y. Hilton (15958431),Chad Hansen (15958463),Jordan Reed (15958733),Ronald Jones II (15958185),WAS Football Team  (15958908),49800.0,105.59814285714288,132.1767142857143,159.95085714285713,827,411,461,1699,241
Tom Brady (15958105),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),Denzel Mims (15958493),Keke Coutee (15958435),Dallas Goedert (15958715),Dalvin Cook (15958161),Cardinals  (15958905),49700.0,103.18657142857143,132.17457142857143,159.18714285714287,2201,412,703,3316,902
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Anthony Miller (15958497),T.Y. Hilton (15958431),Corey Davis (15958425),Dalton Schultz (15958735),Ronald Jones II (15958185),WAS Football Team  (15958908),50000.0,107.13014285714286,132.1717142857143,155.06785714285715,177,413,2183,2773,649
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Anthony Miller (15958497),Damiere Byrd (15958475),Chad Hansen (15958463),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),49700.0,104.91514285714285,132.1717142857143,159.46285714285713,1269,414,607,2290,446
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Anthony Miller (15958497),Denzel Mims (15958493),Corey Davis (15958425),Hayden Hurst (15958729),Dalvin Cook (15958161),WAS Football Team  (15958908),49900.0,105.82114285714286,132.1717142857143,159.06985714285713,734,415,752,1901,298
Tom Brady (15958105),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),T.Y. Hilton (15958431),Chad Hansen (15958463),Hayden Hurst (15958729),Dalvin Cook (15958161),WAS Football Team  (15958908),49700.0,106.43514285714286,132.17171428571427,159.2328571428571,419,416,681,1516,192
Jared Goff (15958106),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),Chad Hansen (15958463),Corey Davis (15958425),Jordan Reed (15958733),Dalvin Cook (15958161),Cardinals  (15958905),49900.0,104.02957142857144,132.16957142857143,162.1601428571429,1809,417,81,2307,451
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Chad Hansen (15958463),CeeDee Lamb (15958449),Jordan Akins (15958755),Dalvin Cook (15958161),WAS Football Team  (15958908),49800.0,106.93814285714285,132.1567142857143,161.17085714285713,223,418,184,825,61
Tom Brady (15958105),Alvin Kamara (15958163),Kenyan Drake (15958197),Anthony Miller (15958497),T.Y. Hilton (15958431),Corey Davis (15958425),Dallas Goedert (15958715),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,104.11657142857143,132.15457142857144,158.41214285714287,1775,419,1004,3198,850
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),T.Y. Hilton (15958431),Denzel Mims (15958493),Corey Davis (15958425),Dallas Goedert (15958715),Ronald Jones II (15958185),Cardinals  (15958905),49900.0,105.34757142857144,132.15457142857144,154.47414285714285,986,420,2327,3733,1143
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Damiere Byrd (15958475),Keke Coutee (15958435),Jordan Akins (15958755),Dalvin Cook (15958161),Cardinals  (15958905),49600.0,106.37257142857143,132.15457142857144,157.85914285714287,454,421,1249,2124,378
Tom Brady (15958105),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),Damiere Byrd (15958475),T.Y. Hilton (15958431),Jordan Reed (15958733),Dalvin Cook (15958161),Cardinals  (15958905),49500.0,105.04657142857144,132.15457142857144,158.41714285714286,1174,422,999,2595,565
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Breshad Perriman (15958483),Damiere Byrd (15958475),Keke Coutee (15958435),Dalton Schultz (15958735),Dalvin Cook (15958161),WAS Football Team  (15958908),49900.0,105.47114285714287,132.1517142857143,159.49485714285714,912,423,596,1931,310
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Anthony Miller (15958497),Breshad Perriman (15958483),T.Y. Hilton (15958431),Dallas Goedert (15958715),Corey Davis (15958425),WAS Football Team  (15958908),50000.0,106.79514285714285,132.1517142857143,157.81785714285715,282,424,1263,1969,326
Tom Brady (15958105),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),Anthony Miller (15958497),Keke Coutee (15958435),Dallas Goedert (15958715),Dalvin Cook (15958161),Cardinals  (15958905),49600.0,103.87657142857142,132.14457142857142,159.84714285714287,1897,425,491,2813,670
Matt Ryan (15958116),Derrick Henry (15958159),Kenyan Drake (15958197),Damiere Byrd (15958475),T.Y. Hilton (15958431),CeeDee Lamb (15958449),Dallas Goedert (15958715),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,104.96257142857144,132.14457142857142,159.66914285714284,1229,426,557,2212,415
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),T.Y. Hilton (15958431),Corey Davis (15958425),Jordan Reed (15958733),Kenyan Drake (15958197),Cardinals  (15958905),49600.0,104.30457142857145,132.13957142857143,159.80014285714287,1666,427,510,2603,568
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Breshad Perriman (15958483),T.Y. Hilton (15958431),Dalton Schultz (15958735),Ronald Jones II (15958185),WAS Football Team  (15958908),49600.0,107.98514285714285,132.1317142857143,155.84285714285713,52,428,1989,2469,511
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Chad Hansen (15958463),Keke Coutee (15958435),Dalton Schultz (15958735),Ronald Jones II (15958185),WAS Football Team  (15958908),49900.0,105.99514285714287,132.1317142857143,158.13285714285715,623,429,1125,2177,396
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Breshad Perriman (15958483),Damiere Byrd (15958475),Keke Coutee (15958435),Hayden Hurst (15958729),Dalvin Cook (15958161),WAS Football Team  (15958908),50000.0,105.98114285714286,132.13171428571428,159.16485714285713,632,430,713,1775,264
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Damiere Byrd (15958475),Chad Hansen (15958463),Dalton Schultz (15958735),Dalvin Cook (15958161),WAS Football Team  (15958908),49500.0,105.43814285714285,132.12671428571429,158.74085714285712,936,431,873,2240,424
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Anthony Miller (15958497),T.Y. Hilton (15958431),Corey Davis (15958425),Dallas Goedert (15958715),Ronald Jones II (15958185),Cardinals  (15958905),49800.0,106.03757142857145,132.12457142857144,155.13414285714288,592,432,2166,3190,846
Tom Brady (15958105),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),Breshad Perriman (15958483),Corey Davis (15958425),Dalton Schultz (15958735),Dalvin Cook (15958161),Cardinals  (15958905),49700.0,106.41657142857143,132.12457142857144,158.05214285714285,430,433,1155,2018,343
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Anthony Miller (15958497),T.Y. Hilton (15958431),Corey Davis (15958425),Dallas Goedert (15958715),Keke Coutee (15958435),WAS Football Team  (15958908),50000.0,105.08014285714285,132.1217142857143,157.74785714285716,1152,434,1283,2869,695
Tom Brady (15958105),Derrick Henry (15958159),Kenyan Drake (15958197),Damiere Byrd (15958475),T.Y. Hilton (15958431),Denzel Mims (15958493),Dallas Goedert (15958715),Dalvin Cook (15958161),WAS Football Team  (15958908),49900.0,104.03514285714286,132.1217142857143,157.87285714285713,1805,435,1239,3479,1001
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Breshad Perriman (15958483),Corey Davis (15958425),CeeDee Lamb (15958449),Dallas Goedert (15958715),Ronald Jones II (15958185),WAS Football Team  (15958908),50000.0,106.65014285714287,132.1217142857143,156.62785714285715,334,436,1727,2497,526
Tom Brady (15958105),Alvin Kamara (15958163),Dalvin Cook (15958161),Michael Gallup (15958491),T.Y. Hilton (15958431),Corey Davis (15958425),Jordan Reed (15958733),Ronald Jones II (15958185),WAS Football Team  (15958908),49600.0,105.55514285714284,132.1217142857143,157.96785714285713,855,437,1203,2495,525
Jared Goff (15958106),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Damiere Byrd (15958475),Corey Davis (15958425),Dalton Schultz (15958735),Ronald Jones II (15958185),Cardinals  (15958905),50000.0,106.49957142857144,132.11957142857145,155.56014285714286,388,438,2053,2879,700
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Breshad Perriman (15958483),Damiere Byrd (15958475),CeeDee Lamb (15958449),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),50000.0,105.15814285714285,132.1167142857143,161.66085714285714,1102,439,117,1658,225
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Breshad Perriman (15958483),T.Y. Hilton (15958431),Hayden Hurst (15958729),Ronald Jones II (15958185),WAS Football Team  (15958908),49700.0,108.49514285714287,132.1117142857143,155.51285714285714,20,440,2069,2529,543
Matt Ryan (15958116),Derrick Henry (15958159),Kenyan Drake (15958197),T.Y. Hilton (15958431),Denzel Mims (15958493),Corey Davis (15958425),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),50000.0,103.89114285714285,132.1117142857143,162.20985714285715,1886,441,74,2401,482
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Chad Hansen (15958463),Keke Coutee (15958435),Hayden Hurst (15958729),Ronald Jones II (15958185),WAS Football Team  (15958908),50000.0,106.50514285714286,132.1117142857143,157.80285714285714,383,442,1268,2093,373
Jared Goff (15958106),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Breshad Perriman (15958483),Corey Davis (15958425),Jordan Reed (15958733),Ronald Jones II (15958185),Cardinals  (15958905),49900.0,106.08957142857145,132.10957142857143,158.44014285714286,564,443,991,1998,338
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Damiere Byrd (15958475),Chad Hansen (15958463),Hayden Hurst (15958729),Dalvin Cook (15958161),WAS Football Team  (15958908),49600.0,105.94814285714287,132.1067142857143,158.4108571428571,658,444,1005,2107,375
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),T.Y. Hilton (15958431),Denzel Mims (15958493),Corey Davis (15958425),Dallas Goedert (15958715),Kenyan Drake (15958197),WAS Football Team  (15958908),50000.0,103.29314285714287,132.10671428571428,159.25585714285714,2169,445,670,3284,886
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),T.Y. Hilton (15958431),CeeDee Lamb (15958449),Dalton Schultz (15958735),Keke Coutee (15958435),Cardinals  (15958905),50000.0,106.73657142857144,132.10457142857146,158.44714285714286,305,446,989,1740,250
Tom Brady (15958105),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),Breshad Perriman (15958483),Corey Davis (15958425),Hayden Hurst (15958729),Dalvin Cook (15958161),Cardinals  (15958905),49800.0,106.92657142857144,132.10457142857143,157.72214285714284,226,447,1294,1967,325
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Breshad Perriman (15958483),Chad Hansen (15958463),Corey Davis (15958425),Dallas Goedert (15958715),Ronald Jones II (15958185),Cardinals  (15958905),50000.0,106.32157142857145,132.10457142857143,154.1721428571429,481,448,2385,3314,899
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Damiere Byrd (15958475),Denzel Mims (15958493),Keke Coutee (15958435),Dalton Schultz (15958735),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,104.25257142857144,132.10457142857143,157.68914285714288,1706,449,1306,3461,991
Matt Ryan (15958116),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),CeeDee Lamb (15958449),Keke Coutee (15958435),Dallas Goedert (15958715),Ronald Jones II (15958185),WAS Football Team  (15958908),49700.0,105.23114285714286,132.1017142857143,160.65485714285714,1048,450,283,1781,268
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),T.Y. Hilton (15958431),Keke Coutee (15958435),Dalton Schultz (15958735),Ronald Jones II (15958185),WAS Football Team  (15958908),49600.0,106.27014285714284,132.10171428571428,155.77285714285713,505,451,2006,2962,751
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Denzel Mims (15958493),Keke Coutee (15958435),Hayden Hurst (15958729),Dalvin Cook (15958161),WAS Football Team  (15958908),49500.0,104.96114285714285,132.10171428571428,159.77485714285714,1233,452,519,2204,411
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Breshad Perriman (15958483),Damiere Byrd (15958475),Chad Hansen (15958463),Jordan Reed (15958733),Dalvin Cook (15958161),Cardinals  (15958905),50000.0,104.82957142857143,132.09957142857144,159.20514285714285,1324,453,695,2472,513
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Corey Davis (15958425),Keke Coutee (15958435),Dalton Schultz (15958735),Kenyan Drake (15958197),Cardinals  (15958905),49700.0,104.70157142857143,132.09457142857144,157.98214285714286,1415,454,1194,3063,792
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Damiere Byrd (15958475),Keke Coutee (15958435),Jordan Reed (15958733),Ronald Jones II (15958185),Cardinals  (15958905),49800.0,105.11657142857143,132.09457142857144,156.98714285714286,1132,455,1588,3175,839
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Breshad Perriman (15958483),Denzel Mims (15958493),Keke Coutee (15958435),Jordan Reed (15958733),Dalvin Cook (15958161),Cardinals  (15958905),49900.0,103.84257142857143,132.0945714285714,160.56914285714288,1925,456,299,2680,599
Tom Brady (15958105),Derrick Henry (15958159),Kenyan Drake (15958197),Anthony Miller (15958497),Damiere Byrd (15958475),T.Y. Hilton (15958431),Dallas Goedert (15958715),Dalvin Cook (15958161),WAS Football Team  (15958908),49800.0,104.72514285714286,132.0917142857143,158.53285714285713,1390,457,958,2805,665
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Denzel Mims (15958493),CeeDee Lamb (15958449),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),49500.0,104.13814285714287,132.0867142857143,162.27085714285712,1768,458,64,2290,447
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),T.Y. Hilton (15958431),Denzel Mims (15958493),Dalton Schultz (15958735),Ronald Jones II (15958185),Cardinals  (15958905),49700.0,106.76657142857144,132.08457142857145,154.03714285714287,292,459,2404,3155,830
Matt Ryan (15958116),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Chad Hansen (15958463),Keke Coutee (15958435),Dallas Goedert (15958715),Ronald Jones II (15958185),Cardinals  (15958905),49700.0,104.90257142857143,132.08457142857145,158.19914285714287,1278,460,1104,2842,678
Tom Brady (15958105),Alvin Kamara (15958163),Kenyan Drake (15958197),Michael Gallup (15958491),T.Y. Hilton (15958431),Keke Coutee (15958435),Dallas Goedert (15958715),Dalvin Cook (15958161),Cardinals  (15958905),49600.0,103.25657142857143,132.08457142857142,159.11714285714288,2181,461,731,3373,942
Matt Ryan (15958116),Derrick Henry (15958159),Kenyan Drake (15958197),Anthony Miller (15958497),T.Y. Hilton (15958431),Corey Davis (15958425),Jordan Reed (15958733),Dalvin Cook (15958161),WAS Football Team  (15958908),49900.0,104.58114285714285,132.0817142857143,162.86985714285714,1491,462,30,1983,332
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),T.Y. Hilton (15958431),Keke Coutee (15958435),Hayden Hurst (15958729),Ronald Jones II (15958185),WAS Football Team  (15958908),49700.0,106.78014285714286,132.0817142857143,155.44285714285715,288,463,2086,2837,675
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),T.Y. Hilton (15958431),Denzel Mims (15958493),Chad Hansen (15958463),Jordan Akins (15958755),Dalvin Cook (15958161),WAS Football Team  (15958908),49900.0,106.47114285714287,132.0817142857143,158.76485714285715,405,464,864,1733,247
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Breshad Perriman (15958483),T.Y. Hilton (15958431),Dallas Goedert (15958715),Keke Coutee (15958435),WAS Football Team  (15958908),49600.0,105.93514285714286,132.0817142857143,158.52285714285713,672,465,961,2098,374
Matt Ryan (15958116),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),T.Y. Hilton (15958431),Corey Davis (15958425),Dalton Schultz (15958735),Keke Coutee (15958435),WAS Football Team  (15958908),49800.0,106.20114285714286,132.0817142857143,159.97985714285713,525,466,454,1445,176
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Corey Davis (15958425),Keke Coutee (15958435),Jordan Reed (15958733),Ronald Jones II (15958185),Cardinals  (15958905),49900.0,104.37457142857144,132.07957142857143,158.37014285714287,1618,467,1022,3107,812
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Anthony Miller (15958497),T.Y. Hilton (15958431),Corey Davis (15958425),Dallas Goedert (15958715),Kenyan Drake (15958197),WAS Football Team  (15958908),49900.0,103.98314285714287,132.07671428571427,159.91585714285713,1830,468,474,2772,647
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Anthony Miller (15958497),Damiere Byrd (15958475),Keke Coutee (15958435),Dalton Schultz (15958735),Dalvin Cook (15958161),Cardinals  (15958905),49900.0,104.94257142857144,132.07457142857143,158.34914285714285,1246,469,1032,2747,633
Tom Brady (15958105),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Corey Davis (15958425),Keke Coutee (15958435),Hayden Hurst (15958729),Kenyan Drake (15958197),Cardinals  (15958905),49800.0,105.21157142857143,132.07457142857143,157.65214285714285,1063,470,1323,2856,688
Jared Goff (15958106),Alvin Kamara (15958163),Derrick Henry (15958159),Michael Gallup (15958491),Denzel Mims (15958493),Chad Hansen (15958463),Jordan Reed (15958733),Dalvin Cook (15958161),Cardinals  (15958905),49500.0,103.80957142857145,132.06957142857144,159.81514285714286,1937,471,501,2909,723
Jared Goff (15958106),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),Damiere Byrd (15958475),Corey Davis (15958425),Dallas Goedert (15958715),Keke Coutee (15958435),Cardinals  (15958905),50000.0,104.44957142857145,132.06957142857144,158.24014285714287,1572,472,1084,3128,820
Matt Ryan (15958116),Alvin Kamara (15958163),Derrick Henry (15958159),Anthony Miller (15958497),Breshad Perriman (15958483),Keke Coutee (15958435),Jordan Reed (15958733),Dalvin Cook (15958161),Cardinals  (15958905),49800.0,104.53257142857143,132.06457142857144,161.22914285714288,1518,473,176,2167,394
Tom Brady (15958105),Derrick Henry (15958159),Dalvin Cook (15958161),Michael Gallup (15958491),T.Y. Hilton (15958431),Denzel Mims (15958493),Hayden Hurst (15958729),Ronald Jones II (15958185),Cardinals  (15958905),49800.0,107.27657142857143,132.06457142857144,153.70714285714286,144,474,2450,3068,799
Tom Brady (15958105),Derrick Henry (15958159),Kenyan Drake (15958197),Michael Gallup (15958491),Chad Hansen (15958463),CeeDee Lamb (15958449),Dallas Goedert (15958715),Dalvin Cook (15958161),Cardinals  (15958905),49600.0,104.91657142857144,132.06457142857144,159.97714285714287,1266,475,455,2196,405
