,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
15,Packers,3.3,1.9,2.5,1.1,0.7,0.9,0.6,0.4,0.5,0.8,0.6,0.7,0.2,0.0,0.1,0.0,0.0,0.0,23.8,18.1,21.4,348.4,370.0,356.8,7.1,5.4,6.1,15,DST
16,Titans,3.2,1.9,2.5,1.0,0.7,0.8,0.7,0.4,0.5,0.7,0.5,0.6,0.2,0.1,0.1,0.0,0.0,0.0,26.1,18.5,21.2,337.0,357.9,349.3,7.5,5.9,6.1,15,DST
17,Bears,2.9,2.1,2.3,1.1,0.6,0.8,0.9,0.4,0.6,1.2,0.6,0.9,0.2,0.0,0.1,0.1,0.0,0.0,25.0,20.0,23.2,342.0,367.5,358.4,7.1,5.9,6.1,15,DST
18,Giants,3.0,1.8,2.1,1.0,0.8,0.9,0.7,0.4,0.6,1.0,0.8,0.9,0.2,0.0,0.2,0.1,0.0,0.0,25.5,21.6,23.8,356.0,361.6,359.2,6.6,5.2,6.0,15,DST
19,Vikings,2.9,2.0,2.3,1.1,0.7,0.8,0.7,0.4,0.5,1.0,0.5,0.7,0.2,0.0,0.1,0.1,0.0,0.1,22.0,20.0,21.3,307.0,356.2,335.6,7.0,5.9,6.0,15,DST
20,Patriots,2.6,2.3,2.4,1.0,0.2,0.8,0.7,0.4,0.5,0.9,0.6,0.7,0.2,0.0,0.1,0.1,0.0,0.0,23.1,18.5,21.1,319.0,344.0,334.1,7.1,5.5,5.9,15,DST
21,Raiders,2.6,1.3,2.0,1.1,0.7,0.9,0.7,0.5,0.5,0.9,0.7,0.8,0.2,0.0,0.1,0.0,0.0,0.0,26.6,20.4,23.7,377.9,413.4,396.8,6.4,5.7,5.7,15,DST
22,Saints,3.0,1.8,2.2,0.9,0.6,0.7,0.8,0.3,0.5,1.0,0.7,0.8,0.2,0.0,0.1,0.1,0.0,0.0,28.3,20.9,24.7,357.0,401.9,383.8,6.6,4.3,5.6,15,DST
23,Chiefs,2.7,1.5,1.9,0.9,0.5,0.7,0.7,0.4,0.5,1.0,0.7,0.8,0.2,0.1,0.1,0.0,0.0,0.0,26.9,22.4,24.8,356.0,377.6,367.5,6.1,4.5,5.3,15,DST
24,Texans,3.0,1.3,1.9,1.0,0.6,0.8,0.7,0.4,0.5,0.9,0.6,0.8,0.2,0.0,0.1,0.1,0.0,0.0,29.3,22.4,27.4,380.4,395.0,387.8,5.8,4.3,5.2,15,DST
25,Chargers,2.8,1.3,2.0,0.7,0.5,0.6,1.0,0.4,0.6,1.3,0.4,0.8,0.2,0.0,0.1,0.0,0.0,0.0,29.3,21.0,26.1,347.2,367.0,358.5,6.0,4.7,5.2,15,DST
26,Falcons,2.8,1.3,1.8,1.0,0.6,0.7,0.7,0.4,0.5,1.0,0.7,0.9,0.2,0.1,0.1,0.0,0.0,0.0,28.0,21.5,25.8,360.0,392.0,370.8,6.1,3.8,5.1,15,DST
27,Jets,3.1,0.9,1.7,0.8,0.6,0.7,0.8,0.3,0.6,1.1,0.6,0.9,0.2,0.0,0.1,0.0,0.0,0.0,30.5,23.9,27.8,378.4,385.0,381.8,5.8,3.8,5.1,15,DST
28,Jaguars,2.6,1.7,2.0,0.7,0.5,0.6,0.7,0.3,0.5,0.9,0.5,0.7,0.2,0.0,0.1,0.1,0.0,0.0,30.8,23.4,28.4,352.7,378.0,364.3,5.7,3.8,5.1,15,DST
29,Lions,2.6,1.5,2.0,0.8,0.5,0.6,0.6,0.3,0.5,0.9,0.5,0.7,0.2,0.0,0.1,0.0,0.0,0.0,32.3,24.5,29.1,381.7,403.9,392.8,6.2,3.4,4.9,15,DST
30,Bengals,2.6,0.7,1.5,0.8,0.6,0.8,0.6,0.3,0.5,0.6,0.4,0.5,0.2,0.0,0.1,0.0,0.0,0.0,27.3,21.3,24.8,353.8,375.4,363.1,5.6,4.1,4.7,15,DST
31,Panthers,2.6,1.3,1.8,0.6,0.3,0.4,0.9,0.3,0.6,1.3,0.6,0.9,0.2,0.0,0.1,0.0,0.0,0.0,32.4,24.7,29.4,375.0,399.6,383.8,5.4,2.2,4.5,15,DST
