,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Derrick Henry,TEN,26.4,19.2,23.0,125.2,97.0,110.9,1.3,0.6,1.0,1.8,1.0,1.4,15.6,9.8,12.6,0.1,0.0,0.1,0.1,0.2,0.1,22.0,16.0,18.4,15,RB
1,Dalvin Cook,MIN,24.1,17.0,20.4,106.0,84.7,93.0,1.0,0.4,0.8,4.0,3.0,3.4,34.0,23.0,29.2,0.2,0.0,0.1,0.1,0.2,0.2,19.4,14.9,17.1,15,RB
2,Alvin Kamara,NO,16.0,10.5,12.7,77.0,52.0,62.4,1.0,0.3,0.6,8.5,4.7,6.2,76.0,41.3,53.0,0.3,0.0,0.2,0.0,0.2,0.1,18.8,14.6,16.2,15,RB
3,Austin Ekeler,LAC,16.0,8.0,12.7,69.5,48.2,58.7,0.4,0.0,0.3,7.0,4.6,5.6,54.4,46.9,51.1,1.0,0.2,0.4,0.0,0.2,0.1,17.9,12.5,14.8,15,RB
4,Aaron Jones,GB,16.2,13.1,14.4,76.0,65.0,70.9,1.0,0.5,0.8,3.8,2.3,3.1,25.3,19.0,23.5,0.2,0.0,0.1,0.0,0.2,0.1,16.2,13.0,14.7,15,RB
5,Jonathan Taylor,IND,17.2,15.8,16.5,90.0,61.8,77.5,1.0,0.5,0.7,3.2,1.8,2.5,29.3,15.2,22.3,0.2,0.0,0.1,0.1,0.2,0.1,17.9,11.6,14.7,15,RB
6,Nick Chubb,CLE,19.0,15.4,17.5,100.3,72.3,87.2,1.0,0.4,0.7,2.3,1.0,1.3,15.6,6.0,9.7,0.1,0.0,0.0,0.1,0.2,0.1,15.7,11.5,13.9,15,RB
7,Cam Akers,LAR,22.0,14.1,18.9,111.0,61.9,79.4,1.0,0.3,0.6,2.9,1.1,1.7,19.9,7.8,13.9,0.2,0.0,0.1,0.0,0.2,0.1,16.1,10.6,13.4,15,RB
8,James Robinson,JAC,19.0,16.7,17.5,77.4,70.0,74.0,1.0,0.3,0.5,3.9,3.0,3.4,26.3,22.0,23.5,0.2,0.0,0.1,0.0,0.2,0.1,15.5,12.1,13.1,15,RB
9,Josh Jacobs,LV,19.2,16.0,17.2,86.4,63.4,72.4,1.0,0.4,0.6,2.9,1.5,2.2,19.5,11.0,16.2,0.1,0.0,0.0,0.1,0.2,0.1,14.3,10.9,12.8,15,RB
10,Mike Davis,CAR,16.0,10.5,13.3,67.0,40.0,56.3,1.0,0.3,0.5,5.6,3.5,4.3,35.0,24.2,29.7,0.2,0.0,0.1,0.1,0.2,0.1,15.8,10.8,12.4,15,RB
11,D'Andre Swift,DET,14.0,8.1,11.7,64.0,32.8,52.7,1.0,0.3,0.5,4.2,2.9,3.6,41.6,18.5,31.9,0.3,0.0,0.2,0.0,0.1,0.1,15.0,11.0,12.4,15,RB
12,David Montgomery,CHI,15.6,13.6,14.6,69.2,58.0,61.8,1.0,0.3,0.5,4.0,2.5,3.2,30.0,20.6,25.2,0.2,0.0,0.1,0.1,0.2,0.1,15.3,10.9,12.2,15,RB
