,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
47,DeVante Parker,NE,5.0,2.4,3.5,59.0,30.0,45.1,1.0,0.1,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,3.6,6.5,1,2022,WR
48,Marvin Jones,JAC,4.6,3.0,3.7,54.5,40.3,46.8,0.4,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,4.0,6.4,1,2022,WR
49,Mecole Hardman,KC,5.2,2.6,3.5,61.0,30.2,42.3,0.3,0.0,0.2,0.6,0.4,0.5,10.5,2.0,4.6,0.0,0.0,0.0,0.0,0.1,0.0,9.4,3.0,6.1,1,2022,WR
50,Chris Olave,NO,4.0,2.8,3.3,58.0,37.1,45.7,0.3,0.0,0.2,0.1,0.0,0.0,1.5,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,7.9,3.5,6.0,1,2022,WR
51,Jakobi Meyers,NE,6.1,3.8,4.5,62.0,40.1,50.5,0.3,0.0,0.2,0.1,0.0,0.1,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,8.3,3.8,5.9,1,2022,WR
52,Chris Godwin,TB,6.4,1.0,3.6,69.4,10.0,43.3,0.4,0.0,0.2,0.2,0.0,0.1,1.8,0.0,0.9,0.1,0.0,0.0,0.0,0.1,0.0,10.1,0.8,5.9,1,2022,WR
53,Kenny Golladay,NYG,4.0,2.6,3.2,61.0,38.6,45.9,0.5,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,3.8,5.8,1,2022,WR
54,Tyler Boyd,CIN,4.0,3.2,3.7,51.0,36.3,41.5,0.5,0.0,0.3,0.2,0.0,0.1,1.7,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,8.3,3.6,5.8,1,2022,WR
55,Robbie Anderson,CAR,4.0,2.9,3.5,49.0,30.3,41.2,0.5,0.0,0.3,0.3,0.0,0.2,1.7,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,8.1,3.0,5.8,1,2022,WR
56,DJ Chark,DET,5.0,1.7,3.2,62.0,23.0,42.7,0.5,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,2.3,5.7,1,2022,WR
57,George Pickens,PIT,4.3,3.1,3.7,57.4,39.0,45.4,0.5,0.0,0.2,0.1,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,8.8,3.7,5.7,1,2022,WR
58,Julio Jones,TB,5.0,1.2,3.0,80.0,16.9,44.2,0.5,0.0,0.2,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,11.1,1.6,5.7,1,2022,WR
59,Allen Lazard,GB,5.0,1.7,3.6,3.9,3.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1,2022,WR
60,Jarvis Landry,NO,4.2,2.2,3.5,46.1,27.0,40.2,0.3,0.0,0.2,0.4,0.0,0.3,4.8,0.0,2.1,0.1,0.0,0.0,0.0,0.1,0.0,7.5,2.5,5.6,1,2022,WR
61,Curtis Samuel,WAS,3.6,0.6,2.7,44.0,7.0,30.5,0.5,0.0,0.2,2.0,0.8,1.5,19.0,4.7,9.8,0.1,0.0,0.1,0.0,0.0,0.0,9.9,1.1,5.5,1,2022,WR
62,Jahan Dotson,WAS,3.5,2.2,3.0,50.4,29.0,40.1,0.5,0.0,0.3,0.1,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,8.1,2.7,5.5,1,2022,WR
63,Sammy Watkins,GB,5.0,2.0,3.1,63.0,30.0,41.8,0.3,0.0,0.2,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,8.1,2.8,5.3,1,2022,WR
64,Randall Cobb,GB,3.5,1.0,2.9,46.0,17.0,36.7,0.4,0.0,0.3,0.2,0.0,0.1,1.4,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,7.2,1.5,5.2,1,2022,WR
65,Sterling Shepard,NYG,4.8,3.0,3.8,52.4,29.9,39.9,0.3,0.1,0.2,0.3,0.0,0.2,2.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,7.3,3.6,5.2,1,2022,WR
66,KJ Hamler,DEN,3.3,2.5,2.8,39.0,30.3,35.3,0.3,0.0,0.2,0.7,0.0,0.3,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,3.0,5.0,1,2022,WR
67,Parris Campbell,IND,4.0,2.1,2.9,48.0,30.0,38.4,0.3,0.0,0.2,0.1,0.0,0.0,1.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,3.0,5.0,1,2022,WR
68,Donovan Peoples-Jones,CLE,4.0,2.2,2.8,47.9,29.8,40.3,0.2,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,6.2,2.8,4.9,1,2022,WR
69,Treylon Burks,TEN,3.4,1.1,2.7,47.6,13.1,35.4,0.3,0.0,0.2,0.6,0.0,0.3,5.0,0.0,1.6,0.0,0.0,0.0,0.0,0.1,0.0,7.2,1.1,4.8,1,2022,WR
70,KJ Osborn,MIN,3.3,2.0,2.7,41.3,27.2,34.5,0.4,0.0,0.2,0.1,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.6,2.7,4.8,1,2022,WR
71,Garrett Wilson,NYJ,3.5,0.8,2.5,49.4,10.0,36.3,0.2,0.0,0.2,0.3,0.0,0.1,2.0,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,6.5,0.8,4.6,1,2022,WR
72,Jamison Crowder,BUF,3.2,1.4,2.4,33.0,13.7,25.4,0.3,0.0,0.2,0.5,0.0,0.1,4.0,0.0,0.7,1.0,0.0,0.2,0.0,0.0,0.0,11.5,1.3,4.6,1,2022,WR
73,Joshua Palmer,LAC,4.0,1.9,2.8,39.4,21.2,30.3,0.5,0.0,0.3,0.1,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.1,4.5,1,2022,WR
74,Jalen Tolbert,DAL,4.0,1.6,2.9,55.0,20.6,36.6,0.3,0.0,0.2,0.1,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,7.4,1.9,4.5,1,2022,WR
75,Alec Pierce,IND,3.4,1.9,2.6,42.6,24.7,34.9,0.3,0.0,0.2,0.1,0.0,0.0,1.3,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,6.2,2.3,4.5,1,2022,WR
76,Zay Jones,JAC,4.0,2.2,3.1,45.8,25.6,34.9,0.3,0.0,0.2,0.5,0.0,0.1,3.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,6.7,2.4,4.5,1,2022,WR
77,Nick Westbrook-Ikhine,TEN,3.3,2.2,2.7,40.2,25.8,33.2,0.3,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,5.8,2.4,4.3,1,2022,WR
78,Kendrick Bourne,NE,4.0,1.0,2.4,50.0,11.0,29.7,0.3,0.0,0.1,0.8,0.0,0.4,6.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,7.6,1.1,4.2,1,2022,WR
79,Noah Brown,DAL,3.7,1.6,2.7,44.0,17.9,33.3,0.2,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.9,1.8,4.1,1,2022,WR
80,Isaiah McKenzie,BUF,3.4,2.0,2.7,33.9,17.0,26.6,0.3,0.0,0.1,0.7,0.0,0.5,13.8,0.0,4.7,0.1,0.0,0.0,0.0,0.0,0.0,7.1,1.6,4.1,1,2022,WR
81,Cedrick Wilson,MIA,3.0,2.0,2.5,36.0,24.0,31.1,0.3,0.0,0.2,0.2,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.4,2.3,4.1,1,2022,WR
82,Romeo Doubs,GB,3.3,0.7,2.3,43.0,9.5,30.4,0.3,0.0,0.2,0.2,0.0,0.1,1.4,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,6.5,0.8,4.0,1,2022,WR
83,Braxton Berrios,NYJ,3.3,1.1,2.6,34.3,12.8,27.4,0.2,0.0,0.1,0.9,0.0,0.4,4.8,0.0,2.5,0.2,0.0,0.0,0.0,0.1,0.0,6.3,1.1,3.9,1,2022,WR
84,Skyy Moore,KC,3.0,1.2,2.2,42.8,13.1,28.5,0.4,0.0,0.2,0.1,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,6.5,1.1,3.9,1,2022,WR
85,Christian Watson,GB,3.5,1.0,2.2,47.7,15.0,28.9,0.3,0.0,0.2,0.2,0.0,0.1,1.4,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,6.6,1.3,3.9,1,2022,WR
86,Wan'Dale Robinson,NYG,4.0,0.7,2.8,50.0,7.9,31.5,0.2,0.0,0.1,0.7,0.0,0.3,4.1,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.7,3.8,1,2022,WR
87,Byron Pringle,CHI,3.0,2.0,2.4,42.0,22.9,30.6,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,2.3,3.7,1,2022,WR
88,Bryan Edwards,ATL,3.0,1.1,2.1,35.3,14.0,28.2,0.3,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,1.4,3.7,1,2022,WR
89,Darius Slayton,NYG,2.7,0.8,1.9,38.0,11.1,28.4,0.2,0.1,0.2,0.1,0.0,0.1,0.0,-0.7,-0.2,0.0,0.0,0.0,0.0,0.1,0.1,5.0,1.1,3.6,1,2022,WR
90,Josh Reynolds,DET,3.2,0.4,2.3,43.2,4.8,28.6,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.5,3.4,1,2022,WR
91,Nelson Agholor,NE,3.0,1.6,2.0,36.0,19.0,27.1,0.2,0.0,0.1,0.3,0.0,0.1,1.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.9,3.4,1,2022,WR
92,Chris Conley,HOU,2.0,1.6,1.8,23.0,20.0,21.5,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2.6,3.4,1,2022,WR
93,Olamide Zaccheaus,ATL,3.0,1.4,2.1,36.0,17.5,25.7,0.3,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,1.7,3.3,1,2022,WR
94,Devin Duvernay,BAL,3.0,1.8,2.2,38.0,19.0,25.3,0.2,0.0,0.1,0.6,0.0,0.4,5.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,5.4,1.9,3.2,1,2022,WR
95,Jauan Jennings,SF,2.0,1.6,1.8,28.0,17.0,22.8,0.3,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1.7,3.2,1,2022,WR
96,Ben Skowronek,LAR,3.6,1.0,2.2,38.0,13.0,24.7,0.2,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.1,1.3,3.2,1,2022,WR
97,Quez Watkins,PHI,3.0,1.0,1.8,36.0,14.0,24.1,0.2,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,1.4,2.9,1,2022,WR
98,David Bell,CLE,3.0,1.0,1.7,37.8,11.0,21.6,0.2,0.0,0.1,0.2,0.0,0.1,2.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,5.4,0.9,2.9,1,2022,WR
99,Quintez Cephus,DET,2.1,1.0,1.5,26.3,13.5,19.7,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,1.8,2.8,1,2022,WR
100,Equanimeous St,CHI,3.0,0.8,1.8,36.1,10.8,23.6,0.1,0.0,0.1,0.1,0.0,0.0,1.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.0,2.7,1,2022,WR
101,Phillip Dorsett,HOU,2.0,1.0,1.6,28.0,15.0,20.8,0.1,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.7,1.5,2.6,1,2022,WR
102,Laviska Shenault,CAR,3.3,0.8,1.8,31.2,8.3,18.3,0.1,0.0,0.1,0.9,0.2,0.5,3.7,1.3,2.6,0.0,0.0,0.0,0.0,0.0,0.0,4.3,1.2,2.6,1,2022,WR
103,Kalif Raymond,DET,2.5,0.3,1.5,29.0,4.2,18.3,0.2,0.0,0.1,0.2,0.0,0.1,1.5,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,4.3,0.3,2.6,1,2022,WR
104,Jalen Guyton,LAC,1.9,0.9,1.3,27.0,11.0,17.6,0.2,0.0,0.1,0.5,0.0,0.3,3.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,4.3,1.1,2.6,1,2022,WR
105,Andy Isabella,ARI,2.6,0.0,1.5,28.7,2.8,17.5,0.2,0.0,0.1,0.1,0.0,0.0,0.1,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.3,2.5,1,2022,WR
106,Mack Hollins,LV,1.8,1.0,1.3,29.4,12.0,17.5,0.4,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,1.2,2.4,1,2022,WR
107,Cam Sims,WAS,1.8,0.9,1.3,23.7,11.8,17.4,0.2,0.1,0.1,0.1,0.0,0.1,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.6,2.4,1,2022,WR
108,Marquez Callaway,NO,3.0,0.5,1.2,42.1,6.8,17.5,0.3,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.7,2.4,1,2022,WR
109,Greg Dortch,ARI,2.6,0.5,1.5,28.8,5.4,16.5,0.2,0.0,0.1,0.5,0.0,0.2,3.1,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.7,2.4,1,2022,WR
110,James Proche,BAL,2.0,1.2,1.5,25.0,14.8,18.3,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,1.5,2.3,1,2022,WR
111,Velus Jones,CHI,2.0,1.4,1.7,24.0,17.4,20.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.7,2.3,1,2022,WR
112,Tutu Atwell,LAR,2.1,0.8,1.4,24.3,9.6,16.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.4,2.3,1,2022,WR
113,Tyler Johnson,HOU,2.2,1.3,1.6,23.6,14.2,17.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.8,2.3,1,2022,WR
