,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
114,Rico Dowdle,DAL,0.8,0.8,0.8,3.0,2.9,2.9,0.0,0.0,0.0,0.3,0.2,0.3,3.2,2.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.5,0.7,1,2022,RB
115,Trayveon Williams,CIN,0.9,0.6,0.7,5.0,2.3,3.7,0.0,0.0,0.0,0.3,0.3,0.3,3.0,1.7,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.4,0.7,1,2022,RB
116,Zander Horvath,LAC,1.0,0.0,0.5,4.3,0.0,1.5,0.0,0.0,0.0,0.8,0.1,0.4,5.4,1.0,2.7,0.1,0.0,0.0,0.0,0.0,0.0,1.6,0.1,0.7,1,2022,RB
117,Mike Boone,DEN,0.9,0.3,0.6,4.7,1.2,3.3,0.0,0.0,0.0,0.3,0.2,0.2,2.0,1.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.3,0.6,1,2022,RB
118,Keith Smith,ATL,0.5,0.5,0.5,2.0,0.5,1.5,0.0,0.0,0.0,0.6,0.3,0.5,5.0,2.2,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.3,0.6,1,2022,RB
119,JaMycal Hasty,JAC,0.9,0.3,0.6,3.0,1.1,2.0,0.0,0.0,0.0,0.5,0.2,0.4,5.0,1.7,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.3,0.6,1,2022,RB
120,Jakob Johnson,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.5,8.0,1.2,3.7,0.1,0.0,0.0,0.0,0.0,0.0,1.4,0.1,0.6,1,2022,RB
121,Kene Nwangwu,MIN,0.5,0.5,0.5,4.1,2.0,2.8,0.0,0.0,0.0,0.3,0.1,0.2,2.1,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.6,1,2022,RB
122,Jake Funk,LAR,0.5,0.4,0.5,3.4,1.0,2.1,0.0,0.0,0.0,0.3,0.1,0.2,2.7,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.6,1,2022,RB
123,Deon Jackson,IND,1.0,0.8,0.9,4.0,0.0,2.4,0.0,0.0,0.0,0.5,0.1,0.3,3.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.6,1,2022,RB
124,Cethan Carter,MIA,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,4.1,4.1,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1,2022,RB
125,Giovanni Ricci,CAR,0.6,0.6,0.6,2.2,2.2,2.2,0.0,0.0,0.0,0.2,0.2,0.2,1.7,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1,2022,RB
126,Alec Ingold,MIA,0.3,0.2,0.2,1.1,0.0,0.7,0.0,0.0,0.0,0.5,0.2,0.3,4.7,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.5,1,2022,RB
127,Gary Brightwell,NYG,0.9,0.3,0.6,3.0,1.0,2.0,0.0,0.0,0.0,0.3,0.2,0.2,2.0,1.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.4,1,2022,RB
128,Andrew Beck,DEN,0.3,0.3,0.3,1.1,1.1,1.1,0.0,0.0,0.0,0.3,0.3,0.3,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,1,2022,RB
129,Michael Burton,KC,0.3,0.2,0.2,1.7,1.0,1.2,0.0,0.0,0.0,0.4,0.2,0.3,3.0,0.6,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.4,1,2022,RB
130,Mekhi Sargent,JAC,0.3,0.3,0.3,1.1,1.1,1.1,0.0,0.0,0.0,0.2,0.2,0.2,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,1,2022,RB
131,Jermar Jefferson,DET,0.3,0.3,0.3,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.3,0.3,1.7,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,1,2022,RB
132,Jason Cabinda,DET,0.3,0.3,0.3,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.3,0.3,1.7,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,1,2022,RB
133,Darrynton Evans,CHI,0.3,0.3,0.3,1.2,1.2,1.2,0.0,0.0,0.0,0.2,0.2,0.2,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,1,2022,RB
134,Taiwan Jones,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.3,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.4,1,2022,RB
135,Khari Blasingame,CHI,0.3,0.0,0.2,1.2,0.0,0.6,0.0,0.0,0.0,0.3,0.1,0.2,2.4,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1,2022,RB
136,Nick Bellore,SEA,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,1,2022,RB
137,Tory Carter,TEN,0.3,0.0,0.2,1.0,0.0,0.5,0.0,0.0,0.0,0.2,0.2,0.2,3.0,1.6,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.3,1,2022,RB
138,Reggie Gilliam,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,1,2022,RB
139,Derek Watt,PIT,0.3,0.0,0.1,1.0,0.0,0.3,0.0,0.0,0.0,0.3,0.2,0.3,3.0,0.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.3,1,2022,RB
140,Troy Hairston,HOU,0.3,0.3,0.3,1.0,1.0,1.0,0.0,0.0,0.0,0.1,0.1,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1,2022,RB
