,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
22,Mo Alie-Cox,IND,3.0,1.8,2.4,42.0,23.6,30.7,0.4,0.0,0.2,0.0,0.0,0.0,6.6,2.3,4.4,1,2022,TE
23,Evan Engram,JAC,3.9,2.5,3.1,39.6,26.4,34.1,0.3,0.0,0.2,0.0,0.1,0.0,5.8,2.4,4.4,1,2022,TE
24,Hayden Hurst,CIN,3.1,2.0,2.6,34.0,18.0,26.8,0.4,0.0,0.2,0.0,0.1,0.0,5.8,1.6,4.0,1,2022,TE
25,Brevin Jordan,HOU,3.0,2.0,2.4,33.0,21.6,25.6,0.5,0.0,0.2,0.0,0.0,0.0,6.3,2.1,3.8,1,2022,TE
26,Isaiah Likely,BAL,3.0,0.9,1.9,44.0,11.0,24.2,0.3,0.1,0.2,0.0,0.1,0.0,6.2,1.5,3.5,1,2022,TE
27,Logan Thomas,WAS,2.8,1.0,2.3,28.0,10.0,23.4,0.4,0.0,0.2,0.0,0.1,0.0,5.2,0.8,3.3,1,2022,TE
28,Tyler Conklin,NYJ,3.0,2.0,2.5,31.1,19.0,24.9,0.3,0.0,0.1,0.0,0.0,0.0,4.9,1.9,3.3,1,2022,TE
29,Kyle Rudolph,TB,3.0,1.8,2.2,33.0,17.5,22.4,0.3,0.0,0.1,0.0,0.0,0.0,5.1,1.7,3.1,1,2022,TE
30,Cameron Brate,TB,3.0,1.0,2.0,35.0,8.6,20.6,0.3,0.0,0.1,0.0,0.0,0.0,5.3,0.8,2.9,1,2022,TE
31,CJ Uzomah,NYJ,3.1,1.0,2.1,34.0,10.0,21.8,0.2,0.0,0.1,0.0,0.0,0.0,4.6,1.0,2.7,1,2022,TE
32,Adam Trautman,NO,2.4,1.0,1.7,29.8,10.2,19.1,0.2,0.0,0.1,0.0,0.1,0.0,4.3,0.8,2.7,1,2022,TE
33,Harrison Bryant,CLE,2.0,1.2,1.7,28.0,10.9,19.0,0.3,0.0,0.1,0.0,0.0,0.0,4.6,1.1,2.6,1,2022,TE
34,Dan Arnold,JAC,2.2,1.0,1.6,29.0,13.0,20.0,0.2,0.0,0.1,0.0,0.1,0.0,4.1,1.1,2.6,1,2022,TE
35,Daniel Bellinger,NYG,3.0,1.4,2.1,33.0,14.6,21.4,0.2,0.0,0.1,0.0,0.1,0.0,4.5,1.3,2.6,1,2022,TE
36,Jordan Akins,HOU,1.8,1.8,1.8,18.3,18.3,18.3,0.1,0.1,0.1,0.0,0.0,0.0,2.4,2.4,2.4,1,2022,TE
37,Anthony Firkser,ATL,2.4,1.0,1.7,23.0,13.3,18.1,0.1,0.1,0.1,0.0,0.0,0.0,2.9,1.9,2.4,1,2022,TE
38,Jelani Woods,IND,2.3,0.6,1.5,24.9,6.9,16.3,0.2,0.1,0.1,0.0,0.1,0.0,3.7,0.8,2.3,1,2022,TE
39,Jonnu Smith,NE,2.5,1.0,1.7,26.8,10.2,17.4,0.2,0.0,0.1,0.0,0.0,0.0,3.9,1.0,2.2,1,2022,TE
40,Trey McBride,ARI,2.0,0.9,1.6,24.0,9.0,16.9,0.2,0.0,0.1,0.0,0.1,0.0,3.6,0.7,2.2,1,2022,TE
41,Cade Otton,TB,2.0,0.8,1.4,20.9,8.4,14.8,0.2,0.1,0.1,0.0,0.1,0.0,3.3,1.1,2.1,1,2022,TE
42,Foster Moreau,LV,2.3,0.7,1.3,25.7,8.1,15.2,0.2,0.0,0.1,0.0,0.0,0.0,3.8,0.8,2.1,1,2022,TE
43,Tyler Kroft,SF,1.7,0.9,1.3,19.6,19.6,19.6,0.2,0.2,0.2,0.0,0.0,0.0,3.0,3.0,3.0,1,2022,TE
44,Tommy Tremble,CAR,2.1,0.9,1.6,24.0,8.2,16.6,0.2,0.0,0.1,0.0,0.0,0.0,3.3,0.8,2.0,1,2022,TE
45,Durham Smythe,MIA,2.1,0.8,1.6,22.0,7.1,15.5,0.1,0.0,0.1,0.0,0.0,0.0,2.8,0.7,2.0,1,2022,TE
46,Ross Dwelley,SF,2.2,0.1,1.1,9.1,9.1,9.1,0.1,0.1,0.1,0.0,0.0,0.0,1.5,1.5,1.5,1,2022,TE
47,John Bates,WAS,2.0,0.4,1.3,28.0,4.6,15.5,0.1,0.0,0.1,0.0,0.0,0.0,3.4,0.4,1.9,1,2022,TE
48,Josiah Deguara,GB,2.0,0.6,1.3,23.0,6.7,13.6,0.1,0.0,0.1,0.0,0.0,0.0,3.0,0.7,1.8,1,2022,TE
49,Geoff Swaim,TEN,2.1,1.0,1.5,19.3,8.0,12.2,0.2,0.0,0.1,0.0,0.0,0.0,3.1,0.8,1.8,1,2022,TE
50,Pharaoh Brown,HOU,2.0,0.9,1.4,17.2,8.0,13.7,0.1,0.0,0.1,0.0,0.1,0.0,2.3,0.6,1.7,1,2022,TE
51,Brock Wright,DET,1.8,0.5,1.0,14.8,4.7,9.5,0.2,0.0,0.1,0.0,0.0,0.0,2.7,0.7,1.6,1,2022,TE
52,Kendall Blanton,KC,1.0,1.0,1.0,10.3,10.3,10.3,0.1,0.1,0.1,0.0,0.0,0.0,1.5,1.5,1.5,1,2022,TE
53,Jake Ferguson,DAL,1.2,0.7,0.9,13.0,7.0,9.5,0.1,0.1,0.1,0.0,0.0,0.0,1.9,1.1,1.5,1,2022,TE
54,Parker Hesse,ATL,1.7,0.2,1.1,17.0,1.9,10.4,0.1,0.0,0.1,0.0,0.0,0.0,2.3,0.3,1.5,1,2022,TE
55,Zach Gentry,PIT,2.2,0.6,1.2,23.0,5.9,11.8,0.1,0.0,0.0,0.0,0.0,0.0,2.9,0.6,1.4,1,2022,TE
56,Richard Rodgers,LAC,0.8,0.7,0.8,9.7,7.0,8.4,0.1,0.1,0.1,0.0,0.0,0.0,1.6,1.3,1.4,1,2022,TE
57,Taysom Hill,NO,2.0,0.1,1.2,21.0,2.0,13.3,0.2,0.0,0.1,0.0,0.2,0.1,3.3,-0.2,1.4,1,2022,TE
58,Maxx Williams,ARI,1.3,0.3,0.9,14.7,2.7,9.6,0.1,0.0,0.1,0.0,0.0,0.0,2.1,0.4,1.4,1,2022,TE
59,Ian Thomas,CAR,2.0,0.8,1.2,27.0,7.0,11.9,0.1,0.0,0.0,0.0,0.0,0.0,3.3,0.7,1.4,1,2022,TE
60,Kylen Granson,IND,1.3,0.6,0.9,13.9,5.8,9.9,0.1,0.0,0.1,0.0,0.0,0.0,2.2,0.6,1.4,1,2022,TE
61,Eric Tomlinson,DEN,0.9,0.6,0.8,10.0,6.9,8.4,0.1,0.1,0.1,0.0,0.0,0.0,1.6,1.1,1.4,1,2022,TE
62,Tre' McKitty,LAC,1.0,0.7,0.9,10.0,6.3,8.1,0.1,0.1,0.1,0.0,0.0,0.0,1.6,1.0,1.3,1,2022,TE
63,Chigoziem Okonkwo,TEN,0.8,0.6,0.7,9.0,5.7,7.4,0.1,0.1,0.1,0.0,0.0,0.0,1.5,1.2,1.3,1,2022,TE
64,Marcedes Lewis,GB,1.6,0.5,1.0,16.1,5.5,10.7,0.1,0.0,0.0,0.0,0.1,0.0,2.2,0.3,1.3,1,2022,TE
65,Will Dissly,SEA,1.3,0.7,1.0,14.4,6.6,10.3,0.1,0.0,0.0,0.0,0.0,0.0,2.0,0.6,1.2,1,2022,TE
66,Chris Myarick,NYG,1.0,0.2,0.8,11.0,1.3,7.4,0.1,0.1,0.1,0.0,0.0,0.0,1.7,0.5,1.2,1,2022,TE
67,Jody Fortson,KC,2.0,0.4,0.9,18.0,3.7,8.6,0.1,0.0,0.1,0.0,0.0,0.0,2.4,0.4,1.2,1,2022,TE
68,Eric Saubert,DEN,0.9,0.5,0.7,10.0,4.6,7.0,0.1,0.1,0.1,0.0,0.0,0.0,1.6,0.8,1.2,1,2022,TE
69,Nick Vannett,NO,1.2,0.2,0.7,13.0,2.4,7.5,0.1,0.0,0.1,0.0,0.0,0.0,1.9,0.4,1.2,1,2022,TE
70,Donald Parham,LAC,1.0,1.0,1.0,10.0,9.3,9.7,0.1,0.0,0.0,0.0,0.0,0.0,1.4,0.9,1.2,1,2022,TE
71,Charlie Woerner,SF,1.2,0.3,0.7,13.2,4.0,8.0,0.1,0.0,0.1,0.0,0.0,0.0,1.9,0.4,1.1,1,2022,TE
72,OJ Howard,HOU,1.0,0.5,0.8,11.0,7.0,8.8,0.1,0.0,0.0,0.0,0.0,0.0,1.7,0.7,1.1,1,2022,TE
73,Tommy Sweeney,BUF,1.8,0.3,1.0,13.8,3.0,8.9,0.1,0.0,0.0,0.0,0.0,0.0,2.0,0.3,1.1,1,2022,TE
74,Juwan Johnson,NO,0.8,0.2,0.5,10.0,2.4,6.3,0.1,0.0,0.1,0.0,0.0,0.0,1.6,0.4,1.1,1,2022,TE
75,Feleipe Franks,ATL,1.0,1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,2022,TE
76,Ryan Griffin,CHI,1.1,0.4,0.8,10.7,3.6,7.8,0.1,0.0,0.0,0.0,0.0,0.0,1.7,0.3,1.0,1,2022,TE
77,Noah Gray,KC,0.8,0.0,0.6,8.0,3.0,6.0,0.1,0.0,0.1,0.0,0.0,0.0,1.4,0.3,1.0,1,2022,TE
78,Brycen Hopkins,LAR,1.0,0.2,0.6,14.0,2.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.9,1,2022,TE
79,Cole Turner,WAS,0.7,0.6,0.7,7.0,5.8,6.4,0.1,0.0,0.1,0.0,0.0,0.0,1.3,0.6,0.9,1,2022,TE
80,Tanner Hudson,NYG,1.0,0.5,0.7,9.0,5.0,7.1,0.1,0.0,0.0,0.0,0.0,0.0,1.4,0.5,0.9,1,2022,TE
81,Ko Kieft,TB,0.8,0.2,0.5,8.4,2.0,5.2,0.1,0.0,0.1,0.0,0.0,0.0,1.4,0.2,0.8,1,2022,TE
82,Chris Manhertz,JAC,0.8,0.2,0.5,8.1,3.0,5.3,0.1,0.0,0.0,0.0,0.0,0.0,1.4,0.3,0.8,1,2022,TE
83,James Mitchell,DET,0.8,0.3,0.6,6.3,3.0,4.7,0.1,0.0,0.1,0.0,0.0,0.0,1.2,0.3,0.8,1,2022,TE
84,Nick Boyle,BAL,0.8,0.3,0.5,7.0,3.0,4.8,0.1,0.0,0.0,0.0,0.0,0.0,1.3,0.3,0.8,1,2022,TE
85,Peyton Hendershot,DAL,0.7,0.2,0.5,7.0,2.0,4.5,0.1,0.0,0.1,0.0,0.0,0.0,1.3,0.2,0.8,1,2022,TE
86,Grant Calcaterra,PHI,0.6,0.1,0.4,6.9,2.0,4.5,0.1,0.0,0.1,0.0,0.0,0.0,1.3,0.2,0.7,1,2022,TE
87,Jesper Horsted,LV,0.8,0.1,0.4,8.3,2.0,4.7,0.1,0.0,0.0,0.0,0.0,0.0,1.4,0.2,0.7,1,2022,TE
88,Luke Farrell,JAC,0.8,0.7,0.8,8.0,6.6,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.7,1,2022,TE
89,Mitchell Wilcox,CIN,0.8,0.7,0.8,8.0,6.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.7,1,2022,TE
90,Armani Rogers,WAS,0.7,0.2,0.5,5.8,2.0,3.9,0.1,0.0,0.1,0.0,0.0,0.0,1.2,0.2,0.7,1,2022,TE
91,Johnny Mundt,MIN,1.0,0.2,0.6,10.0,2.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.2,0.6,1,2022,TE
92,Drew Sample,CIN,0.8,0.5,0.7,6.2,3.9,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.4,0.6,1,2022,TE
93,Jesse James,CLE,0.6,0.1,0.4,6.0,0.5,4.0,0.1,0.0,0.0,0.0,0.0,0.0,1.2,0.1,0.6,1,2022,TE
94,MyCole Pruitt,ATL,0.4,0.4,0.4,3.9,3.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1,2022,TE
95,Shane Zylstra,DET,0.5,0.5,0.5,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1,2022,TE
96,Stephen Anderson,ARI,0.5,0.3,0.4,6.0,2.7,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.5,1,2022,TE
97,Stephen Sullivan,CAR,0.6,0.2,0.4,6.0,2.1,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.5,1,2022,TE
98,Ben Ellefson,MIN,0.6,0.2,0.4,6.0,2.2,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.5,1,2022,TE
99,Jack Stoll,PHI,0.6,0.2,0.4,5.7,2.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.5,1,2022,TE
100,Josh Oliver,BAL,0.7,0.2,0.4,6.0,2.3,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.4,1,2022,TE
101,Jeremy Ruckert,NYJ,0.6,0.2,0.4,6.7,2.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.4,1,2022,TE
102,Hunter Long,MIA,0.7,0.2,0.5,6.6,2.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.4,1,2022,TE
103,Colby Parkinson,SEA,0.5,0.2,0.4,4.4,1.9,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.4,1,2022,TE
104,Kevin Rader,TEN,0.3,0.3,0.3,2.4,2.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,1,2022,TE
105,Colin Thompson,CAR,0.2,0.2,0.2,2.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,1,2022,TE
106,Reggie Gilliam,BUF,0.6,0.2,0.4,3.1,2.2,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.3,1,2022,TE
107,Trevon Wesco,CHI,0.4,0.2,0.3,4.3,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.3,1,2022,TE
108,Jake Tonges,CHI,0.6,0.1,0.4,5.3,1.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.3,1,2022,TE
109,Connor Heyward,PIT,0.3,0.3,0.3,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,1,2022,TE
110,Noah Togiai,PHI,0.3,0.3,0.3,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,1,2022,TE
111,Lawrence Cager,NYJ,0.2,0.2,0.2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1,2022,TE
112,Andrew Beck,DEN,0.3,0.1,0.2,3.0,0.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,1,2022,TE
113,Cethan Carter,MIA,0.2,0.0,0.1,2.4,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,1,2022,TE
114,Giovanni Ricci,CAR,0.1,0.0,0.1,2.0,0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,1,2022,TE
115,Tanner Conner,MIA,0.1,0.1,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,1,2022,TE
