,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
0,Mark Andrews,BAL,6.7,4.9,6.0,87.0,62.9,76.7,1.0,0.5,0.7,0.0,0.1,0.1,14.7,9.3,11.8,1,2022,TE
1,Travis Kelce,KC,7.2,5.4,6.2,86.9,61.2,73.0,1.0,0.4,0.7,0.0,0.1,0.1,14.7,8.6,11.3,1,2022,TE
2,George Kittle,SF,5.0,4.0,4.4,3.1,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1,2022,TE
3,Darren Waller,LV,6.0,4.0,4.8,65.0,49.8,58.4,1.0,0.2,0.5,0.0,0.1,0.0,12.5,6.0,8.6,1,2022,TE
4,Dallas Goedert,PHI,5.0,3.7,4.3,72.0,44.3,54.5,1.0,0.3,0.5,0.0,0.0,0.0,13.2,6.1,8.2,1,2022,TE
5,Kyle Pitts,ATL,6.0,3.2,4.6,78.0,41.9,59.4,1.0,0.1,0.4,0.0,0.0,0.0,13.8,4.7,8.1,1,2022,TE
6,Dalton Schultz,DAL,5.3,4.0,4.7,57.4,42.1,48.6,1.0,0.3,0.5,0.0,0.0,0.0,11.7,6.1,7.8,1,2022,TE
7,TJ Hockenson,DET,5.0,4.1,4.5,61.0,38.3,46.5,1.0,0.3,0.5,0.0,0.0,0.0,12.1,5.5,7.4,1,2022,TE
8,Dawson Knox,BUF,4.0,2.8,3.5,48.0,35.7,40.3,1.0,0.3,0.5,0.0,0.0,0.0,10.8,5.3,6.9,1,2022,TE
9,Hunter Henry,NE,4.0,2.3,3.2,57.0,26.3,37.5,0.5,0.0,0.3,0.0,0.0,0.0,8.7,2.6,5.5,1,2022,TE
10,Tyler Higbee,LAR,4.1,3.0,3.6,48.0,30.4,38.2,0.4,0.0,0.2,0.0,0.0,0.0,7.2,3.0,5.3,1,2022,TE
11,Austin Hooper,TEN,4.0,2.3,3.3,48.0,25.2,31.9,1.0,0.2,0.3,0.0,0.0,0.0,10.8,3.4,5.2,1,2022,TE
12,Robert Tonyan,GB,3.7,2.0,3.0,40.4,25.0,35.2,0.4,0.1,0.3,0.0,0.0,0.0,6.4,3.1,5.2,1,2022,TE
13,Pat Freiermuth,PIT,4.3,3.0,3.8,47.0,31.2,37.9,0.5,0.0,0.2,0.0,0.1,0.0,7.7,2.9,5.2,1,2022,TE
14,Albert Okwuegbunam,DEN,4.0,3.0,3.5,45.0,31.9,36.9,0.3,0.0,0.3,0.0,0.1,0.0,6.5,3.0,5.1,1,2022,TE
15,Gerald Everett,LAC,4.2,2.0,3.5,46.0,26.0,36.6,0.3,0.0,0.3,0.0,0.1,0.0,6.4,2.4,5.1,1,2022,TE
16,David Njoku,CLE,4.7,2.7,3.3,47.3,31.8,38.8,0.3,0.0,0.2,0.0,0.0,0.0,6.7,3.2,5.1,1,2022,TE
17,Mike Gesicki,MIA,4.0,3.0,3.4,43.5,30.6,37.3,0.4,0.0,0.2,0.0,0.0,0.0,6.8,3.0,5.0,1,2022,TE
18,Cole Kmet,CHI,5.0,2.7,3.7,44.0,28.3,37.8,0.5,0.0,0.2,0.0,0.0,0.0,7.4,2.8,5.0,1,2022,TE
19,Zach Ertz,ARI,4.2,2.1,3.6,48.0,21.3,37.0,0.3,0.0,0.2,0.0,0.0,0.0,6.7,2.1,5.0,1,2022,TE
20,Irv Smith,MIN,4.0,2.4,3.1,46.0,23.0,33.9,0.4,0.0,0.3,0.0,0.0,0.0,7.0,2.3,4.9,1,2022,TE
21,Noah Fant,SEA,3.8,3.0,3.4,41.7,33.0,36.6,0.3,0.0,0.2,0.0,0.0,0.0,5.8,3.3,4.6,1,2022,TE
