,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
0,Travis Kelce,KC,6.6,6.0,6.3,88.0,67.6,77.7,1.0,0.5,0.7,0.0,0.1,0.1,13.5,9.7,11.9,2,2022,TE
1,Mark Andrews,BAL,6.9,4.8,5.7,95.0,59.1,73.1,1.0,0.5,0.7,0.0,0.1,0.1,13.2,8.9,11.1,2,2022,TE
2,Darren Waller,LV,6.0,4.3,5.1,65.0,52.6,60.0,1.0,0.3,0.5,0.0,0.1,0.0,12.5,7.2,8.8,2,2022,TE
3,Dallas Goedert,PHI,5.0,3.5,4.0,57.6,40.0,51.6,1.0,0.2,0.4,0.0,0.0,0.0,11.2,5.2,7.6,2,2022,TE
4,Dalton Schultz,DAL,6.0,4.0,4.7,67.0,41.9,50.7,1.0,0.2,0.4,0.0,0.0,0.0,11.5,5.4,7.5,2,2022,TE
5,TJ Hockenson,DET,5.0,4.0,4.5,60.0,42.4,48.8,1.0,0.3,0.4,0.0,0.0,0.0,12.0,6.0,7.3,2,2022,TE
6,Kyle Pitts,ATL,6.0,4.0,4.7,80.0,52.4,60.0,0.3,0.0,0.2,0.0,0.0,0.0,7.3,5.9,7.1,2,2022,TE
7,Zach Ertz,ARI,5.0,3.5,4.3,54.0,36.8,45.3,1.0,0.2,0.4,0.0,0.0,0.0,10.8,5.3,7.1,2,2022,TE
8,Dawson Knox,BUF,5.0,2.8,3.4,51.0,32.8,38.6,1.0,0.3,0.5,0.0,0.0,0.0,10.0,4.9,7.0,2,2022,TE
9,Gerald Everett,LAC,4.6,3.1,3.9,47.8,33.2,41.8,1.0,0.2,0.4,0.0,0.1,0.0,10.5,4.7,6.4,2,2022,TE
10,Tyler Higbee,LAR,4.8,3.3,4.1,46.4,35.7,42.7,0.5,0.0,0.3,0.0,0.0,0.0,6.9,4.4,6.1,2,2022,TE
11,Pat Freiermuth,PIT,5.2,4.0,4.3,52.0,37.8,42.8,0.5,0.0,0.3,0.0,0.1,0.0,6.7,4.8,5.9,2,2022,TE
12,Hunter Henry,NE,4.0,2.5,3.2,47.0,28.1,34.9,1.0,0.2,0.4,0.0,0.0,0.0,9.1,4.3,5.8,2,2022,TE
13,Albert Okwuegbunam,DEN,4.0,3.1,3.5,47.0,32.6,38.7,0.7,0.0,0.3,0.0,0.0,0.0,6.0,4.4,5.6,2,2022,TE
14,George Kittle,SF,0.3,0.3,0.3,3.3,3.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,2,2022,TE
15,David Njoku,CLE,4.0,2.1,2.8,54.0,22.4,34.1,0.7,0.0,0.3,0.0,0.0,0.0,5.6,3.1,5.1,2,2022,TE
16,Logan Thomas,WAS,3.4,2.0,2.9,43.3,24.0,34.2,0.4,0.0,0.2,0.0,0.1,0.0,6.1,3.7,4.6,2,2022,TE
17,Hayden Hurst,CIN,4.0,1.8,2.9,49.0,17.3,31.5,0.5,0.0,0.2,0.0,0.1,0.0,5.1,2.6,4.5,2,2022,TE
18,Robert Tonyan,GB,3.1,2.0,2.7,39.0,20.0,30.6,0.4,0.0,0.2,0.0,0.0,0.0,5.8,3.9,4.4,2,2022,TE
19,Evan Engram,JAC,4.0,3.0,3.3,43.0,28.7,34.3,0.3,0.0,0.2,0.0,0.1,0.0,5.4,3.5,4.4,2,2022,TE
20,Cole Kmet,CHI,4.0,2.6,3.3,41.0,29.0,34.2,0.2,0.0,0.1,0.0,0.0,0.0,4.5,3.3,4.3,2,2022,TE
21,Noah Fant,SEA,3.6,2.0,3.1,35.8,21.0,31.7,0.3,0.0,0.1,0.0,0.0,0.0,5.3,3.3,4.0,2,2022,TE
22,Austin Hooper,TEN,3.1,2.6,2.9,39.0,21.4,29.2,0.2,0.0,0.2,0.0,0.0,0.0,4.0,3.3,3.9,2,2022,TE
23,Mike Gesicki,MIA,3.3,2.0,2.5,36.0,23.0,29.6,0.2,0.0,0.1,0.0,0.0,0.0,4.6,2.7,3.8,2,2022,TE
24,Irv Smith,MIN,4.0,1.5,2.7,41.0,16.7,27.2,0.3,0.0,0.2,0.0,0.0,0.0,5.1,2.3,3.8,2,2022,TE
25,Tyler Conklin,NYJ,4.0,2.7,3.1,44.0,23.0,29.1,0.2,0.0,0.1,0.0,0.0,0.0,4.4,3.4,3.7,2,2022,TE
26,Mo Alie-Cox,IND,3.2,1.9,2.3,39.2,22.5,28.5,0.2,0.0,0.1,0.0,0.0,0.0,5.0,3.2,3.6,2,2022,TE
27,Cameron Brate,TB,3.3,0.9,2.5,33.0,7.7,23.8,0.4,0.0,0.2,0.0,0.0,0.0,4.6,1.3,3.5,2,2022,TE
