,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
28,Juwan Johnson,NO,3.0,1.4,2.0,31.0,17.8,23.5,0.2,0.0,0.2,0.0,0.0,0.0,3.8,2.6,3.3,2,2022,TE
29,Brevin Jordan,HOU,3.0,1.7,2.3,31.0,17.0,23.7,0.2,0.0,0.1,0.0,0.0,0.0,3.4,2.4,3.2,2,2022,TE
30,Isaiah Likely,BAL,2.6,1.7,1.9,32.0,18.4,24.0,0.2,0.0,0.1,0.0,0.1,0.0,4.2,2.5,3.1,2,2022,TE
31,Kylen Granson,IND,3.0,0.8,2.1,31.0,7.2,22.6,0.2,0.0,0.1,0.0,0.0,0.0,3.8,0.7,2.8,2,2022,TE
32,Harrison Bryant,CLE,2.0,1.4,1.7,24.0,15.9,19.3,0.3,0.0,0.2,0.0,0.0,0.0,3.9,2.1,2.8,2,2022,TE
33,Jonnu Smith,NE,2.6,1.0,1.9,26.0,10.0,20.6,0.2,0.0,0.1,0.0,0.0,0.0,3.8,2.6,2.6,2,2022,TE
34,Ian Thomas,CAR,2.0,1.3,1.7,23.0,12.0,17.4,0.3,0.0,0.1,0.0,0.0,0.0,2.7,1.7,2.5,2,2022,TE
35,Will Dissly,SEA,2.0,1.1,1.6,27.0,11.1,17.4,0.1,0.0,0.1,0.0,0.0,0.0,2.7,1.4,2.2,2,2022,TE
36,OJ Howard,HOU,2.5,0.6,1.3,29.7,7.0,14.5,0.5,0.0,0.1,0.0,0.0,0.0,6.0,0.9,2.2,2,2022,TE
37,Anthony Firkser,ATL,2.3,1.1,1.7,24.0,9.7,16.8,0.1,0.1,0.1,0.0,0.0,0.0,3.1,1.4,2.2,2,2022,TE
38,Tyler Kroft,SF,1.9,0.8,1.3,22.9,10.1,15.4,0.2,0.0,0.1,0.0,0.0,0.0,3.3,1.6,2.2,2,2022,TE
39,John Bates,WAS,2.0,0.9,1.3,27.0,9.6,17.3,0.1,0.0,0.1,0.0,0.0,0.0,3.5,1.5,2.1,2,2022,TE
40,Durham Smythe,MIA,2.4,1.0,1.6,23.5,9.8,16.6,0.2,0.0,0.1,0.0,0.0,0.0,3.4,1.0,2.1,2,2022,TE
41,Brock Wright,DET,1.7,0.7,1.2,15.8,8.0,11.9,0.2,0.1,0.2,0.0,0.0,0.0,2.8,1.2,2.1,2,2022,TE
42,Kyle Rudolph,TB,2.0,1.0,1.5,22.0,9.0,15.5,0.1,0.0,0.1,0.0,0.0,0.0,2.4,2.1,2.0,2,2022,TE
43,Foster Moreau,LV,2.1,0.8,1.2,27.5,8.0,13.4,0.3,0.0,0.1,0.0,0.0,0.0,4.6,0.8,2.0,2,2022,TE
44,Daniel Bellinger,NYG,2.0,1.1,1.7,18.0,11.1,15.5,0.1,0.0,0.1,0.0,0.1,0.0,2.4,1.5,2.0,2,2022,TE
45,Josiah Deguara,GB,1.6,0.7,1.2,17.3,7.6,12.8,0.1,0.1,0.1,0.0,0.0,0.0,2.4,1.4,1.9,2,2022,TE
46,Geoff Swaim,TEN,2.2,1.0,1.6,18.0,10.8,13.4,0.2,0.0,0.1,0.0,0.0,0.0,2.8,1.5,1.9,2,2022,TE
47,Tre' McKitty,LAC,1.5,1.0,1.3,15.5,10.3,12.7,0.1,0.1,0.1,0.0,0.0,0.0,2.4,1.5,1.9,2,2022,TE
48,Pharaoh Brown,HOU,1.8,1.0,1.5,16.6,12.1,14.5,0.1,0.0,0.1,0.0,0.1,0.0,2.2,1.4,1.8,2,2022,TE
49,Ross Dwelley,SF,1.8,0.5,1.1,17.0,6.9,11.6,0.2,0.1,0.1,0.0,0.0,0.0,2.7,1.3,1.8,2,2022,TE
50,Cade Otton,TB,1.4,1.1,1.3,13.3,11.0,12.2,0.1,0.1,0.1,0.0,0.0,0.0,1.9,1.5,1.8,2,2022,TE
51,Tanner Hudson,NYG,1.5,1.0,1.3,17.0,9.0,13.3,0.1,0.0,0.1,0.0,0.0,0.0,2.2,2.2,1.8,2,2022,TE
52,Adam Trautman,NO,2.2,0.8,1.2,20.6,9.8,13.5,0.1,0.1,0.1,0.0,0.1,0.0,2.7,1.3,1.8,2,2022,TE
53,Andrew Beck,DEN,2.0,0.2,1.1,17.9,3.0,12.3,0.2,0.0,0.1,0.0,0.0,0.0,2.8,0.4,1.8,2,2022,TE
54,Tommy Tremble,CAR,2.0,1.0,1.4,19.0,9.0,13.5,0.1,0.0,0.1,0.0,0.0,0.0,2.2,1.6,1.8,2,2022,TE
55,Richard Rodgers,LAC,1.0,1.0,1.0,11.0,11.0,11.0,0.1,0.1,0.1,0.0,0.0,0.0,1.5,1.5,1.7,2,2022,TE
56,Jody Fortson,KC,1.5,0.7,1.0,15.0,6.8,10.7,0.2,0.0,0.1,0.0,0.0,0.0,2.5,1.1,1.6,2,2022,TE
57,Devin Asiasi,CIN,0.7,0.7,0.7,10.1,10.1,10.1,0.1,0.1,0.1,0.0,0.0,0.0,1.6,1.6,1.6,2,2022,TE
58,Dan Arnold,JAC,1.7,0.4,1.0,21.3,4.4,12.0,0.1,0.0,0.1,0.0,0.0,0.0,2.9,0.4,1.6,2,2022,TE
59,Johnny Mundt,MIN,1.7,0.8,1.2,16.8,5.9,11.0,0.1,0.0,0.1,0.0,0.0,0.0,2.4,0.6,1.6,2,2022,TE
60,Chris Myarick,NYG,1.3,0.7,1.0,14.0,3.5,9.1,0.2,0.1,0.1,0.0,0.0,0.0,2.0,1.2,1.6,2,2022,TE
61,Colby Parkinson,SEA,1.6,0.7,1.2,18.4,7.0,12.7,0.1,0.0,0.1,0.0,0.0,0.0,2.4,0.8,1.6,2,2022,TE
62,Ryan Griffin,CHI,1.5,0.9,1.1,18.0,8.8,11.3,0.1,0.0,0.1,0.0,0.0,0.0,2.3,1.2,1.5,2,2022,TE
63,Noah Gray,KC,1.0,0.8,0.9,10.6,6.3,8.6,0.1,0.1,0.1,0.0,0.0,0.0,1.8,1.2,1.5,2,2022,TE
64,Parker Hesse,ATL,1.5,0.9,1.2,15.0,8.7,11.1,0.1,0.0,0.1,0.0,0.0,0.0,2.0,1.2,1.5,2,2022,TE
65,Quintin Morris,BUF,0.8,0.8,0.8,8.1,8.1,8.1,0.1,0.1,0.1,0.0,0.0,0.0,1.4,1.4,1.4,2,2022,TE
66,Eric Saubert,DEN,1.0,0.6,0.8,10.8,6.6,8.0,0.1,0.1,0.1,0.0,0.0,0.0,1.8,1.1,1.4,2,2022,TE
67,Marcedes Lewis,GB,1.6,0.6,1.1,15.1,7.0,11.1,0.1,0.0,0.1,0.0,0.1,0.1,2.1,0.9,1.3,2,2022,TE
68,Cole Turner,WAS,0.6,0.6,0.6,6.9,6.9,6.9,0.1,0.1,0.1,0.0,0.0,0.0,1.3,1.3,1.3,2,2022,TE
69,James Mitchell,DET,0.7,0.7,0.7,6.7,6.7,6.7,0.1,0.1,0.1,0.0,0.0,0.0,1.3,1.3,1.3,2,2022,TE
70,Trey McBride,ARI,0.7,0.7,0.7,6.5,6.5,6.5,0.1,0.1,0.1,0.0,0.0,0.0,1.3,1.3,1.3,2,2022,TE
71,Nick Boyle,BAL,0.7,0.7,0.7,6.3,6.3,6.3,0.1,0.1,0.1,0.0,0.0,0.0,1.2,1.2,1.2,2,2022,TE
72,Grant Calcaterra,PHI,0.5,0.5,0.5,6.1,6.1,6.1,0.1,0.1,0.1,0.0,0.0,0.0,1.2,1.2,1.2,2,2022,TE
73,Nick Vannett,NO,0.6,0.6,0.6,6.1,6.1,6.1,0.1,0.1,0.1,0.0,0.0,0.0,1.2,1.2,1.2,2,2022,TE
74,Zach Gentry,PIT,1.5,0.7,1.0,14.2,8.4,10.1,0.1,0.0,0.0,0.0,0.0,0.0,2.0,0.8,1.2,2,2022,TE
75,Maxx Williams,ARI,1.0,0.6,0.8,13.0,6.0,8.5,0.1,0.0,0.0,0.0,0.0,0.0,1.4,0.9,1.1,2,2022,TE
76,Taysom Hill,NO,2.0,0.3,1.0,17.0,3.0,9.6,0.1,0.0,0.0,0.0,0.3,0.1,2.9,1.7,1.0,2,2022,TE
77,Brycen Hopkins,LAR,1.0,0.2,0.7,13.0,2.0,7.9,0.1,0.0,0.0,0.0,0.0,0.0,1.5,0.3,1.0,2,2022,TE
78,Tommy Sweeney,BUF,0.8,0.7,0.8,7.0,6.7,6.9,0.1,0.0,0.1,0.0,0.0,0.0,1.3,1.0,1.0,2,2022,TE
79,Lawrence Cager,NYJ,1.2,0.3,0.7,11.7,3.0,7.3,0.1,0.0,0.0,0.0,0.0,0.0,1.7,0.4,1.0,2,2022,TE
80,Eric Tomlinson,DEN,0.8,0.3,0.6,9.0,3.7,6.4,0.1,0.0,0.1,0.0,0.0,0.0,1.3,0.4,0.9,2,2022,TE
81,Jeremy Ruckert,NYJ,1.1,0.6,0.9,13.0,5.6,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.6,0.9,2,2022,TE
82,Ko Kieft,TB,0.8,0.4,0.6,8.4,4.0,6.2,0.1,0.0,0.1,0.0,0.0,0.0,1.4,0.5,0.9,2,2022,TE
83,Chris Manhertz,JAC,0.7,0.3,0.5,6.9,4.0,5.5,0.1,0.0,0.1,0.0,0.0,0.0,1.3,0.5,0.8,2,2022,TE
84,Jake Ferguson,DAL,0.7,0.3,0.5,6.6,4.0,5.3,0.1,0.0,0.1,0.0,0.0,0.0,1.3,0.5,0.8,2,2022,TE
85,Jelani Woods,IND,0.6,0.4,0.5,6.2,4.0,5.1,0.1,0.0,0.1,0.0,0.0,0.0,1.2,0.6,0.8,2,2022,TE
86,CJ Uzomah,NYJ,1.0,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2,2022,TE
87,Armani Rogers,WAS,0.6,0.2,0.4,7.6,2.0,4.8,0.1,0.0,0.1,0.0,0.0,0.0,1.4,0.3,0.8,2,2022,TE
88,Jesse James,CLE,0.6,0.4,0.5,5.4,4.0,4.7,0.1,0.0,0.1,0.0,0.0,0.0,1.1,0.6,0.8,2,2022,TE
89,Jesper Horsted,LV,0.8,0.0,0.4,8.9,0.0,4.5,0.1,0.0,0.1,0.0,0.0,0.0,1.5,0.1,0.7,2,2022,TE
90,Peyton Hendershot,DAL,0.7,0.2,0.5,6.6,2.0,4.3,0.1,0.0,0.1,0.0,0.0,0.0,1.3,0.3,0.7,2,2022,TE
91,Drew Sample,CIN,0.7,0.7,0.7,6.5,6.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.6,2,2022,TE
92,Shane Zylstra,DET,0.7,0.5,0.6,7.2,5.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,2,2022,TE
93,Josh Oliver,BAL,0.6,0.5,0.6,6.0,5.4,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.6,2,2022,TE
94,Jack Stoll,PHI,0.6,0.5,0.6,6.0,5.1,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.6,2,2022,TE
95,Ben Ellefson,MIN,0.7,0.5,0.6,5.7,5.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,2,2022,TE
96,Stephen Sullivan,CAR,0.6,0.6,0.6,5.3,5.3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,2,2022,TE
97,Luke Farrell,JAC,0.7,0.3,0.5,6.1,4.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.5,2,2022,TE
98,Chigoziem Okonkwo,TEN,0.5,0.4,0.5,5.0,4.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.5,2,2022,TE
99,Mitchell Wilcox,CIN,0.7,0.3,0.5,6.5,3.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.4,0.5,2,2022,TE
100,Charlie Woerner,SF,0.5,0.4,0.5,5.4,4.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,2,2022,TE
101,Trevon Wesco,CHI,0.4,0.4,0.4,4.2,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,2,2022,TE
102,Noah Togiai,PHI,0.4,0.4,0.4,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,2,2022,TE
103,Jake Tonges,CHI,0.5,0.2,0.4,5.2,2.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.4,2,2022,TE
104,Stephen Anderson,ARI,0.3,0.3,0.3,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,2,2022,TE
105,Connor Heyward,PIT,0.3,0.3,0.3,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,2,2022,TE
106,Tanner Conner,MIA,0.2,0.2,0.2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,2,2022,TE
107,Reggie Gilliam,BUF,0.3,0.3,0.3,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,2,2022,TE
108,Giovanni Ricci,CAR,0.2,0.0,0.1,2.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,2,2022,TE
