,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
10,James Conner,ARI,17.0,13.4,14.9,65.0,45.9,57.2,1.0,0.4,0.7,5.0,2.6,3.6,34.0,19.8,26.2,0.5,0.0,0.2,0.0,0.2,0.1,15.9,10.7,13.6,2,2022,RB
11,Leonard Fournette,TB,19.0,13.7,16.2,77.0,56.5,64.1,1.0,0.4,0.6,4.9,2.5,3.8,32.4,15.7,26.9,0.3,0.0,0.1,0.0,0.2,0.1,16.5,11.8,13.5,2,2022,RB
12,D'Andre Swift,DET,18.0,10.8,13.6,82.0,45.6,59.1,1.0,0.3,0.6,5.0,3.1,4.0,35.0,22.2,29.7,0.5,0.0,0.2,0.1,0.2,0.1,17.4,9.5,13.3,2,2022,RB
13,Aaron Jones,GB,15.0,11.1,12.3,83.0,52.4,62.5,1.0,0.0,0.4,4.3,3.4,3.9,41.0,26.5,32.4,0.3,0.0,0.2,0.0,0.2,0.1,13.9,9.1,13.1,2,2022,RB
14,Darrell Henderson,LAR,16.7,13.0,15.3,72.0,58.5,66.2,1.0,0.5,0.6,3.0,2.2,2.6,27.0,16.1,20.8,0.2,0.0,0.1,0.0,0.2,0.1,15.4,12.2,13.0,2,2022,RB
15,Josh Jacobs,LV,16.7,14.7,15.5,72.2,60.8,65.5,1.0,0.4,0.7,2.9,1.9,2.2,21.5,13.0,16.8,0.1,0.0,0.0,0.1,0.2,0.1,14.1,10.7,12.6,2,2022,RB
16,Najee Harris,PIT,18.0,9.0,15.6,75.7,36.0,63.1,1.0,0.3,0.5,5.0,2.0,3.5,32.0,16.0,23.4,0.3,0.0,0.1,0.0,0.2,0.1,16.2,11.1,12.2,2,2022,RB
17,Cordarrelle Patterson,ATL,16.0,11.5,13.9,72.0,42.9,56.0,1.0,0.3,0.5,4.0,2.7,3.1,35.0,21.1,26.2,0.2,0.0,0.1,0.0,0.2,0.1,15.8,9.2,11.6,2,2022,RB
18,David Montgomery,CHI,16.0,14.0,15.1,64.0,56.0,59.2,1.0,0.3,0.5,4.0,2.8,3.0,26.0,19.0,21.6,0.2,0.0,0.1,0.0,0.2,0.1,15.0,10.3,11.5,2,2022,RB
19,AJ Dillon,GB,15.0,11.2,12.9,72.0,49.3,56.4,1.0,0.3,0.6,3.0,1.9,2.5,25.9,15.2,20.6,0.1,0.0,0.1,0.0,0.1,0.1,13.5,9.8,11.5,2,2022,RB
20,Miles Sanders,PHI,14.0,11.8,12.9,72.2,57.0,65.4,1.0,0.2,0.6,2.1,1.0,1.7,17.8,7.0,12.6,0.1,0.0,0.0,0.1,0.1,0.1,13.1,9.3,11.2,2,2022,RB
21,Damien Harris,NE,18.0,11.7,14.2,71.0,51.6,63.5,1.0,0.5,0.6,2.0,0.7,1.4,15.5,5.3,10.4,0.1,0.0,0.0,0.1,0.1,0.1,14.5,9.3,11.1,2,2022,RB
22,Clyde Edwards-Helaire,KC,15.0,10.4,12.6,65.0,46.9,56.0,1.0,0.3,0.5,4.0,1.9,2.6,25.0,14.7,18.9,0.3,0.0,0.1,0.1,0.1,0.1,13.9,9.4,11.1,2,2022,RB
23,Ezekiel Elliott,DAL,17.0,13.0,14.9,66.0,54.5,60.5,1.0,0.4,0.5,3.0,2.0,2.3,22.0,11.5,15.6,0.1,0.0,0.1,0.1,0.2,0.1,14.4,9.6,11.0,2,2022,RB
24,Michael Carter,NYJ,14.0,11.6,12.6,64.8,50.0,53.7,1.0,0.3,0.5,3.3,2.0,2.7,26.5,13.0,20.6,0.1,0.0,0.0,0.0,0.1,0.1,13.8,8.6,10.5,2,2022,RB
25,Rashaad Penny,SEA,16.0,13.0,14.0,73.5,55.0,64.1,1.0,0.4,0.5,2.0,0.9,1.4,14.8,5.6,9.7,0.1,0.0,0.0,0.0,0.2,0.1,12.9,8.9,10.5,2,2022,RB
26,James Robinson,JAC,16.0,10.0,12.9,61.0,43.0,55.0,1.0,0.4,0.5,2.3,1.0,1.8,19.7,8.0,13.5,0.2,0.0,0.1,0.1,0.1,0.1,13.5,9.5,10.4,2,2022,RB
27,Jeff Wilson,SF,16.0,12.4,14.2,68.0,42.1,53.9,1.0,0.3,0.5,2.0,1.3,1.6,17.0,8.5,13.1,0.1,0.0,0.1,0.1,0.2,0.1,14.4,7.4,9.9,2,2022,RB
28,Chase Edmonds,MIA,15.0,10.6,12.7,56.2,37.9,49.2,0.3,0.0,0.2,3.9,2.8,3.2,28.8,23.0,25.8,0.2,0.0,0.1,0.0,0.1,0.1,10.6,8.4,9.4,2,2022,RB
29,Rhamondre Stevenson,NE,13.0,10.0,11.5,55.5,43.3,49.3,0.7,0.0,0.3,4.0,1.4,2.4,37.0,10.8,19.0,0.2,0.0,0.1,0.0,0.1,0.1,9.4,7.5,9.2,2,2022,RB
30,Devin Singletary,BUF,14.0,10.8,11.7,55.3,48.0,51.4,0.5,0.0,0.3,3.0,1.9,2.3,22.0,12.2,16.4,0.1,0.0,0.1,0.0,0.1,0.1,10.8,6.7,9.0,2,2022,RB
31,Mark Ingram,NO,14.6,14.6,14.6,53.4,53.4,53.4,0.5,0.5,0.5,2.0,2.0,2.0,14.7,14.7,14.7,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,10.0,2,2022,RB
