,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Lamar Jackson,David Montgomery,Jaylen Samuels,Michael Thomas,Mike Evans,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,149.66,50000
1,Jameis Winston,David Montgomery,Jaylen Samuels,Michael Thomas,Mike Evans,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,149.6,49500
2,Patrick Mahomes,David Montgomery,Jaylen Samuels,Michael Thomas,Mike Evans,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,149.30599999999998,49700
3,Drew Brees,David Montgomery,Marlon Mack,Michael Thomas,Julio Jones,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,149.304,50000
4,Jameis Winston,David Montgomery,Jaylen Samuels,Michael Thomas,Tyreek Hill,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,148.57,49600
5,Jameis Winston,David Montgomery,Marlon Mack,Michael Thomas,Christian Kirk,Tyler Boyd,Mike Gesicki,Cooper Kupp,Arizona Cardinals,148.4,49900
6,Jameis Winston,David Montgomery,Marlon Mack,Michael Thomas,Christian Kirk,Tyler Boyd,Mike Gesicki,Chris Godwin,Arizona Cardinals,148.33,50000
7,Patrick Mahomes,David Montgomery,Jaylen Samuels,Michael Thomas,Tyreek Hill,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,148.27599999999998,49800
8,Jameis Winston,David Montgomery,Marlon Mack,Michael Thomas,Christian Kirk,Tyler Boyd,Mike Gesicki,Aaron Jones,Arizona Cardinals,148.21,50000
9,Lamar Jackson,David Montgomery,Jaylen Samuels,Michael Thomas,Julio Jones,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,147.98999999999998,49900
10,Drew Brees,David Montgomery,Jaylen Samuels,Michael Thomas,Tyreek Hill,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,147.95399999999998,49500
11,Drew Brees,David Montgomery,Marlon Mack,Michael Thomas,Christian Kirk,Tyler Boyd,Mike Gesicki,Cooper Kupp,Arizona Cardinals,147.784,49800
12,Drew Brees,David Montgomery,Marlon Mack,Michael Thomas,Christian Kirk,Tyler Boyd,Mike Gesicki,Chris Godwin,Arizona Cardinals,147.714,49900
13,Patrick Mahomes,David Montgomery,Jaylen Samuels,Michael Thomas,Julio Jones,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,147.636,49600
14,Drew Brees,David Montgomery,Marlon Mack,Michael Thomas,Christian Kirk,Tyler Boyd,Mike Gesicki,Aaron Jones,Arizona Cardinals,147.594,49900
15,Lamar Jackson,David Montgomery,Jaylen Samuels,Michael Thomas,Christian Kirk,Tyler Boyd,Mike Gesicki,Cooper Kupp,Arizona Cardinals,146.47,49700
16,Lamar Jackson,David Montgomery,Jaylen Samuels,Michael Thomas,Christian Kirk,Tyler Boyd,Mike Gesicki,Chris Godwin,Arizona Cardinals,146.4,49800
17,Jameis Winston,David Montgomery,Jaylen Samuels,Mike Evans,Christian Kirk,Tyler Boyd,Mike Gesicki,Saquon Barkley,Arizona Cardinals,146.35,50000
18,Lamar Jackson,David Montgomery,Jaylen Samuels,Michael Thomas,Christian Kirk,Tyler Boyd,Mike Gesicki,Aaron Jones,Arizona Cardinals,146.28,49800
19,Jameis Winston,David Montgomery,Marlon Mack,Mike Evans,Tyreek Hill,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,146.09,49600
20,Patrick Mahomes,David Montgomery,Jaylen Samuels,Michael Thomas,Christian Kirk,Tyler Boyd,Mike Gesicki,Chris Godwin,Arizona Cardinals,146.046,49500
21,Patrick Mahomes,David Montgomery,Jaylen Samuels,Michael Thomas,Christian Kirk,Tyler Boyd,Mike Gesicki,Aaron Jones,Arizona Cardinals,145.926,49500
22,Jameis Winston,David Montgomery,Aaron Jones,Mike Evans,Tyreek Hill,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,145.82,50000
23,Patrick Mahomes,David Montgomery,Marlon Mack,Mike Evans,Tyreek Hill,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,145.796,49800
24,Drew Brees,David Montgomery,Jaylen Samuels,Mike Evans,Christian Kirk,Tyler Boyd,Mike Gesicki,Saquon Barkley,Arizona Cardinals,145.73399999999998,49900
25,Lamar Jackson,David Montgomery,Marlon Mack,Mike Evans,Julio Jones,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,145.51,49900
26,Drew Brees,David Montgomery,Marlon Mack,Mike Evans,Tyreek Hill,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,145.474,49500
27,Drew Brees,David Montgomery,Aaron Jones,Mike Evans,Tyreek Hill,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,145.20399999999998,49900
28,Jameis Winston,David Montgomery,Aaron Jones,Mike Evans,Julio Jones,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,145.18,49800
29,Patrick Mahomes,David Montgomery,Marlon Mack,Mike Evans,Julio Jones,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,145.156,49600
30,Patrick Mahomes,David Montgomery,Aaron Jones,Mike Evans,Julio Jones,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,144.886,50000
31,Drew Brees,David Montgomery,Aaron Jones,Mike Evans,Julio Jones,Christian Kirk,Mike Gesicki,Tyler Boyd,Arizona Cardinals,144.564,49700
32,Lamar Jackson,David Montgomery,Marlon Mack,Mike Evans,Christian Kirk,Tyler Boyd,Mike Gesicki,Cooper Kupp,Arizona Cardinals,143.99,49700
33,Lamar Jackson,David Montgomery,Marlon Mack,Mike Evans,Christian Kirk,Tyler Boyd,Mike Gesicki,Chris Godwin,Arizona Cardinals,143.92000000000002,49800
34,Lamar Jackson,David Montgomery,Marlon Mack,Mike Evans,Christian Kirk,Tyler Boyd,Mike Gesicki,Aaron Jones,Arizona Cardinals,143.8,49800
35,Jameis Winston,David Montgomery,Aaron Jones,Mike Evans,Christian Kirk,Tyler Boyd,Mike Gesicki,Cooper Kupp,Arizona Cardinals,143.66,49600
36,Jameis Winston,David Montgomery,Aaron Jones,Mike Evans,Christian Kirk,Tyler Boyd,Mike Gesicki,Chris Godwin,Arizona Cardinals,143.59,49700
37,Patrick Mahomes,David Montgomery,Marlon Mack,Mike Evans,Christian Kirk,Tyler Boyd,Mike Gesicki,Chris Godwin,Arizona Cardinals,143.566,49500
38,Patrick Mahomes,David Montgomery,Marlon Mack,Mike Evans,Christian Kirk,Tyler Boyd,Mike Gesicki,Aaron Jones,Arizona Cardinals,143.446,49500
39,Patrick Mahomes,David Montgomery,Aaron Jones,Mike Evans,Christian Kirk,Tyler Boyd,Mike Gesicki,Cooper Kupp,Arizona Cardinals,143.36599999999999,49800
40,Patrick Mahomes,David Montgomery,Aaron Jones,Mike Evans,Christian Kirk,Tyler Boyd,Mike Gesicki,Chris Godwin,Arizona Cardinals,143.296,49900
41,Drew Brees,David Montgomery,Aaron Jones,Mike Evans,Christian Kirk,Tyler Boyd,Mike Gesicki,Cooper Kupp,Arizona Cardinals,143.04399999999998,49500
