,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Lamar Jackson (13693697),David Montgomery (13693779),Jaylen Samuels (13693771),Michael Thomas (13693915),Mike Evans (13693919),Christian Kirk (13693955),Mike Gesicki (13694189),Tyler Boyd (13693975),Cardinals  (13694319),149.66,149.66
1,Jameis Winston (13693699),David Montgomery (13693779),Jaylen Samuels (13693771),Michael Thomas (13693915),Mike Evans (13693919),Christian Kirk (13693955),Mike Gesicki (13694189),Tyler Boyd (13693975),Cardinals  (13694319),149.6,149.6
2,Patrick Mahomes (13693698),David Montgomery (13693779),Jaylen Samuels (13693771),Michael Thomas (13693915),Mike Evans (13693919),Christian Kirk (13693955),Mike Gesicki (13694189),Tyler Boyd (13693975),Cardinals  (13694319),149.30599999999998,149.30599999999998
3,Drew Brees (13693700),David Montgomery (13693779),Marlon Mack (13693765),Michael Thomas (13693915),Julio Jones (13693921),Christian Kirk (13693955),Mike Gesicki (13694189),Tyler Boyd (13693975),Cardinals  (13694319),149.304,149.304
4,Jameis Winston (13693699),David Montgomery (13693779),Jaylen Samuels (13693771),Michael Thomas (13693915),Tyreek Hill (13693917),Christian Kirk (13693955),Mike Gesicki (13694189),Tyler Boyd (13693975),Cardinals  (13694319),148.57,148.57
5,Jameis Winston (13693699),David Montgomery (13693779),Marlon Mack (13693765),Michael Thomas (13693915),Christian Kirk (13693955),Tyler Boyd (13693975),Mike Gesicki (13694189),Cooper Kupp (13693925),Cardinals  (13694319),148.4,148.4
6,Jameis Winston (13693699),David Montgomery (13693779),Marlon Mack (13693765),Michael Thomas (13693915),Christian Kirk (13693955),Tyler Boyd (13693975),Mike Gesicki (13694189),Chris Godwin (13693923),Cardinals  (13694319),148.33,148.33
7,Patrick Mahomes (13693698),David Montgomery (13693779),Jaylen Samuels (13693771),Michael Thomas (13693915),Tyreek Hill (13693917),Christian Kirk (13693955),Mike Gesicki (13694189),Tyler Boyd (13693975),Cardinals  (13694319),148.27599999999998,148.27599999999998
8,Jameis Winston (13693699),David Montgomery (13693779),Marlon Mack (13693765),Michael Thomas (13693915),Christian Kirk (13693955),Tyler Boyd (13693975),Mike Gesicki (13694189),Aaron Jones (13693755),Cardinals  (13694319),148.21,148.21
9,Lamar Jackson (13693697),David Montgomery (13693779),Jaylen Samuels (13693771),Michael Thomas (13693915),Julio Jones (13693921),Christian Kirk (13693955),Mike Gesicki (13694189),Tyler Boyd (13693975),Cardinals  (13694319),147.98999999999998,147.98999999999998
