,Player,Position,Salary,DK_Points,DK_Value
61,Tyler Boyd,WR,4700,12.44,377.81350482315116
62,Davante Adams,WR,6900,17.949999999999996,384.4011142061282
63,Cooper Kupp,WR,7300,18.969999999999995,384.8181338956248
64,Chris Godwin,WR,7400,18.899999999999995,391.53439153439166
65,Ted Ginn,WR,3700,9.309999999999999,397.4221267454351
66,Golden Tate,WR,5900,14.690000000000001,401.63376446562285
67,Cole Beasley,WR,4100,10.04,408.36653386454185
68,JuJu Smith-Schuster,WR,5800,14.18,409.0267983074753
69,Jamison Crowder,WR,5000,12.22,409.16530278232403
70,Jakeem Grant,WR,3200,7.760000000000002,412.37113402061846
71,Auden Tate,WR,4000,9.639999999999999,414.93775933609965
72,Odell Beckham Jr.,WR,6100,14.540000000000001,419.5323246217331
73,Demaryius Thomas,WR,3500,8.33,420.16806722689074
74,Zach Pascal,WR,5300,12.49,424.3394715772618
75,Allen Robinson,WR,6300,14.82,425.1012145748988
76,Sammy Watkins,WR,5100,11.890000000000002,428.9318755256517
77,Josh Reynolds,WR,3800,8.77,433.29532497149376
78,Allen Hurns,WR,3000,6.910000000000001,434.15340086830673
79,Curtis Samuel,WR,4600,10.559999999999999,435.6060606060607
80,John Brown,WR,6000,13.75,436.3636363636364
81,A.J. Brown,WR,4300,9.809999999999999,438.32823649337416
82,Adam Humphries,WR,3500,7.779999999999999,449.87146529562983
83,Robby Anderson,WR,4700,10.41,451.4889529298751
84,Albert Wilson,WR,3300,7.25,455.17241379310343
85,Calvin Ridley,WR,5400,11.690000000000001,461.93327630453376
86,Diontae Johnson,WR,4300,9.300000000000002,462.36559139784936
87,Alex Erickson,WR,3900,8.38,465.3937947494033
88,Jarvis Landry,WR,4900,10.49,467.11153479504287
89,Kenny Golladay,WR,7000,14.640000000000002,478.14207650273215
90,Darius Slayton,WR,4200,8.64,486.1111111111111
91,Larry Fitzgerald,WR,5500,11.309999999999999,486.2953138815208
92,Marquise Brown,WR,5100,10.459999999999999,487.57170172084136
93,Robert Woods,WR,5600,11.389999999999999,491.6593503072871
94,Chester Rogers,WR,4100,8.15,503.06748466257665
95,Corey Davis,WR,4400,8.379999999999999,525.0596658711218
96,Marvin Jones,WR,6200,11.73,528.5592497868713
97,Taylor Gabriel,WR,4000,7.36,543.4782608695652
98,Anthony Miller,WR,3500,6.290000000000001,556.4387917329093
99,Danny Amendola,WR,4700,8.28,567.632850241546
100,James Washington,WR,3600,6.1899999999999995,581.5831987075929
101,Russell Gage,WR,3400,5.82,584.192439862543
102,Bennie Fowler,WR,3000,5.09,589.3909626719058
103,Antonio Callaway,WR,3300,5.26,627.3764258555134
104,Geronimo Allison,WR,3900,5.860000000000001,665.5290102389077
105,Marquez Valdes-Scantling,WR,4500,6.68,673.6526946107784
106,Willie Snead,WR,4000,5.75,695.6521739130435
107,KeeSean Johnson,WR,3900,5.25,742.8571428571429
108,Mecole Hardman,WR,4000,5.08,787.4015748031496
109,Mike Gesicki,TE,3100,8.88,349.0990990990991
110,Austin Hooper,TE,5500,15.05,365.44850498338866
111,Jack Doyle,TE,3600,9.85,365.48223350253807
112,Greg Olsen,TE,3600,9.64,373.4439834024896
113,Rhett Ellison,TE,2500,6.630000000000001,377.07390648567116
114,Jonnu Smith,TE,3500,9.21,380.0217155266015
115,Travis Kelce,TE,6400,16.07,398.2576228998133
116,Eric Ebron,TE,3900,9.150000000000002,426.2295081967212
117,Jared Cook,TE,4100,9.31,440.3866809881847
118,Trey Burton,TE,2800,6.120000000000001,457.51633986928096
119,Mark Andrews,TE,5200,11.149999999999999,466.36771300448436
120,Vance McDonald,TE,3800,8.129999999999999,467.4046740467405
121,O.J. Howard,TE,3300,6.860000000000001,481.04956268221565
122,Tyler Eifert,TE,3000,6.0600000000000005,495.049504950495
123,Hayden Hurst,TE,2500,5.029999999999999,497.01789264413526
124,Dawson Knox,TE,2800,5.58,501.7921146953405
125,Demetrius Harris,TE,2900,5.7700000000000005,502.59965337954935
126,Gerald Everett,TE,4500,8.74,514.8741418764301
127,T.J. Hockenson,TE,3900,7.449999999999999,523.4899328859061
128,Ryan Griffin,TE,3100,5.699999999999999,543.8596491228071
129,Jimmy Graham,TE,4000,7.3,547.945205479452
130,Arizona Cardinals,DST,2200,8.0,275.0
131,Cleveland Browns,DST,2500,7.5,333.3333333333333
132,Cincinnati Bengals,DST,1700,5.1,333.33333333333337
133,Kansas City Chiefs,DST,2700,7.9,341.77215189873414
134,New York Giants,DST,2800,8.0,350.0
135,Buffalo Bills,DST,2900,8.200000000000001,353.6585365853658
136,Tampa Bay Buccaneers,DST,2700,7.3,369.86301369863014
137,Tennessee Titans,DST,2000,5.300000000000001,377.3584905660377
138,Indianapolis Colts,DST,3500,9.0,388.8888888888889
139,Chicago Bears,DST,3100,7.9,392.40506329113924
140,Pittsburgh Steelers,DST,2600,6.3999999999999995,406.25000000000006
141,New York Jets,DST,2700,6.6,409.0909090909091
142,Los Angeles Rams,DST,3000,7.2,416.66666666666663
143,Detroit Lions,DST,2900,6.8999999999999995,420.2898550724638
144,New Orleans Saints,DST,3700,8.600000000000001,430.23255813953483
145,Green Bay Packers,DST,3200,7.299999999999999,438.3561643835617
146,Carolina Panthers,DST,2600,5.9,440.6779661016949
147,Miami Dolphins,DST,2400,5.2,461.53846153846155
148,Baltimore Ravens,DST,4000,8.100000000000001,493.8271604938271
