,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Dalvin Cook,MIN,22.1,16.1,19.1,105.0,72.0,88.9,1.3,0.5,0.9,4.0,2.3,3.2,34.5,15.0,26.9,0.2,0.0,0.1,0.1,0.2,0.1,20.2,12.4,17.4,9,RB
1,Derrick Henry,TEN,23.8,18.1,21.6,108.1,93.9,101.3,1.0,0.3,0.8,3.0,1.1,1.9,24.0,9.4,15.5,0.2,0.0,0.1,0.1,0.2,0.1,19.0,15.4,16.8,9,RB
2,Christian McCaffrey,CAR,16.9,13.7,14.9,83.2,59.0,69.6,1.0,0.5,0.6,6.7,4.0,5.6,55.4,33.0,47.0,0.3,0.0,0.2,0.0,0.2,0.1,18.7,15.5,16.5,9,RB
3,Alvin Kamara,NO,17.0,8.5,12.1,70.0,39.0,54.4,1.0,0.2,0.6,9.1,5.6,6.7,89.0,43.9,58.4,0.5,0.0,0.3,0.0,0.2,0.1,18.5,14.7,15.9,9,RB
4,James Conner,PIT,23.0,15.1,17.8,91.0,67.0,77.3,1.1,0.6,0.8,4.5,2.0,3.0,36.0,18.0,23.5,0.2,0.0,0.1,0.1,0.2,0.1,17.2,12.9,15.3,9,RB
5,James Robinson,JAC,19.2,15.0,16.8,90.4,65.0,76.4,1.0,0.5,0.7,3.7,2.5,3.1,43.0,21.8,28.3,0.2,0.0,0.1,0.0,0.2,0.1,16.1,13.2,15.0,9,RB
6,Josh Jacobs,LV,20.7,17.0,19.1,97.7,66.2,80.4,1.0,0.4,0.7,3.0,2.0,2.6,24.0,16.0,19.2,0.1,0.0,0.1,0.1,0.2,0.1,15.1,11.2,14.0,9,RB
7,Chase Edmonds,ARI,18.3,4.0,12.8,86.0,17.0,60.3,1.0,0.2,0.6,4.4,2.6,3.5,39.7,17.0,29.2,0.3,0.0,0.2,0.0,0.2,0.1,17.3,5.1,13.1,9,RB
8,Todd Gurley,ATL,16.7,15.0,15.9,72.4,59.0,63.9,1.0,0.3,0.7,3.4,1.7,2.3,23.5,13.4,17.8,0.1,0.0,0.1,0.1,0.2,0.1,14.8,10.6,12.6,9,RB
9,Clyde Edwards-Helaire,KC,19.2,10.7,12.9,70.0,48.3,60.2,1.0,0.2,0.5,3.7,2.0,2.8,33.0,19.0,25.3,0.2,0.0,0.1,0.0,0.2,0.1,13.3,11.0,12.1,9,RB
10,David Montgomery,CHI,17.0,15.3,16.3,68.3,55.0,62.9,1.0,0.2,0.5,4.2,2.2,3.0,32.0,18.0,23.6,0.2,0.0,0.1,0.1,0.2,0.1,15.4,10.7,12.0,9,RB
11,David Johnson,HOU,19.0,13.0,16.0,74.5,51.0,62.9,0.7,0.0,0.5,3.6,1.3,2.5,36.7,13.0,24.0,0.2,0.0,0.1,0.1,0.2,0.1,14.4,7.5,11.9,9,RB
12,Melvin Gordon,DEN,17.1,12.4,14.3,65.0,49.4,54.9,1.0,0.3,0.5,4.3,2.0,2.9,36.0,16.0,22.1,0.3,0.0,0.1,0.1,0.3,0.2,14.1,10.0,10.9,9,RB
13,Antonio Gibson,WAS,18.1,12.4,14.1,78.8,21.1,51.8,1.0,0.1,0.5,3.0,2.3,2.7,26.0,17.7,21.8,0.1,0.0,0.1,0.0,0.2,0.1,14.5,5.6,10.8,9,RB
