Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1441,2339322347,zsather21,0,146.8,QB Josh Allen RB Dalvin Cook RB David Johnson FLEX Justin Jackson WR Stefon Diggs WR Tyler Lockett WR Marcus Johnson TE Evan Engram DST Giants ,,,
1443,2330732508,UtFreak34,0,146.74,QB Deshaun Watson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Jerry Jeudy WR Marvin Hall TE Evan Engram DST Cardinals ,,,
1444,2338987930,averystreet,0,146.72,QB Kyler Murray RB Dalvin Cook RB Justin Jackson FLEX DeAndre Hopkins WR Stefon Diggs WR Demarcus Robinson WR Jalen Guyton TE Jimmy Graham DST Chargers ,,,
1445,2336535283,skleveno,0,146.7,QB Derek Carr FLEX Dalvin Cook RB Chase Edmonds RB DeeJay Dallas WR Julio Jones WR Brandin Cooks WR Marvin Jones Jr. TE Logan Thomas DST Giants ,,,
1446,2338231962,TenHi,0,146.64,QB Justin Herbert RB Dalvin Cook RB DeeJay Dallas WR Julio Jones WR Justin Jefferson WR Brandin Cooks FLEX Marvin Hall TE Hayden Hurst DST Texans ,,,
1446,2338834025,jcameronmetz,0,146.64,QB Deshaun Watson RB Dalvin Cook RB Chase Edmonds FLEX Antonio Gibson WR Julio Jones WR Marvin Jones Jr. WR Darnell Mooney TE Jordan Akins DST Bills ,,,
1446,2339474910,mmenghi,0,146.64,QB Justin Herbert RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Keenan Allen WR Danny Amendola TE Dan Arnold DST Lions ,,,
1449,2334681153,mpay33,0,146.6,QB Derek Carr RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Stefon Diggs WR Julio Jones WR David Moore TE Hunter Henry DST Giants ,,,
1449,2337745357,JMitchucf,0,146.6,QB Russell Wilson RB Dalvin Cook RB James Conner FLEX Chase Edmonds WR Tyler Lockett WR Jerry Jeudy WR Christian Blake TE Jordan Akins DST Giants ,,,
1449,2337797233,AMB33,0,146.6,QB Russell Wilson RB Justin Jackson RB DeeJay Dallas WR DK Metcalf WR Chase Claypool WR Christian Kirk FLEX Travis Kelce TE Greg Olsen DST WAS Football Team ,,,
1449,2338190393,hutchboy180,0,146.6,QB Josh Allen RB Dalvin Cook FLEX Chase Edmonds RB David Johnson WR Julio Jones WR Sterling Shepard WR Marcus Johnson TE Noah Fant DST Giants ,,,
1449,2334899734,Woodsy379,0,146.6,QB Josh Allen RB Chase Edmonds FLEX Josh Jacobs RB Justin Jackson WR Stefon Diggs WR Justin Jefferson WR Jerry Jeudy TE Hunter Henry DST Giants ,,,
1449,2339570792,tinsletb,0,146.6,QB Josh Allen RB David Johnson RB D'Andre Swift WR Stefon Diggs WR Julio Jones WR Justin Jefferson FLEX Jerry Jeudy TE Hayden Hurst DST Cardinals ,,,
1449,2339910379,seanrams71,0,146.6,QB Lamar Jackson RB Christian McCaffrey RB Justin Jackson WR Julio Jones WR Christian Kirk FLEX Marvin Jones Jr. WR CeeDee Lamb TE Evan Engram DST Falcons ,,,
1456,2331332425,kdoggrx,0,146.54,QB Deshaun Watson RB Dalvin Cook RB James Conner FLEX Chase Edmonds WR Terry McLaurin WR Brandin Cooks WR Marvin Hall TE Albert Okwuegbunam DST Bills ,,,
1456,2335103907,rabblerouser,0,146.54,QB Justin Herbert RB Dalvin Cook RB Tony Pollard FLEX Keenan Allen WR Adam Thielen WR Mecole Hardman WR Darnell Mooney TE T.J. Hockenson DST WAS Football Team ,,,
1456,2335380380,yosketer83,0,146.54,QB Justin Herbert RB Dalvin Cook RB James Robinson FLEX David Johnson WR Chase Claypool WR Christian Kirk WR Darnell Mooney TE Noah Fant DST Cardinals ,,,
1459,2334307979,pgsknwn,0,146.5,QB Russell Wilson RB Dalvin Cook RB Justin Jackson WR Julio Jones WR Tyler Lockett WR Sterling Shepard FLEX Curtis Samuel TE Hunter Henry DST Cowboys ,,,
1460,2339783330,31fortynine,0,146.48,QB Patrick Mahomes RB Dalvin Cook RB Todd Gurley II WR Tyler Lockett FLEX Chase Claypool WR Cole Beasley WR CeeDee Lamb TE Nick Boyle DST Panthers ,,,
1461,2339902706,troytyler91,0,146.46,QB Jake Luton RB Dalvin Cook RB Derrick Henry WR Julio Jones WR Cole Beasley WR DJ Chark Jr. FLEX Marvin Hall TE Hunter Henry DST WAS Football Team ,,,
1462,2336352350,thomaswburton,0,146.44,QB Justin Herbert RB Dalvin Cook RB Chase Edmonds FLEX Josh Jacobs WR Julio Jones WR Diontae Johnson WR Demarcus Robinson TE Hunter Henry DST Falcons ,,,
1463,2330967166,psteveo,0,146.4,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Brandin Cooks WR Marcus Johnson TE Hayden Hurst DST Giants ,,,
1463,2334091541,ferrigan,0,146.4,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Brandin Cooks WR Marcus Johnson TE Hayden Hurst DST Giants ,,,
1463,2334285461,SonOfTheDon84,0,146.4,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Brandin Cooks WR Marcus Johnson TE Hayden Hurst DST Giants ,,,
1463,2334987916,ajs12204,0,146.4,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Brandin Cooks WR Marcus Johnson TE Hayden Hurst DST Giants ,,,
1463,2335526599,OSUCowboy2000,0,146.4,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Brandin Cooks WR Marcus Johnson TE Hayden Hurst DST Giants ,,,
1463,2335814994,hbyanksman,0,146.4,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Brandin Cooks WR Marcus Johnson TE Hayden Hurst DST Giants ,,,
1463,2336468133,bevelgd,0,146.4,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Brandin Cooks WR Marcus Johnson TE Hayden Hurst DST Giants ,,,
1463,2336654230,Davidd0726,0,146.4,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Brandin Cooks WR Marcus Johnson TE Hayden Hurst DST Giants ,,,
1463,2336886637,gingermamba32,0,146.4,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Brandin Cooks WR Marcus Johnson TE Hayden Hurst DST Giants ,,,
1463,2337052802,RickEHorton,0,146.4,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Brandin Cooks WR Marcus Johnson TE Hayden Hurst DST Giants ,,,
1463,2337407733,andymartin5586,0,146.4,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Brandin Cooks WR Marcus Johnson TE Hayden Hurst DST Giants ,,,
1463,2338426437,jdquiring,0,146.4,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Brandin Cooks WR Marcus Johnson TE Hayden Hurst DST Giants ,,,
1463,2338569216,tim7roberts,0,146.4,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Brandin Cooks WR Marcus Johnson TE Hayden Hurst DST Giants ,,,
1463,2339794324,clr2448,0,146.4,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Brandin Cooks WR Marcus Johnson TE Hayden Hurst DST Giants ,,,
1463,2336491612,cliff1371,0,146.4,QB Josh Allen RB Dalvin Cook RB James Conner WR Stefon Diggs WR Julio Jones WR Darnell Mooney FLEX Marvin Hall TE Jordan Akins DST Panthers ,,,
1463,2336623408,kimmel10,0,146.4,QB Derek Carr RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Brandin Cooks WR Jerry Jeudy TE Hayden Hurst DST Cardinals ,,,
1463,2337179638,Brambo300,0,146.4,QB Josh Allen RB Dalvin Cook FLEX Chase Edmonds RB David Johnson WR Julio Jones WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Vikings ,,,
1463,2338101547,Coneair,0,146.4,QB Derek Carr RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Brandin Cooks WR Jerry Jeudy TE Hayden Hurst DST Cardinals ,,,
1463,2338529474,bballanj123,0,146.4,QB Josh Allen FLEX Chase Edmonds RB DeeJay Dallas RB J.K. Dobbins WR Julio Jones WR Keenan Allen WR Brandin Cooks TE Hayden Hurst DST Falcons ,,,
1482,2338119236,chrismani,0,146.36,QB Matt Ryan RB Dalvin Cook RB Chase Edmonds WR Cole Beasley WR Marvin Jones Jr. WR Jerry Jeudy FLEX Russell Gage TE Darren Waller DST Texans ,,,
1483,2337948763,j_tiller2005,0,146.34,QB Deshaun Watson RB Dalvin Cook RB Josh Jacobs FLEX Justin Jackson WR Tyler Lockett WR Terry McLaurin WR Marcus Johnson TE Hayden Hurst DST Titans ,,,
1484,2336889366,ent5021,0,146.3,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds WR Keenan Allen WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst FLEX Hunter Henry DST Falcons ,,,
1484,2337152297,jdbrook3,0,146.3,QB Josh Allen FLEX Dalvin Cook RB James Conner RB David Johnson WR Tyler Lockett WR Marvin Jones Jr. WR John Brown TE Mo Alie-Cox DST Giants ,,,
1484,2339164880,M.L.817,0,146.3,QB Lamar Jackson RB Dalvin Cook FLEX DeeJay Dallas RB J.K. Dobbins WR Terry McLaurin WR JuJu Smith-Schuster WR Corey Davis TE Hunter Henry DST Bills ,,,
1484,2337451939,iManLegend,0,146.3,QB Derek Carr RB James Conner RB Chase Edmonds WR Julio Jones WR Terry McLaurin WR John Brown FLEX Curtis Samuel TE T.J. Hockenson DST Vikings ,,,
1488,2332740716,sami86,0,146.26,QB Matt Ryan RB Dalvin Cook FLEX James Conner RB DeeJay Dallas WR Julio Jones WR Jerry Jeudy WR Darnell Mooney TE Will Dissly DST Steelers ,,,
1489,2339565671,dean5198,0,146.24,QB Deshaun Watson RB Dalvin Cook RB Josh Jacobs WR Julio Jones FLEX Keenan Allen WR Marvin Jones Jr. WR Marcus Johnson TE Trey Burton DST Falcons ,,,
1489,2339711392,Jared6636,0,146.24,QB Justin Herbert RB Dalvin Cook FLEX David Montgomery RB Justin Jackson WR Tyreek Hill WR Cole Beasley WR Mike Williams TE Hunter Henry DST Dolphins ,,,
1489,2337520895,claymakers5221,0,146.24,QB Deshaun Watson RB Christian McCaffrey RB Antonio Gibson WR Julio Jones WR Brandin Cooks WR Darnell Mooney TE Darren Waller FLEX Hayden Hurst DST Cowboys ,,,
1492,2330482194,dus61,0,146.22,QB Drew Lock RB Dalvin Cook RB Todd Gurley II FLEX Justin Jackson WR DeAndre Hopkins WR Marvin Jones Jr. WR Jerry Jeudy TE Noah Fant DST Cardinals ,,,
1493,2335427500,Bluelava,0,146.2,QB Josh Allen RB Justin Jackson RB J.D. McKissic WR Stefon Diggs FLEX Julio Jones WR Tyler Lockett WR John Brown TE T.J. Hockenson DST Vikings ,,,
1494,2329813239,yougotcropdusted,0,146.12,QB Drew Lock RB Dalvin Cook RB James Conner FLEX Chase Edmonds WR Keenan Allen WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Cowboys ,,,
1494,2331771244,comodo19,0,146.12,QB Drew Lock RB Dalvin Cook RB James Conner FLEX Chase Edmonds WR Keenan Allen WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Cowboys ,,,
1494,2333790150,Brominator,0,146.12,QB Drew Lock RB Dalvin Cook RB James Conner FLEX Chase Edmonds WR Keenan Allen WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Cowboys ,,,
1494,2333928268,ironlungs3,0,146.12,QB Drew Lock RB Dalvin Cook RB James Conner FLEX Chase Edmonds WR Keenan Allen WR Tyler Lockett WR Marcus Johnson TE Hayden Hurst DST Cowboys ,,,
1494,2334978403,river700,0,146.12,QB Kyler Murray FLEX Dalvin Cook RB Chase Edmonds RB Jordan Howard WR Corey Davis WR Marvin Jones Jr. WR Randall Cobb TE T.J. Hockenson DST Vikings ,,,
1494,2335051875,MAco17,0,146.12,QB Drew Lock FLEX Dalvin Cook RB Justin Jackson RB DeeJay Dallas WR DeAndre Hopkins WR Keenan Allen WR Darnell Mooney TE Eric Ebron DST Texans ,,,
1500,2329923922,pureshooter,0,146.1,QB Derek Carr RB Dalvin Cook RB Josh Jacobs WR Adam Thielen FLEX Christian Kirk WR Diontae Johnson WR Sterling Shepard TE Hayden Hurst DST Texans ,,,
1500,2334268197,CatfishPK,0,146.1,QB Josh Allen FLEX Dalvin Cook RB Clyde Edwards-Helaire RB DeeJay Dallas WR Tyler Lockett WR Marvin Jones Jr. WR Russell Gage TE Jonnu Smith DST WAS Football Team ,,,
1500,2335449296,bigmatt88,0,146.1,QB Derek Carr RB Dalvin Cook RB James Conner FLEX Chase Edmonds WR Julio Jones WR Keenan Allen WR Demarcus Robinson TE Irv Smith Jr. DST Cowboys ,,,
1500,2336335974,westspec,0,146.1,QB Derek Carr RB Dalvin Cook RB James Conner FLEX Chase Edmonds WR Julio Jones WR Keenan Allen WR Demarcus Robinson TE Irv Smith Jr. DST Cowboys ,,,
1504,2339246221,JOJO0262,0,146.04,QB Justin Herbert RB Dalvin Cook RB David Johnson WR Adam Thielen WR Terry McLaurin WR Cole Beasley FLEX Larry Fitzgerald TE Hayden Hurst DST Giants ,,,
1504,2336555356,BladeRider,0,146.04,QB Justin Herbert RB Dalvin Cook FLEX James Robinson RB James Conner WR Terry McLaurin WR Brandin Cooks WR Marcus Johnson TE Hunter Henry DST Panthers ,,,
1504,2338803479,Npatt3410,0,146.04,QB Deshaun Watson RB Christian McCaffrey RB James Conner FLEX Nyheim Hines WR Will Fuller V WR Jerry Jeudy WR Keelan Cole TE Evan Engram DST Colts ,,,
1504,2339889302,joey_arc,0,146.04,QB Justin Herbert RB Dalvin Cook RB Derrick Henry WR Julio Jones FLEX Brandin Cooks WR Mike Williams WR Marvin Hall TE Irv Smith Jr. DST Falcons ,,,
1508,2337320026,elninospanh4thenino,0,146,QB Josh Allen RB James Conner RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Keenan Allen WR Jerry Jeudy TE Irv Smith Jr. DST Falcons ,,,
1509,2339723195,Tallman12,0,145.9,QB Russell Wilson RB Dalvin Cook RB DeeJay Dallas WR Julio Jones WR Tyler Lockett FLEX Diontae Johnson WR John Brown TE Greg Olsen DST Falcons ,,,
1510,2337604993,Ralph_Lauren22,0,145.84,QB Justin Herbert RB Todd Gurley II RB D'Andre Swift FLEX Tyreek Hill WR Allen Robinson II WR Mike Williams WR Henry Ruggs III TE T.J. Hockenson DST Giants ,,,
1510,2338415105,djmorrison,0,145.84,QB Deshaun Watson RB Chase Edmonds RB DeeJay Dallas WR Allen Robinson II WR Marvin Jones Jr. WR Jerry Jeudy FLEX Russell Gage TE Travis Kelce DST Vikings ,,,
1512,2334510452,Schnizzel,0,145.82,QB Kyler Murray RB Dalvin Cook RB J.K. Dobbins WR DeAndre Hopkins WR Tyler Lockett FLEX Sterling Shepard WR Danny Amendola TE Dan Arnold DST Giants ,,,
1512,2336300376,ADH6676,0,145.82,QB Drew Lock RB Dalvin Cook RB Josh Jacobs FLEX Julio Jones WR Tyler Lockett WR Brandin Cooks WR Marcus Johnson TE Noah Fant DST Texans ,,,
1514,2336732886,00wolfpack,0,145.8,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Keenan Allen WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Dolphins ,,,
1514,2334569239,mphartley,0,145.8,QB Derek Carr RB Dalvin Cook RB Justin Jackson WR Stefon Diggs WR Brandin Cooks FLEX Christian Kirk WR Sterling Shepard TE Noah Fant DST Cardinals ,,,
1514,2331874462,B-Lang89,0,145.8,QB Josh Allen RB James Conner FLEX Chase Edmonds RB Justin Jackson WR Stefon Diggs WR Terry McLaurin WR Sterling Shepard TE Irv Smith Jr. DST Giants ,,,
1517,2333444450,mjuckins,0,145.78,QB Patrick Mahomes RB James Conner RB Zack Moss WR Marvin Jones Jr. WR Diontae Johnson WR Jerry Jeudy FLEX Darnell Mooney TE Travis Kelce DST Chiefs ,,,
1518,2335832774,rstanley23,0,145.74,QB Deshaun Watson RB Dalvin Cook RB James Conner WR Keenan Allen WR Marvin Jones Jr. FLEX Diontae Johnson WR Darnell Mooney TE Hunter Henry DST Falcons ,,,
1519,2336845498,Mouk411,0,145.7,QB Josh Allen RB Chase Edmonds RB Justin Jackson WR Stefon Diggs FLEX Tyler Lockett WR Diontae Johnson WR Jerry Jeudy TE Noah Fant DST Giants ,,,
1519,2338915491,martin12,0,145.7,QB Josh Allen RB Dalvin Cook RB Derrick Henry FLEX Justin Jackson WR Julio Jones WR Sterling Shepard WR Marcus Johnson TE Hayden Hurst DST Giants ,,,
1519,2339115118,inselman1,0,145.7,QB Josh Allen RB Dalvin Cook FLEX James Conner RB Chase Edmonds WR Tyler Lockett WR John Brown WR Marvin Hall TE Irv Smith Jr. DST Cardinals ,,,
1522,2338810486,workhardplayhard23,0,145.66,QB Matt Ryan RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Keenan Allen WR Steven Sims Jr. TE Hayden Hurst DST Vikings ,,,
1523,2334289708,WinkyChrist,0,145.64,QB Deshaun Watson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Tyler Lockett WR Brandin Cooks WR Diontae Johnson TE Irv Smith Jr. DST Giants ,,,
1523,2337028512,joecarterfan,0,145.64,QB Deshaun Watson RB Dalvin Cook RB David Johnson WR Julio Jones WR Keenan Allen WR Marvin Jones Jr. FLEX Marcus Johnson TE Hayden Hurst DST Falcons ,,,
1525,2336614573,srlamontagne18,0,145.62,QB Drew Lock RB Dalvin Cook RB Justin Jackson WR Julio Jones WR Tyler Lockett FLEX Brandin Cooks WR Marvin Jones Jr. TE Hayden Hurst DST Cardinals ,,,
1526,2338471174,adultswim,0,145.6,QB Russell Wilson RB Dalvin Cook RB Justin Jackson WR Tyler Lockett WR Brandin Cooks FLEX Christian Kirk WR Jakeem Grant TE Darren Waller DST Cardinals ,,,
1526,2339920333,scott.q,0,145.6,QB Josh Allen RB James Robinson RB Melvin Gordon III WR DK Metcalf FLEX Tyreek Hill WR Henry Ruggs III WR Darnell Mooney TE Dalton Schultz DST WAS Football Team ,,,
1526,2337814717,Sillyhats,0,145.6,QB Josh Allen RB Dalvin Cook RB James Conner FLEX Chase Edmonds WR Marvin Jones Jr. WR John Brown WR Laviska Shenault Jr. TE Noah Fant DST Vikings ,,,
1529,2337231520,suvracing,0,145.58,QB Kyle Allen FLEX Dalvin Cook RB Chase Edmonds RB Antonio Gibson WR Terry McLaurin WR Christian Kirk WR Darnell Mooney TE Noah Fant DST WAS Football Team ,,,
1530,2333158372,terpfan20,0,145.52,QB Drew Lock RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Brandin Cooks TE Will Dissly DST Giants ,,,
1531,2331556094,River_Rat,0,145.5,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB DeeJay Dallas WR Stefon Diggs WR Tyler Lockett WR Christian Blake TE Will Dissly DST Vikings ,,,
1531,2334863315,WavelandAveGuy,0,145.5,QB Josh Allen RB Dalvin Cook FLEX Chase Edmonds RB DeeJay Dallas WR Julio Jones WR Marvin Jones Jr. WR Steven Sims Jr. TE Noah Fant DST Cardinals ,,,
1531,2335286095,Chemorta,0,145.5,QB Josh Allen RB Dalvin Cook RB James Conner FLEX DeeJay Dallas WR Julio Jones WR Marvin Jones Jr. WR Anthony Miller TE Logan Thomas DST Falcons ,,,
1531,2335793146,msmitty0304,0,145.5,QB Derek Carr RB Dalvin Cook FLEX Justin Jackson RB DeeJay Dallas WR Julio Jones WR Marvin Jones Jr. WR Jerry Jeudy TE Darren Waller DST WAS Football Team ,,,
1531,2337135590,EthanGordon12,0,145.5,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Keenan Allen WR Tyler Lockett WR Demarcus Robinson TE Albert Okwuegbunam DST Giants ,,,
1536,2330804511,busyb44,0,145.48,QB Patrick Mahomes RB Dalvin Cook RB DeeJay Dallas FLEX J.K. Dobbins WR Tyreek Hill WR Mecole Hardman WR Laviska Shenault Jr. TE Mark Andrews DST Cardinals ,,,
1537,2336909121,pabloplyr,0,145.46,QB Matt Ryan RB Dalvin Cook FLEX Chase Edmonds RB DeeJay Dallas WR Julio Jones WR Marvin Jones Jr. WR Darnell Mooney TE Hayden Hurst DST Texans ,,,
1538,2337559749,dhazelgrove75,0,145.42,QB Kyler Murray RB Dalvin Cook RB James Conner FLEX Chase Edmonds WR Brandin Cooks WR Marvin Jones Jr. WR Christian Blake TE Logan Thomas DST Falcons ,,,
1539,2330237110,Goatropers,0,145.4,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Tyler Lockett WR Jerry Jeudy WR Darnell Mooney TE Noah Fant DST Vikings ,,,
1539,2336364938,gales98,0,145.4,QB Russell Wilson RB Dalvin Cook RB David Johnson WR Tyler Lockett WR Brandin Cooks FLEX Christian Kirk WR Mike Williams TE Logan Thomas DST Panthers ,,,
1539,2335332930,banoah72,0,145.4,QB Russell Wilson RB Antonio Gibson RB Melvin Gordon III FLEX Tyreek Hill WR DeVante Parker WR DJ Chark Jr. WR Darius Slayton TE Jonnu Smith DST Steelers ,,,
1539,2336682879,zestfulyclean,0,145.4,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Brandin Cooks WR John Brown TE Albert Okwuegbunam DST Vikings ,,,
1543,2338293437,allegany67,0,145.36,QB Matt Ryan RB Dalvin Cook RB Justin Jackson FLEX Julio Jones WR Tyler Lockett WR Sterling Shepard WR Jerry Jeudy TE Hayden Hurst DST Cardinals ,,,
1544,2330170068,thewhiskeyfish,0,145.34,QB Justin Herbert FLEX Dalvin Cook RB Melvin Gordon III RB J.K. Dobbins WR Julio Jones WR Justin Jefferson WR Jerry Jeudy TE Jonnu Smith DST Cardinals ,,,
1544,2336598141,mitchtotheried,0,145.34,QB Deshaun Watson RB Chase Edmonds RB Clyde Edwards-Helaire FLEX David Montgomery WR Julio Jones WR Jerry Jeudy WR John Brown TE T.J. Hockenson DST Giants ,,,
1544,2336939643,sdmjb4,0,145.34,QB Deshaun Watson FLEX Dalvin Cook RB Chase Edmonds RB David Johnson WR Keenan Allen WR Marvin Jones Jr. WR Christian Blake TE Evan Engram DST Cardinals ,,,
1544,2338690645,uofmechoate,0,145.34,QB Justin Herbert FLEX Chase Edmonds RB David Johnson RB J.D. McKissic WR Keenan Allen WR Marvin Jones Jr. WR Jerry Jeudy TE Darren Waller DST WAS Football Team ,,,
1548,2338242540,sbyr160,0,145.32,QB Drew Lock RB James Conner RB Chase Edmonds FLEX DeeJay Dallas WR Julio Jones WR Marvin Jones Jr. WR Jerry Jeudy TE Darren Waller DST Giants ,,,
1549,2334462954,Jmanx333,0,145.3,QB Josh Allen RB David Johnson RB DeeJay Dallas WR DK Metcalf WR Stefon Diggs WR Tyler Lockett FLEX John Brown TE Greg Olsen DST Giants ,,,
1549,2336873570,Mjrbrts,0,145.3,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Keenan Allen WR Brandin Cooks WR Steven Sims Jr. TE Hayden Hurst DST Cardinals ,,,
1549,2337542445,Mickel78,0,145.3,QB Russell Wilson RB James Robinson RB Chase Edmonds WR Julio Jones WR Tyreek Hill WR Diontae Johnson FLEX Darnell Mooney TE Will Dissly DST Vikings ,,,
1549,2339838642,jjcote,0,145.3,QB Russell Wilson RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Keenan Allen WR Marvin Jones Jr. WR Marcus Johnson TE Hayden Hurst DST Texans ,,,
1549,2334972495,holthad,0,145.3,QB Josh Allen RB Dalvin Cook RB David Johnson FLEX Justin Jackson WR Julio Jones WR Tyler Lockett WR Diontae Johnson TE Irv Smith Jr. DST Vikings ,,,
1554,2336830990,bgizzle714,0,145.26,QB Jake Luton RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Keenan Allen WR Marvin Jones Jr. TE Logan Thomas DST Cowboys ,,,
1555,2333810364,deanldimalanta,0,145.24,QB Justin Herbert RB Dalvin Cook RB James Conner WR Keenan Allen WR John Brown FLEX Laviska Shenault Jr. WR Darnell Mooney TE Darren Waller DST Falcons ,,,
1555,2334470953,BobGenghisKhan,0,145.24,QB Deshaun Watson RB Dalvin Cook RB James Conner FLEX Justin Jackson WR Terry McLaurin WR Jerry Jeudy WR Darnell Mooney TE Noah Fant DST Cardinals ,,,
1555,2338964497,mattefantasy,0,145.24,QB Justin Herbert RB Dalvin Cook FLEX Antonio Gibson RB Justin Jackson WR JuJu Smith-Schuster WR Brandin Cooks WR Darnell Mooney TE Darren Waller DST Cardinals ,,,
1555,2339848120,collfopp,0,145.24,QB Justin Herbert RB Dalvin Cook RB Derrick Henry FLEX James Conner WR DeVante Parker WR Jerry Jeudy WR Christian Blake TE Evan Engram DST Broncos ,,,
1559,2334894635,Keilcase,0,145.2,QB Josh Allen RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Stefon Diggs WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Cardinals ,,,
1559,2335911608,sabriandi,0,145.2,QB Josh Allen RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Stefon Diggs WR Tyler Lockett WR Marcus Johnson TE Irv Smith Jr. DST Cardinals ,,,
1559,2337193853,dar147,0,145.2,QB Josh Allen RB Josh Jacobs RB Justin Jackson FLEX Stefon Diggs WR Julio Jones WR Terry McLaurin WR Marcus Johnson TE Hunter Henry DST Ravens ,,,
1562,2336357829,Bluechip11,0,145.18,QB Patrick Mahomes RB Dalvin Cook RB David Johnson FLEX Justin Jackson WR Tyreek Hill WR Darius Slayton WR Mecole Hardman TE Dalton Schultz DST Giants ,,,
1563,2334918220,e_wheeze,0,145.16,QB Matt Ryan RB Dalvin Cook RB Chase Edmonds WR Julio Jones WR Tyler Lockett WR Jerry Jeudy FLEX Darnell Mooney TE Will Dissly DST Cardinals ,,,
1564,2336930052,himynameisho,0,145.14,QB Deshaun Watson RB Dalvin Cook RB Josh Jacobs FLEX David Johnson WR Julio Jones WR Brandin Cooks WR Marcus Johnson TE Hayden Hurst DST Giants ,,,
1564,2339717119,richmalone,0,145.14,QB Justin Herbert FLEX Dalvin Cook RB Antonio Gibson RB David Montgomery WR DK Metcalf WR Marvin Jones Jr. WR Mike Williams TE Trey Burton DST Cowboys ,,,
1564,2337360541,castman86,0,145.14,QB Justin Herbert RB Dalvin Cook FLEX Josh Jacobs RB Justin Jackson WR Julio Jones WR Keenan Allen WR Marcus Johnson TE Trey Burton DST Giants ,,,
1567,2337263694,CJNIII,0,145.1,QB Josh Allen RB James Conner RB Chase Edmonds WR Keenan Allen WR Adam Thielen WR Jerry Jeudy TE Noah Fant FLEX Jonnu Smith DST Vikings ,,,
1567,2330966030,sixfigee,0,145.1,QB Derek Carr RB Dalvin Cook FLEX Chase Edmonds RB David Johnson WR Keenan Allen WR Cole Beasley WR David Moore TE Darren Waller DST Vikings ,,,
