Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1247,2331994269,skaines,0,167.04,QB Justin Herbert RB Dalvin Cook RB James Robinson FLEX DeeJay Dallas WR Keenan Allen WR Cole Beasley WR Jerry Jeudy TE Jordan Akins DST Falcons ,,,
1252,2335997563,bneg,0,167,QB Josh Allen RB Dalvin Cook RB David Johnson WR Stefon Diggs WR Tyler Lockett FLEX Jerry Jeudy WR Darnell Mooney TE Trey Burton DST Giants ,,,
1252,2336474134,MywifeisAWESOME,0,167,QB Josh Allen FLEX Dalvin Cook RB Justin Jackson RB Wayne Gallman Jr. WR Stefon Diggs WR Christian Kirk WR Marvin Hall TE Darren Waller DST Cardinals ,,,
1252,2339803912,chloerox69,0,167,QB Josh Allen RB Dalvin Cook RB Wayne Gallman Jr. WR Stefon Diggs WR Justin Jefferson WR Darnell Mooney TE Evan Engram FLEX Logan Thomas DST Steelers ,,,
1252,2337920720,Fantasy.king,0,167,QB Josh Allen RB Dalvin Cook RB James Robinson WR Stefon Diggs WR Keelan Cole WR Darnell Mooney FLEX KJ Hamler TE Hayden Hurst DST Steelers ,,,
1256,2339466953,2wayyo,0,166.94,QB Deshaun Watson RB Dalvin Cook RB James Robinson WR Stefon Diggs WR Christian Kirk WR Marvin Jones Jr. TE Darren Fells FLEX Will Dissly DST Giants ,,,
1256,2330806095,jacobybow,0,166.94,QB Matthew Stafford RB Dalvin Cook RB Clyde Edwards-Helaire WR Keenan Allen WR Justin Jefferson WR Christian Kirk FLEX David Moore TE Evan Engram DST Colts ,,,
1256,2338783852,Jantrick2,0,166.94,QB Deshaun Watson RB Dalvin Cook FLEX Antonio Gibson RB DeeJay Dallas WR Brandin Cooks WR Diontae Johnson WR Jerry Jeudy TE Darren Waller DST Cardinals ,,,
1259,2331818237,wvadawg,0,166.92,QB Drew Lock RB James Robinson RB Chase Edmonds WR Julio Jones WR Keenan Allen WR Marvin Jones Jr. FLEX Jerry Jeudy TE Noah Fant DST Bills ,,,
1259,2334851054,cubs3478,0,166.92,QB Drew Lock RB Dalvin Cook RB Derrick Henry FLEX James Robinson WR Diontae Johnson WR Jerry Jeudy WR Darnell Mooney TE T.J. Hockenson DST Cardinals ,,,
1259,2337510280,drewmantel,0,166.92,QB Ryan Tannehill RB Dalvin Cook RB Justin Jackson WR Will Fuller V WR Terry McLaurin WR Corey Davis FLEX Curtis Samuel TE Evan Engram DST Giants ,,,
1262,2336619902,kingchris666,0,166.9,QB Derek Carr RB Dalvin Cook RB James Robinson FLEX Zack Moss WR Will Fuller V WR Marvin Jones Jr. WR Jerry Jeudy TE Jonnu Smith DST Texans ,,,
1262,2338689174,awwwdookie1,0,166.9,QB Russell Wilson RB Dalvin Cook RB DeeJay Dallas WR Brandin Cooks FLEX Christian Kirk WR Mike Williams WR Mecole Hardman TE Mark Andrews DST Ravens ,,,
1262,2336021174,tootallgee,0,166.9,QB Josh Allen FLEX Dalvin Cook RB Chase Edmonds RB Justin Jackson WR Julio Jones WR Brandin Cooks WR Demarcus Robinson TE Evan Engram DST Giants ,,,
1262,2339018347,icecole01,0,166.9,QB Josh Allen RB Dalvin Cook FLEX James Conner RB David Johnson WR Julio Jones WR Jerry Jeudy WR Danny Amendola TE Hunter Henry DST Giants ,,,
1266,2338601742,BHud7201,0,166.88,QB Patrick Mahomes RB Dalvin Cook FLEX Clyde Edwards-Helaire RB DeeJay Dallas WR Tyreek Hill WR Marvin Jones Jr. WR Diontae Johnson TE Jack Doyle DST Falcons ,,,
1267,2336042579,brodypeterson5,0,166.86,QB Matt Ryan RB Dalvin Cook RB Justin Jackson FLEX DeeJay Dallas WR Julio Jones WR Keenan Allen WR Jerry Jeudy TE Hayden Hurst DST Falcons ,,,
1268,2336069971,deadbolts,0,166.84,QB Deshaun Watson RB Dalvin Cook RB Derrick Henry FLEX Zack Moss WR DJ Chark Jr. WR Mecole Hardman WR Curtis Samuel TE Darren Fells DST Dolphins ,,,
1268,2337636188,joekoby,0,166.84,QB Deshaun Watson RB Dalvin Cook RB James Robinson WR Terry McLaurin WR JuJu Smith-Schuster FLEX Randall Cobb WR Marvin Hall TE Evan Engram DST Vikings ,,,
1268,2330095672,caseycarr7,0,166.84,QB Justin Herbert RB Christian McCaffrey FLEX Chase Edmonds RB Antonio Gibson WR DJ Chark Jr. WR Randall Cobb WR Curtis Samuel TE Noah Fant DST WAS Football Team ,,,
1268,2336696259,titans_cricket,0,166.84,QB Ben Roethlisberger RB Christian McCaffrey RB Dalvin Cook FLEX Chase Edmonds WR Marvin Jones Jr. WR Diontae Johnson WR Demarcus Robinson TE Jordan Akins DST WAS Football Team ,,,
1268,2338997549,nickrost,0,166.84,QB Justin Herbert RB Dalvin Cook RB James Conner WR Keenan Allen FLEX Justin Jefferson WR Jerry Jeudy WR Marvin Hall TE Hayden Hurst DST Vikings ,,,
1268,2339763652,randall1080,0,166.84,QB Ben Roethlisberger RB Dalvin Cook FLEX Antonio Gibson RB Justin Jackson WR Allen Robinson II WR Christian Kirk WR Jerry Jeudy TE Eric Ebron DST Cardinals ,,,
1274,2331195835,SteveKligs,0,166.82,QB Drew Lock RB Dalvin Cook RB Justin Jackson FLEX Stefon Diggs WR Tyler Lockett WR Marvin Jones Jr. WR Jerry Jeudy TE Evan Engram DST Cardinals ,,,
1274,2334805392,nomilus,0,166.82,QB Drew Lock RB Dalvin Cook RB Chase Edmonds FLEX DeeJay Dallas WR Julio Jones WR Marvin Jones Jr. WR Jerry Jeudy TE Noah Fant DST Cardinals ,,,
1274,2335009434,dudju,0,166.82,QB Drew Lock RB Dalvin Cook FLEX Chase Edmonds RB DeeJay Dallas WR Julio Jones WR Marvin Jones Jr. WR Jerry Jeudy TE Noah Fant DST Cardinals ,,,
1277,2329795938,truplayaz,0,166.8,QB Russell Wilson RB Dalvin Cook RB Josh Jacobs FLEX DK Metcalf WR Tyler Lockett WR Darnell Mooney WR David Moore TE Jimmy Graham DST Falcons ,,,
1277,2334239491,kjeske3,0,166.8,QB Josh Allen RB Dalvin Cook RB Chase Edmonds FLEX Josh Jacobs WR Tyler Lockett WR Jerry Jeudy WR John Brown TE Will Dissly DST Cardinals ,,,
1277,2336444823,jakeveg,0,166.8,QB Josh Allen RB Dalvin Cook RB Clyde Edwards-Helaire FLEX Justin Jackson WR Stefon Diggs WR Mike Williams WR Jerry Jeudy TE Logan Thomas DST Cardinals ,,,
1277,2337158781,jcwal,0,166.8,QB Josh Allen RB James Conner FLEX Josh Jacobs RB David Montgomery WR Stefon Diggs WR Terry McLaurin WR Jerry Jeudy TE Irv Smith Jr. DST Vikings ,,,
1277,2338263811,rcw9f4,0,166.8,QB Josh Allen RB Dalvin Cook RB Justin Jackson WR Stefon Diggs WR Julio Jones FLEX Mike Williams WR David Moore TE Hayden Hurst DST Cardinals ,,,
1277,2338336225,Burnsee,0,166.8,QB Josh Allen RB Dalvin Cook RB Melvin Gordon III WR Stefon Diggs WR Danny Amendola WR Marcus Johnson TE Travis Kelce FLEX Jordan Akins DST Steelers ,,,
1283,2330461198,Artimus6886,0,166.74,QB Deshaun Watson RB Dalvin Cook RB Josh Jacobs FLEX DeeJay Dallas WR Julio Jones WR Keenan Allen WR Marcus Johnson TE Jimmy Graham DST Vikings ,,,
1283,2335491533,motoguzz1,0,166.74,QB Justin Herbert RB Dalvin Cook RB Antonio Gibson WR Tyreek Hill FLEX Chase Claypool WR Mike Williams WR Darnell Mooney TE Logan Thomas DST WAS Football Team ,,,
1283,2336820580,cdonnellan1990,0,166.74,QB Justin Herbert RB Dalvin Cook FLEX Chase Edmonds RB DeeJay Dallas WR Tyler Lockett WR Sterling Shepard WR Jerry Jeudy TE Hayden Hurst DST Giants ,,,
1283,2338117106,Remlap16,0,166.74,QB Ben Roethlisberger RB Dalvin Cook RB Clyde Edwards-Helaire FLEX D'Andre Swift WR Terry McLaurin WR JuJu Smith-Schuster WR Brandin Cooks TE Greg Olsen DST Cardinals ,,,
1283,2330950047,DukeLouie2019,0,166.74,QB Ben Roethlisberger RB Dalvin Cook RB Clyde Edwards-Helaire WR Keenan Allen WR Mike Williams WR Diontae Johnson FLEX Larry Fitzgerald TE Mark Andrews DST Ravens ,,,
1283,2338599012,HM_15,0,166.74,QB Deshaun Watson RB Dalvin Cook RB DeeJay Dallas WR Terry McLaurin WR Brandin Cooks WR Jerry Jeudy FLEX Laviska Shenault Jr. TE Mark Andrews DST Vikings ,,,
1289,2330190070,dbcohen89,0,166.72,QB Drew Lock RB Dalvin Cook RB Justin Jackson WR Julio Jones WR Keenan Allen WR Brandin Cooks FLEX Diontae Johnson TE Hayden Hurst DST Cardinals ,,,
1290,2331133011,LobeWon,0,166.7,QB Lamar Jackson RB Dalvin Cook FLEX Josh Jacobs RB D'Andre Swift WR Stefon Diggs WR Chase Claypool WR Marvin Jones Jr. TE Irv Smith Jr. DST Bills ,,,
1290,2337206187,bamaguy030,0,166.7,QB Josh Allen FLEX Dalvin Cook RB David Montgomery RB DeeJay Dallas WR Tyler Lockett WR Sterling Shepard WR Jerry Jeudy TE Mark Andrews DST Titans ,,,
1290,2337788518,bodaddy79,0,166.7,QB Josh Allen RB Dalvin Cook RB Melvin Gordon III WR Tyler Lockett FLEX Mecole Hardman WR Jerry Jeudy WR Michael Gallup TE Travis Kelce DST Cowboys ,,,
1290,2333770655,j53hunter,0,166.7,QB Josh Allen RB Dalvin Cook RB David Montgomery FLEX D'Andre Swift WR Tyler Lockett WR Jerry Jeudy WR Danny Amendola TE Darren Waller DST Cardinals ,,,
1294,2337896427,thefiresermon,0,166.64,QB Deshaun Watson RB Dalvin Cook FLEX Josh Jacobs RB DeeJay Dallas WR Julio Jones WR Marvin Jones Jr. WR Jerry Jeudy TE Hunter Henry DST Vikings ,,,
1294,2339358122,IronLeg,0,166.64,QB Ben Roethlisberger RB Dalvin Cook RB Clyde Edwards-Helaire WR Will Fuller V WR DJ Moore FLEX DeVante Parker WR Marvin Jones Jr. TE Jimmy Graham DST Giants ,,,
1294,2330213407,caseyconroy5252,0,166.64,QB Justin Herbert RB Dalvin Cook RB Justin Jackson FLEX DeeJay Dallas WR Keenan Allen WR Terry McLaurin WR Diontae Johnson TE Hayden Hurst DST Falcons ,,,
1294,2333715522,BobbyM55,0,166.64,QB Deshaun Watson RB Dalvin Cook RB DeeJay Dallas WR Julio Jones WR Tyler Lockett WR Jerry Jeudy FLEX Danny Amendola TE Noah Fant DST Giants ,,,
1294,2334560535,rmcmichael6876,0,166.64,QB Deshaun Watson RB James Robinson RB DeeJay Dallas WR Allen Robinson II WR Marvin Jones Jr. WR Jerry Jeudy FLEX Travis Kelce TE Evan Engram DST Giants ,,,
1294,2338514213,SacKing2015,0,166.64,QB Deshaun Watson RB Justin Jackson RB DeeJay Dallas WR Terry McLaurin FLEX Robby Anderson WR Brandin Cooks WR Jerry Jeudy TE Travis Kelce DST Giants ,,,
1294,2338741476,PANTHERSFAN59,0,166.64,QB Deshaun Watson RB Dalvin Cook RB DeeJay Dallas FLEX Stefon Diggs WR Tyler Lockett WR Marvin Jones Jr. WR Jerry Jeudy TE Albert Okwuegbunam DST Giants ,,,
1301,2337551547,nst9723,0,166.62,QB Kyler Murray RB Dalvin Cook FLEX Derrick Henry RB J.K. Dobbins WR Brandin Cooks WR Christian Kirk WR Demarcus Robinson TE Hayden Hurst DST Cardinals ,,,
1301,2338684424,Jocko876,0,166.62,QB Drew Lock RB Dalvin Cook FLEX D'Andre Swift RB Justin Jackson WR DeAndre Hopkins WR Stefon Diggs WR Jerry Jeudy TE Jonnu Smith DST Vikings ,,,
1301,2337509999,ms100,0,166.62,QB Kyler Murray RB Dalvin Cook RB D'Andre Swift WR DeAndre Hopkins WR CeeDee Lamb FLEX Jerry Jeudy WR Willie Snead IV TE Noah Fant DST Jaguars ,,,
1304,2336765607,zhenline13,0,166.6,QB Josh Allen RB Dalvin Cook RB James Robinson FLEX Jordan Howard WR Stefon Diggs WR Allen Robinson II WR Danny Amendola TE Logan Thomas DST Cowboys ,,,
1304,2338528341,schep_o,0,166.6,QB Lamar Jackson RB Dalvin Cook RB DeeJay Dallas WR DeAndre Hopkins WR DJ Chark Jr. FLEX Jerry Jeudy WR Hunter Renfrow TE Evan Engram DST WAS Football Team ,,,
1304,2336906064,RVA19,0,166.6,QB Josh Allen RB Chase Edmonds RB DeeJay Dallas WR Stefon Diggs WR Julio Jones WR Brandin Cooks FLEX Jerry Jeudy TE Jordan Akins DST Titans ,,,
1304,2338603608,Panty_Raider,0,166.6,QB Josh Allen RB Dalvin Cook FLEX James Robinson RB D'Andre Swift WR Robby Anderson WR Chase Claypool WR Marvin Jones Jr. TE Jordan Akins DST Vikings ,,,
1308,2336932111,CoachMoobear,0,166.58,QB Patrick Mahomes RB Antonio Gibson FLEX Melvin Gordon III RB Justin Jackson WR Tyreek Hill WR Sterling Shepard WR Curtis Samuel TE Travis Kelce DST Vikings ,,,
1309,2330037247,timjmac88,0,166.54,QB Justin Herbert RB Dalvin Cook RB James Conner WR Keenan Allen WR Marvin Jones Jr. FLEX Jerry Jeudy WR Nelson Agholor TE Hunter Henry DST Falcons ,,,
1309,2336816487,BlackWitchery,0,166.54,QB Justin Herbert RB Dalvin Cook FLEX Justin Jackson RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Brandin Cooks TE Irv Smith Jr. DST Vikings ,,,
1309,2337895000,indy10000,0,166.54,QB Justin Herbert FLEX Dalvin Cook RB Justin Jackson RB Jordan Howard WR Julio Jones WR Keenan Allen WR Curtis Samuel TE Noah Fant DST Dolphins ,,,
1312,2336473409,FaRiZ,0,166.52,QB Drew Lock RB Christian McCaffrey RB Dalvin Cook WR Julio Jones FLEX Tim Patrick WR Randall Cobb WR Russell Gage TE Noah Fant DST Vikings ,,,
1312,2338829197,flyingdog,0,166.52,QB Drew Lock RB Dalvin Cook RB David Johnson FLEX Stefon Diggs WR Julio Jones WR Jerry Jeudy WR Darnell Mooney TE Noah Fant DST Texans ,,,
1312,2334276950,benvardi,0,166.52,QB Drew Lock RB James Conner FLEX Chase Edmonds RB DeeJay Dallas WR Keenan Allen WR Jerry Jeudy WR Danny Amendola TE Travis Kelce DST WAS Football Team ,,,
1315,2337520356,Kyle_Sawyer39,0,166.5,QB Josh Allen RB Dalvin Cook FLEX James Conner RB Justin Jackson WR Stefon Diggs WR Julio Jones WR David Moore TE Irv Smith Jr. DST Vikings ,,,
1315,2335547109,Chazmoh,0,166.5,QB Russell Wilson RB Dalvin Cook RB Wayne Gallman Jr. FLEX Joshua Kelley WR Tyler Lockett WR Terry McLaurin WR John Brown TE Jonnu Smith DST WAS Football Team ,,,
1315,2337775828,IceHoya,0,166.5,QB Josh Allen RB Dalvin Cook FLEX Justin Jackson RB DeeJay Dallas WR Stefon Diggs WR Julio Jones WR Marcus Johnson TE Evan Engram DST Titans ,,,
1318,2330855420,gpusc,0,166.44,QB Deshaun Watson RB Dalvin Cook FLEX James Conner RB Antonio Gibson WR Keenan Allen WR Jerry Jeudy WR Larry Fitzgerald TE Hunter Henry DST Vikings ,,,
1318,2334026200,ssocal,0,166.44,QB Justin Herbert FLEX Dalvin Cook RB Antonio Gibson RB D'Andre Swift WR Keenan Allen WR Mike Williams WR John Brown TE Hunter Henry DST WAS Football Team ,,,
1318,2336315270,Hollywoodrulz,0,166.44,QB Deshaun Watson RB Christian McCaffrey FLEX James Robinson RB DeeJay Dallas WR Marvin Jones Jr. WR Jerry Jeudy WR Darnell Mooney TE Darren Waller DST Giants ,,,
1318,2339113984,kmarcus80,0,166.44,QB Ben Roethlisberger RB Dalvin Cook RB James Robinson WR Allen Robinson II WR Christian Kirk WR Jerry Jeudy FLEX Jalen Guyton TE Noah Fant DST Chiefs ,,,
1322,2330549214,Kenmark26,0,166.4,QB Josh Allen RB James Robinson FLEX David Johnson RB Justin Jackson WR Stefon Diggs WR Terry McLaurin WR Curtis Samuel TE Evan Engram DST Giants ,,,
1322,2336114680,kylekoller70USF,0,166.4,QB Josh Allen RB Clyde Edwards-Helaire RB DeeJay Dallas WR Terry McLaurin WR Chase Claypool FLEX Brandin Cooks WR Jerry Jeudy TE Noah Fant DST Steelers ,,,
1322,2337839730,bbbsouthside,0,166.4,QB Russell Wilson RB Dalvin Cook RB Josh Jacobs FLEX Zack Moss WR Stefon Diggs WR DeVante Parker WR David Moore TE Eric Ebron DST Jaguars ,,,
1322,2339482564,bugsy513,0,166.4,QB Russell Wilson RB Dalvin Cook RB Devin Singletary WR Justin Jefferson WR Nelson Agholor WR Danny Amendola FLEX Travis Kelce TE Irv Smith Jr. DST Steelers ,,,
1322,2337672978,davemad,0,166.4,QB Josh Allen RB Dalvin Cook RB James Robinson FLEX Todd Gurley II WR Cole Beasley WR John Brown WR Marvin Hall TE Jonnu Smith DST Ravens ,,,
1322,2339768534,slapchopmullet,0,166.4,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB Antonio Gibson WR Mike Williams WR Sterling Shepard WR Jerry Jeudy TE Noah Fant DST Vikings ,,,
1328,2338431472,denisad,0,166.38,QB Patrick Mahomes RB Dalvin Cook RB Derrick Henry WR Terry McLaurin WR Chase Claypool WR Christian Kirk TE Dalton Schultz FLEX Will Dissly DST Cowboys ,,,
1328,2336846545,80boi,0,166.38,QB Patrick Mahomes RB Dalvin Cook RB Melvin Gordon III FLEX Justin Jackson WR DK Metcalf WR Tyreek Hill WR David Moore TE Will Dissly DST Seahawks ,,,
1330,2330268279,bsmith21,0,166.34,QB Justin Herbert RB Dalvin Cook RB Clyde Edwards-Helaire WR Will Fuller V WR Christian Kirk WR Mike Williams FLEX Diontae Johnson TE Logan Thomas DST Chargers ,,,
1330,2334971601,nyfootballgmen,0,166.34,QB Deshaun Watson RB Dalvin Cook FLEX Justin Jackson RB DeeJay Dallas WR Julio Jones WR Marvin Jones Jr. WR Jerry Jeudy TE Evan Engram DST Ravens ,,,
1330,2338409886,blimes,0,166.34,QB Deshaun Watson RB Dalvin Cook FLEX Justin Jackson RB DeeJay Dallas WR Julio Jones WR Marvin Jones Jr. WR Jerry Jeudy TE Evan Engram DST Ravens ,,,
1330,2338805598,eramirez5587,0,166.34,QB Justin Herbert RB Dalvin Cook RB James Conner FLEX Keenan Allen WR Marvin Jones Jr. WR Darius Slayton WR Jerry Jeudy TE Dalton Schultz DST Giants ,,,
1330,2336987238,dyl95,0,166.34,QB Justin Herbert RB Dalvin Cook RB James Robinson FLEX Brandin Cooks WR Marvin Jones Jr. WR Jerry Jeudy WR Anthony Miller TE Logan Thomas DST Steelers ,,,
1335,2334601112,Chompie1515,0,166.32,QB Drew Lock FLEX Dalvin Cook RB Melvin Gordon III RB DeeJay Dallas WR Julio Jones WR Keenan Allen WR Diontae Johnson TE Noah Fant DST Vikings ,,,
1335,2338026539,mike2731,0,166.32,QB Drew Lock RB Dalvin Cook RB Chase Edmonds FLEX DeeJay Dallas WR Keenan Allen WR Marvin Jones Jr. WR Diontae Johnson TE Noah Fant DST Texans ,,,
1335,2336979336,oneteezy,0,166.32,QB Drew Lock RB Dalvin Cook RB Chase Edmonds FLEX Justin Jackson WR Allen Robinson II WR Marvin Jones Jr. WR Jerry Jeudy TE Darren Waller DST Vikings ,,,
1338,2337197479,MJM1262,0,166.3,QB Josh Allen RB Dalvin Cook RB Chase Edmonds WR Tyler Lockett WR Mike Williams WR Jerry Jeudy TE Noah Fant FLEX Hayden Hurst DST Falcons ,,,
1338,2337889922,seabass2003,0,166.3,QB Josh Allen RB Dalvin Cook RB Justin Jackson WR Stefon Diggs WR DJ Chark Jr. WR Tim Patrick FLEX Keelan Cole TE Darren Waller DST Falcons ,,,
1340,2331862996,Jefaros,0,166.28,QB Patrick Mahomes RB Chase Edmonds RB Justin Jackson WR Tyreek Hill WR Jerry Jeudy WR Darnell Mooney TE Travis Kelce FLEX Evan Engram DST Cardinals ,,,
1340,2334743762,pappitucci,0,166.28,QB Patrick Mahomes RB Dalvin Cook RB James Conner FLEX DeeJay Dallas WR DK Metcalf WR Danny Amendola WR Demarcus Robinson TE Hayden Hurst DST Dolphins ,,,
1342,2335239750,wcchamp3x7,0,166.24,QB Ben Roethlisberger RB Christian McCaffrey RB James Robinson WR Chase Claypool FLEX Mike Williams WR Diontae Johnson WR Jerry Jeudy TE Mark Andrews DST Vikings ,,,
1342,2339418188,Bane0291,0,166.24,QB Deshaun Watson RB Dalvin Cook RB Chase Edmonds FLEX DeeJay Dallas WR Julio Jones WR Keenan Allen WR Marcus Johnson TE Irv Smith Jr. DST Giants ,,,
1342,2335932394,bubbapuck,0,166.24,QB Deshaun Watson RB Dalvin Cook RB Clyde Edwards-Helaire WR Julio Jones WR Diontae Johnson FLEX Jerry Jeudy WR John Brown TE Noah Fant DST Falcons ,,,
1345,2334808754,jerstein,0,166.22,QB Drew Lock RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Marvin Jones Jr. WR Jerry Jeudy TE Evan Engram DST WAS Football Team ,,,
1346,2330259953,shinetime7,0,166.2,QB Josh Allen RB Dalvin Cook FLEX Chase Edmonds RB DeeJay Dallas WR Stefon Diggs WR Chase Claypool WR Danny Amendola TE Greg Olsen DST Texans ,,,
1346,2337799825,jacoblutze34,0,166.2,QB Josh Allen RB Dalvin Cook RB Justin Jackson WR Allen Robinson II FLEX Adam Thielen WR DJ Chark Jr. WR John Brown TE Trey Burton DST Titans ,,,
1346,2338598991,BringingtheThunder,0,166.2,QB Josh Allen RB Dalvin Cook RB DeeJay Dallas FLEX Stefon Diggs WR Chase Claypool WR DJ Moore WR Marvin Jones Jr. TE Jordan Akins DST Giants ,,,
1346,2338640954,TheJayman25,0,166.2,QB Josh Allen RB Dalvin Cook RB Chase Edmonds FLEX Wayne Gallman Jr. WR Tyler Lockett WR Robby Anderson WR Danny Amendola TE Hunter Henry DST Giants ,,,
1346,2338957376,aTadNasty,0,166.2,QB Josh Allen RB Dalvin Cook RB Chase Edmonds FLEX Antonio Gibson WR Amari Cooper WR Diontae Johnson WR John Brown TE Hayden Hurst DST Cardinals ,,,
1346,2339806304,seanrams71,0,166.2,QB Nick Foles RB Christian McCaffrey RB Dalvin Cook WR Julio Jones WR JuJu Smith-Schuster FLEX Marvin Jones Jr. WR Darnell Mooney TE Cole Kmet DST Cardinals ,,,
1352,2338987685,mike45644,0,166.18,QB Patrick Mahomes RB Christian McCaffrey RB Clyde Edwards-Helaire FLEX Wayne Gallman Jr. WR Tyler Lockett WR JuJu Smith-Schuster WR Curtis Samuel TE Jack Doyle DST Vikings ,,,
1353,2338916445,jaketorgy4,0,166.14,QB Deshaun Watson RB Dalvin Cook RB James Robinson FLEX DeeJay Dallas WR Brandin Cooks WR Marvin Jones Jr. WR Diontae Johnson TE Hayden Hurst DST Titans ,,,
1353,2337949308,Czapekj,0,166.14,QB Justin Herbert RB Dalvin Cook RB DeeJay Dallas FLEX Jordan Howard WR Will Fuller V WR Terry McLaurin WR Corey Davis TE Hayden Hurst DST Giants ,,,
1355,2334227981,Chopper999,0,166.1,QB Russell Wilson RB Dalvin Cook RB Clyde Edwards-Helaire WR DK Metcalf WR Marvin Jones Jr. WR Hunter Renfrow FLEX Demarcus Robinson TE T.J. Hockenson DST Dolphins ,,,
1355,2334679041,Muise31B,0,166.1,QB Josh Allen RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Jerry Jeudy WR John Brown TE Hunter Henry DST Falcons ,,,
1355,2338606524,NicholasJ829,0,166.1,QB Russell Wilson RB Dalvin Cook RB Wayne Gallman Jr. WR Stefon Diggs WR Allen Robinson II WR Marvin Jones Jr. FLEX John Brown TE Kyle Rudolph DST Falcons ,,,
1358,2339742367,lacesout7,0,166.08,QB Patrick Mahomes RB Dalvin Cook RB James Robinson WR Marvin Jones Jr. WR Jerry Jeudy WR Russell Gage FLEX Darnell Mooney TE T.J. Hockenson DST WAS Football Team ,,,
1359,2336430840,chrisnards,0,166.04,QB Justin Herbert RB Dalvin Cook RB Chase Edmonds FLEX Jordan Howard WR Julio Jones WR Jerry Jeudy WR Jalen Guyton TE Travis Kelce DST Cowboys ,,,
1359,2336900235,beefeater73,0,166.04,QB Deshaun Watson RB Clyde Edwards-Helaire RB DeeJay Dallas FLEX J.K. Dobbins WR Keenan Allen WR Marvin Jones Jr. WR Jerry Jeudy TE Travis Kelce DST Giants ,,,
1359,2339811893,mariomiller29,0,166.04,QB Deshaun Watson RB Christian McCaffrey RB Dalvin Cook FLEX Justin Jackson WR Stefon Diggs WR Brandin Cooks WR Marcus Johnson TE Irv Smith Jr. DST Falcons ,,,
1359,2332232440,hscheffler1988,0,166.04,QB Ben Roethlisberger RB Chase Edmonds RB Clyde Edwards-Helaire WR Terry McLaurin WR Christian Kirk WR Diontae Johnson FLEX Hunter Renfrow TE Travis Kelce DST Vikings ,,,
1363,2332186019,miguelucho,0,166.02,QB Drew Lock RB Dalvin Cook RB James Conner WR Julio Jones WR Brandin Cooks FLEX Mike Williams WR Jerry Jeudy TE Hunter Henry DST Texans ,,,
1363,2336833145,ecks14532,0,166.02,QB Drew Lock RB Chase Edmonds FLEX David Johnson RB DeeJay Dallas WR Stefon Diggs WR Marvin Jones Jr. WR Jerry Jeudy TE Travis Kelce DST Giants ,,,
1365,2333929212,DetroitRedskins,0,166,QB Russell Wilson RB Dalvin Cook FLEX Chase Edmonds RB DeeJay Dallas WR Keenan Allen WR Diontae Johnson WR Demarcus Robinson TE Hayden Hurst DST Texans ,,,
1365,2336853167,dbca1996,0,166,QB Josh Allen RB Christian McCaffrey RB Dalvin Cook WR Cole Beasley FLEX Randall Cobb WR Hunter Renfrow WR Danny Amendola TE Logan Thomas DST Steelers ,,,
1365,2339723961,joshvasq3,0,166,QB Derek Carr RB Dalvin Cook RB James Robinson WR Terry McLaurin WR Justin Jefferson FLEX Curtis Samuel WR Bryan Edwards TE Darren Waller DST Giants ,,,
1365,2339841350,jamesreid21,0,166,QB Josh Allen RB Dalvin Cook RB Justin Jackson WR Stefon Diggs WR Julio Jones WR Demarcus Robinson TE Darren Waller FLEX Irv Smith Jr. DST WAS Football Team ,,,
1365,2333800104,remoore23,0,166,QB Russell Wilson RB James Robinson RB Clyde Edwards-Helaire WR Tyler Lockett WR Christian Kirk WR Jerry Jeudy FLEX John Brown TE T.J. Hockenson DST Giants ,,,
1370,2338100446,spivey29,0,165.94,QB Justin Herbert RB Dalvin Cook FLEX Chase Edmonds RB Clyde Edwards-Helaire WR A.J. Brown WR Marvin Jones Jr. WR Curtis Samuel TE Jordan Akins DST Falcons ,,,
1371,2329939377,got_milt,0,165.92,QB Drew Lock RB Dalvin Cook RB James Robinson FLEX Justin Jackson WR Julio Jones WR Keenan Allen WR Marvin Jones Jr. TE Will Dissly DST Giants ,,,
1371,2338125218,mexaken,0,165.92,QB Drew Lock RB Dalvin Cook RB James Conner FLEX Chase Edmonds WR Diontae Johnson WR Jerry Jeudy WR Darnell Mooney TE Evan Engram DST Steelers ,,,
1371,2337624851,jpligon75,0,165.92,QB Drew Lock RB Dalvin Cook RB Chase Edmonds WR Julio Jones WR Tyler Lockett WR Jerry Jeudy FLEX Darnell Mooney TE Noah Fant DST Vikings ,,,
1374,2333983053,bryanbigbets,0,165.9,QB Josh Allen RB Dalvin Cook FLEX Chase Edmonds RB Justin Jackson WR Julio Jones WR Sterling Shepard WR Jerry Jeudy TE Hunter Henry DST Vikings ,,,
1374,2337820356,RogerB0032,0,165.9,QB Josh Allen RB Christian McCaffrey RB Jalen Richard WR Adam Thielen WR Robby Anderson WR Curtis Samuel FLEX Darren Waller TE Jimmy Graham DST WAS Football Team ,,,
