,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Steelers,4.2,2.7,3.5,1.2,0.7,1.0,1.1,0.4,0.7,1.6,0.9,1.2,0.3,0.0,0.2,0.1,0.0,0.1,23.7,14.0,17.2,321.0,353.7,332.3,10.6,6.9,8.9,9,DST
1,Patriots,3.3,1.7,2.6,1.7,0.8,1.1,0.8,0.5,0.6,1.1,0.8,0.9,0.3,0.1,0.2,0.1,0.0,0.0,19.9,13.7,16.3,271.0,319.0,294.6,9.8,6.1,8.1,9,DST
2,Falcons,3.3,1.8,2.3,4.1,0.8,1.5,0.8,0.4,0.5,0.8,0.7,0.7,0.4,0.1,0.2,0.0,0.0,0.0,23.0,21.2,22.1,342.9,354.4,348.4,15.3,5.9,7.5,9,DST
3,Team,3.8,2.0,2.9,1.5,0.8,1.0,0.9,0.5,0.7,1.5,0.9,1.2,0.2,0.0,0.2,0.1,0.0,0.0,22.9,19.7,20.4,299.0,308.8,304.2,9.2,6.4,7.3,9,DST
4,Packers,3.2,2.4,2.7,1.3,0.8,1.0,0.7,0.4,0.6,0.9,0.7,0.8,0.2,0.0,0.1,0.0,0.0,0.0,27.9,21.3,23.6,356.3,385.0,368.4,7.8,5.9,6.7,9,DST
5,Texans,3.4,1.8,2.7,1.1,0.6,0.8,1.0,0.4,0.6,1.3,0.8,1.0,0.2,0.1,0.1,0.0,0.0,0.0,23.2,19.3,20.9,319.5,352.4,336.9,7.8,6.0,6.5,9,DST
6,Colts,3.1,2.6,2.8,1.0,0.5,0.8,0.7,0.5,0.6,0.9,0.8,0.8,0.2,0.0,0.1,0.1,0.0,0.0,24.8,22.0,23.4,334.0,357.1,342.5,7.4,6.4,6.5,9,DST
7,Bills,3.7,2.6,3.0,1.0,0.5,0.7,0.7,0.4,0.6,0.9,0.8,0.8,0.2,0.0,0.1,0.1,0.0,0.1,31.0,20.5,26.0,354.0,383.2,373.1,7.4,4.9,6.5,9,DST
8,Giants,3.4,0.3,2.4,1.1,0.8,0.9,0.7,0.4,0.5,1.0,0.8,0.9,0.2,0.1,0.2,0.1,0.0,0.1,22.8,21.1,22.2,276.0,340.8,316.9,7.6,5.5,6.3,9,DST
9,Cardinals,3.1,1.3,2.4,1.2,0.7,0.9,0.7,0.4,0.6,1.2,0.6,1.0,0.2,0.0,0.2,0.0,0.0,0.0,23.0,19.0,21.5,299.0,340.0,317.4,6.9,6.3,6.3,9,DST
10,Jets,3.3,1.2,2.2,1.9,0.7,1.1,0.6,0.4,0.5,0.8,0.6,0.8,0.2,0.0,0.1,0.0,0.0,0.0,25.0,21.3,23.3,337.5,349.0,342.0,9.1,5.8,6.3,9,DST
11,Chiefs,3.0,1.7,2.4,1.1,0.7,0.9,0.8,0.3,0.5,1.1,0.7,0.9,0.2,0.1,0.2,0.1,0.0,0.0,22.7,17.3,20.6,354.0,372.0,360.1,7.7,5.7,6.2,9,DST
12,Ravens,2.5,1.5,2.0,1.1,0.8,0.9,1.0,0.4,0.7,1.4,0.8,1.1,0.2,0.0,0.1,0.2,0.0,0.1,25.0,19.2,21.5,330.0,386.7,356.6,7.0,5.3,6.2,9,DST
13,Vikings,3.3,2.1,2.7,1.0,0.6,0.8,0.6,0.5,0.5,0.9,0.6,0.7,0.2,0.0,0.1,0.0,0.0,0.0,24.5,19.1,22.4,347.0,380.6,363.8,7.7,5.8,6.2,9,DST
14,Jaguars,3.2,2.6,2.8,0.9,0.6,0.7,0.6,0.3,0.5,0.6,0.5,0.6,0.2,0.1,0.1,0.1,0.0,0.0,28.8,22.5,25.9,360.7,393.0,374.4,6.9,5.9,6.2,9,DST
15,Dolphins,2.8,1.3,2.1,1.3,0.8,1.0,0.7,0.4,0.5,1.0,0.7,0.9,0.2,0.1,0.2,0.0,0.0,0.0,27.4,23.5,26.0,378.6,426.0,400.2,7.4,4.4,6.2,9,DST
16,Bears,5.1,1.2,2.6,0.9,0.7,0.7,0.8,0.4,0.6,1.2,0.7,0.8,0.2,0.0,0.1,0.1,0.0,0.0,27.0,20.0,24.4,339.0,412.8,373.1,9.8,4.0,6.1,9,DST
17,Seahawks,2.8,1.5,2.2,1.0,0.7,0.9,1.0,0.5,0.7,1.4,0.9,1.1,0.2,0.0,0.1,0.1,0.0,0.0,27.3,21.2,24.8,367.9,386.1,378.7,6.7,5.3,6.1,9,DST
18,Broncos,3.3,2.0,2.5,1.0,0.6,0.7,0.7,0.5,0.6,1.0,0.7,0.8,0.2,0.1,0.1,0.0,0.0,0.0,27.7,21.6,25.5,369.0,401.5,386.6,7.0,4.8,5.9,9,DST
19,Titans,3.1,1.1,2.1,1.4,0.7,1.0,0.6,0.3,0.5,0.8,0.5,0.6,0.2,0.0,0.1,0.0,0.0,0.0,22.5,18.4,20.4,315.0,345.0,331.3,7.2,6.2,5.8,9,DST
20,Lions,2.9,1.4,2.3,1.0,0.6,0.8,0.6,0.4,0.5,0.9,0.7,0.8,0.2,0.0,0.1,0.0,0.0,0.0,29.0,22.2,26.2,342.7,360.0,353.2,6.4,5.1,5.8,9,DST
21,Raiders,2.5,1.3,2.1,1.0,0.7,0.8,0.7,0.4,0.6,1.0,0.7,0.9,0.2,0.0,0.1,0.0,0.0,0.0,29.6,20.9,26.2,385.8,414.0,396.7,6.7,5.1,5.7,9,DST
22,49ers,4.4,1.2,2.5,0.8,0.4,0.5,0.7,0.4,0.6,0.9,0.7,0.8,0.2,0.0,0.1,0.0,0.0,0.0,27.3,20.3,23.2,335.0,387.7,362.7,8.3,3.6,5.5,9,DST
23,Buccaneers,2.9,1.3,2.0,0.9,0.5,0.7,0.7,0.3,0.5,1.0,0.8,0.9,0.2,0.1,0.1,0.0,0.0,0.0,29.0,19.6,23.9,330.0,387.4,363.0,6.5,4.5,5.5,9,DST
24,Saints,3.1,1.1,2.0,1.0,0.5,0.7,0.8,0.4,0.6,1.1,0.7,0.8,0.2,0.0,0.1,0.1,0.0,0.0,32.2,21.5,26.8,355.0,363.5,358.2,6.6,3.3,5.4,9,DST
25,Chargers,2.8,1.7,2.2,0.7,0.4,0.6,0.8,0.3,0.6,1.1,0.4,0.7,0.2,0.0,0.1,0.0,0.0,0.0,25.8,18.7,23.2,354.9,383.6,371.2,6.2,5.2,5.4,9,DST
26,Cowboys,3.2,1.4,1.9,0.8,0.5,0.7,0.8,0.5,0.6,1.2,0.7,0.9,0.2,0.0,0.1,0.1,0.0,0.0,30.5,20.4,26.4,348.0,390.1,368.2,6.1,4.2,5.3,9,DST
27,Panthers,2.6,1.3,1.8,0.7,0.3,0.6,0.8,0.4,0.6,1.2,0.6,0.8,0.2,0.0,0.1,0.0,0.0,0.0,35.1,24.4,30.0,387.0,415.7,397.9,5.8,2.7,4.7,9,DST
