,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Matt Ryan,Corey Clement,Kareem Hunt,Julio Jones,Cooper Kupp,Nelson Agholor,Eric Ebron,Alvin Kamara,Dallas Cowboys,145.46200000000002,50000
1,Matt Ryan,Corey Clement,Alvin Kamara,Julio Jones,Cooper Kupp,Nelson Agholor,Eric Ebron,Giovani Bernard,Dallas Cowboys,143.32200000000003,49900
2,Patrick Mahomes,Corey Clement,Latavius Murray,Julio Jones,Tyler Boyd,Nelson Agholor,Eric Ebron,Alvin Kamara,Dallas Cowboys,142.54200000000003,49900
3,Patrick Mahomes,Corey Clement,Alvin Kamara,Julio Jones,Tyler Boyd,Nelson Agholor,Eric Ebron,Giovani Bernard,Dallas Cowboys,142.25200000000004,50000
4,Matt Ryan,Kareem Hunt,Alvin Kamara,Julio Jones,Tyler Boyd,Nelson Agholor,Eric Ebron,Allen Robinson,Dallas Cowboys,141.98200000000003,49900
5,Patrick Mahomes,Corey Clement,Kareem Hunt,Tyler Boyd,Cooper Kupp,Michael Thomas,Eric Ebron,Alvin Kamara,Dallas Cowboys,141.782,49900
6,Matt Ryan,Kareem Hunt,Alvin Kamara,Julio Jones,Tyler Boyd,Allen Robinson,Eric Ebron,Giovani Bernard,Dallas Cowboys,141.51200000000003,49700
7,Patrick Mahomes,Kareem Hunt,Alvin Kamara,Julio Jones,Tyler Boyd,Cooper Kupp,Eric Ebron,Allen Robinson,Dallas Cowboys,141.36200000000002,50000
8,Matt Ryan,Corey Clement,Latavius Murray,Tyler Boyd,Michael Thomas,Nelson Agholor,Eric Ebron,Alvin Kamara,Dallas Cowboys,140.55200000000002,49600
9,Patrick Mahomes,Corey Clement,Alvin Kamara,Julio Jones,Tyler Boyd,Nelson Agholor,Eric Ebron,Allen Robinson,Dallas Cowboys,140.33200000000002,49500
