Player,Team,Position,Salary,Name + ID,AvgPointsPerGame,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Dynasty_MIN,Dynasty_MID,Dynasty_MAX,Redraft_MIN,Redraft_MID,Redraft_MAX,Draft Kings Value_MAX,Draft Kings Value_MID,Draft Kings Value_MIN,Draft Kings_MID_Rank,Draft Kings_MID_Tier,Draft Kings Value_MID_Rank,Draft Kings Value_MID_Tier,Min_Tier,Add_Tier
Dak Prescott,DAL,QB,4000.0,Dak Prescott (16006144) (LOCKED),30.33,12.616000000000001,15.854000000000001,18.68,11.516,15.154000000000003,18.68,12.416,15.754000000000001,18.68,317.0577045022194,252.30225810521003,214.13276231263384,14,7,1,1,1,8
Alex Smith,WAS,QB,5200.0,Alex Smith (16006114) (LOCKED),10.44,15.26,19.840999999999998,23.869999999999997,14.360000000000001,18.246,22.02,14.96,18.646,22.02,340.76015727391876,262.08356433647504,217.8466694595727,5,4,2,1,1,5
Ben Roethlisberger,PIT,QB,6400.0,Ben Roethlisberger (16006103) (LOCKED),19.54,19.62,23.044000000000004,28.43,15.82,19.044000000000004,25.330000000000002,16.82,19.744000000000003,25.330000000000002,326.1977573904179,277.72956084013185,225.11431586352444,1,1,3,2,1,3
Carson Wentz,PHI,QB,5400.0,Carson Wentz (16006110) (LOCKED),18.37,16.419999999999998,19.433999999999997,22.104999999999997,15.12,17.704,19.880000000000003,16.119999999999997,18.504,20.48,328.8672350791718,277.8635381290522,244.28862248360102,6,4,4,2,2,6
Matt Ryan,ATL,QB,5800.0,Matt Ryan (16006106) (LOCKED),19.18,17.77,20.660999999999998,24.15,15.42,17.816,20.85,16.42,18.716,21.55,326.3927968486213,280.7221334882145,240.1656314699793,4,3,5,2,2,5
Case Keenum,CLE,QB,4800.0,Case Keenum (16006125) (LOCKED),1.84,12.54,16.401,21.5,10.590000000000002,14.505999999999998,20.05,12.090000000000002,15.405999999999999,20.05,382.7751196172249,292.6650813974758,223.25581395348837,13,6,6,2,2,8
Philip Rivers,IND,QB,5600.0,Philip Rivers (16006108) (LOCKED),16.64,16.357000000000003,18.176,22.160999999999994,13.692000000000002,15.505999999999998,19.616,14.792000000000002,16.306,19.616,342.3610686556214,308.0985915492958,252.69617797030827,9,5,7,3,3,8
Joe Flacco,NYJ,QB,4900.0,Joe Flacco (16006121) (LOCKED),11.55,12.660000000000002,15.532,18.500000000000004,11.46,14.431999999999999,17.700000000000006,12.46,15.331999999999999,18.400000000000006,387.0458135860979,315.4777234097347,264.86486486486484,15,7,8,4,4,11
Jared Goff,LAR,QB,5900.0,Jared Goff (16006105) (LOCKED),18.33,15.209999999999999,18.351,20.7,13.760000000000002,16.806000000000004,19.35,14.760000000000002,17.406000000000002,19.35,387.9026955950033,321.50836466677566,285.024154589372,8,5,9,4,4,9
Tyrod Taylor,LAC,QB,5300.0,Tyrod Taylor (16006111) (LOCKED),4.51,12.896,16.474,19.18,11.796000000000001,15.674000000000001,18.98,12.596000000000002,16.174,18.98,410.9801488833747,321.7190724778439,276.3295099061522,12,6,10,4,4,10
Andy Dalton,DAL,QB,5500.0,Andy Dalton (16006109) (LOCKED),13.53,13.779999999999998,16.482,20.019999999999996,12.18,15.092,18.120000000000005,13.479999999999999,15.992000000000003,18.82,399.12917271407844,333.69736682441453,274.7252747252748,11,6,11,5,5,11
Mitchell Trubisky,CHI,QB,5700.0,Mitchell Trubisky (16006107) (LOCKED),16.95,11.886000000000001,16.509999999999998,21.027,10.386,15.31,20.112000000000005,11.486,16.209999999999997,20.812000000000005,479.55577990913673,345.2453058752272,271.0800399486375,10,6,12,6,6,12
