,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Vikings,3.4,2.3,2.9,1.4,0.9,1.2,0.7,0.4,0.6,0.7,0.6,0.7,0.3,0.2,0.3,0.1,0.0,0.0,14.2,12.3,13.0,235.0,258.0,246.5,11.7,8.7,9.0,3,DST
1,Jaguars,3.5,2.1,2.7,1.4,1.2,1.3,0.7,0.5,0.6,1.0,0.9,1.0,0.3,0.2,0.3,0.1,0.0,0.0,16.2,14.5,15.3,251.0,290.0,270.5,11.5,8.3,9.0,3,DST
2,Browns,3.1,2.8,2.9,1.3,0.8,1.1,1.0,0.6,0.7,1.4,0.9,1.2,0.3,0.2,0.2,0.1,0.0,0.0,20.8,15.8,18.5,266.0,324.3,295.2,9.3,8.2,8.9,3,DST
3,Eagles,2.7,2.3,2.5,1.3,1.0,1.1,0.8,0.6,0.7,1.1,0.9,1.0,0.3,0.2,0.2,0.1,0.1,0.1,19.5,17.9,18.5,288.3,336.0,312.1,8.7,6.9,8.6,3,DST
4,Bears,3.8,2.4,3.0,1.3,0.4,0.9,1.0,0.5,0.7,1.4,0.9,1.2,0.3,0.1,0.2,0.1,0.0,0.0,16.8,14.9,15.9,260.0,284.2,272.1,10.3,6.9,8.3,3,DST
5,Ravens,3.0,1.9,2.3,1.5,0.9,1.1,1.0,0.4,0.6,1.3,0.8,1.1,0.4,0.1,0.2,0.0,0.0,0.0,20.3,13.9,17.3,285.0,335.0,310.0,10.3,6.8,8.1,3,DST
6,Panthers,2.9,2.0,2.6,1.0,0.7,0.8,1.0,0.6,0.7,1.4,0.9,1.2,0.3,0.1,0.2,0.0,0.0,0.0,21.0,18.8,20.0,295.0,335.3,315.2,8.2,6.4,8.0,3,DST
7,Texans,2.6,2.0,2.3,1.0,0.8,0.9,0.8,0.5,0.6,1.1,0.8,1.0,0.3,0.1,0.2,0.1,0.0,0.0,22.1,18.0,19.7,303.0,348.3,325.7,8.6,7.0,7.7,3,DST
8,Jets,3.0,1.8,2.6,0.8,0.5,0.7,1.0,0.5,0.7,1.4,0.8,1.1,0.3,0.1,0.2,0.0,0.0,0.0,22.0,16.6,18.6,298.0,305.1,301.5,8.1,6.0,7.4,3,DST
9,Cardinals,2.5,2.0,2.4,0.9,0.7,0.8,0.8,0.6,0.7,1.2,0.8,1.0,0.2,0.1,0.1,0.1,0.0,0.1,22.3,18.1,19.5,303.0,306.5,304.8,7.5,6.8,7.4,3,DST
