,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Todd Gurley,ATL,22.0,17.7,19.9,103.1,81.6,92.6,1.0,0.7,0.8,4.2,3.8,4.0,43.5,35.0,38.3,0.3,0.0,0.2,0.1,0.2,0.2,21.1,17.1,18.9,3,RB
1,Alvin Kamara,NO,15.3,9.0,12.5,70.0,40.0,60.5,1.0,0.5,0.6,9.0,5.2,6.3,75.0,48.7,56.8,1.0,0.2,0.4,0.0,0.1,0.1,23.5,16.1,18.0,3,RB
2,Ezekiel Elliott,DAL,23.0,16.6,20.3,100.2,70.9,88.1,1.0,0.5,0.7,4.0,2.7,3.6,34.0,21.9,28.2,0.2,0.0,0.1,0.1,0.2,0.1,18.0,12.9,16.1,3,RB
3,Kareem Hunt,CLE,20.0,14.9,16.9,85.0,61.3,71.8,1.0,0.6,0.7,3.3,2.0,2.6,27.4,16.0,21.8,0.2,0.0,0.1,0.0,0.1,0.1,16.5,12.8,14.2,3,RB
4,James Conner,PIT,20.0,16.3,18.2,80.0,67.2,73.4,1.0,0.5,0.6,4.0,2.8,3.3,30.3,21.0,25.8,0.2,0.0,0.1,0.0,0.4,0.2,16.5,13.0,14.0,3,RB
5,David Johnson,HOU,18.1,12.3,16.2,75.6,43.3,62.2,1.0,0.2,0.5,5.0,4.1,4.4,45.5,35.0,39.5,0.2,0.0,0.1,0.1,0.2,0.2,16.5,11.4,13.9,3,RB
6,Saquon Barkley,NYG,18.0,16.0,16.6,70.0,59.7,65.7,1.0,0.3,0.5,5.2,4.0,4.6,40.0,32.3,36.6,0.2,0.0,0.1,0.1,0.2,0.1,16.5,12.8,13.8,3,RB
7,Christian McCaffrey,CAR,13.4,10.0,11.7,52.6,44.5,48.4,0.4,0.0,0.3,7.0,5.3,6.0,55.0,44.7,48.3,1.0,0.2,0.4,0.0,0.2,0.1,16.0,12.8,13.5,3,RB
8,Melvin Gordon,DEN,17.2,13.8,15.8,78.3,55.0,64.0,1.0,0.2,0.5,5.0,3.7,4.2,40.0,29.7,33.9,0.2,0.0,0.1,0.1,0.1,0.1,16.5,10.4,13.4,3,RB
9,Latavius Murray,NO,20.4,16.5,18.3,85.0,67.5,75.2,1.0,0.5,0.7,2.5,1.2,2.1,19.8,7.9,13.7,0.1,0.0,0.1,0.1,0.1,0.1,15.5,11.8,13.0,3,RB
10,Jordan Howard,PHI,23.0,16.5,18.5,90.0,62.3,72.1,1.0,0.4,0.6,3.0,2.0,2.6,24.6,16.0,19.5,0.1,0.0,0.0,0.0,0.1,0.1,17.0,10.6,12.7,3,RB
11,Tevin Coleman,SF,18.0,14.2,16.0,80.0,57.0,68.6,0.5,0.0,0.4,3.0,2.0,2.6,30.0,20.0,25.8,0.2,0.0,0.1,0.0,0.1,0.0,13.6,10.0,12.6,3,RB
12,Lamar Miller,WAS,18.3,16.0,17.3,73.2,66.7,69.9,1.0,0.3,0.5,3.1,2.0,2.3,25.3,15.0,18.4,0.1,0.0,0.1,0.0,0.1,0.1,14.5,10.7,12.1,3,RB
13,Giovani Bernard,CIN,18.0,12.8,14.3,70.0,50.7,57.5,1.0,0.3,0.4,3.9,3.0,3.3,30.0,23.8,27.1,0.2,0.0,0.1,0.0,0.1,0.1,15.5,10.0,11.4,3,RB
14,Kenyan Drake,ARI,15.0,11.6,12.8,60.0,52.3,55.0,1.0,0.3,0.5,3.6,3.0,3.2,28.1,21.2,24.2,0.1,0.0,0.1,0.1,0.1,0.1,14.5,10.2,11.3,3,RB
