,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Rob Gronkowski,TB,6.3,5.0,5.6,93.2,71.8,79.7,1.0,0.7,0.8,0.0,0.1,0.0,14.0,11.4,12.7,3,TE
1,Zach Ertz,PHI,7.3,5.0,6.0,77.8,58.0,67.4,1.0,0.4,0.6,0.0,0.1,0.0,13.0,9.2,10.4,3,TE
2,Travis Kelce,KC,6.0,5.0,5.3,70.0,61.5,65.1,1.0,0.4,0.6,0.0,0.1,0.0,13.0,9.0,10.3,3,TE
3,Jimmy Graham,CHI,5.8,3.4,4.5,57.7,39.9,47.8,1.0,0.4,0.6,0.0,0.1,0.0,11.5,6.8,8.2,3,TE
4,George Kittle,SF,5.0,3.5,4.2,57.0,40.8,49.8,1.0,0.2,0.5,0.0,0.0,0.0,11.5,6.3,7.8,3,TE
5,Jordan Reed,SF,6.0,4.5,5.0,51.1,43.9,49.2,1.0,0.3,0.5,0.0,0.3,0.1,11.0,6.4,7.7,3,TE
6,Eric Ebron,PIT,5.4,3.2,4.0,61.7,39.0,46.7,1.0,0.3,0.5,0.0,0.1,0.1,11.0,5.7,7.4,3,TE
7,Trey Burton,IND,4.0,3.3,3.6,40.0,35.6,37.9,1.0,0.3,0.5,0.0,0.0,0.0,10.0,5.4,6.5,3,TE
8,Kyle Rudolph,MIN,4.8,3.5,4.1,50.4,35.6,41.0,0.5,0.0,0.4,0.0,0.1,0.0,7.3,4.0,6.2,3,TE
9,Evan Engram,NYG,4.9,4.0,4.2,54.7,42.3,46.7,0.3,0.0,0.2,0.0,0.0,0.0,7.3,4.5,6.1,3,TE
10,Jared Cook,NO,4.3,2.9,3.9,55.5,36.3,47.6,0.3,0.0,0.2,0.0,0.1,0.0,6.8,4.5,5.8,3,TE
11,OJ Howard,TB,4.0,2.4,2.8,49.9,33.0,39.1,0.4,0.0,0.3,0.0,0.2,0.1,7.4,4.0,5.6,3,TE
12,Will Dissly,SEA,3.7,2.0,2.9,43.6,25.0,35.2,0.4,0.0,0.3,0.0,0.1,0.0,6.8,2.5,5.1,3,TE
13,David Njoku,CLE,3.3,2.9,3.1,41.0,30.0,34.1,0.3,0.0,0.2,0.0,0.0,0.0,5.9,3.0,4.6,3,TE
