,Player,Salary,Position
71,DK Metcalf,7800.0,WR
23,David Montgomery,7700.0,RB
0,Justin Herbert,7400.0,QB
24,Jonathan Taylor,7300.0,RB
25,Miles Sanders,7000.0,RB
1,Jalen Hurts,7000.0,QB
26,James Robinson,6800.0,RB
72,Terry McLaurin,6700.0,WR
27,Antonio Gibson,6600.0,RB
28,Tony Pollard,6500.0,RB
29,JD McKissic,6400.0,RB
30,Cam Akers,6300.0,RB
73,Diontae Johnson,6300.0,WR
31,JK Dobbins,6200.0,RB
32,Clyde Edwards-Helaire,6000.0,RB
74,Chase Claypool,5900.0,WR
33,Le'Veon Bell,5800.0,RB
75,Marquise Brown,5700.0,WR
34,Joe Mixon,5500.0,RB
76,Keke Coutee,5400.0,WR
35,Benny Snell,5300.0,RB
77,CeeDee Lamb,5300.0,WR
3,Gardner Minshew,5200.0,QB
2,Dwayne Haskins,5200.0,QB
5,Daniel Jones,5000.0,QB
4,Drew Lock,5000.0,QB
36,Boston Scott,4900.0,RB
78,Curtis Samuel,4900.0,WR
141,Noah Fant,4800.0,TE
8,Ben DiNucci,4800.0,QB
7,Ryan Finley,4800.0,QB
6,Brett Rypien,4800.0,QB
79,Tee Higgins,4700.0,WR
142,Hunter Henry,4700.0,TE
80,Jalen Reagor,4600.0,WR
9,PJ Walker,4500.0,QB
37,Ty Johnson,4500.0,RB
38,Devonta Freeman,4500.0,RB
39,Darrell Henderson,4500.0,RB
10,John Wolford,4500.0,QB
11,Will Grier,4300.0,QB
12,Jake Luton,4300.0,QB
40,Mark Ingram,4200.0,RB
81,Michael Pittman,4200.0,WR
41,Anthony McFarland,4100.0,RB
14,Trace McSorley,4100.0,QB
13,Tyler Huntley,4100.0,QB
69,Rico Dowdle,4000.0,RB
67,Raymond Calais,4000.0,RB
68,Jason Huntley,4000.0,RB
18,Jacob Eason,4000.0,QB
66,Xavier Jones,4000.0,RB
65,Travis Homer,4000.0,RB
70,Sewo Olonilua,4000.0,RB
22,Joe Burrow,4000.0,QB
17,Josh Dobbs,4000.0,QB
16,Kyle Allen,4000.0,QB
15,Steven Montez,4000.0,QB
63,Artavis Pierce,4000.0,RB
82,Tyron Johnson,4000.0,WR
83,Darnell Mooney,4000.0,WR
84,Greg Ward,4000.0,WR
21,Clayton Thorson,4000.0,QB
64,DeeJay Dallas,4000.0,RB
62,Ryan Nall,4000.0,RB
50,Gabe Nabers,4000.0,RB
20,James Morgan,4000.0,QB
42,Rodney Smith,4000.0,RB
43,Reggie Bonnafon,4000.0,RB
44,Mike Warren,4000.0,RB
45,Bryce Love,4000.0,RB
46,Marlon Mack,4000.0,RB
61,Ryquell Armstead,4000.0,RB
48,Qadree Ollison,4000.0,RB
49,Joshua Kelley,4000.0,RB
19,Easton Stick,4000.0,QB
51,La'Mical Perine,4000.0,RB
57,Scottie Phillips,4000.0,RB
60,Nathan Cottrell,4000.0,RB
52,D'Ernest Johnson,4000.0,RB
59,Devine Ozigbo,4000.0,RB
58,Dontrell Hilliard,4000.0,RB
47,Darwin Thompson,4000.0,RB
56,CJ Prosise,4000.0,RB
55,Trayveon Williams,4000.0,RB
54,Eli Penny,4000.0,RB
53,Justice Hill,4000.0,RB
85,Darius Slayton,3800.0,WR
86,Jerry Jeudy,3700.0,WR
87,Donovan Peoples-Jones,3700.0,WR
88,Laviska Shenault,3700.0,WR
89,Denzel Mims,3600.0,WR
90,Travis Fulgham,3500.0,WR
143,Hayden Hurst,3400.0,TE
92,Jalen Guyton,3200.0,WR
91,KJ Hamler,3200.0,WR
93,Alshon Jeffery,3200.0,WR
95,Miles Boykin,3100.0,WR
94,Mecole Hardman,3100.0,WR
132,Josh Gordon,3000.0,WR
123,CJ Board,3000.0,WR
124,David Sills,3000.0,WR
125,Stanley Morgan,3000.0,WR
126,Steven Mitchell,3000.0,WR
127,Isaiah Coulter,3000.0,WR
128,Collin Johnson,3000.0,WR
129,Riley Ridley,3000.0,WR
130,Freddie Swain,3000.0,WR
131,Penny Hart,3000.0,WR
134,Nsimba Webster,3000.0,WR
133,Van Jefferson,3000.0,WR
121,Antoine Wesley,3000.0,WR
135,Trishton Jackson,3000.0,WR
136,Quez Watkins,3000.0,WR
137,John Hightower,3000.0,WR
138,JJ Arcega-Whiteside,3000.0,WR
139,Cedrick Wilson,3000.0,WR
96,Steven Sims,3000.0,WR
144,Cole Kmet,3000.0,TE
122,Austin Mack,3000.0,WR
140,Malik Turner,3000.0,WR
120,James Proche,3000.0,WR
107,Parris Campbell,3000.0,WR
119,Devin Duvernay,3000.0,WR
97,Pharoh Cooper,3000.0,WR
99,Omar Bayless,3000.0,WR
100,Isaiah Wright,3000.0,WR
101,Antonio Gandy-Golden,3000.0,WR
102,Kelvin Harmon,3000.0,WR
103,Emanuel Hall,3000.0,WR
104,Ashton Dulin,3000.0,WR
105,DeMichael Harris,3000.0,WR
106,Dezmon Patmon,3000.0,WR
98,Keith Kirkwood,3000.0,WR
108,Byron Pringle,3000.0,WR
110,Christian Blake,3000.0,WR
111,Olamide Zaccheaus,3000.0,WR
112,KJ Hill,3000.0,WR
113,Joe Reed,3000.0,WR
114,Diontae Spencer,3000.0,WR
115,Tyrie Cleveland,3000.0,WR
116,Jeff Smith,3000.0,WR
118,KhaDarel Hodge,3000.0,WR
117,Lawrence Cager,3000.0,WR
109,Brandon Powell,3000.0,WR
146,Jacob Hollister,2900.0,TE
145,Drew Sample,2900.0,TE
147,Jack Doyle,2800.0,TE
169,Cethan Carter,2500.0,TE
170,Pharaoh Brown,2500.0,TE
175,JP Holtz,2500.0,TE
171,Kahale Warring,2500.0,TE
172,Tyler Davis,2500.0,TE
168,Kaden Smith,2500.0,TE
173,Ben Ellefson,2500.0,TE
174,Josh Oliver,2500.0,TE
181,Johnny Mundt,2500.0,TE
176,Darion Clark,2500.0,TE
177,Patrick Scales,2500.0,TE
178,Colby Parkinson,2500.0,TE
179,Greg Olsen,2500.0,TE
180,Tyler Ott,2500.0,TE
182,Brycen Hopkins,2500.0,TE
183,Joshua Perkins,2500.0,TE
166,Harrison Bryant,2500.0,TE
167,Stephen Carlson,2500.0,TE
153,Noah Togiai,2500.0,TE
165,Ross Travis,2500.0,TE
164,Trevon Wesco,2500.0,TE
148,Colin Thompson,2500.0,TE
149,Thaddeus Moss,2500.0,TE
150,Kevin Rader,2500.0,TE
151,Zach Gentry,2500.0,TE
152,Mo Alie-Cox,2500.0,TE
154,Nick Keizer,2500.0,TE
155,Deon Yelder,2500.0,TE
156,James Winchester,2500.0,TE
157,Jaeden Graham,2500.0,TE
158,Donald Parham,2500.0,TE
159,Troy Fumagalli,2500.0,TE
160,Albert Okwuegbunam,2500.0,TE
161,Jake Butt,2500.0,TE
162,Austin Fort,2500.0,TE
163,Andrew Beck,2500.0,TE
184,Sean McKeon,2500.0,TE
