,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Antonio Brown,TB,9.1,7.0,7.5,120.0,94.0,107.0,1.0,0.5,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,18.0,13.2,15.0,3,WR
1,Julio Jones,ATL,9.0,5.8,6.8,115.0,91.0,102.3,1.0,0.4,0.6,0.2,0.0,0.1,2.2,0.0,1.4,0.0,0.0,0.0,0.0,0.1,0.0,17.5,11.8,13.9,3,WR
2,Michael Thomas,NO,9.5,7.0,7.8,105.0,83.0,93.0,1.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,16.5,11.3,13.2,3,WR
3,Tyreek Hill,KC,7.0,4.9,5.6,110.0,68.8,81.2,1.0,0.4,0.7,1.5,0.6,1.1,9.6,2.1,5.8,0.1,0.0,0.1,0.0,0.1,0.0,17.0,11.1,13.1,3,WR
4,DeAndre Hopkins,ARI,8.0,5.4,6.3,100.0,82.0,88.3,1.0,0.6,0.7,0.1,0.0,0.1,0.9,-0.7,0.1,0.0,0.0,0.0,0.0,0.1,0.1,16.0,11.8,13.0,3,WR
5,Odell Beckham,CLE,7.0,6.3,6.6,98.8,79.1,87.4,1.0,0.4,0.6,0.5,0.0,0.3,2.8,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,15.5,10.4,12.5,3,WR
6,Mike Evans,TB,7.0,5.0,5.9,93.7,67.0,81.3,1.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,14.5,10.1,12.2,3,WR
7,AJ Green,CIN,7.0,5.4,6.0,90.0,75.0,83.4,1.0,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,15.0,10.1,12.1,3,WR
8,TY Hilton,IND,7.1,4.5,5.3,95.1,73.0,80.7,1.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.3,11.3,3,WR
9,JuJu Smith-Schuster,PIT,6.7,4.9,5.6,92.8,69.0,76.2,1.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.5,9.3,11.1,3,WR
10,Adam Thielen,MIN,7.1,5.1,6.0,85.3,73.0,78.5,1.0,0.4,0.5,0.3,0.0,0.1,1.8,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,14.0,9.8,11.1,3,WR
