Player,Team,Position,Salary,Name + ID,AvgPointsPerGame,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Dynasty_MIN,Dynasty_MID,Dynasty_MAX,Redraft_MIN,Redraft_MID,Redraft_MAX,Draft Kings Value_MAX,Draft Kings Value_MID,Draft Kings Value_MIN,Draft Kings_MID_Rank,Draft Kings_MID_Tier,Draft Kings Value_MID_Rank,Draft Kings Value_MID_Tier,Min_Tier,Add_Tier
Dak Prescott,DAL,QB,4000.0,Dak Prescott (16006144) (LOCKED),30.33,12.067999999999998,16.977999999999998,21.29,10.767999999999999,15.878000000000002,20.39,11.767999999999999,16.677999999999997,20.99,331.45508783559836,235.599010484156,187.88163457022077,12,7,1,1,1,8
Joe Flacco,NYJ,QB,4900.0,Joe Flacco (16006121) (LOCKED),11.55,17.89,20.730999999999995,24.992999999999995,15.190000000000003,17.986,22.208,16.090000000000003,18.586,22.208,273.89603130240357,236.36100525782652,196.05489537070383,7,5,2,1,1,6
Matt Ryan,ATL,QB,5800.0,Matt Ryan (16006106) (LOCKED),19.18,20.869,24.055999999999997,27.109999999999996,17.464000000000002,20.286,23.41,18.464000000000002,20.986,24.009999999999998,277.92419378024823,241.10409045560363,213.94319439321288,2,2,3,1,1,3
Andy Dalton,DAL,QB,5500.0,Andy Dalton (16006109) (LOCKED),13.53,19.71,22.532999999999998,24.660000000000004,16.610000000000003,18.698,20.560000000000002,17.71,19.698,21.460000000000004,279.04616945712837,244.08645098300272,223.0332522303325,4,3,4,1,1,4
Jared Goff,LAR,QB,5900.0,Jared Goff (16006105) (LOCKED),18.33,20.158,23.57,26.939999999999998,17.248,20.470000000000002,23.84,18.148000000000003,20.970000000000002,23.84,292.6877666435162,250.31820110309715,219.00519673348182,3,2,5,2,2,4
Carson Wentz,PHI,QB,5400.0,Carson Wentz (16006110) (LOCKED),18.37,17.862000000000002,20.753999999999998,22.96,15.872,18.574,21.110000000000003,16.872,19.174,21.110000000000003,302.31776956667784,260.19080659150046,235.191637630662,6,5,6,3,3,8
Philip Rivers,IND,QB,5600.0,Philip Rivers (16006108) (LOCKED),16.64,16.677,20.272,24.974000000000004,14.812,17.732000000000003,21.974000000000004,15.712000000000002,18.232000000000003,21.974000000000004,335.79180907837144,276.24309392265195,224.23320253063181,8,5,7,4,4,9
Case Keenum,CLE,QB,4800.0,Case Keenum (16006125) (LOCKED),1.84,12.2,16.993,21.19,10.799999999999999,14.558,17.89,11.9,15.558,18.790000000000003,393.44262295081967,282.4692520449597,226.52194431335533,11,7,8,5,5,12
Baker Mayfield,CLE,QB,6100.0,Baker Mayfield (16006104) (LOCKED),16.69,17.175999999999995,21.441000000000003,24.94,14.556000000000001,17.896,21.140000000000004,15.556,18.796000000000003,21.840000000000003,355.1467163483932,284.5016557063569,244.5870088211708,5,4,9,5,4,9
Mitchell Trubisky,CHI,QB,5700.0,Mitchell Trubisky (16006107) (LOCKED),16.95,13.700000000000001,18.344,23.52,12.5,16.914000000000005,21.220000000000002,13.5,17.714000000000002,21.92,416.05839416058393,310.72830353249014,242.3469387755102,10,6,10,6,6,12
