,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Jameis Winston,Nick Chubb,Todd Gurley,Jermaine Kearse,Golden Tate,Adam Thielen,David Njoku,Adrian Peterson,Tampa Bay Buccaneers,148.984,49900
1,Jameis Winston,Nick Chubb,Todd Gurley,Jermaine Kearse,Golden Tate,Adam Thielen,David Njoku,Adrian Peterson,Carolina Panthers,148.784,49800
2,Jameis Winston,Nick Chubb,Todd Gurley,Jermaine Kearse,Golden Tate,Adam Thielen,David Njoku,Adrian Peterson,New York Jets,148.084,49700
3,Jameis Winston,Nick Chubb,Todd Gurley,Jermaine Kearse,Golden Tate,Adam Thielen,David Njoku,Marquise Goodwin,Tampa Bay Buccaneers,148.064,49900
4,Jameis Winston,Nick Chubb,Todd Gurley,Golden Tate,Adam Thielen,Willie Snead,David Njoku,Adrian Peterson,Tampa Bay Buccaneers,147.904,49800
5,Jameis Winston,Nick Chubb,Todd Gurley,Jermaine Kearse,Golden Tate,Adam Thielen,David Njoku,Marquise Goodwin,Carolina Panthers,147.86399999999998,49800
6,Jameis Winston,Nick Chubb,Todd Gurley,Golden Tate,Adam Thielen,Willie Snead,David Njoku,Adrian Peterson,Carolina Panthers,147.70399999999998,49700
7,Jameis Winston,Nick Chubb,Todd Gurley,Jermaine Kearse,Adam Thielen,Willie Snead,David Njoku,Robert Woods,Tampa Bay Buccaneers,147.22400000000002,49900
8,Jameis Winston,Nick Chubb,Todd Gurley,Jermaine Kearse,Golden Tate,Adam Thielen,David Njoku,Marquise Goodwin,New York Jets,147.164,49700
9,Jameis Winston,Nick Chubb,Ezekiel Elliott,Golden Tate,Adam Thielen,Michael Crabtree,David Njoku,Tarik Cohen,Tampa Bay Buccaneers,147.054,49700
10,Jameis Winston,Nick Chubb,Todd Gurley,Jermaine Kearse,Adam Thielen,Willie Snead,David Njoku,Robert Woods,Carolina Panthers,147.024,49800
11,Jameis Winston,Nick Chubb,Todd Gurley,Golden Tate,Adam Thielen,Willie Snead,David Njoku,Adrian Peterson,New York Jets,147.004,49600
12,Jameis Winston,Nick Chubb,Todd Gurley,Golden Tate,Adam Thielen,Willie Snead,David Njoku,Marquise Goodwin,Tampa Bay Buccaneers,146.984,49800
13,Jameis Winston,Nick Chubb,Ezekiel Elliott,Golden Tate,Adam Thielen,Michael Crabtree,David Njoku,Tarik Cohen,Carolina Panthers,146.85399999999998,49600
14,Jameis Winston,Nick Chubb,Todd Gurley,Golden Tate,Adam Thielen,Willie Snead,David Njoku,Marquise Goodwin,Carolina Panthers,146.784,49700
15,Jared Goff,Nick Chubb,Todd Gurley,Jermaine Kearse,Golden Tate,Adam Thielen,David Njoku,Willie Snead,Tampa Bay Buccaneers,146.654,49600
16,Jared Goff,Nick Chubb,Todd Gurley,Jermaine Kearse,Golden Tate,Adam Thielen,David Njoku,Adrian Peterson,New York Jets,146.454,50000
17,Jared Goff,Nick Chubb,Todd Gurley,Jermaine Kearse,Golden Tate,Adam Thielen,David Njoku,Willie Snead,Carolina Panthers,146.45399999999998,49500
18,Jameis Winston,Nick Chubb,Todd Gurley,Jermaine Kearse,Adam Thielen,Willie Snead,David Njoku,Robert Woods,New York Jets,146.324,49700
19,Jameis Winston,Nick Chubb,Ezekiel Elliott,Golden Tate,Adam Thielen,Michael Crabtree,David Njoku,Tarik Cohen,New York Jets,146.154,49500
20,Jameis Winston,Nick Chubb,Todd Gurley,Golden Tate,Adam Thielen,Willie Snead,David Njoku,Marquise Goodwin,New York Jets,146.084,49600
21,Jared Goff,Nick Chubb,Todd Gurley,Golden Tate,Adam Thielen,Willie Snead,David Njoku,Adrian Peterson,Carolina Panthers,146.07399999999998,50000
22,Jameis Winston,Ezekiel Elliott,Tarik Cohen,Jermaine Kearse,Golden Tate,Adam Thielen,David Njoku,Michael Crabtree,New York Jets,145.78400000000002,50000
23,Jared Goff,Nick Chubb,Todd Gurley,Jermaine Kearse,Golden Tate,Adam Thielen,David Njoku,Marquise Goodwin,New York Jets,145.534,50000
24,Jared Goff,Nick Chubb,Ezekiel Elliott,Golden Tate,Adam Thielen,Michael Crabtree,David Njoku,Tarik Cohen,Tampa Bay Buccaneers,145.424,50000
25,Jameis Winston,Ezekiel Elliott,Tarik Cohen,Golden Tate,Adam Thielen,Willie Snead,David Njoku,Michael Crabtree,Carolina Panthers,145.404,50000
26,Jared Goff,Nick Chubb,Todd Gurley,Golden Tate,Adam Thielen,Willie Snead,David Njoku,Adrian Peterson,New York Jets,145.374,49900
27,Jameis Winston,Nick Chubb,Ezekiel Elliott,Jermaine Kearse,Adam Thielen,Michael Thomas,David Njoku,Tarik Cohen,New York Jets,145.274,50000
28,Jared Goff,Nick Chubb,Ezekiel Elliott,Golden Tate,Adam Thielen,Michael Crabtree,David Njoku,Tarik Cohen,Carolina Panthers,145.224,49900
29,Jameis Winston,Nick Chubb,Ezekiel Elliott,Jermaine Kearse,Adam Thielen,Michael Crabtree,David Njoku,Michael Thomas,New York Jets,145.204,50000
30,Jared Goff,Nick Chubb,Todd Gurley,Golden Tate,Adam Thielen,Willie Snead,David Njoku,Marquise Goodwin,Carolina Panthers,145.154,50000
31,Jameis Winston,Todd Gurley,Tarik Cohen,Jermaine Kearse,Adam Thielen,Michael Crabtree,David Njoku,Adrian Peterson,Carolina Panthers,145.094,50000
32,Jameis Winston,Nick Chubb,Ezekiel Elliott,Adam Thielen,Willie Snead,Michael Thomas,David Njoku,Tarik Cohen,Carolina Panthers,144.89399999999998,50000
33,Jameis Winston,Ezekiel Elliott,Tarik Cohen,Jermaine Kearse,Golden Tate,Adam Thielen,David Njoku,Adrian Peterson,Tampa Bay Buccaneers,144.824,49700
