,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Jameis Winston (11456905),Nick Chubb (11457042),Todd Gurley II (11456954),Jermaine Kearse (11457220),Golden Tate (11457158),Adam Thielen (11457140),David Njoku (11457402),Adrian Peterson (11456996),Buccaneers  (11457554),148.984,148.984
1,Jared Goff (11456903),Nick Chubb (11457042),Todd Gurley II (11456954),Jermaine Kearse (11457220),Golden Tate (11457158),Adam Thielen (11457140),David Njoku (11457402),Adrian Peterson (11456996),Jets  (11457558),146.454,146.454
2,Jameis Winston (11456905),Nick Chubb (11457042),Ezekiel Elliott (11456958),Adam Thielen (11457140),Willie Snead IV (11457226),Michael Thomas (11457142),David Njoku (11457402),Tarik Cohen (11456982),Panthers  (11457557),144.89399999999998,144.89399999999998
3,Jameis Winston (11456905),Nick Chubb (11457042),Ezekiel Elliott (11456958),Adam Thielen (11457140),Willie Snead IV (11457226),Michael Thomas (11457142),David Njoku (11457402),Tarik Cohen (11456982),Jets  (11457558),144.194,144.194
4,Jameis Winston (11456905),Ezekiel Elliott (11456958),Adrian Peterson (11456996),Golden Tate (11457158),Adam Thielen (11457140),Willie Snead IV (11457226),David Njoku (11457402),Michael Crabtree (11457180),Panthers  (11457557),143.474,143.474
5,Jameis Winston (11456905),Ezekiel Elliott (11456958),Tarik Cohen (11456982),Jermaine Kearse (11457220),Golden Tate (11457158),Adam Thielen (11457140),David Njoku (11457402),Marquise Goodwin (11457196),Jets  (11457558),143.00400000000002,143.00400000000002
6,Jared Goff (11456903),Nick Chubb (11457042),Ezekiel Elliott (11456958),Jermaine Kearse (11457220),Adam Thielen (11457140),Michael Thomas (11457142),David Njoku (11457402),Adrian Peterson (11456996),Buccaneers  (11457554),142.61400000000003,142.61400000000003
7,Jameis Winston (11456905),Todd Gurley II (11456954),Adrian Peterson (11456996),Jermaine Kearse (11457220),Adam Thielen (11457140),Michael Crabtree (11457180),David Njoku (11457402),Marquise Goodwin (11457196),Panthers  (11457557),142.244,142.244
8,Jared Goff (11456903),Nick Chubb (11457042),Ezekiel Elliott (11456958),Adam Thielen (11457140),Willie Snead IV (11457226),Michael Crabtree (11457180),David Njoku (11457402),Robert Woods (11457152),Buccaneers  (11457554),141.734,141.734
9,Jared Goff (11456903),Ezekiel Elliott (11456958),Tarik Cohen (11456982),Golden Tate (11457158),Adam Thielen (11457140),Willie Snead IV (11457226),David Njoku (11457402),Marquise Goodwin (11457196),Buccaneers  (11457554),141.19400000000002,141.19400000000002
