,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Todd Gurley,ATL,23.0,19.4,21.1,107.2,87.0,96.9,1.2,0.8,1.0,5.0,3.5,4.2,46.2,38.3,41.5,0.4,0.0,0.2,0.2,0.2,0.2,23.4,19.8,21.0,7,RB
1,Saquon Barkley,NYG,18.0,15.4,16.6,88.0,69.3,76.5,0.7,0.0,0.5,7.0,5.8,6.2,60.0,46.5,52.1,1.0,0.2,0.4,0.0,0.2,0.1,21.2,16.0,18.1,7,RB
2,Ezekiel Elliott,DAL,25.0,17.9,20.6,109.0,83.0,97.6,1.0,0.4,0.7,4.4,3.2,3.9,40.0,21.8,31.8,0.2,0.0,0.1,0.1,0.3,0.2,19.5,15.6,17.0,7,RB
3,Joe Mixon,CIN,19.0,15.4,17.0,92.9,72.0,79.8,1.0,0.5,0.7,4.3,3.0,3.8,34.3,27.3,30.7,0.2,0.0,0.1,0.0,0.1,0.1,17.5,14.2,15.6,7,RB
4,Kareem Hunt,CLE,19.0,15.4,17.6,87.8,70.2,77.9,1.0,0.6,0.7,4.0,2.3,2.8,35.0,20.9,25.7,0.3,0.0,0.1,0.0,0.1,0.0,17.0,14.7,15.5,7,RB
5,David Johnson,HOU,18.2,16.9,17.7,77.7,58.4,68.1,1.0,0.4,0.7,3.8,3.0,3.3,36.6,20.0,28.5,0.2,0.0,0.1,0.1,0.3,0.2,15.4,10.9,13.9,7,RB
6,Austin Ekeler,LAC,16.6,12.4,14.1,72.3,58.0,63.4,1.0,0.4,0.5,4.0,2.9,3.6,38.4,29.2,33.8,0.4,0.0,0.2,0.1,0.3,0.2,16.5,12.3,13.9,7,RB
7,Alvin Kamara,NO,10.5,8.9,9.8,49.3,39.0,43.7,0.4,0.0,0.3,7.0,5.5,6.1,56.0,49.1,53.8,1.0,0.2,0.4,0.0,0.1,0.1,15.5,12.9,13.7,7,RB
8,Christian McCaffrey,CAR,15.8,11.5,13.3,63.7,47.7,53.6,0.4,0.0,0.2,7.0,4.8,5.9,55.0,37.0,47.9,1.0,0.1,0.3,0.1,0.2,0.1,16.5,12.3,13.2,7,RB
9,TJ Yeldon,BUF,14.5,11.7,13.4,57.6,46.0,53.2,1.0,0.3,0.5,4.1,3.5,3.9,35.9,28.8,31.4,0.3,0.0,0.2,0.1,0.2,0.1,14.5,10.2,12.0,7,RB
10,LeSean McCoy,TB,17.3,11.6,14.8,72.1,46.0,61.0,1.0,0.3,0.5,4.1,2.9,3.4,31.0,21.0,26.0,0.1,0.0,0.1,0.0,0.1,0.1,14.0,9.6,11.9,7,RB
11,Sony Michel,NE,18.0,15.9,17.1,80.0,67.0,71.8,1.0,0.4,0.6,1.8,1.0,1.3,12.5,5.0,9.4,0.1,0.0,0.0,0.0,0.1,0.1,14.5,10.1,11.8,7,RB
12,Nick Chubb,CLE,15.6,13.2,14.5,77.2,57.0,65.6,1.0,0.5,0.7,1.7,1.0,1.3,13.2,8.7,11.0,0.1,0.0,0.0,0.0,0.1,0.1,13.5,10.0,11.5,7,RB
13,Tevin Coleman,SF,13.2,11.0,12.0,52.9,45.0,48.4,1.0,0.4,0.5,2.7,2.0,2.3,28.2,15.0,22.1,0.3,0.0,0.2,0.0,0.1,0.1,12.0,10.2,11.2,7,RB
14,Adrian Peterson,DET,19.0,14.0,15.9,75.0,53.3,62.9,1.0,0.3,0.5,2.6,1.3,2.0,20.9,15.0,17.9,0.1,0.0,0.0,0.0,0.5,0.2,15.0,9.1,11.0,7,RB
15,Phillip Lindsay,DEN,14.0,11.0,12.0,65.0,47.8,53.9,1.0,0.2,0.4,4.0,2.2,2.7,35.0,17.0,21.8,0.2,0.0,0.1,0.0,0.1,0.1,16.0,8.6,10.7,7,RB
16,Latavius Murray,NO,17.0,13.1,15.3,70.9,50.0,61.2,1.0,0.3,0.5,2.7,1.4,2.2,19.0,10.0,14.7,0.1,0.0,0.0,0.1,0.1,0.1,14.0,8.3,10.4,7,RB
17,Corey Clement,PHI,13.0,8.5,10.8,53.9,35.7,44.6,1.0,0.3,0.5,3.0,2.0,2.4,26.2,17.8,22.4,0.1,0.0,0.1,0.0,0.1,0.1,13.0,8.4,10.3,7,RB
18,Mark Ingram,BAL,14.8,10.1,11.9,58.1,42.0,49.5,1.0,0.3,0.5,3.4,2.0,2.9,24.0,18.4,21.4,0.1,0.0,0.1,0.1,0.3,0.2,12.5,8.9,10.2,7,RB
19,Tarik Cohen,CHI,7.0,6.1,6.7,33.4,27.0,30.5,1.0,0.1,0.3,4.6,3.1,4.0,47.4,26.3,37.2,0.2,0.0,0.1,0.0,0.2,0.1,12.5,7.8,9.4,7,RB
20,Matt Breida,MIA,13.6,9.2,11.5,71.1,45.0,55.7,0.4,0.0,0.3,3.0,2.1,2.3,21.4,16.0,18.7,0.2,0.0,0.1,0.1,0.1,0.1,11.9,8.0,9.4,7,RB
21,Kerryon Johnson,DET,15.0,10.3,12.1,60.0,44.4,49.9,0.4,0.0,0.2,4.0,3.0,3.5,32.0,21.0,26.3,0.1,0.0,0.1,0.0,0.1,0.1,9.9,8.5,9.3,7,RB
22,Marlon Mack,IND,15.9,7.5,12.2,57.6,32.4,48.9,1.0,0.2,0.4,4.0,1.0,2.1,28.1,5.0,14.6,0.1,0.0,0.1,0.1,0.3,0.2,12.0,7.9,9.2,7,RB
23,Jordan Howard,PHI,14.9,12.0,13.7,63.0,50.7,57.3,0.4,0.0,0.3,2.1,1.6,1.8,20.0,11.3,15.0,0.1,0.0,0.0,0.0,0.1,0.1,9.9,7.5,8.8,7,RB
24,James White,NE,6.1,3.7,5.0,25.0,14.0,20.0,0.2,0.0,0.1,7.0,5.0,5.6,50.0,42.4,45.9,0.4,0.0,0.3,0.1,0.3,0.2,9.9,7.5,8.7,7,RB
25,Lamar Miller,WAS,15.2,11.6,14.0,57.5,46.0,54.0,0.2,0.0,0.2,3.4,1.7,2.2,22.6,12.0,16.2,0.1,0.0,0.1,0.1,0.2,0.1,9.1,7.0,8.1,7,RB
26,Duke Johnson,HOU,8.1,5.0,6.4,36.4,20.0,28.3,0.3,0.0,0.2,4.7,3.0,3.9,51.6,30.3,39.7,0.1,0.0,0.1,0.1,0.1,0.1,11.2,5.5,8.1,7,RB
27,Royce Freeman,DEN,13.0,7.8,10.6,50.0,29.1,43.6,1.0,0.3,0.4,2.0,0.0,1.1,16.9,0.0,8.3,0.1,0.0,0.0,0.0,0.1,0.1,11.0,6.9,7.8,7,RB
