,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Travis Kelce,KC,7.0,5.6,6.1,78.0,71.2,74.3,1.0,0.5,0.7,0.0,0.1,0.0,13.5,10.2,11.5,7,TE
1,Zach Ertz,PHI,7.0,6.3,6.7,76.0,67.5,72.8,1.0,0.5,0.6,0.0,0.1,0.0,13.5,10.2,10.9,7,TE
2,George Kittle,SF,5.0,4.1,4.4,61.1,49.9,55.6,1.0,0.2,0.5,0.0,0.0,0.0,12.0,7.0,8.4,7,TE
3,David Njoku,CLE,5.0,4.2,4.6,60.0,45.2,53.1,1.0,0.3,0.5,0.0,0.0,0.0,12.0,6.3,8.2,7,TE
4,Jordan Reed,SF,6.0,4.3,5.2,56.0,44.1,51.6,1.0,0.2,0.5,0.0,0.3,0.1,11.5,5.6,7.7,7,TE
5,Evan Engram,NYG,4.4,3.6,4.1,48.0,38.8,44.6,1.0,0.3,0.5,0.0,0.0,0.0,10.5,5.7,7.4,7,TE
6,Austin Hooper,CLE,4.8,3.9,4.3,52.3,39.4,45.5,0.5,0.0,0.3,0.0,0.0,0.0,8.2,4.0,6.4,7,TE
7,Kyle Rudolph,MIN,4.8,3.4,4.0,50.9,31.7,42.0,0.4,0.0,0.3,0.0,0.0,0.0,7.4,4.5,5.9,7,TE
8,OJ Howard,TB,4.0,2.8,3.1,50.7,35.3,40.2,0.5,0.0,0.3,0.0,0.1,0.0,6.9,4.0,5.8,7,TE
9,Trey Burton,IND,4.0,2.7,3.3,42.9,31.0,37.5,0.5,0.0,0.3,0.0,0.0,0.0,6.7,4.0,5.6,7,TE
10,CJ Uzomah,CIN,4.0,3.0,3.5,45.0,32.6,38.9,0.4,0.0,0.2,0.0,0.0,0.0,6.0,4.5,5.3,7,TE
11,Ricky Seals-Jones,KC,3.1,2.0,2.6,42.0,25.0,33.4,0.3,0.0,0.2,0.0,0.1,0.0,6.0,2.5,4.6,7,TE
12,Geoff Swaim,TEN,3.2,1.2,2.5,33.0,10.9,25.8,0.2,0.0,0.1,0.0,0.0,0.0,4.5,1.9,3.4,7,TE
13,Cameron Brate,TB,2.2,1.3,1.7,26.8,15.0,20.1,0.4,0.0,0.2,0.0,0.1,0.0,5.1,2.0,3.2,7,TE
14,Chris Herndon,NYJ,2.5,1.2,2.0,30.4,14.8,24.5,0.2,0.0,0.1,0.0,0.0,0.0,4.2,2.1,3.1,7,TE
15,Gerald Everett,LAR,2.3,1.3,1.7,25.0,16.5,20.2,0.3,0.0,0.1,0.0,0.1,0.0,4.2,2.3,2.8,7,TE
16,Mike Gesicki,MIA,2.4,1.8,2.0,24.8,19.0,20.7,0.2,0.0,0.1,0.0,0.0,0.0,3.7,2.0,2.8,7,TE
17,Jordan Akins,HOU,3.0,1.1,2.1,30.0,11.5,22.2,0.2,0.0,0.1,0.0,0.1,0.0,4.1,1.7,2.7,7,TE
18,Dallas Goedert,PHI,2.0,1.4,1.7,20.0,15.5,17.9,0.2,0.0,0.1,0.0,0.0,0.0,3.1,2.0,2.5,7,TE
19,Mark Andrews,BAL,1.9,1.2,1.4,21.7,11.7,15.7,0.3,0.1,0.2,0.0,0.1,0.0,3.4,1.8,2.5,7,TE
20,Hayden Hurst,ATL,2.5,1.3,1.8,23.9,13.9,18.4,0.2,0.0,0.1,0.0,0.0,0.0,3.6,1.6,2.3,7,TE
