,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Raiders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7,DST
1,Jaguars,4.2,2.3,3.5,1.8,0.8,1.2,0.8,0.5,0.7,1.0,0.8,0.9,0.4,0.2,0.3,0.0,0.0,0.0,19.5,18.5,18.9,315.0,333.1,324.1,11.0,8.3,9.8,7,DST
2,Chargers,3.5,2.5,2.9,1.2,0.7,1.0,0.8,0.4,0.6,0.9,0.6,0.8,0.3,0.1,0.2,0.1,0.0,0.0,21.7,17.6,19.7,308.0,334.6,321.3,10.1,6.9,8.4,7,DST
3,Rams,3.1,2.2,2.7,1.4,1.2,1.3,1.1,0.5,0.7,1.5,0.8,1.2,0.4,0.2,0.3,0.0,0.0,0.0,22.8,20.4,21.7,341.0,356.4,348.7,10.4,7.4,8.4,7,DST
4,Colts,3.0,2.0,2.5,1.4,0.7,1.1,0.8,0.4,0.6,0.9,0.7,0.8,0.3,0.2,0.2,0.1,0.0,0.0,20.9,18.3,19.2,287.0,312.7,299.9,9.4,6.5,8.3,7,DST
5,Broncos,2.9,1.8,2.4,1.4,0.5,0.9,0.7,0.4,0.6,1.0,0.6,0.8,0.3,0.2,0.2,0.0,0.0,0.0,20.5,16.2,18.5,267.0,315.2,291.1,8.6,5.7,7.7,7,DST
6,Vikings,3.1,1.9,2.4,1.7,0.8,1.1,1.1,0.4,0.7,1.5,0.6,1.1,0.4,0.2,0.2,0.0,0.0,0.0,21.1,18.3,20.1,311.7,314.0,312.8,10.2,5.8,7.6,7,DST
7,Buccaneers,2.9,2.4,2.6,1.1,0.9,1.0,1.2,0.6,0.8,1.6,0.9,1.3,0.3,0.2,0.2,0.0,0.0,0.0,24.9,21.2,23.5,364.4,414.0,389.2,8.3,6.2,7.4,7,DST
8,Chiefs,2.5,1.8,2.2,1.3,0.9,1.1,1.0,0.4,0.7,1.1,0.7,0.9,0.4,0.2,0.2,0.0,0.0,0.0,28.6,22.6,25.5,364.0,424.5,394.3,7.6,5.3,7.3,7,DST
9,Lions,2.7,1.5,2.3,1.2,0.8,1.0,0.9,0.5,0.7,1.3,0.7,1.0,0.3,0.2,0.2,0.0,0.0,0.0,24.3,19.8,22.0,308.0,367.6,337.8,8.4,5.2,7.2,7,DST
