Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Allen Robinson II (11457166),Allen Robinson II,11457166,WR/FLEX,6100,NE@CHI 10/21/2018 01:00PM ET,CHI,12.82
QB,Carson Wentz (11456908),Carson Wentz,11456908,QB,6000,CAR@PHI 10/21/2018 01:00PM ET,PHI,21.87
WR,Kenny Golladay (11457168),Kenny Golladay,11457168,WR/FLEX,6000,DET@MIA 10/21/2018 01:00PM ET,DET,18.16
TE,Rob Gronkowski (11457388),Rob Gronkowski,11457388,TE/FLEX,6000,NE@CHI 10/21/2018 01:00PM ET,NE,12.42
RB,Leonard Fournette (11456966),Leonard Fournette,11456966,RB/FLEX,6000,HOU@JAX 10/21/2018 01:00PM ET,JAX,6.5
QB,Cam Newton (11456909),Cam Newton,11456909,QB,5900,CAR@PHI 10/21/2018 01:00PM ET,CAR,24.42
RB,Mark Ingram (11456968),Mark Ingram,11456968,RB/FLEX,5900,NO@BAL 10/21/2018 04:05PM ET,NO,21.3
QB,Baker Mayfield (11456910),Baker Mayfield,11456910,QB,5800,CLE@TB 10/21/2018 01:00PM ET,CLE,15.74
WR,DeSean Jackson (11457170),DeSean Jackson,11457170,WR/FLEX,5800,CLE@TB 10/21/2018 01:00PM ET,TB,19.76
QB,Matthew Stafford (11456911),Matthew Stafford,11456911,QB,5800,DET@MIA 10/21/2018 01:00PM ET,DET,19.64
RB,Chris Thompson (11456970),Chris Thompson,11456970,RB/FLEX,5800,DAL@WAS 10/21/2018 04:25PM ET,WAS,15.5
RB,Dalvin Cook (11456972),Dalvin Cook,11456972,RB/FLEX,5700,MIN@NYJ 10/21/2018 01:00PM ET,MIN,9.5
QB,Drew Brees (11456912),Drew Brees,11456912,QB,5700,NO@BAL 10/21/2018 04:05PM ET,NO,27.00
WR,John Brown (11457172),John Brown,11457172,WR/FLEX,5700,NO@BAL 10/21/2018 04:05PM ET,BAL,14.13
QB,Mitchell Trubisky (11456913),Mitchell Trubisky,11456913,QB,5600,NE@CHI 10/21/2018 01:00PM ET,CHI,23.37
WR,Josh Gordon (11457174),Josh Gordon,11457174,WR/FLEX,5600,NE@CHI 10/21/2018 01:00PM ET,NE,9.02
RB,LeSean McCoy (11456974),LeSean McCoy,11456974,RB/FLEX,5600,BUF@IND 10/21/2018 01:00PM ET,BUF,9.16
RB,Jordan Howard (11456976),Jordan Howard,11456976,RB/FLEX,5500,NE@CHI 10/21/2018 01:00PM ET,CHI,10
RB,Sony Michel (11456978),Sony Michel,11456978,RB/FLEX,5500,NE@CHI 10/21/2018 01:00PM ET,NE,14.96
QB,Deshaun Watson (11456914),Deshaun Watson,11456914,QB,5500,HOU@JAX 10/21/2018 01:00PM ET,HOU,22.87
WR,Will Fuller V (11457176),Will Fuller V,11457176,WR/FLEX,5500,HOU@JAX 10/21/2018 01:00PM ET,HOU,15.22
TE,Eric Ebron (11457390),Eric Ebron,11457390,TE/FLEX,5400,BUF@IND 10/21/2018 01:00PM ET,IND,16.92
QB,Joe Flacco (11456915),Joe Flacco,11456915,QB,5400,NO@BAL 10/21/2018 04:05PM ET,BAL,18.54
WR,Devin Funchess (11457178),Devin Funchess,11457178,WR/FLEX,5300,CAR@PHI 10/21/2018 01:00PM ET,CAR,13.24
QB,Dak Prescott (11456916),Dak Prescott,11456916,QB,5300,DAL@WAS 10/21/2018 04:25PM ET,DAL,16.18
RB,Matt Breida (11456980),Matt Breida,11456980,RB/FLEX,5300,LAR@SF 10/21/2018 04:25PM ET,SF,14
QB,Ryan Tannehill (11456917),Ryan Tannehill,11456917,QB,5200,DET@MIA 10/21/2018 01:00PM ET,MIA,14.40
QB,Blake Bortles (11456918),Blake Bortles,11456918,QB,5200,HOU@JAX 10/21/2018 01:00PM ET,JAX,21.29
RB,Tarik Cohen (11456982),Tarik Cohen,11456982,RB/FLEX,5100,NE@CHI 10/21/2018 01:00PM ET,CHI,15.58
WR,Michael Crabtree (11457180),Michael Crabtree,11457180,WR/FLEX,5100,NO@BAL 10/21/2018 04:05PM ET,BAL,12.72
QB,Alex Smith (11456919),Alex Smith,11456919,QB,5100,DAL@WAS 10/21/2018 04:25PM ET,WAS,16.4
WR,Nelson Agholor (11457182),Nelson Agholor,11457182,WR/FLEX,5000,CAR@PHI 10/21/2018 01:00PM ET,PHI,11.78
RB,Latavius Murray (11456984),Latavius Murray,11456984,RB/FLEX,5000,MIN@NYJ 10/21/2018 01:00PM ET,MIN,8.9
TE,George Kittle (11457392),George Kittle,11457392,TE/FLEX,5000,LAR@SF 10/21/2018 04:25PM ET,SF,13.48
QB,Sam Darnold (11456920),Sam Darnold,11456920,QB,4900,MIN@NYJ 10/21/2018 01:00PM ET,NYJ,14.66
RB,Kenyan Drake (11456986),Kenyan Drake,11456986,RB/FLEX,4900,DET@MIA 10/21/2018 01:00PM ET,MIA,11.25
WR,Marvin Jones Jr. (11457184),Marvin Jones Jr.,11457184,WR/FLEX,4900,DET@MIA 10/21/2018 01:00PM ET,DET,11.62
QB,Ryan Fitzpatrick (11456921),Ryan Fitzpatrick,11456921,QB,4800,CLE@TB 10/21/2018 01:00PM ET,TB,28.61
QB,Josh Allen (11456923),Josh Allen,11456923,QB,4800,BUF@IND 10/21/2018 01:00PM ET,BUF,11.46
WR,Dede Westbrook (11457186),Dede Westbrook,11457186,WR/FLEX,4800,HOU@JAX 10/21/2018 01:00PM ET,JAX,13.37
RB,Alex Collins (11456988),Alex Collins,11456988,RB/FLEX,4800,NO@BAL 10/21/2018 04:05PM ET,BAL,11.97
TE,Jordan Reed (11457394),Jordan Reed,11457394,TE/FLEX,4800,DAL@WAS 10/21/2018 04:25PM ET,WAS,9.5
QB,C.J. Beathard (11456922),C.J. Beathard,11456922,QB,4800,LAR@SF 10/21/2018 04:25PM ET,SF,16.60
RB,Corey Clement (11456990),Corey Clement,11456990,RB/FLEX,4700,CAR@PHI 10/21/2018 01:00PM ET,PHI,12.12
QB,Brock Osweiler (11456924),Brock Osweiler,11456924,QB,4700,DET@MIA 10/21/2018 01:00PM ET,MIA,18.55
WR,Taylor Gabriel (11457190),Taylor Gabriel,11457190,WR/FLEX,4700,NE@CHI 10/21/2018 01:00PM ET,CHI,15.78
WR,Chester Rogers (11457188),Chester Rogers,11457188,WR/FLEX,4700,BUF@IND 10/21/2018 01:00PM ET,IND,10.25
RB,Carlos Hyde (11456992),Carlos Hyde,11456992,RB/FLEX,4700,HOU@JAX 10/21/2018 01:00PM ET,JAX,12.85
WR,Chris Godwin (11457192),Chris Godwin,11457192,WR/FLEX,4600,CLE@TB 10/21/2018 01:00PM ET,TB,13.78
TE,Jack Doyle (11457396),Jack Doyle,11457396,TE/FLEX,4600,BUF@IND 10/21/2018 01:00PM ET,IND,8
WR,Keelan Cole (11457194),Keelan Cole,11457194,WR/FLEX,4600,HOU@JAX 10/21/2018 01:00PM ET,JAX,11.1
RB,Adrian Peterson (11456996),Adrian Peterson,11456996,RB/FLEX,4600,DAL@WAS 10/21/2018 04:25PM ET,WAS,14.9
RB,Alfred Morris (11456994),Alfred Morris,11456994,RB/FLEX,4600,LAR@SF 10/21/2018 04:25PM ET,SF,6.73
WR,Marquise Goodwin (11457196),Marquise Goodwin,11457196,WR/FLEX,4600,LAR@SF 10/21/2018 04:25PM ET,SF,12.18
QB,Tyrod Taylor (11456925),Tyrod Taylor,11456925,QB,4500,CLE@TB 10/21/2018 01:00PM ET,CLE,14.33
QB,Ryan Griffin (11456926),Ryan Griffin,11456926,QB,4500,CLE@TB 10/21/2018 01:00PM ET,TB,0
QB,Nick Foles (11456927),Nick Foles,11456927,QB,4500,CAR@PHI 10/21/2018 01:00PM ET,PHI,12.87
WR,Robby Anderson (11457198),Robby Anderson,11457198,WR/FLEX,4500,MIN@NYJ 10/21/2018 01:00PM ET,NYJ,9.85
RB,Kerryon Johnson (11456998),Kerryon Johnson,11456998,RB/FLEX,4500,DET@MIA 10/21/2018 01:00PM ET,DET,11.48
QB,Chase Daniel (11456928),Chase Daniel,11456928,QB,4500,NE@CHI 10/21/2018 01:00PM ET,CHI,-0.2
QB,Brian Hoyer (11456929),Brian Hoyer,11456929,QB,4500,NE@CHI 10/21/2018 01:00PM ET,NE,-0.3
QB,Jacoby Brissett (11456930),Jacoby Brissett,11456930,QB,4500,BUF@IND 10/21/2018 01:00PM ET,IND,0
QB,Teddy Bridgewater (11456931),Teddy Bridgewater,11456931,QB,4500,NO@BAL 10/21/2018 04:05PM ET,NO,-0.3
QB,Robert Griffin III (11456932),Robert Griffin III,11456932,QB,4500,NO@BAL 10/21/2018 04:05PM ET,BAL,0
QB,Lamar Jackson (11456933),Lamar Jackson,11456933,QB,4500,NO@BAL 10/21/2018 04:05PM ET,BAL,1.73
RB,Javorius Allen (11457000),Javorius Allen,11457000,RB/FLEX,4500,NO@BAL 10/21/2018 04:05PM ET,BAL,11.93
WR,Jamison Crowder (11457200),Jamison Crowder,11457200,WR/FLEX,4500,DAL@WAS 10/21/2018 04:25PM ET,WAS,8.98
QB,Nick Mullens (11456934),Nick Mullens,11456934,QB,4500,LAR@SF 10/21/2018 04:25PM ET,SF,0
WR,Pierre Garcon (11457202),Pierre Garcon,11457202,WR/FLEX,4500,LAR@SF 10/21/2018 04:25PM ET,SF,7.08
TE,Greg Olsen (11457398),Greg Olsen,11457398,TE/FLEX,4400,CAR@PHI 10/21/2018 01:00PM ET,CAR,7.05
QB,Trevor Siemian (11456936),Trevor Siemian,11456936,QB,4400,MIN@NYJ 10/21/2018 01:00PM ET,MIN,0
RB,Isaiah Crowell (11457004),Isaiah Crowell,11457004,RB/FLEX,4400,MIN@NYJ 10/21/2018 01:00PM ET,NYJ,15.3
QB,Matt Cassel (11456937),Matt Cassel,11456937,QB,4400,DET@MIA 10/21/2018 01:00PM ET,DET,-0.54
WR,Kenny Stills (11457206),Kenny Stills,11457206,WR/FLEX,4400,DET@MIA 10/21/2018 01:00PM ET,MIA,10.93
RB,Marlon Mack (11457002),Marlon Mack,11457002,RB/FLEX,4400,BUF@IND 10/21/2018 01:00PM ET,IND,7.45
QB,Cody Kessler (11456935),Cody Kessler,11456935,QB,4400,HOU@JAX 10/21/2018 01:00PM ET,JAX,0
WR,Ted Ginn Jr. (11457204),Ted Ginn Jr.,11457204,WR/FLEX,4400,NO@BAL 10/21/2018 04:05PM ET,NO,10.28
QB,Colt McCoy (11456938),Colt McCoy,11456938,QB,4400,DAL@WAS 10/21/2018 04:25PM ET,WAS,0
QB,Sean Mannion (11456939),Sean Mannion,11456939,QB,4400,LAR@SF 10/21/2018 04:25PM ET,LAR,0
WR,Antonio Callaway (11457208),Antonio Callaway,11457208,WR/FLEX,4300,CLE@TB 10/21/2018 01:00PM ET,CLE,7.05
QB,Josh McCown (11456941),Josh McCown,11456941,QB,4300,MIN@NYJ 10/21/2018 01:00PM ET,NYJ,0
TE,Trey Burton (11457400),Trey Burton,11457400,TE/FLEX,4300,NE@CHI 10/21/2018 01:00PM ET,CHI,10.62
QB,Derek Anderson (11456940),Derek Anderson,11456940,QB,4300,BUF@IND 10/21/2018 01:00PM ET,BUF,0
RB,Nyheim Hines (11457008),Nyheim Hines,11457008,RB/FLEX,4300,BUF@IND 10/21/2018 01:00PM ET,IND,13.13
WR,Ryan Grant (11457210),Ryan Grant,11457210,WR/FLEX,4300,BUF@IND 10/21/2018 01:00PM ET,IND,9.83
QB,Brandon Weeden (11456942),Brandon Weeden,11456942,QB,4300,HOU@JAX 10/21/2018 01:00PM ET,HOU,0
WR,Keke Coutee (11457212),Keke Coutee,11457212,WR/FLEX,4300,HOU@JAX 10/21/2018 01:00PM ET,HOU,16.1
RB,Malcolm Brown (11457006),Malcolm Brown,11457006,RB/FLEX,4300,LAR@SF 10/21/2018 04:25PM ET,LAR,2.92
TE,David Njoku (11457402),David Njoku,11457402,TE/FLEX,4200,CLE@TB 10/21/2018 01:00PM ET,CLE,9.58
RB,Bilal Powell (11457010),Bilal Powell,11457010,RB/FLEX,4200,MIN@NYJ 10/21/2018 01:00PM ET,NYJ,9.63
WR,Quincy Enunwa (11457216),Quincy Enunwa,11457216,WR/FLEX,4200,MIN@NYJ 10/21/2018 01:00PM ET,NYJ,9.28
QB,Nathan Peterman (11456943),Nathan Peterman,11456943,QB,4200,BUF@IND 10/21/2018 01:00PM ET,BUF,1.85
RB,Lamar Miller (11457012),Lamar Miller,11457012,RB/FLEX,4200,HOU@JAX 10/21/2018 01:00PM ET,HOU,10
QB,Cooper Rush (11456944),Cooper Rush,11456944,QB,4200,DAL@WAS 10/21/2018 04:25PM ET,DAL,0
WR,Paul Richardson Jr. (11457214),Paul Richardson Jr.,11457214,WR/FLEX,4200,DAL@WAS 10/21/2018 04:25PM ET,WAS,9.88
RB,Wendell Smallwood (11457014),Wendell Smallwood,11457014,RB/FLEX,4100,CAR@PHI 10/21/2018 01:00PM ET,PHI,8.95
WR,Jermaine Kearse (11457220),Jermaine Kearse,11457220,WR/FLEX,4100,MIN@NYJ 10/21/2018 01:00PM ET,NYJ,6.5
WR,Donte Moncrief (11457218),Donte Moncrief,11457218,WR/FLEX,4100,HOU@JAX 10/21/2018 01:00PM ET,JAX,9.48
WR,Trent Taylor (11457222),Trent Taylor,11457222,WR/FLEX,4100,LAR@SF 10/21/2018 04:25PM ET,SF,6.9
QB,Drew Stanton (11456945),Drew Stanton,11456945,QB,4000,CLE@TB 10/21/2018 01:00PM ET,CLE,0
RB,Duke Johnson Jr. (11457016),Duke Johnson Jr.,11457016,RB/FLEX,4000,CLE@TB 10/21/2018 01:00PM ET,CLE,7.58
QB,Nate Sudfeld (11456946),Nate Sudfeld,11456946,QB,4000,CAR@PHI 10/21/2018 01:00PM ET,PHI,0
QB,Taylor Heinicke (11456947),Taylor Heinicke,11456947,QB,4000,CAR@PHI 10/21/2018 01:00PM ET,CAR,0
RB,Darren Sproles (11457020),Darren Sproles,11457020,RB/FLEX,4000,CAR@PHI 10/21/2018 01:00PM ET,PHI,7.2
QB,Kyle Sloter (11456948),Kyle Sloter,11456948,QB,4000,MIN@NYJ 10/21/2018 01:00PM ET,MIN,0
QB,David Fales (11456949),David Fales,11456949,QB,4000,DET@MIA 10/21/2018 01:00PM ET,MIA,0
WR,Albert Wilson (11457224),Albert Wilson,11457224,WR/FLEX,4000,DET@MIA 10/21/2018 01:00PM ET,MIA,15.53
QB,Joe Webb III (11456950),Joe Webb III,11456950,QB,4000,HOU@JAX 10/21/2018 01:00PM ET,HOU,0
QB,Taysom Hill (11456951),Taysom Hill,11456951,QB,4000,NO@BAL 10/21/2018 04:05PM ET,NO,3.2
WR,Willie Snead IV (11457226),Willie Snead IV,11457226,WR/FLEX,4000,NO@BAL 10/21/2018 04:05PM ET,BAL,11.22
QB,Mike White (11456952),Mike White,11456952,QB,4000,DAL@WAS 10/21/2018 04:25PM ET,DAL,0
RB,Rod Smith (11457018),Rod Smith,11457018,RB/FLEX,4000,DAL@WAS 10/21/2018 04:25PM ET,DAL,0.85
QB,Jimmy Garoppolo (11456953),Jimmy Garoppolo,11456953,QB,4000,LAR@SF 10/21/2018 04:25PM ET,SF,17.01
RB,Ronald Jones II (11457026),Ronald Jones II,11457026,RB/FLEX,3900,CLE@TB 10/21/2018 01:00PM ET,TB,4.35
WR,Rashard Higgins (11457232),Rashard Higgins,11457232,WR/FLEX,3900,CLE@TB 10/21/2018 01:00PM ET,CLE,9.28
WR,D.J. Moore (11457234),D.J. Moore,11457234,WR/FLEX,3900,CAR@PHI 10/21/2018 01:00PM ET,CAR,6.96
TE,Kyle Rudolph (11457404),Kyle Rudolph,11457404,TE/FLEX,3900,MIN@NYJ 10/21/2018 01:00PM ET,MIN,10.93
WR,Danny Amendola (11457230),Danny Amendola,11457230,WR/FLEX,3900,DET@MIA 10/21/2018 01:00PM ET,MIA,7.5
WR,Cole Beasley (11457228),Cole Beasley,11457228,WR/FLEX,3900,DAL@WAS 10/21/2018 04:25PM ET,DAL,11.73
RB,Kyle Juszczyk (11457022),Kyle Juszczyk,11457022,RB/FLEX,3900,LAR@SF 10/21/2018 04:25PM ET,SF,7.65
RB,John Kelly (11457024),John Kelly,11457024,RB/FLEX,3900,LAR@SF 10/21/2018 04:25PM ET,LAR,0
RB,Peyton Barber (11457028),Peyton Barber,11457028,RB/FLEX,3800,CLE@TB 10/21/2018 01:00PM ET,TB,7.74
WR,Terrelle Pryor (11457236),Terrelle Pryor,11457236,WR/FLEX,3800,MIN@NYJ 10/21/2018 01:00PM ET,NYJ,8.25
RB,Frank Gore (11457030),Frank Gore,11457030,RB/FLEX,3800,DET@MIA 10/21/2018 01:00PM ET,MIA,8.1
RB,Theo Riddick (11457034),Theo Riddick,11457034,RB/FLEX,3800,DET@MIA 10/21/2018 01:00PM ET,DET,7.96
WR,Chris Hogan (11457240),Chris Hogan,11457240,WR/FLEX,3800,NE@CHI 10/21/2018 01:00PM ET,NE,8.18
RB,Chris Ivory (11457032),Chris Ivory,11457032,RB/FLEX,3800,BUF@IND 10/21/2018 01:00PM ET,BUF,5.72
WR,Cameron Meredith (11457238),Cameron Meredith,11457238,WR/FLEX,3800,NO@BAL 10/21/2018 04:05PM ET,NO,8.47
WR,Curtis Samuel (11457246),Curtis Samuel,11457246,WR/FLEX,3700,CAR@PHI 10/21/2018 01:00PM ET,CAR,5.85
RB,LeGarrette Blount (11457036),LeGarrette Blount,11457036,RB/FLEX,3700,DET@MIA 10/21/2018 01:00PM ET,DET,5.62
WR,Phillip Dorsett (11457248),Phillip Dorsett,11457248,WR/FLEX,3700,NE@CHI 10/21/2018 01:00PM ET,NE,8.33
WR,Zay Jones (11457244),Zay Jones,11457244,WR/FLEX,3700,BUF@IND 10/21/2018 01:00PM ET,BUF,6.98
RB,D'Onta Foreman (11457038),D'Onta Foreman,11457038,RB/FLEX,3700,HOU@JAX 10/21/2018 01:00PM ET,HOU,0
RB,Alfred Blue (11457040),Alfred Blue,11457040,RB/FLEX,3700,HOU@JAX 10/21/2018 01:00PM ET,HOU,7.53
WR,Tre'Quan Smith (11457242),Tre'Quan Smith,11457242,WR/FLEX,3700,NO@BAL 10/21/2018 04:05PM ET,NO,6.38
RB,Nick Chubb (11457042),Nick Chubb,11457042,RB/FLEX,3600,CLE@TB 10/21/2018 01:00PM ET,CLE,5.38
WR,Damion Ratley (11457256),Damion Ratley,11457256,WR/FLEX,3600,CLE@TB 10/21/2018 01:00PM ET,CLE,4.73
TE,O.J. Howard (11457406),O.J. Howard,11457406,TE/FLEX,3600,CLE@TB 10/21/2018 01:00PM ET,TB,11.08
WR,Torrey Smith (11457250),Torrey Smith,11457250,WR/FLEX,3600,CAR@PHI 10/21/2018 01:00PM ET,CAR,7.4
WR,Zach Pascal (11457252),Zach Pascal,11457252,WR/FLEX,3600,BUF@IND 10/21/2018 01:00PM ET,IND,5.53
DST,Jaguars  (11457540),Jaguars ,11457540,DST,3600,HOU@JAX 10/21/2018 01:00PM ET,JAX,6.33
WR,Josh Doctson (11457254),Josh Doctson,11457254,WR/FLEX,3600,DAL@WAS 10/21/2018 04:25PM ET,WAS,3.7
WR,Adam Humphries (11457272),Adam Humphries,11457272,WR/FLEX,3500,CLE@TB 10/21/2018 01:00PM ET,TB,6.94
RB,C.J. Anderson (11457048),C.J. Anderson,11457048,RB/FLEX,3500,CAR@PHI 10/21/2018 01:00PM ET,CAR,3.56
WR,Laquon Treadwell (11457264),Laquon Treadwell,11457264,WR/FLEX,3500,MIN@NYJ 10/21/2018 01:00PM ET,MIN,7.17
WR,Jakeem Grant (11457268),Jakeem Grant,11457268,WR/FLEX,3500,DET@MIA 10/21/2018 01:00PM ET,MIA,9.48
RB,Rex Burkhead (11457044),Rex Burkhead,11457044,RB/FLEX,3500,NE@CHI 10/21/2018 01:00PM ET,NE,4.9
RB,Robert Turbin (11457046),Robert Turbin,11457046,RB/FLEX,3500,BUF@IND 10/21/2018 01:00PM ET,IND,0.65
WR,Kelvin Benjamin (11457262),Kelvin Benjamin,11457262,WR/FLEX,3500,BUF@IND 10/21/2018 01:00PM ET,BUF,5.1
WR,Michael Gallup (11457258),Michael Gallup,11457258,WR/FLEX,3500,DAL@WAS 10/21/2018 04:25PM ET,DAL,2.98
WR,Kendrick Bourne (11457260),Kendrick Bourne,11457260,WR/FLEX,3500,LAR@SF 10/21/2018 04:25PM ET,SF,5.67
WR,Dante Pettis (11457266),Dante Pettis,11457266,WR/FLEX,3500,LAR@SF 10/21/2018 04:25PM ET,SF,4.65
WR,Josh Reynolds (11457270),Josh Reynolds,11457270,WR/FLEX,3500,LAR@SF 10/21/2018 04:25PM ET,LAR,1.28
DST,Rams  (11457541),Rams ,11457541,DST,3500,LAR@SF 10/21/2018 04:25PM ET,LAR,9.17
DST,Vikings  (11457542),Vikings ,11457542,DST,3400,MIN@NYJ 10/21/2018 01:00PM ET,MIN,7.67
WR,Anthony Miller (11457280),Anthony Miller,11457280,WR/FLEX,3400,NE@CHI 10/21/2018 01:00PM ET,CHI,7.48
RB,Jordan Wilkins (11457050),Jordan Wilkins,11457050,RB/FLEX,3400,BUF@IND 10/21/2018 01:00PM ET,IND,4.82
WR,D.J. Chark Jr. (11457274),D.J. Chark Jr.,11457274,WR/FLEX,3400,HOU@JAX 10/21/2018 01:00PM ET,JAX,1.95
WR,Allen Hurns (11457276),Allen Hurns,11457276,WR/FLEX,3400,DAL@WAS 10/21/2018 04:25PM ET,DAL,3.73
WR,Deonte Thompson (11457278),Deonte Thompson,11457278,WR/FLEX,3400,DAL@WAS 10/21/2018 04:25PM ET,DAL,3.72
WR,Jordan Matthews (11457284),Jordan Matthews,11457284,WR/FLEX,3300,CAR@PHI 10/21/2018 01:00PM ET,PHI,5.68
WR,Jarius Wright (11457286),Jarius Wright,11457286,WR/FLEX,3300,CAR@PHI 10/21/2018 01:00PM ET,CAR,6.2
RB,Kalen Ballage (11457052),Kalen Ballage,11457052,RB/FLEX,3300,DET@MIA 10/21/2018 01:00PM ET,MIA,0.25
WR,Cordarrelle Patterson (11457282),Cordarrelle Patterson,11457282,WR/FLEX,3300,NE@CHI 10/21/2018 01:00PM ET,NE,6.27
DST,Colts  (11457543),Colts ,11457543,DST,3300,BUF@IND 10/21/2018 01:00PM ET,IND,5.67
RB,Raheem Mostert (11457054),Raheem Mostert,11457054,RB/FLEX,3300,LAR@SF 10/21/2018 04:25PM ET,SF,1.9
RB,C.J. Ham (11457056),C.J. Ham,11457056,RB/FLEX,3200,MIN@NYJ 10/21/2018 01:00PM ET,MIN,2.45
RB,Benny Cunningham (11457058),Benny Cunningham,11457058,RB/FLEX,3200,NE@CHI 10/21/2018 01:00PM ET,CHI,0.54
WR,Michael Floyd (11457288),Michael Floyd,11457288,WR/FLEX,3200,DAL@WAS 10/21/2018 04:25PM ET,WAS,0
TE,Vernon Davis (11457408),Vernon Davis,11457408,TE/FLEX,3200,DAL@WAS 10/21/2018 04:25PM ET,WAS,5.98
TE,Cameron Brate (11457410),Cameron Brate,11457410,TE/FLEX,3100,CLE@TB 10/21/2018 01:00PM ET,TB,6.56
RB,Roc Thomas (11457062),Roc Thomas,11457062,RB/FLEX,3100,MIN@NYJ 10/21/2018 01:00PM ET,MIN,0.8
WR,Andre Roberts (11457290),Andre Roberts,11457290,WR/FLEX,3100,MIN@NYJ 10/21/2018 01:00PM ET,NYJ,1.27
WR,Aldrick Robinson (11457294),Aldrick Robinson,11457294,WR/FLEX,3100,MIN@NYJ 10/21/2018 01:00PM ET,MIN,4.8
WR,DeVante Parker (11457296),DeVante Parker,11457296,WR/FLEX,3100,DET@MIA 10/21/2018 01:00PM ET,MIA,3
WR,Andre Holmes (11457292),Andre Holmes,11457292,WR/FLEX,3100,BUF@IND 10/21/2018 01:00PM ET,BUF,2.35
RB,Kapri Bibbs (11457060),Kapri Bibbs,11457060,RB/FLEX,3100,DAL@WAS 10/21/2018 04:25PM ET,WAS,3.3
RB,Dontrell Hilliard (11457064),Dontrell Hilliard,11457064,RB/FLEX,3000,CLE@TB 10/21/2018 01:00PM ET,CLE,0
RB,Shaun Wilson (11457076),Shaun Wilson,11457076,RB/FLEX,3000,CLE@TB 10/21/2018 01:00PM ET,TB,1.47
RB,Jacquizz Rodgers (11457126),Jacquizz Rodgers,11457126,RB/FLEX,3000,CLE@TB 10/21/2018 01:00PM ET,TB,2.32
